Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player
2017,2017-09-17,1,2,21.202,TAM,,CHI,W 29-7,False,2,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,29,41%,0,0%,8,36%,False,Chris Godwin
2017,2017-09-24,2,3,21.209,TAM,@,MIN,L 17-34,False,3,3,44,14.67,0,100.0%,14.67,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,11,21%,0,0%,11,39%,True,Chris Godwin
2017,2017-10-01,3,4,21.216,TAM,,NYG,W 25-23,False,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,9,14%,0,0%,10,34%,False,Chris Godwin
2017,2017-10-05,4,5,21.220,TAM,,NWE,L 14-19,False,2,1,8,8.00,0,50.0%,4.00,0,0,,0,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,17,24%,0,0%,13,45%,False,Chris Godwin
2017,2017-10-15,5,6,21.230,TAM,@,ARI,L 33-38,False,1,1,9,9.00,0,100.0%,9.00,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,14,20%,0,0%,19,73%,True,Chris Godwin
2017,2017-10-22,6,7,21.237,TAM,@,BUF,L 27-30,False,1,1,5,5.00,0,100.0%,5.00,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,22,31%,0,0%,17,59%,True,Chris Godwin
2017,2017-10-29,7,8,21.244,TAM,,CAR,L 3-17,False,2,1,8,8.00,0,50.0%,4.00,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,14,21%,0,0%,19,83%,False,Chris Godwin
2017,2017-11-05,8,9,21.251,TAM,@,NOR,L 10-30,False,1,1,9,9.00,0,100.0%,9.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,18,31%,0,0%,18,67%,True,Chris Godwin
2017,2017-11-12,9,10,21.258,TAM,,NYJ,W 15-10,True,10,5,68,13.60,0,50.0%,6.80,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,69,97%,0,0%,1,4%,False,Chris Godwin
2017,2017-11-19,10,11,21.265,TAM,@,MIA,W 30-20,False,2,2,38,19.00,0,100.0%,19.00,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,22,33%,0,0%,18,60%,True,Chris Godwin
2017,2017-11-26,11,12,21.272,TAM,@,ATL,L 20-34,False,2,1,17,17.00,0,50.0%,8.50,0,0,,0,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,19,27%,0,0%,16,62%,True,Chris Godwin
2017,2017-12-03,12,13,21.279,TAM,@,GNB,L 20-26,False,3,2,24,12.00,0,66.7%,8.00,0,0,,0,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,17,22%,0,0%,20,71%,True,Chris Godwin
2017,2017-12-10,13,14,21.286,TAM,,DET,L 21-24,False,6,5,68,13.60,0,83.3%,11.33,0,0,,0,,0,0,0.0,2,0,2,0,0,0,0,0,0,0,0,40,56%,0,0%,15,62%,False,Chris Godwin
2017,2017-12-18,14,15,21.294,TAM,,ATL,L 21-24,False,2,1,18,18.00,0,50.0%,9.00,0,0,,0,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,33,56%,0,0%,10,38%,False,Chris Godwin
2017,2017-12-24,15,16,21.300,TAM,@,CAR,L 19-22,True,6,3,98,32.67,0,50.0%,16.33,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,54,84%,0,0%,0,0%,True,Chris Godwin
2017,2017-12-31,16,17,21.307,TAM,,NOR,W 31-24,False,12,7,111,15.86,1,58.3%,9.25,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,58,70%,0,0%,0,0%,False,Chris Godwin
2018,2018-09-09,1,1,22.194,TAM,@,NOR,W 48-40,False,4,3,41,13.67,1,75.0%,10.25,0,0,,0,,1,6,0.0,0,0,0,0,0,1,0,0,1,0,0,46,70%,0,0%,2,6%,True,Chris Godwin
2018,2018-09-16,2,2,22.201,TAM,,PHI,W 27-21,False,6,5,56,11.20,1,83.3%,9.33,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,29,50%,0,0%,2,7%,False,Chris Godwin
2018,2018-09-24,3,3,22.209,TAM,,PIT,L 27-30,False,10,5,74,14.80,1,50.0%,7.40,0,0,,0,,1,6,0.0,1,0,1,0,0,1,1,0,0,0,0,37,51%,0,0%,1,3%,False,Chris Godwin
2018,2018-09-30,4,4,22.215,TAM,@,CHI,L 10-48,False,2,2,22,11.00,0,100.0%,11.00,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,31,49%,0,0%,0,0%,True,Chris Godwin
2018,2018-10-14,5,6,22.229,TAM,@,ATL,L 29-34,False,9,6,56,9.33,1,66.7%,6.22,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,37,56%,0,0%,0,0%,True,Chris Godwin
2018,2018-10-21,6,7,22.236,TAM,,CLE,W 26-23,False,6,5,59,11.80,0,83.3%,9.83,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,66,69%,0,0%,0,0%,False,Chris Godwin
