Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player
2015,2015-09-13,1,1,,DEN,,BAL,W 19-13,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Trevor Siemian
2015,2015-09-17,2,2,,DEN,@,KAN,W 31-24,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Trevor Siemian
2015,2015-09-27,3,3,,DEN,@,DET,W 24-12,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Trevor Siemian
2015,2015-10-04,4,4,,DEN,,MIN,W 23-20,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Trevor Siemian
2015,2015-10-11,5,5,,DEN,@,OAK,W 16-10,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Trevor Siemian
2015,2015-10-18,6,6,,DEN,@,CLE,W 26-23,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Trevor Siemian
2015,2015-11-01,7,8,,DEN,,GNB,W 29-10,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Trevor Siemian
2015,2015-11-08,8,9,,DEN,@,IND,L 24-27,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Trevor Siemian
2015,2015-11-15,9,10,,DEN,,KAN,L 13-29,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Trevor Siemian
2015,2015-11-22,10,11,,DEN,@,CHI,W 17-15,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Trevor Siemian
2015,2015-11-29,11,12,,DEN,,NWE,W 30-24,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Trevor Siemian
2015,2015-12-06,12,13,,DEN,@,SDG,W 17-3,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Trevor Siemian
2015,2015-12-13,13,14,,DEN,,OAK,L 12-15,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Trevor Siemian
2015,2015-12-20,14,15,23.359,DEN,@,PIT,L 27-34,False,0,0,,0,0,0,,0,0,,,1,-1,-1.00,0,,0,0,0,0,0,0,0,0,1,1%,0,0%,0,0%,True,Trevor Siemian
2015,2015-12-28,15,16,,DEN,,CIN,W 20-17,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Trevor Siemian
2015,2016-01-03,16,17,,DEN,,SDG,W 27-20,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Trevor Siemian
2016,2016-09-08,1,1,24.257,DEN,,CAR,W 21-20,True,18,26,69.23,178,1,2,69.1,2,19,6.85,4.15,5,20,4.00,0,,0,0,0,0,0,0,0,0,58,100%,0,0%,0,0%,False,Trevor Siemian
2016,2016-09-18,2,2,24.267,DEN,,IND,W 34-20,True,22,33,66.67,266,0,1,78.6,1,0,8.06,6.70,1,7,7.00,0,1,0,2,0,0,0,0,0,0,71,100%,0,0%,0,0%,False,Trevor Siemian
2016,2016-09-25,3,3,24.274,DEN,@,CIN,W 29-17,True,23,35,65.71,312,4,0,132.1,2,9,8.91,11.20,3,5,1.67,0,,0,0,0,0,0,0,0,0,67,100%,0,0%,0,0%,True,Trevor Siemian
2016,2016-10-02,4,4,24.281,DEN,@,TAM,W 27-7,True,5,7,71.43,68,1,0,141.7,3,20,9.71,12.57,0,0,,0,,0,0,0,0,0,0,0,0,21,29%,0,0%,0,0%,True,Trevor Siemian
2016,2016-10-09,5,5,,DEN,,ATL,L 16-23,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Trevor Siemian
2016,2016-10-13,6,6,24.292,DEN,@,SDG,L 13-21,True,30,50,60.00,230,1,0,77.9,2,10,4.60,5.00,1,1,1.00,0,,0,0,0,0,0,0,0,0,74,100%,0,0%,0,0%,True,Trevor Siemian
2016,2016-10-24,7,7,24.303,DEN,,HOU,W 27-9,True,14,25,56.00,157,1,0,88.2,0,0,6.28,7.08,1,-1,-1.00,0,,0,0,0,0,0,0,0,0,64,100%,0,0%,0,0%,False,Trevor Siemian
2016,2016-10-30,8,8,24.309,DEN,,SDG,W 27-19,True,20,38,52.63,276,0,1,65.2,1,9,7.26,6.08,3,-2,-0.67,0,,0,0,2,1,0,0,-1,0,65,100%,0,0%,0,0%,False,Trevor Siemian
2016,2016-11-06,9,9,24.316,DEN,@,OAK,L 20-30,True,18,37,48.65,283,2,1,81.2,2,17,7.65,7.51,0,0,,0,,0,0,1,1,0,0,0,0,56,100%,0,0%,0,0%,True,Trevor Siemian
2016,2016-11-13,10,10,24.323,DEN,@,NOR,W 25-23,True,25,40,62.50,258,2,2,76.9,6,24,6.45,5.20,6,5,0.83,0,,0,0,0,0,0,0,0,0,83,100%,0,0%,0,0%,True,Trevor Siemian
2016,2016-11-27,11,12,24.337,DEN,,KAN,L 27-30,True,20,34,58.82,368,3,0,125.6,5,28,10.82,12.59,5,23,4.60,0,,0,0,1,0,0,0,0,0,80,100%,0,0%,0,0%,False,Trevor Siemian
2016,2016-12-04,12,13,,DEN,@,JAX,W 20-10,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Trevor Siemian
2016,2016-12-11,13,14,24.351,DEN,@,TEN,L 10-13,True,35,51,68.63,334,1,0,93.1,3,20,6.55,6.94,0,0,,0,,0,0,0,0,0,0,0,0,65,100%,0,0%,0,0%,True,Trevor Siemian
2016,2016-12-18,14,15,24.358,DEN,,NWE,L 3-16,True,25,40,62.50,282,0,1,73.1,4,31,7.05,5.93,1,4,4.00,0,,0,0,0,0,0,0,0,0,62,100%,0,0%,0,0%,False,Trevor Siemian
2016,2016-12-25,15,16,24.365,DEN,@,KAN,L 10-33,True,17,43,39.53,183,0,1,43.1,0,0,4.26,3.21,0,0,,0,,0,0,0,0,0,0,0,0,60,100%,0,0%,0,0%,True,Trevor Siemian
2016,2017-01-01,16,17,25.006,DEN,,OAK,W 24-6,True,17,27,62.96,206,2,1,95.6,0,0,7.63,7.44,2,-5,-2.50,0,,0,0,0,0,0,0,0,0,73,100%,0,0%,0,0%,False,Trevor Siemian
2017,2017-09-11,1,1,25.259,DEN,,LAC,W 24-21,True,17,28,60.71,219,2,1,94.2,4,38,7.82,7.64,6,19,3.17,1,,1,6,0,0,0,0,0,0,69,100%,0,0%,0,0%,False,Trevor Siemian
2017,2017-09-17,2,2,25.265,DEN,,DAL,W 42-17,True,22,32,68.75,231,4,1,116.0,2,29,7.22,8.31,5,14,2.80,0,,0,0,1,1,0,0,0,0,77,100%,0,0%,0,0%,False,Trevor Siemian
2017,2017-09-24,3,3,25.272,DEN,@,BUF,L 16-26,True,24,40,60.00,259,0,2,58.2,3,4,6.48,4.23,3,12,4.00,0,,0,0,1,0,0,0,0,0,70,100%,0,0%,0,0%,True,Trevor Siemian
2017,2017-10-01,4,4,25.279,DEN,,OAK,W 16-10,True,16,26,61.54,179,1,0,94.9,4,24,6.88,7.65,4,1,0.25,0,,0,0,0,0,0,0,0,0,64,100%,0,0%,0,0%,False,Trevor Siemian
2017,2017-10-15,5,6,25.293,DEN,,NYG,L 10-23,True,29,50,58.00,376,1,2,71.7,4,28,7.52,6.12,1,9,9.00,0,,0,0,1,0,0,1,0,0,74,91%,0,0%,0,0%,False,Trevor Siemian
2017,2017-10-22,6,7,25.300,DEN,@,LAC,L 0-21,True,25,35,71.43,207,0,1,74.3,5,25,5.91,4.63,2,14,7.00,0,,0,0,2,1,0,0,0,0,64,100%,0,0%,0,0%,True,Trevor Siemian
2017,2017-10-30,7,8,25.308,DEN,@,KAN,L 19-29,True,19,36,52.78,198,1,3,43.5,3,11,5.50,2.31,2,20,10.00,0,,0,0,0,0,0,0,0,0,73,100%,0,0%,0,0%,True,Trevor Siemian
2017,2017-11-05,8,9,,DEN,@,PHI,L 23-51,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Trevor Siemian
2017,2017-11-12,9,10,,DEN,,NWE,L 16-41,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Trevor Siemian
2017,2017-11-19,10,11,,DEN,,CIN,L 17-20,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Trevor Siemian
2017,2017-11-26,11,12,25.335,DEN,@,OAK,L 14-21,False,11,21,52.38,149,2,0,107.0,1,7,7.10,9.00,2,9,4.50,0,,0,0,0,0,0,0,0,0,26,44%,0,0%,0,0%,True,Trevor Siemian
2017,2017-12-03,12,13,25.342,DEN,@,MIA,L 9-35,True,19,41,46.34,200,0,3,30.5,3,33,4.88,1.59,3,16,5.33,0,,0,0,0,0,0,0,0,0,72,100%,0,0%,0,0%,True,Trevor Siemian
