Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Scoring_XPM,Scoring_XPA,Scoring_XP%,Scoring_FGM,Scoring_FGA,Scoring_FG%,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2016.0,2016-12-11,13.0,14.0,31.165,SEA,GNB,L 10-38,False,1,1,100.0,1,1,100.0,0,4,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,5,19%,True,Stephen Hauschka,False,10,38
2016.0,2016-12-15,14.0,15.0,31.169,SEA,LAR,W 24-3,False,3,3,100.0,1,1,100.0,0,6,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,9,43%,False,Stephen Hauschka,True,24,3
2016.0,2016-12-24,15.0,16.0,31.178,SEA,ARI,L 31-34,False,2,3,66.7,1,2,50.0,0,5,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,11,33%,False,Stephen Hauschka,False,31,34
2016.0,2017-01-01,16.0,17.0,31.186,SEA,SFO,W 25-23,False,1,2,50.0,4,4,100.0,0,13,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,13,41%,True,Stephen Hauschka,True,25,23
2017.0,2017-09-10,1.0,1.0,32.073,BUF,NYJ,W 21-12,False,3,3,100.0,,1,0.0,0,3,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,8,31%,False,Stephen Hauschka,True,21,12
2017.0,2017-09-17,2.0,2.0,32.08,BUF,CAR,L 3-9,False,,,,1,1,100.0,0,3,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,3,14%,True,Stephen Hauschka,False,3,9
2017.0,2017-09-24,3.0,3.0,32.087,BUF,DEN,W 26-16,False,2,2,100.0,4,4,100.0,0,14,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,13,41%,False,Stephen Hauschka,True,26,16
2017.0,2017-10-01,4.0,4.0,32.094,BUF,ATL,W 23-17,False,2,2,100.0,3,3,100.0,0,11,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,11,44%,True,Stephen Hauschka,True,23,17
2017.0,2017-10-08,5.0,5.0,32.101,BUF,CIN,L 16-20,False,1,1,100.0,3,3,100.0,0,10,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,9,31%,True,Stephen Hauschka,False,16,20
2017.0,2017-10-22,6.0,7.0,32.115,BUF,TAM,W 30-27,False,3,3,100.0,3,4,75.0,0,12,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,14,48%,False,Stephen Hauschka,True,30,27
2017.0,2017-10-29,7.0,8.0,32.122,BUF,OAK,W 34-14,False,4,4,100.0,2,2,100.0,0,10,0.0,0,0,0,,,0,0,1,0,0,0,0,0%,0,0%,13,48%,False,Stephen Hauschka,True,34,14
2017.0,2017-11-02,8.0,9.0,32.126,BUF,NYJ,L 21-34,False,3,3,100.0,,,,0,3,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,8,25%,True,Stephen Hauschka,False,21,34
2017.0,2017-11-12,9.0,10.0,32.136,BUF,NOR,L 10-47,False,1,1,100.0,1,1,100.0,0,4,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,5,18%,False,Stephen Hauschka,False,10,47
2017.0,2017-11-19,10.0,11.0,32.143,BUF,LAC,L 24-54,False,3,3,100.0,1,1,100.0,0,6,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,9,26%,True,Stephen Hauschka,False,24,54
2017.0,2017-11-26,11.0,12.0,32.15,BUF,KAN,W 16-10,False,1,1,100.0,3,4,75.0,0,10,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,10,33%,True,Stephen Hauschka,True,16,10
2017.0,2017-12-03,12.0,13.0,32.157,BUF,NWE,L 3-23,False,,,,1,1,100.0,0,3,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,3,14%,False,Stephen Hauschka,False,3,23
2017.0,2017-12-10,13.0,14.0,32.164,BUF,IND,W 13-7,False,1,1,100.0,,,,0,1,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,3,14%,False,Stephen Hauschka,True,13,7
2017.0,2017-12-17,14.0,15.0,32.171,BUF,MIA,W 24-16,False,3,3,100.0,1,1,100.0,0,6,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,9,33%,False,Stephen Hauschka,True,24,16
2017.0,2017-12-24,15.0,16.0,32.178,BUF,NWE,L 16-37,False,1,1,100.0,3,4,75.0,0,10,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,9,32%,True,Stephen Hauschka,False,16,37
2017.0,2017-12-31,16.0,17.0,32.185,BUF,MIA,W 22-16,False,1,1,100.0,3,3,100.0,0,10,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,10,42%,True,Stephen Hauschka,True,22,16
2018.0,2018-09-09,1.0,1.0,33.072,BUF,BAL,L 3-47,False,,,,1,2,50.0,0,3,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,4,12%,True,Stephen Hauschka,False,3,47
2018.0,2018-09-16,2.0,2.0,33.079,BUF,LAC,L 20-31,False,2,2,100.0,2,2,100.0,0,8,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,9,30%,False,Stephen Hauschka,False,20,31
2018.0,2018-09-23,3.0,3.0,33.086,BUF,MIN,W 27-6,False,3,3,100.0,2,2,100.0,0,9,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,11,46%,True,Stephen Hauschka,True,27,6
2018.0,2018-09-30,4.0,4.0,33.093,BUF,GNB,L 0-22,False,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,1,4%,True,Stephen Hauschka,False,0,22
2018.0,2018-10-07,5.0,5.0,33.1,BUF,TEN,W 13-12,False,1,1,100.0,2,2,100.0,0,7,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,7,33%,False,Stephen Hauschka,True,13,12
2018.0,2018-10-14,6.0,6.0,33.107,BUF,HOU,L 13-20,False,1,1,100.0,2,2,100.0,0,7,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,7,25%,True,Stephen Hauschka,False,13,20
2018.0,2018-10-21,7.0,7.0,33.114,BUF,IND,L 5-37,False,,,,1,1,100.0,0,3,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,3,12%,True,Stephen Hauschka,False,5,37
2018.0,2018-10-29,8.0,8.0,33.122,BUF,NWE,L 6-25,False,,,,2,2,100.0,0,6,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,5,18%,False,Stephen Hauschka,False,6,25
2018.0,2018-11-04,9.0,9.0,33.128,BUF,CHI,L 9-41,False,,,,1,1,100.0,0,3,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,4,14%,False,Stephen Hauschka,False,9,41
2018.0,2018-11-11,10.0,10.0,33.135,BUF,NYJ,W 41-10,False,5,5,100.0,2,2,100.0,0,11,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,15,48%,True,Stephen Hauschka,True,41,10
2018.0,2018-11-25,11.0,12.0,33.149,BUF,JAX,W 24-21,False,3,3,100.0,1,1,100.0,0,6,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,9,28%,False,Stephen Hauschka,True,24,21
2018.0,2018-12-02,12.0,13.0,33.156,BUF,MIA,L 17-21,False,,1,0.0,1,2,50.0,0,3,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,7,28%,True,Stephen Hauschka,False,17,21
2018.0,2018-12-09,13.0,14.0,33.163,BUF,NYJ,L 23-27,False,2,2,100.0,3,5,60.0,0,11,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,13,46%,False,Stephen Hauschka,False,23,27
2018.0,2018-12-16,14.0,15.0,33.17,BUF,DET,W 14-13,False,2,2,100.0,,,,0,2,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,5,21%,False,Stephen Hauschka,True,14,13
2018.0,2018-12-23,15.0,16.0,33.177,BUF,NWE,L 12-24,False,,,,2,3,66.7,0,6,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,8,28%,True,Stephen Hauschka,False,12,24
2018.0,2018-12-30,16.0,17.0,33.184,BUF,MIA,W 42-17,False,6,6,100.0,,1,0.0,0,6,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,14,48%,False,Stephen Hauschka,True,42,17
2019.0,2019-09-08,1.0,1.0,34.071,BUF,NYJ,W 17-16,False,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,7,30%,True,Stephen Hauschka,True,17,16
2019.0,2019-09-15,2.0,2.0,34.078,BUF,NYG,W 28-14,False,4,4,100.0,,,,0,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,10,36%,True,Stephen Hauschka,True,28,14
2019.0,2019-09-22,3.0,3.0,34.085,BUF,CIN,W 21-17,False,1,1,100.0,2,3,66.7,0,7,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1%,0,0%,9,33%,False,Stephen Hauschka,True,21,17
2019.0,2019-09-29,4.0,4.0,34.092,BUF,NWE,L 10-16,False,1,1,100.0,1,2,50.0,0,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,6,21%,False,Stephen Hauschka,False,10,16
2019.0,2019-10-06,5.0,5.0,34.099,BUF,TEN,W 14-7,False,2,2,100.0,,,,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,5,20%,True,Stephen Hauschka,True,14,7
2019.0,2019-10-20,6.0,7.0,34.113,BUF,MIA,W 31-21,False,2,2,100.0,3,3,100.0,0,11,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,12,44%,False,Stephen Hauschka,True,31,21
2019.0,2019-10-27,7.0,8.0,34.12,BUF,PHI,L 13-31,False,1,2,50.0,,1,0.0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,6,23%,False,Stephen Hauschka,False,13,31
2019.0,2019-11-03,8.0,9.0,34.127,BUF,WAS,W 24-9,False,3,3,100.0,1,1,100.0,0,6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,9,38%,False,Stephen Hauschka,True,24,9
2019.0,2019-11-10,9.0,10.0,34.134,BUF,CLE,L 16-19,False,2,2,100.0,,2,0.0,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,7,29%,True,Stephen Hauschka,False,16,19
2019.0,2019-11-17,10.0,11.0,34.141,BUF,MIA,W 37-20,False,4,4,100.0,3,3,100.0,0,13,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,15,47%,True,Stephen Hauschka,True,37,20
2019.0,2019-11-24,11.0,12.0,34.148,BUF,DEN,W 20-3,False,2,2,100.0,2,2,100.0,0,8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,9,38%,False,Stephen Hauschka,True,20,3
2019.0,2019-11-28,12.0,13.0,34.152,BUF,DAL,W 26-15,False,2,3,66.7,2,3,66.7,0,8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,12,52%,True,Stephen Hauschka,True,26,15
2019.0,2019-12-08,13.0,14.0,34.162,BUF,BAL,L 17-24,False,,,,3,3,100.0,0,9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,8,26%,False,Stephen Hauschka,False,17,24
2019.0,2019-12-15,14.0,15.0,34.169,BUF,PIT,W 17-10,False,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,7,29%,True,Stephen Hauschka,True,17,10
2019.0,2019-12-21,15.0,16.0,34.175,BUF,NWE,L 17-24,False,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,7,27%,True,Stephen Hauschka,False,17,24
2019.0,2019-12-29,16.0,17.0,34.183,BUF,NYJ,L 6-13,False,,,,2,2,100.0,0,6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,5,20%,False,Stephen Hauschka,False,6,13
2020.0,2020-10-04,4.0,4.0,,JAX,CIN,L 25-33,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Stephen Hauschka,False,25,33
2020.0,2020-10-11,5.0,5.0,35.104,JAX,HOU,L 14-30,False,2,2,100.0,,2,0.0,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,4,17%,True,Stephen Hauschka,False,14,30
2020.0,2020-12-06,12.0,13.0,,JAX,MIN,L 24-27,True,Returned from Injured Reserve,Returned from Injured Reserve,Returned from Injured Reserve,Returned from Injured Reserve,Returned from Injured Reserve,Returned from Injured Reserve,Returned from Injured Reserve,Returned from Injured Reserve,Returned from Injured Reserve,Returned from Injured Reserve,Returned from Injured Reserve,Returned from Injured Reserve,Returned from Injured Reserve,Returned from Injured Reserve,Returned from Injured Reserve,Returned from Injured Reserve,Returned from Injured Reserve,Returned from Injured Reserve,Returned from Injured Reserve,Returned from Injured Reserve,Returned from Injured Reserve,Returned from Injured Reserve,Returned from Injured Reserve,Returned from Injured Reserve,Returned from Injured Reserve,Returned from Injured Reserve,True,Stephen Hauschka,False,24,27
2020.0,2020-12-13,13.0,14.0,,JAX,TEN,L 10-31,True,Returned from Injured Reserve,Returned from Injured Reserve,Returned from Injured Reserve,Returned from Injured Reserve,Returned from Injured Reserve,Returned from Injured Reserve,Returned from Injured Reserve,Returned from Injured Reserve,Returned from Injured Reserve,Returned from Injured Reserve,Returned from Injured Reserve,Returned from Injured Reserve,Returned from Injured Reserve,Returned from Injured Reserve,Returned from Injured Reserve,Returned from Injured Reserve,Returned from Injured Reserve,Returned from Injured Reserve,Returned from Injured Reserve,Returned from Injured Reserve,Returned from Injured Reserve,Returned from Injured Reserve,Returned from Injured Reserve,Returned from Injured Reserve,Returned from Injured Reserve,Returned from Injured Reserve,False,Stephen Hauschka,False,10,31
2020.0,2020-12-20,14.0,15.0,,JAX,BAL,L 14-40,True,Returned from Injured Reserve,Returned from Injured Reserve,Returned from Injured Reserve,Returned from Injured Reserve,Returned from Injured Reserve,Returned from Injured Reserve,Returned from Injured Reserve,Returned from Injured Reserve,Returned from Injured Reserve,Returned from Injured Reserve,Returned from Injured Reserve,Returned from Injured Reserve,Returned from Injured Reserve,Returned from Injured Reserve,Returned from Injured Reserve,Returned from Injured Reserve,Returned from Injured Reserve,Returned from Injured Reserve,Returned from Injured Reserve,Returned from Injured Reserve,Returned from Injured Reserve,Returned from Injured Reserve,Returned from Injured Reserve,Returned from Injured Reserve,Returned from Injured Reserve,Returned from Injured Reserve,True,Stephen Hauschka,False,14,40
2020.0,2020-12-27,15.0,16.0,,JAX,CHI,L 17-41,True,Returned from Injured Reserve,Returned from Injured Reserve,Returned from Injured Reserve,Returned from Injured Reserve,Returned from Injured Reserve,Returned from Injured Reserve,Returned from Injured Reserve,Returned from Injured Reserve,Returned from Injured Reserve,Returned from Injured Reserve,Returned from Injured Reserve,Returned from Injured Reserve,Returned from Injured Reserve,Returned from Injured Reserve,Returned from Injured Reserve,Returned from Injured Reserve,Returned from Injured Reserve,Returned from Injured Reserve,Returned from Injured Reserve,Returned from Injured Reserve,Returned from Injured Reserve,Returned from Injured Reserve,Returned from Injured Reserve,Returned from Injured Reserve,Returned from Injured Reserve,Returned from Injured Reserve,False,Stephen Hauschka,False,17,41
2020.0,2021-01-03,16.0,17.0,,JAX,IND,L 14-28,True,Returned from Injured Reserve,Returned from Injured Reserve,Returned from Injured Reserve,Returned from Injured Reserve,Returned from Injured Reserve,Returned from Injured Reserve,Returned from Injured Reserve,Returned from Injured Reserve,Returned from Injured Reserve,Returned from Injured Reserve,Returned from Injured Reserve,Returned from Injured Reserve,Returned from Injured Reserve,Returned from Injured Reserve,Returned from Injured Reserve,Returned from Injured Reserve,Returned from Injured Reserve,Returned from Injured Reserve,Returned from Injured Reserve,Returned from Injured Reserve,Returned from Injured Reserve,Returned from Injured Reserve,Returned from Injured Reserve,Returned from Injured Reserve,Returned from Injured Reserve,Returned from Injured Reserve,True,Stephen Hauschka,False,14,28
,167 Games,,,,,,100-66-1,False,357,373,95.7,264,310,85.2,0,1149,0.0,8,2,10,0,0,0,0,2,1,0,0,,,,,,,False,Stephen Hauschka,False,66,1
