Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Scoring_XPM,Scoring_XPA,Scoring_XP%,Scoring_FGM,Scoring_FGA,Scoring_FG%,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2018.0,2018-09-20,3.0,3.0,24.047,CLE,NYJ,W 21-17,False,1,1,100.0,2,2,100.0,0,7,0.0,0,0,0,,,0,0%,0,0%,8,27%,False,Greg Joseph,True,21,17
2018.0,2018-09-30,4.0,4.0,24.057,CLE,OAK,L 42-45,False,2,2,100.0,2,2,100.0,0,8,0.0,0,0,0,,,0,0%,0,0%,13,30%,True,Greg Joseph,False,42,45
2018.0,2018-10-07,5.0,5.0,24.064,CLE,BAL,W 12-9,False,,1,0.0,2,3,66.7,0,6,0.0,0,0,0,,,0,0%,0,0%,7,21%,False,Greg Joseph,True,12,9
2018.0,2018-10-14,6.0,6.0,24.071,CLE,LAC,L 14-38,False,,,,2,2,100.0,0,6,0.0,0,0,0,,,0,0%,0,0%,5,17%,False,Greg Joseph,False,14,38
2018.0,2018-10-21,7.0,7.0,24.078,CLE,TAM,L 23-26,False,3,3,100.0,,,,0,3,0.0,0,0,0,,,0,0%,0,0%,7,21%,True,Greg Joseph,False,23,26
2018.0,2018-10-28,8.0,8.0,24.085,CLE,PIT,L 18-33,False,,1,0.0,2,3,66.7,0,6,0.0,0,0,0,,,0,0%,0,0%,9,30%,True,Greg Joseph,False,18,33
2018.0,2018-11-04,9.0,9.0,24.092,CLE,KAN,L 21-37,False,,,,1,1,100.0,0,3,0.0,0,0,0,,,0,0%,0,0%,6,26%,False,Greg Joseph,False,21,37
2018.0,2018-11-11,10.0,10.0,24.099,CLE,ATL,W 28-16,False,4,4,100.0,,,,0,4,0.0,0,0,0,,,0,0%,0,0%,9,41%,False,Greg Joseph,True,28,16
2018.0,2018-11-25,11.0,12.0,24.113,CLE,CIN,W 35-20,False,5,5,100.0,,,,0,5,0.0,0,0,0,,,0,0%,0,0%,11,44%,True,Greg Joseph,True,35,20
2018.0,2018-12-02,12.0,13.0,24.12,CLE,HOU,L 13-29,False,1,1,100.0,,,,0,1,0.0,0,0,0,,,0,0%,0,0%,5,20%,True,Greg Joseph,False,13,29
2018.0,2018-12-09,13.0,14.0,24.127,CLE,CAR,W 26-20,False,2,3,66.7,2,2,100.0,0,8,0.0,1,0,1,0,0,0,0%,0,0%,12,43%,False,Greg Joseph,True,26,20
2018.0,2018-12-15,14.0,15.0,24.133,CLE,DEN,W 17-16,False,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,,,0,0%,0,0%,7,30%,True,Greg Joseph,True,17,16
2018.0,2018-12-23,15.0,16.0,24.141,CLE,CIN,W 26-18,False,2,3,66.7,2,2,100.0,0,8,0.0,0,0,0,,,0,0%,0,0%,11,42%,False,Greg Joseph,True,26,18
2018.0,2018-12-30,16.0,17.0,24.148,CLE,BAL,L 24-26,False,3,3,100.0,1,2,50.0,0,6,0.0,0,0,0,,,0,0%,0,0%,10,32%,True,Greg Joseph,False,24,26
2019.0,2019-12-22,15.0,16.0,25.14,TEN,NOR,L 28-38,False,4,4,100.0,,,,0,4,0.0,0,0,0,0,0,0,0%,0,0%,9,25%,False,Greg Joseph,False,28,38
2019.0,2019-12-29,16.0,17.0,25.147,TEN,HOU,W 35-14,False,5,5,100.0,,,,0,5,0.0,0,0,0,0,0,0,0%,0,0%,11,39%,True,Greg Joseph,True,35,14
2020.0,2020-12-20,14.0,15.0,,TAM,ATL,W 31-27,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Greg Joseph,True,31,27
2021.0,2021-09-12,1.0,1.0,27.039,MIN,CIN,L 24-27,False,3,3,100.0,1,1,100.0,0,6,0.0,0,0,0,0,0,0,0%,0,0%,9,26%,True,Greg Joseph,False,24,27
2021.0,2021-09-19,2.0,2.0,27.046,MIN,ARI,L 33-34,False,3,4,75.0,2,3,66.7,0,9,0.0,0,0,0,0,0,0,0%,0,0%,14,39%,True,Greg Joseph,False,33,34
2021.0,2021-09-26,3.0,3.0,27.053,MIN,SEA,W 30-17,False,3,3,100.0,3,3,100.0,0,12,0.0,0,0,0,0,0,0,0%,0,0%,13,52%,False,Greg Joseph,True,30,17
2021.0,2021-10-03,4.0,4.0,27.06,MIN,CLE,L 7-14,False,1,1,100.0,,,,0,1,0.0,0,0,0,0,0,0,0%,0,0%,3,14%,False,Greg Joseph,False,7,14
2021.0,2021-10-10,5.0,5.0,27.067,MIN,DET,W 19-17,False,1,1,100.0,4,5,80.0,0,13,0.0,0,0,0,0,0,0,0%,0,0%,11,42%,False,Greg Joseph,True,19,17
2021.0,2021-10-17,6.0,6.0,27.074,MIN,CAR,W 34-28,False,1,1,100.0,3,5,60.0,0,10,0.0,0,0,0,0,0,0,0%,0,0%,13,37%,True,Greg Joseph,True,34,28
2021.0,2021-10-31,7.0,8.0,27.088,MIN,DAL,L 16-20,False,1,1,100.0,3,3,100.0,0,10,0.0,0,0,0,0,0,0,0%,0,0%,9,30%,False,Greg Joseph,False,16,20
2021.0,2021-11-07,8.0,9.0,27.095,MIN,BAL,L 31-34,False,4,4,100.0,1,1,100.0,0,7,0.0,0,0,0,0,0,0,0%,0,0%,12,36%,True,Greg Joseph,False,31,34
2021.0,2021-11-14,9.0,10.0,27.102,MIN,LAC,W 27-20,False,3,3,100.0,2,2,100.0,0,9,0.0,0,0,0,0,0,0,0%,0,0%,11,39%,True,Greg Joseph,True,27,20
2021.0,2021-11-21,10.0,11.0,27.109,MIN,GNB,W 34-31,False,2,3,66.7,2,2,100.0,0,8,0.0,0,0,0,0,0,0,0%,0,0%,11,39%,False,Greg Joseph,True,34,31
2021.0,2021-11-28,11.0,12.0,27.116,MIN,SFO,L 26-34,False,2,3,66.7,,,,0,2,0.0,0,0,0,0,0,0,0%,0,0%,8,29%,True,Greg Joseph,False,26,34
2021.0,2021-12-05,12.0,13.0,27.123,MIN,DET,L 27-29,False,,,,3,3,100.0,0,9,0.0,0,0,0,0,0,0,0%,0,0%,10,37%,True,Greg Joseph,False,27,29
2021.0,2021-12-09,13.0,14.0,27.127,MIN,PIT,W 36-28,False,3,4,75.0,3,4,75.0,0,12,0.0,0,0,0,0,0,0,0%,0,0%,16,48%,False,Greg Joseph,True,36,28
2021.0,2021-12-20,14.0,15.0,27.138,MIN,CHI,W 17-9,False,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,0,0,0,0%,0,0%,7,33%,True,Greg Joseph,True,17,9
2021.0,2021-12-26,15.0,16.0,27.144,MIN,LAR,L 23-30,False,2,2,100.0,3,3,100.0,0,11,0.0,0,0,0,0,0,0,0%,0,0%,11,35%,False,Greg Joseph,False,23,30
2021.0,2022-01-02,16.0,17.0,27.151,MIN,GNB,L 10-37,False,1,1,100.0,1,1,100.0,0,4,0.0,0,0,0,0,0,0,0%,0,0%,4,15%,True,Greg Joseph,False,10,37
2021.0,2022-01-09,17.0,18.0,27.158,MIN,CHI,W 31-17,False,4,4,100.0,1,1,100.0,0,7,0.0,0,0,0,0,0,0,0%,0,0%,10,40%,False,Greg Joseph,True,31,17
,33 Games,,,,,,16-17-0,False,70,78,89.7,50,58,86.2,0,220,0.0,1,0,1,0,0,,,,,,,False,Greg Joseph,False,17,0
