Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2015.0,2015-09-13,1.0,1.0,24.017,BAL,DEN,L 13-19,False,9,30,3.33,0,1,1,4,4.00,0,100.0%,4.00,0,0,0.0,0,0,0,,,0,0,0,0,0,0,13,22%,0,0%,6,21%,True,Javorius Allen,False,13,19
2015.0,2015-09-20,2.0,2.0,24.024,BAL,OAK,L 33-37,False,1,5,5.00,0,1,1,2,2.00,0,100.0%,2.00,0,0,0.0,0,0,0,,,0,0,0,0,0,0,6,7%,0,0%,0,0%,True,Javorius Allen,False,33,37
2015.0,2015-09-27,3.0,3.0,24.031,BAL,CIN,L 24-28,False,3,12,4.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,3,4%,0,0%,5,19%,False,Javorius Allen,False,24,28
2015.0,2015-10-01,4.0,4.0,24.035,BAL,PIT,W 23-20,False,5,19,3.80,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,6,8%,0,0%,3,9%,True,Javorius Allen,True,23,20
2015.0,2015-10-11,5.0,5.0,24.045,BAL,CLE,L 30-33,False,8,58,7.25,0,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0,0,,,0,0,0,0,0,0,12,17%,0,0%,0,0%,False,Javorius Allen,False,30,33
2015.0,2015-10-18,6.0,6.0,24.052,BAL,SFO,L 20-25,False,4,13,3.25,0,3,1,8,8.00,0,33.3%,2.67,0,0,0.0,0,0,0,,,0,0,0,0,0,0,12,16%,0,0%,0,0%,True,Javorius Allen,False,20,25
2015.0,2015-10-26,7.0,7.0,24.06,BAL,ARI,L 18-26,False,3,25,8.33,0,1,1,10,10.00,0,100.0%,10.00,0,0,0.0,0,0,0,,,0,0,0,0,0,0,9,14%,0,0%,1,4%,True,Javorius Allen,False,18,26
2015.0,2015-11-01,8.0,8.0,24.066,BAL,SDG,W 29-26,False,4,1,0.25,0,4,3,30,10.00,0,75.0%,7.50,0,0,0.0,0,0,0,,,0,0,0,0,0,0,21,31%,0,0%,0,0%,False,Javorius Allen,True,29,26
2015.0,2015-11-15,9.0,10.0,24.08,BAL,JAX,L 20-22,False,5,19,3.80,0,2,1,4,4.00,0,50.0%,2.00,0,0,0.0,0,0,0,,,0,0,0,0,0,0,18,26%,0,0%,4,14%,False,Javorius Allen,False,20,22
2015.0,2015-11-22,10.0,11.0,24.087,BAL,STL,W 16-13,False,22,67,3.05,0,6,5,48,9.60,0,83.3%,8.00,0,0,0.0,0,0,0,,,0,0,0,0,0,0,53,69%,0,0%,1,3%,False,Javorius Allen,True,16,13
2015.0,2015-11-30,11.0,12.0,24.095,BAL,CLE,W 33-27,True,12,55,4.58,0,5,4,29,7.25,1,80.0%,5.80,1,6,0.0,0,0,0,,,0,0,0,0,0,0,36,61%,0,0%,0,0%,True,Javorius Allen,True,33,27
2015.0,2015-12-06,12.0,13.0,24.101,BAL,MIA,L 13-15,True,17,63,3.71,0,13,12,107,8.92,1,92.3%,8.23,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,54,69%,0,0%,0,0%,True,Javorius Allen,False,13,15
2015.0,2015-12-13,13.0,14.0,24.108,BAL,SEA,L 6-35,True,8,14,1.75,0,9,5,44,8.80,0,55.6%,4.89,0,0,0.0,0,0,0,,,1,1,0,0,0,0,47,81%,0,0%,0,0%,False,Javorius Allen,False,6,35
2015.0,2015-12-20,14.0,15.0,24.115,BAL,KAN,L 14-34,True,4,18,4.50,0,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0,0,,,1,1,0,0,0,0,9,13%,0,0%,0,0%,False,Javorius Allen,False,14,34
2015.0,2015-12-27,15.0,16.0,24.122,BAL,PIT,W 20-17,True,17,77,4.53,1,5,5,35,7.00,0,100.0%,7.00,1,6,0.0,0,0,0,,,0,0,0,0,0,0,45,60%,0,0%,0,0%,False,Javorius Allen,True,20,17
2015.0,2016-01-03,16.0,17.0,24.129,BAL,CIN,L 16-24,True,15,38,2.53,0,10,6,32,5.33,0,60.0%,3.20,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,49,61%,0,0%,0,0%,True,Javorius Allen,False,16,24
2016.0,2016-09-11,1.0,1.0,,BAL,BUF,W 13-7,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Javorius Allen,True,13,7
2016.0,2016-09-18,2.0,2.0,,BAL,CLE,W 25-20,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Javorius Allen,True,25,20
2016.0,2016-09-25,3.0,3.0,,BAL,JAX,W 19-17,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Javorius Allen,True,19,17
2016.0,2016-10-02,4.0,4.0,25.036,BAL,OAK,L 27-28,False,3,13,4.33,0,3,2,15,7.50,0,66.7%,5.00,0,0,0.0,0,0,0,,,0,0,0,0,0,0,24,27%,0,0%,7,21%,False,Javorius Allen,False,27,28
