Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2013.0,2013-09-08,1.0,1.0,21.289,SEA,CAR,W 12-7,False,,,,,,,,,,0.0%,,,,,,0,0,0.0,,,,,,0,,,0,0,0,0,0%,0,0%,11,58%,True,Spencer Ware,True,12,7
2013.0,2013-09-15,2.0,2.0,21.296,SEA,SFO,W 29-3,False,3,10,3.33,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,7,9%,0,0%,10,42%,False,Spencer Ware,True,29,3
2013.0,2013-09-22,3.0,3.0,,SEA,JAX,W 45-17,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Spencer Ware,True,45,17
2013.0,2013-09-29,4.0,4.0,,SEA,HOU,W 23-20,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Spencer Ware,True,23,20
2013.0,2013-10-06,5.0,5.0,,SEA,IND,L 28-34,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Spencer Ware,False,28,34
2013.0,2013-10-13,6.0,6.0,,SEA,TEN,W 20-13,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Spencer Ware,True,20,13
2013.0,2013-10-17,7.0,7.0,,SEA,ARI,W 34-22,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Spencer Ware,True,34,22
2013.0,2013-10-28,8.0,8.0,,SEA,STL,W 14-9,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Spencer Ware,True,14,9
2013.0,2013-11-03,9.0,9.0,,SEA,TAM,W 27-24,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Spencer Ware,True,27,24
2013.0,2013-11-10,10.0,10.0,,SEA,ATL,W 33-10,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Spencer Ware,True,33,10
2013.0,2013-11-17,11.0,11.0,,SEA,MIN,W 41-20,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Spencer Ware,True,41,20
2013.0,2013-12-02,12.0,13.0,,SEA,NOR,W 34-7,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Spencer Ware,True,34,7
2013.0,2013-12-08,13.0,14.0,,SEA,SFO,L 17-19,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Spencer Ware,False,17,19
2013.0,2013-12-15,14.0,15.0,,SEA,NYG,W 23-0,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Spencer Ware,True,23,0
2013.0,2013-12-22,15.0,16.0,,SEA,ARI,L 10-17,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Spencer Ware,False,10,17
2013.0,2013-12-29,16.0,17.0,,SEA,STL,W 27-9,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Spencer Ware,True,27,9
2015.0,2015-10-18,6.0,6.0,23.329,KAN,MIN,L 10-16,False,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,8,33%,True,Spencer Ware,False,10,16
2015.0,2015-10-25,7.0,7.0,23.336,KAN,PIT,W 23-13,False,2,8,4.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,5,8%,0,0%,12,50%,False,Spencer Ware,True,23,13
2015.0,2015-11-01,8.0,8.0,23.343,KAN,DET,W 45-10,False,2,12,6.00,1,0,0,0,,0,0.0%,,0,0,,0,1,6,0.0,1,0,1,0,0,0,0,0,0,0,0,3,5%,0,0%,16,53%,False,Spencer Ware,True,45,10
2015.0,2015-11-15,9.0,10.0,23.357,KAN,DEN,W 29-13,False,2,4,2.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,8,12%,0,0%,11,37%,True,Spencer Ware,True,29,13
2015.0,2015-11-22,10.0,11.0,23.364,KAN,SDG,W 33-3,False,11,96,8.73,2,1,1,5,5.00,0,100.0%,5.00,0,0,,0,2,12,0.0,0,0,0,,,0,0,0,0,0,0,22,35%,0,0%,8,29%,True,Spencer Ware,True,33,3
2015.0,2015-11-29,11.0,12.0,24.006,KAN,BUF,W 30-22,True,19,114,6.00,1,3,3,1,0.33,0,100.0%,0.33,0,0,,0,1,6,0.0,0,0,0,,,0,0,0,0,0,0,53,85%,0,0%,0,0%,False,Spencer Ware,True,30,22
2015.0,2015-12-06,12.0,13.0,24.013,KAN,OAK,W 34-20,False,7,26,3.71,1,2,2,-1,-0.50,0,100.0%,-0.50,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,17,33%,0,0%,0,0%,True,Spencer Ware,True,34,20
2015.0,2015-12-13,13.0,14.0,24.02,KAN,SDG,W 10-3,True,8,52,6.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,16,30%,0,0%,1,5%,False,Spencer Ware,True,10,3
2015.0,2015-12-20,14.0,15.0,24.027,KAN,BAL,W 34-14,False,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,2,7%,True,Spencer Ware,True,34,14
2015.0,2015-12-27,15.0,16.0,24.034,KAN,CLE,W 17-13,False,5,15,3.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,6,11%,0,0%,5,22%,False,Spencer Ware,True,17,13
2015.0,2016-01-03,16.0,17.0,24.041,KAN,OAK,W 23-17,False,16,76,4.75,1,0,0,0,,0,0.0%,,1,14,14.00,0,1,6,0.0,0,0,0,,,0,0,0,0,0,0,29,45%,0,0%,5,17%,False,Spencer Ware,True,23,17
2016.0,2016-09-11,1.0,1.0,24.293,KAN,SDG,W 33-27,True,11,70,6.36,1,8,7,129,18.43,0,87.5%,16.13,0,0,,0,1,6,0.0,0,0,0,,,0,0,0,0,0,0,34,48%,0,0%,1,3%,False,Spencer Ware,True,33,27
2016.0,2016-09-18,2.0,2.0,24.3,KAN,HOU,L 12-19,True,10,57,5.70,0,3,2,48,24.00,0,66.7%,16.00,0,0,,0,0,0,0.0,0,0,0,,,1,1,0,0,0,0,36,56%,0,0%,0,0%,True,Spencer Ware,False,12,19
2016.0,2016-09-25,3.0,3.0,24.307,KAN,NYJ,W 24-3,True,20,75,3.75,0,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,0.0,0,0,0,,,1,1,0,0,0,0,45,71%,0,0%,0,0%,False,Spencer Ware,True,24,3
2016.0,2016-10-02,4.0,4.0,24.314,KAN,PIT,L 14-43,True,13,82,6.31,0,5,1,14,14.00,0,20.0%,2.80,0,0,,0,0,0,0.0,0,0,0,,,1,1,0,0,0,0,54,72%,0,0%,0,0%,True,Spencer Ware,False,14,43
2016.0,2016-10-16,5.0,6.0,24.328,KAN,OAK,W 26-10,True,24,131,5.46,1,2,2,32,16.00,0,100.0%,16.00,0,0,,0,1,6,0.0,0,0,0,,,0,0,0,0,0,0,40,62%,0,0%,0,0%,True,Spencer Ware,True,26,10
2016.0,2016-10-23,6.0,7.0,24.335,KAN,NOR,W 27-21,True,17,77,4.53,0,2,2,54,27.00,1,100.0%,27.00,0,0,,0,1,6,0.0,0,0,0,,,0,0,0,0,0,0,36,69%,0,0%,0,0%,False,Spencer Ware,True,27,21
