Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2018.0,2018-09-09,1.0,1.0,,NWE,HOU,W 27-20,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Sony Michel,True,27,20
2018.0,2018-09-16,2.0,2.0,23.211,NWE,JAX,L 20-31,False,10,34,3.40,0,2,1,7,7.00,0,50.0%,3.50,1,22,22.00,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,13,21%,0,0%,6,21%,True,Sony Michel,False,20,31
2018.0,2018-09-23,3.0,3.0,23.218,NWE,DET,L 10-26,True,14,50,3.57,0,3,1,-1,-1.00,0,33.3%,-0.33,1,18,18.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,23,48%,0,0%,8,32%,True,Sony Michel,False,10,26
2018.0,2018-09-30,4.0,4.0,23.225,NWE,MIA,W 38-7,True,25,112,4.48,1,0,0,0,,0,0.0%,,0,0,,0,1,6,0.0,0,0,0,,,0,0,0,0,0,0,33,41%,0,0%,2,8%,False,Sony Michel,True,38,7
2018.0,2018-10-04,5.0,5.0,23.229,NWE,IND,W 38-24,False,18,98,5.44,1,1,1,12,12.00,0,100.0%,12.00,1,26,26.00,0,1,6,0.0,0,0,0,,,0,0,0,0,0,0,27,39%,0,0%,4,13%,False,Sony Michel,True,38,24
2018.0,2018-10-14,6.0,6.0,23.239,NWE,KAN,W 43-40,True,24,106,4.42,2,1,0,0,,0,0.0%,0.00,0,0,,0,2,12,0.0,0,0,0,,,0,0,0,0,0,0,37,47%,0,0%,0,0%,False,Sony Michel,True,43,40
2018.0,2018-10-21,7.0,7.0,23.246,NWE,CHI,W 38-31,True,4,22,5.50,0,1,1,13,13.00,0,100.0%,13.00,0,0,,0,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,6,9%,0,0%,0,0%,True,Sony Michel,True,38,31
2018.0,2018-10-29,8.0,8.0,,NWE,BUF,W 25-6,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Sony Michel,True,25,6
2018.0,2018-11-04,9.0,9.0,,NWE,GNB,W 31-17,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Sony Michel,True,31,17
2018.0,2018-11-11,10.0,10.0,23.267,NWE,TEN,L 10-34,False,11,31,2.82,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,18,27%,0,0%,0,0%,True,Sony Michel,False,10,34
2018.0,2018-11-25,11.0,12.0,23.281,NWE,NYJ,W 27-13,True,21,133,6.33,1,2,2,12,6.00,0,100.0%,6.00,0,0,,0,1,6,0.0,0,0,0,,,0,0,0,0,0,0,30,43%,0,0%,0,0%,True,Sony Michel,True,27,13
2018.0,2018-12-02,12.0,13.0,23.288,NWE,MIN,W 24-10,True,17,63,3.71,0,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,30,41%,0,0%,0,0%,False,Sony Michel,True,24,10
2018.0,2018-12-09,13.0,14.0,23.295,NWE,MIA,L 33-34,True,20,57,2.85,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,33,41%,0,0%,0,0%,True,Sony Michel,False,33,34
2018.0,2018-12-16,14.0,15.0,23.302,NWE,PIT,L 10-17,False,13,59,4.54,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,22,35%,0,0%,0,0%,True,Sony Michel,False,10,17
2018.0,2018-12-23,15.0,16.0,23.309,NWE,BUF,W 24-12,False,18,116,6.44,1,0,0,0,,0,0.0%,,1,11,11.00,0,1,6,0.0,0,0,0,,,0,0,0,0,0,0,23,31%,0,0%,1,3%,False,Sony Michel,True,24,12
2018.0,2018-12-30,16.0,17.0,23.316,NWE,NYJ,W 38-3,True,14,50,3.57,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,25,37%,0,0%,0,0%,False,Sony Michel,True,38,3
2019.0,2019-09-08,1.0,1.0,24.203,NWE,PIT,W 33-3,True,15,14,0.93,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,23,33%,0,0%,0,0%,False,Sony Michel,True,33,3
2019.0,2019-09-15,2.0,2.0,24.21,NWE,MIA,W 43-0,True,21,83,3.95,1,0,0,0,,0,0.0%,,0,0,,0,1,6,0.0,0,0,0,0,0,1,1,0,0,0,0,34,48%,0,0%,0,0%,True,Sony Michel,True,43,0
2019.0,2019-09-22,3.0,3.0,24.217,NWE,NYJ,W 30-14,False,9,11,1.22,1,1,0,0,,0,0.0%,0.00,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,17,22%,0,0%,3,9%,False,Sony Michel,True,30,14
