Year,Date,G#,Week,Age,Tm,Opp,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Away_status,Win,Score,Opp Score,Player
2010,2010-11-25,11,12,31.155,NYJ,CIN,True,13,49,3.77,0,5,2,14,7.00,0,40.0%,2.80,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,False,True,26,10,LaDainian Tomlinson
2010,2010-12-06,12,13,31.166,NYJ,NWE,True,10,47,4.70,0,5,2,14,7.00,0,40.0%,2.80,0,0,,0,0,0,,,,,,0,0,0,,0,1,0,0,True,False,3,45,LaDainian Tomlinson
2010,2010-12-12,13,14,31.172,NYJ,MIA,True,19,49,2.58,0,3,2,5,2.50,0,66.7%,1.67,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,False,False,6,10,LaDainian Tomlinson
2010,2010-12-19,14,15,31.179,NYJ,PIT,True,11,49,4.45,0,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,True,True,22,17,LaDainian Tomlinson
2010,2010-12-26,15,16,31.186,NYJ,CHI,True,13,28,2.15,1,2,2,14,7.00,0,100.0%,7.00,0,0,,0,0,0,,,,,,1,6,1,0,0,0,0,0,True,False,34,38,LaDainian Tomlinson
2010,2011-01-02,16,17,,NYJ,BUF,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,38,7,LaDainian Tomlinson
2011,2011-09-11,1,1,32.080,NYJ,DAL,False,5,16,3.20,0,7,6,73,12.17,0,85.7%,10.43,0,0,,0,0,0,,0,0,,,0,0,0,,0,0,0,0,False,True,27,24,LaDainian Tomlinson
2011,2011-09-18,2,2,32.087,NYJ,JAX,False,6,8,1.33,0,2,1,7,7.00,0,50.0%,3.50,0,0,,0,0,0,,0,0,,,0,0,0,,0,0,0,0,False,True,32,3,LaDainian Tomlinson
2011,2011-09-25,3,3,32.094,NYJ,OAK,False,6,38,6.33,0,7,5,116,23.20,1,71.4%,16.57,0,0,,0,0,0,,0,0,,,1,6,0,,0,0,0,0,True,False,24,34,LaDainian Tomlinson
2011,2011-10-02,4,4,32.101,NYJ,BAL,False,3,-3,-1.00,0,3,1,4,4.00,0,33.3%,1.33,0,0,,0,0,0,,0,0,,,0,0,0,,0,0,0,0,True,False,17,34,LaDainian Tomlinson
2011,2011-10-09,5,5,32.108,NYJ,NWE,False,2,13,6.50,0,1,1,2,2.00,0,100.0%,2.00,0,0,,0,0,0,,0,0,,,0,0,0,,0,0,0,0,True,False,21,30,LaDainian Tomlinson
2011,2011-10-17,6,6,32.116,NYJ,MIA,False,7,25,3.57,0,4,3,21,7.00,0,75.0%,5.25,0,0,,0,0,0,,1,2,,,0,0,0,,0,0,0,0,False,True,24,6,LaDainian Tomlinson
2011,2011-10-23,7,7,32.122,NYJ,SDG,True,5,14,2.80,0,4,3,37,12.33,0,75.0%,9.25,0,0,,0,0,0,,0,0,,,0,0,0,,0,0,0,0,False,True,27,21,LaDainian Tomlinson
2011,2011-11-06,8,9,32.136,NYJ,BUF,False,5,18,3.60,1,3,3,30,10.00,0,100.0%,10.00,0,0,,0,0,0,,0,0,,,1,6,0,,0,0,0,0,True,True,27,11,LaDainian Tomlinson
2011,2011-11-13,9,10,32.143,NYJ,NWE,False,7,38,5.43,0,5,2,22,11.00,0,40.0%,4.40,0,0,,0,0,0,,0,0,,,0,0,0,,0,0,0,0,False,False,16,37,LaDainian Tomlinson
2011,2011-11-17,10,11,,NYJ,DEN,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,13,17,LaDainian Tomlinson
2011,2011-11-27,11,12,,NYJ,BUF,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,28,24,LaDainian Tomlinson
2011,2011-12-04,12,13,32.164,NYJ,WAS,False,1,5,5.00,0,1,1,16,16.00,0,100.0%,16.00,0,0,,0,0,0,,0,0,,,0,0,0,,0,0,0,0,True,True,34,19,LaDainian Tomlinson
2011,2011-12-11,13,14,32.171,NYJ,KAN,False,9,14,1.56,0,4,2,50,25.00,1,50.0%,12.50,0,0,,0,0,0,,0,0,,,1,6,0,,0,0,0,0,False,True,37,10,LaDainian Tomlinson
2011,2011-12-18,14,15,32.178,NYJ,PHI,False,3,9,3.00,0,4,4,12,3.00,0,100.0%,3.00,0,0,,0,0,0,,0,0,,,0,0,0,,0,0,0,0,True,False,19,45,LaDainian Tomlinson
2011,2011-12-24,15,16,32.184,NYJ,NYG,False,5,29,5.80,0,9,6,36,6.00,0,66.7%,4.00,0,0,,0,0,0,,0,0,,,0,0,0,,0,0,0,0,False,False,14,29,LaDainian Tomlinson
2011,2012-01-01,16,17,32.192,NYJ,MIA,False,11,56,5.09,0,7,4,23,5.75,0,57.1%,3.29,0,0,,0,0,0,,0,0,,,0,0,0,,0,0,0,0,True,False,17,19,LaDainian Tomlinson
,170 Games,,,,,,False,3174,13684,4.31,145,868,624,4772,7.65,17,71.9%,5.50,8,12,66.67,143,7,0,146.9,2,3,11.92,23.58,162,972,31,12,0,9,0,0,False,False,71,0,LaDainian Tomlinson
