Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2008.0,2008-09-07,1.0,1.0,23.235,BAL,CIN,W 17-10,True,15,29,51.72,129,0,0,63.7,0,0,4.45,4.45,4,37,9.25,1,0,0,0,,0,0.0%,,1,6,0,,0,0,0,0,,,,,,,False,Joe Flacco,True,17,10
2008.0,2008-09-21,2.0,3.0,23.249,BAL,CLE,W 28-10,True,13,19,68.42,129,0,2,47.8,1,7,6.79,2.05,6,-2,-0.33,0,0,0,0,,0,0.0%,,0,0,1,0,0,0,0,0,,,,,,,False,Joe Flacco,True,28,10
2008.0,2008-09-29,3.0,4.0,23.257,BAL,PIT,L 20-23,True,16,31,51.61,192,1,0,81.7,5,52,6.19,6.84,2,-1,-0.50,0,0,0,0,,0,0.0%,,0,0,2,1,0,1,0,0,,,,,,,True,Joe Flacco,False,20,23
2008.0,2008-10-05,4.0,5.0,23.263,BAL,TEN,L 10-13,True,18,27,66.67,153,0,2,50.4,0,0,5.67,2.33,2,4,2.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,,,,,,,False,Joe Flacco,False,10,13
2008.0,2008-10-12,5.0,6.0,23.27,BAL,IND,L 3-31,True,28,38,73.68,241,0,3,57.0,4,32,6.34,2.79,3,12,4.00,0,0,0,0,,0,0.0%,,0,0,2,0,0,0,-4,0,,,,,,,True,Joe Flacco,False,3,31
2008.0,2008-10-19,6.0,7.0,23.277,BAL,MIA,W 27-13,True,17,23,73.91,232,1,0,120.2,2,14,10.09,10.96,3,2,0.67,0,0,0,0,,0,0.0%,,0,0,1,0,0,1,0,0,,,,,,,True,Joe Flacco,True,27,13
2008.0,2008-10-26,7.0,8.0,23.284,BAL,OAK,W 29-10,True,12,24,50.00,140,1,0,81.9,0,0,5.83,6.67,4,23,5.75,1,1,1,43,43.00,0,100.0%,43.00,1,6,0,,0,0,0,0,,,,,,,False,Joe Flacco,True,29,10
2008.0,2008-11-02,8.0,9.0,23.291,BAL,CLE,W 37-27,True,17,29,58.62,248,2,0,109.6,2,12,8.55,9.93,4,2,0.50,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,,,,,,,True,Joe Flacco,True,37,27
2008.0,2008-11-09,9.0,10.0,23.298,BAL,HOU,W 41-13,True,15,23,65.22,185,2,0,118.9,3,28,8.04,9.78,1,8,8.00,0,0,0,0,,0,0.0%,,0,0,0,,0,1,0,0,,,,,,,True,Joe Flacco,True,41,13
2008.0,2008-11-16,10.0,11.0,23.305,BAL,NYG,L 10-30,True,20,33,60.61,164,1,2,58.1,1,10,4.97,2.85,6,57,9.50,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,,,,,,,True,Joe Flacco,False,10,30
