Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Scoring_XPM,Scoring_XPA,Scoring_XP%,Scoring_FGM,Scoring_FGA,Scoring_FG%,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2019.0,2019-09-08,1.0,1.0,25.177,TAM,SFO,L 17-31,False,2.0,2.0,100.0,1.0,1,100.0,0,5,0.0,0,0,0,0,0,0.0,0%,0.0,0%,4.0,16%,False,Matt Gay,False,17,31
2019.0,2019-09-12,2.0,2.0,25.181,TAM,CAR,W 20-14,False,2.0,2.0,100.0,2.0,3,66.7,0,8,0.0,0,0,0,0,0,0.0,0%,0.0,0%,5.0,17%,True,Matt Gay,True,20,14
2019.0,2019-09-22,3.0,3.0,25.191,TAM,NYG,L 31-32,False,1.0,3.0,33.3,4.0,5,80.0,0,13,0.0,0,0,0,0,0,0.0,0%,0.0,0%,8.0,24%,False,Matt Gay,False,31,32
2019.0,2019-09-29,4.0,4.0,25.198,TAM,LAR,W 55-40,False,7.0,7.0,100.0,2.0,2,100.0,0,13,0.0,0,0,0,0,0,0.0,0%,0.0,0%,10.0,26%,True,Matt Gay,True,55,40
2019.0,2019-10-06,5.0,5.0,25.205,TAM,NOR,L 24-31,False,3.0,3.0,100.0,1.0,1,100.0,0,6,0.0,0,0,0,0,0,0.0,0%,0.0,0%,5.0,17%,True,Matt Gay,False,24,31
2019.0,2019-10-13,6.0,6.0,25.212,TAM,CAR,L 26-37,False,1.0,1.0,100.0,1.0,1,100.0,0,4,0.0,0,0,0,0,0,0.0,0%,0.0,0%,2.0,5%,False,Matt Gay,False,26,37
2019.0,2019-10-27,7.0,8.0,25.226,TAM,TEN,L 23-27,False,,,,3.0,3,100.0,0,9,0.0,0,0,0,0,0,0.0,0%,0.0,0%,3.0,10%,True,Matt Gay,False,23,27
2019.0,2019-11-03,8.0,9.0,25.233,TAM,SEA,L 34-40,False,4.0,4.0,100.0,2.0,3,66.7,0,10,0.0,0,0,0,0,0,0.0,0%,0.0,0%,7.0,19%,True,Matt Gay,False,34,40
2019.0,2019-11-10,9.0,10.0,25.24,TAM,ARI,W 30-27,False,3.0,3.0,100.0,3.0,3,100.0,0,12,0.0,0,0,0,0,0,0.0,0%,0.0,0%,7.0,22%,False,Matt Gay,True,30,27
2019.0,2019-11-17,10.0,11.0,25.247,TAM,NOR,L 17-34,False,2.0,2.0,100.0,1.0,1,100.0,0,5,0.0,0,0,0,0,0,0.0,0%,0.0,0%,3.0,12%,False,Matt Gay,False,17,34
2019.0,2019-11-24,11.0,12.0,25.254,TAM,ATL,W 35-22,False,2.0,5.0,40.0,1.0,1,100.0,0,5,0.0,0,0,0,0,0,0.0,0%,0.0,0%,6.0,18%,True,Matt Gay,True,35,22
2019.0,2019-12-01,12.0,13.0,25.261,TAM,JAX,W 28-11,False,2.0,2.0,100.0,2.0,2,100.0,0,8,0.0,0,0,0,0,0,1.0,1%,0.0,0%,5.0,21%,True,Matt Gay,True,28,11
2019.0,2019-12-08,13.0,14.0,25.268,TAM,IND,W 38-35,False,5.0,5.0,100.0,1.0,1,100.0,0,8,0.0,0,0,0,0,0,0.0,0%,0.0,0%,6.0,19%,False,Matt Gay,True,38,35
2019.0,2019-12-15,14.0,15.0,25.275,TAM,DET,W 38-17,False,5.0,5.0,100.0,1.0,2,50.0,0,8,0.0,0,0,0,0,0,0.0,0%,0.0,0%,7.0,23%,True,Matt Gay,True,38,17
2019.0,2019-12-21,15.0,16.0,25.281,TAM,HOU,L 20-23,False,2.0,2.0,100.0,2.0,3,66.7,0,8,0.0,0,0,0,0,0,0.0,0%,0.0,0%,5.0,17%,False,Matt Gay,False,20,23
2019.0,2019-12-29,16.0,17.0,25.289,TAM,ATL,L 22-28,False,2.0,2.0,100.0,,3,0.0,0,2,0.0,0,0,0,0,0,1.0,2%,0.0,0%,5.0,18%,False,Matt Gay,False,22,28
2020.0,2020-11-23,10.0,11.0,26.253,LAR,TAM,W 27-24,False,3.0,3.0,100.0,2.0,3,66.7,0,9,0.0,0,0,0,0,0,0.0,0%,0.0,0%,11.0,37%,True,Matt Gay,True,27,24
2020.0,2020-11-29,11.0,12.0,26.259,LAR,SFO,L 20-23,False,2.0,2.0,100.0,2.0,2,100.0,0,8,0.0,0,0,0,0,0,0.0,0%,0.0,0%,9.0,26%,False,Matt Gay,False,20,23
2020.0,2020-12-06,12.0,13.0,26.266,LAR,ARI,W 38-28,False,5.0,5.0,100.0,1.0,2,50.0,0,8,0.0,0,0,0,0,0,0.0,0%,0.0,0%,14.0,47%,True,Matt Gay,True,38,28
2020.0,2020-12-10,13.0,14.0,26.27,LAR,NWE,W 24-3,False,3.0,3.0,100.0,1.0,1,100.0,0,6,0.0,0,0,0,0,0,0.0,0%,0.0,0%,9.0,38%,False,Matt Gay,True,24,3
2020.0,2020-12-20,14.0,15.0,26.28,LAR,NYJ,L 20-23,False,2.0,2.0,100.0,2.0,2,100.0,0,8,0.0,0,0,0,0,0,0.0,0%,0.0,0%,8.0,28%,False,Matt Gay,False,20,23
2020.0,2020-12-27,15.0,16.0,26.287,LAR,SEA,L 9-20,False,,,,3.0,3,100.0,0,9,0.0,0,0,0,0,0,0.0,0%,0.0,0%,7.0,26%,True,Matt Gay,False,9,20
2020.0,2021-01-03,16.0,17.0,26.294,LAR,ARI,W 18-7,False,1.0,1.0,100.0,3.0,3,100.0,0,10,0.0,0,0,0,0,0,0.0,0%,0.0,0%,9.0,36%,False,Matt Gay,True,18,7
2021.0,2021-09-12,1.0,1.0,27.181,LAR,CHI,W 34-14,False,4.0,4.0,100.0,2.0,2,100.0,0,10,0.0,0,0,0,0,0,0.0,0%,0.0,0%,13.0,65%,False,Matt Gay,True,34,14
2021.0,2021-09-19,2.0,2.0,27.188,LAR,IND,W 27-24,False,3.0,3.0,100.0,2.0,2,100.0,0,9,0.0,0,0,0,0,0,0.0,0%,0.0,0%,11.0,43%,True,Matt Gay,True,27,24
