Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2021.0,2021-10-24,7.0,7.0,,MIA,ATL,L 28-30,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,DeVante Parker,False,28,30
2021.0,2021-10-31,8.0,8.0,28.284,MIA,BUF,L 11-26,True,11,8,85,10.63,0,72.7%,7.73,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,63,91%,0,0%,0,0%,True,DeVante Parker,False,11,26
2021.0,2021-11-07,9.0,9.0,,MIA,HOU,W 17-9,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,DeVante Parker,True,17,9
2021.0,2021-11-11,10.0,10.0,,MIA,BAL,W 22-10,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,DeVante Parker,True,22,10
2021.0,2021-11-21,11.0,11.0,,MIA,NYJ,W 24-17,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,DeVante Parker,True,24,17
2021.0,2021-11-28,12.0,12.0,,MIA,CAR,W 33-10,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,DeVante Parker,True,33,10
2021.0,2021-12-05,13.0,13.0,28.319,MIA,NYG,W 20-9,False,5,5,62,12.40,0,100.0%,12.40,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,49,71%,0,0%,0,0%,False,DeVante Parker,True,20,9
2021.0,2021-12-19,14.0,15.0,28.333,MIA,NYJ,W 31-24,True,8,4,68,17.00,1,50.0%,8.50,1,6,0.0,1,0,1,0,0,0,0,0,0,0,0,63,89%,0,0%,0,0%,False,DeVante Parker,True,31,24
2021.0,2021-12-27,15.0,16.0,28.341,MIA,NOR,W 20-3,False,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,46,71%,0,0%,0,0%,True,DeVante Parker,True,20,3
2021.0,2022-01-02,16.0,17.0,28.347,MIA,TEN,L 3-34,True,13,4,46,11.50,0,30.8%,3.54,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,58,94%,0,0%,0,0%,True,DeVante Parker,False,3,34
2021.0,2022-01-09,17.0,18.0,28.354,MIA,NWE,W 33-24,True,4,2,12,6.00,0,50.0%,3.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,49,72%,0,0%,0,0%,False,DeVante Parker,True,33,24
,93 Games,,,,,,42-51-0,False,584,338,4727,13.99,24,57.9%,8.09,24,144,0.0,2,0,2,0,0,2,0,0,0,0,0,,,,,,,False,DeVante Parker,False,51,0
