Year,Date,G#,Week,Age,Tm,Opp,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Scoring_XPM,Scoring_XPA,Scoring_XP%,Scoring_FGM,Scoring_FGA,Scoring_FG%,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Blck,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Win,Score,Opp Score,Player
1999,1999-11-21,10,11,26.168,MIA,NWE,False,0,0,,0,3,3,100.0,2,2,100.0,0,9,0.0,,,,,,0,,0,0,0,0,0,0,,0,,,,,,,False,True,27,17,Olindo Mare
1999,1999-11-25,11,12,26.172,MIA,DAL,False,0,0,,0,,,,,3,0.0,0,0,0.0,,,,,,0,,0,0,0,0,0,0,,0,,,,,,,True,False,0,20,Olindo Mare
1999,1999-12-05,12,13,26.182,MIA,IND,False,0,0,,0,4,4,100.0,2,2,100.0,0,10,0.0,,,,,,0,,0,0,0,0,0,0,,0,,,,,,,False,False,34,37,Olindo Mare
1999,1999-12-12,13,14,26.189,MIA,NYJ,False,0,0,,0,2,2,100.0,2,2,100.0,0,8,0.0,1,0,1,0,,0,,0,0,0,0,0,0,,0,,,,,,,True,False,20,28,Olindo Mare
1999,1999-12-19,14,15,26.196,MIA,SDG,False,0,0,,0,,,,4,4,100.0,0,12,0.0,,,,,,0,,0,0,0,0,0,0,,0,,,,,,,False,True,12,9,Olindo Mare
1999,1999-12-27,15,16,26.204,MIA,NYJ,False,0,0,,0,4,4,100.0,1,2,50.0,0,7,0.0,,,,,,0,,0,0,0,0,0,0,,0,,,,,,,False,False,31,38,Olindo Mare
1999,2000-01-02,16,17,26.210,MIA,WAS,False,0,0,,0,1,1,100.0,1,1,100.0,0,4,0.0,,,,,,0,,0,0,0,0,0,0,,0,,,,,,,True,False,10,21,Olindo Mare
2000,2000-09-03,1,1,27.089,MIA,SEA,False,0,0,,0,2,2,100.0,3,3,100.0,0,11,0.0,,,,,,0,,0,0,0,0,0,0,,0,,,,,,,False,True,23,0,Olindo Mare
2000,2000-09-10,2,2,27.096,MIA,MIN,False,0,0,,0,1,1,100.0,,,,0,1,0.0,,,,,,0,,,0,0,0,0,0,,,,,,,,,True,False,7,13,Olindo Mare
2000,2000-09-17,3,3,27.103,MIA,BAL,False,0,0,,0,1,2,50.0,2,2,100.0,0,7,0.0,,,,,,0,,0,0,0,0,0,0,,0,,,,,,,False,True,19,6,Olindo Mare
2000,2000-09-24,4,4,27.110,MIA,NWE,False,0,0,,0,1,1,100.0,1,1,100.0,0,4,0.0,,,,,,0,,0,0,0,0,0,0,,0,,,,,,,False,True,10,3,Olindo Mare
2000,2000-10-01,5,5,27.117,MIA,CIN,False,0,0,,0,4,4,100.0,1,1,100.0,0,7,0.0,,,,,,0,,0,0,0,0,0,0,,0,,,,,,,True,True,31,16,Olindo Mare
2000,2000-10-08,6,6,27.124,MIA,BUF,False,0,0,,0,2,2,100.0,2,2,100.0,0,8,0.0,,,,,,0,,0,0,0,0,0,0,,0,,,,,,,False,True,22,13,Olindo Mare
2000,2000-10-23,7,8,27.139,MIA,NYJ,False,0,0,,0,4,4,100.0,3,4,75.0,0,13,0.0,1,0,1,0,,0,,0,0,0,0,0,0,,0,,,,,,,True,False,37,40,Olindo Mare
2000,2000-10-29,8,9,27.145,MIA,GNB,False,0,0,,0,4,4,100.0,,,,0,4,0.0,1,0,1,0,,0,,0,0,0,0,0,0,,,,,,,,,False,True,28,20,Olindo Mare
2000,2000-11-05,9,10,27.152,MIA,DET,False,0,0,,0,2,2,100.0,3,3,100.0,0,11,0.0,,,,,,0,,0,0,0,0,0,0,,0,,,,,,,True,True,23,8,Olindo Mare
2000,2000-11-12,10,11,27.159,MIA,SDG,False,0,0,,0,2,2,100.0,1,1,100.0,0,5,0.0,,,,,,0,,0,0,0,0,0,0,,0,,,,,,,True,True,17,7,Olindo Mare
2000,2000-11-19,11,12,27.166,MIA,NYJ,False,0,0,,0,,,,1,1,100.0,0,3,0.0,,,,,,0,,0,0,0,0,0,0,,0,,,,,,,False,False,3,20,Olindo Mare
2000,2000-11-26,12,13,27.173,MIA,IND,False,0,0,,0,2,2,100.0,1,1,100.0,0,5,0.0,,,,,,0,,0,0,0,0,0,0,,0,,,,,,,True,True,17,14,Olindo Mare
2000,2000-12-03,13,14,27.180,MIA,BUF,False,0,0,,0,3,3,100.0,4,4,100.0,0,15,0.0,0,0,0,0,,0,,0,0,0,0,0,0,,0,,,,,,,True,True,33,6,Olindo Mare
2000,2000-12-10,14,15,27.187,MIA,TAM,False,0,0,,0,1,1,100.0,2,2,100.0,0,7,0.0,,,,,,0,,0,0,0,0,0,0,,0,,,,,,,False,False,13,16,Olindo Mare
2000,2000-12-17,15,16,27.194,MIA,IND,False,0,0,,0,1,1,100.0,2,2,100.0,0,7,0.0,,,,,,0,,0,0,0,0,0,0,,0,,,,,,,False,False,13,20,Olindo Mare
2000,2000-12-24,16,17,27.201,MIA,NWE,False,0,0,,0,3,3,100.0,2,4,50.0,0,9,0.0,,,,,,0,,0,0,0,0,0,0,,0,,,,,,,True,True,27,24,Olindo Mare
2001,2001-09-09,1,1,28.095,MIA,TEN,False,0,0,,0,4,4,100.0,1,1,100.0,0,7,0.0,,,,,,0,,0,0,0,0,0,0,,0,,,,,,,True,True,31,23,Olindo Mare
2001,2001-09-23,2,2,28.109,MIA,OAK,False,0,0,,0,1,1,100.0,1,1,100.0,0,4,0.0,,,,,,0,,0,0,0,0,0,0,,0,,,,,,,False,True,18,15,Olindo Mare
2001,2001-09-30,3,3,28.116,MIA,STL,False,0,0,,0,1,1,100.0,1,1,100.0,0,4,0.0,,,,,,0,,0,0,0,0,0,0,,0,,,,,,,True,False,10,42,Olindo Mare
2001,2001-10-07,4,4,28.123,MIA,NWE,False,0,0,,0,3,3,100.0,3,3,100.0,0,12,0.0,,,,,,0,,0,0,0,0,0,0,,0,,,,,,,False,True,30,10,Olindo Mare
2001,2001-10-14,5,5,28.130,MIA,NYJ,False,0,0,,0,2,2,100.0,1,1,100.0,0,5,0.0,,,,,,0,,0,0,0,0,0,0,,0,,,,,,,True,False,17,21,Olindo Mare
2001,2001-10-28,6,7,28.144,MIA,SEA,False,0,0,,0,3,3,100.0,1,1,100.0,0,6,0.0,,,,,,0,,0,0,0,0,0,0,,0,,,,,,,True,True,24,20,Olindo Mare
2001,2001-11-04,7,8,28.151,MIA,CAR,False,1,-5,-5.00,0,2,2,100.0,3,3,100.0,0,11,0.0,,,,,,0,,0,0,0,0,0,0,,0,,,,,,,False,True,23,6,Olindo Mare
2001,2001-11-11,8,9,28.158,MIA,IND,False,0,0,,0,3,3,100.0,2,2,100.0,0,9,0.0,,,,,,0,,0,0,0,0,0,0,,0,,,,,,,True,True,27,24,Olindo Mare
2001,2001-11-18,9,10,28.165,MIA,NYJ,False,0,0,,0,,,,,1,0.0,0,0,0.0,,,,,,0,,0,0,0,0,0,0,,0,,,,,,,False,False,0,24,Olindo Mare
2001,2001-11-25,10,11,28.172,MIA,BUF,False,0,0,,0,4,4,100.0,2,2,100.0,0,10,0.0,,,,,,0,,0,0,0,0,0,0,,0,,,,,,,True,True,34,27,Olindo Mare
2001,2001-12-02,11,12,28.179,MIA,DEN,False,0,0,,0,3,3,100.0,,,,0,3,0.0,,,,,,0,,,0,0,0,0,0,,,,,,,,,False,True,21,10,Olindo Mare
2001,2001-12-10,12,13,28.187,MIA,IND,False,0,0,,0,5,6,83.3,,,,0,5,0.0,,,,,,0,,,0,0,0,0,0,,,,,,,,,False,True,41,6,Olindo Mare
2001,2001-12-16,13,14,28.193,MIA,SFO,False,,,,,,,,,,,0,0,0.0,,,,,,0,,,0,0,0,0,0,,,,,,,,,True,False,0,21,Olindo Mare
2001,2001-12-22,14,15,28.199,MIA,NWE,False,0,0,,0,1,1,100.0,2,2,100.0,0,7,0.0,,,,,,0,,0,0,0,0,0,0,,0,,,,,,,True,False,13,20,Olindo Mare
2001,2001-12-30,15,16,28.207,MIA,ATL,False,0,0,,0,3,3,100.0,,,,0,3,0.0,,,,,,0,,,0,0,0,0,0,,,,,,,,,False,True,21,14,Olindo Mare
2001,2002-01-06,16,17,28.214,MIA,BUF,False,0,0,,0,4,4,100.0,2,3,66.7,0,10,0.0,,,,,,0,,0,0,0,0,0,0,,0,,,,,,,False,True,34,7,Olindo Mare
2002,2002-09-08,1,1,29.094,MIA,DET,False,0,0,,0,7,7,100.0,,,,0,7,0.0,1,0,1,0,,0,,0,0,0,0,0,0,,,,,,,,,False,True,49,21,Olindo Mare
2002,2002-09-15,2,2,29.101,MIA,IND,False,0,0,,0,3,3,100.0,,1,0.0,0,3,0.0,1,0,1,0,,0,,0,0,0,0,0,0,,0,,,,,,,True,True,21,13,Olindo Mare
2002,2002-09-22,3,3,29.108,MIA,NYJ,False,0,0,,0,3,3,100.0,3,4,75.0,0,12,0.0,1,0,1,0,,0,,0,0,0,0,0,0,,0,,,,,,,False,True,30,3,Olindo Mare
2002,2002-09-29,4,4,29.115,MIA,KAN,False,0,0,,0,3,3,100.0,3,3,100.0,0,12,0.0,,,,,,0,,0,0,0,0,0,0,,0,,,,,,,True,False,30,48,Olindo Mare
2002,2002-10-06,5,5,29.122,MIA,NWE,False,0,0,,0,2,3,66.7,2,3,66.7,0,8,0.0,,,,,,0,,0,0,0,0,0,0,,0,,,,,,,False,True,26,13,Olindo Mare
2002,2002-10-13,6,6,29.129,MIA,DEN,False,0,0,,0,3,3,100.0,1,2,50.0,0,6,0.0,,,,,,0,,0,0,0,0,0,0,,0,,,,,,,True,True,24,22,Olindo Mare
2002,2002-10-20,7,7,29.136,MIA,BUF,False,0,0,,0,1,1,100.0,1,1,100.0,0,4,0.0,,,,,,0,,0,0,0,0,0,0,,0,,,,,,,False,False,10,23,Olindo Mare
2002,2002-11-04,8,9,29.151,MIA,GNB,False,0,0,,0,1,1,100.0,1,1,100.0,0,4,0.0,,,,,,0,,0,0,0,0,0,0,,0,,,,,,,True,False,10,24,Olindo Mare
2002,2002-11-10,9,10,29.157,MIA,NYJ,False,0,0,,0,1,1,100.0,1,1,100.0,0,4,0.0,,,,,,0,,0,0,0,0,0,0,,0,,,,,,,True,False,10,13,Olindo Mare
2002,2002-11-17,10,11,29.164,MIA,BAL,False,0,0,,0,2,2,100.0,2,2,100.0,0,8,0.0,1,0,1,0,,0,,0,0,0,0,0,0,,0,,,,,,,False,True,26,7,Olindo Mare
2002,2002-11-24,11,12,29.171,MIA,SDG,False,0,0,,0,3,3,100.0,3,4,75.0,0,12,0.0,,,,,,0,,0,0,0,0,0,0,,0,,,,,,,False,True,30,3,Olindo Mare
2002,2002-12-01,12,13,29.178,MIA,BUF,False,0,0,,0,3,3,100.0,,,,0,3,0.0,,,,,,0,,,0,0,0,0,0,,,,,,,,,True,False,21,38,Olindo Mare
2002,2002-12-09,13,14,29.186,MIA,CHI,False,0,0,,0,3,3,100.0,2,2,100.0,0,9,0.0,0,1,1,0,,0,,0,0,0,0,0,0,,0,,,,,,,False,True,27,9,Olindo Mare
2002,2002-12-15,14,15,29.192,MIA,OAK,False,0,0,,0,2,2,100.0,3,4,75.0,0,11,0.0,1,0,1,0,,0,,0,0,0,0,0,0,,0,,,,,,,False,True,23,17,Olindo Mare
2002,2002-12-21,15,16,29.198,MIA,MIN,False,0,0,,0,2,2,100.0,1,1,100.0,0,5,0.0,,,,,,0,,0,0,0,0,0,0,,0,,,,,,,True,False,17,20,Olindo Mare
2002,2002-12-29,16,17,29.206,MIA,NWE,False,0,0,,0,3,3,100.0,1,2,50.0,0,6,0.0,,,,,,0,,0,0,0,0,0,0,,0,,,,,,,True,False,24,27,Olindo Mare
2003,2003-09-07,1,1,30.093,MIA,HOU,False,0,0,,0,2,2,100.0,,,,0,2,0.0,,,,,,0,,,0,0,0,0,0,,,,,,,,,False,False,20,21,Olindo Mare
2003,2003-09-14,2,2,30.100,MIA,NYJ,False,0,0,,0,3,3,100.0,,,,0,3,0.0,,,,,,0,,,0,0,0,0,0,,,,,,,,,True,True,21,10,Olindo Mare
2003,2003-09-21,3,3,30.107,MIA,BUF,False,0,0,,0,2,2,100.0,1,3,33.3,0,5,0.0,,,,,,0,,0,0,0,0,0,0,,0,,,,,,,False,True,17,7,Olindo Mare
2003,2003-10-05,4,5,30.121,MIA,NYG,False,0,0,,0,2,2,100.0,3,3,100.0,0,11,0.0,,,,,,0,,0,0,0,0,0,0,,0,,,,,,,True,True,23,10,Olindo Mare
2003,2003-10-12,5,6,30.128,MIA,JAX,False,0,0,,0,3,3,100.0,1,1,100.0,0,6,0.0,,,,,,0,,0,0,0,0,0,0,,0,,,,,,,True,True,24,10,Olindo Mare
2003,2003-10-19,6,7,30.135,MIA,NWE,False,0,0,,0,1,1,100.0,2,4,50.0,0,7,0.0,1,0,1,0,,0,,0,0,0,0,0,0,,0,,,,,,,False,False,13,19,Olindo Mare
2003,2003-10-27,7,8,30.143,MIA,SDG,False,0,0,,0,3,3,100.0,1,2,50.0,0,6,0.0,,,,,,0,,0,0,0,0,0,0,,0,,,,,,,True,True,26,10,Olindo Mare
2003,2003-11-02,8,9,30.149,MIA,IND,False,0,0,,0,2,2,100.0,1,1,100.0,0,5,0.0,,,,,,0,,0,0,0,0,0,0,,0,,,,,,,False,False,17,23,Olindo Mare
2003,2003-11-09,9,10,30.156,MIA,TEN,False,0,0,,0,1,1,100.0,,,,0,1,0.0,,,,,,0,,,0,0,0,0,0,,,,,,,,,True,False,7,31,Olindo Mare
2003,2003-11-16,10,11,30.163,MIA,BAL,False,0,0,,0,,,,3,4,75.0,0,9,0.0,,,,,,0,,0,0,0,0,0,0,,0,,,,,,,False,True,9,6,Olindo Mare
2003,2003-11-23,11,12,30.170,MIA,WAS,False,0,0,,0,3,3,100.0,1,1,100.0,0,6,0.0,1,0,1,0,,0,,0,0,0,0,0,0,,0,,,,,,,False,True,24,23,Olindo Mare
2003,2003-11-27,12,13,30.174,MIA,DAL,False,0,0,,0,4,5,80.0,2,2,100.0,0,10,0.0,0,1,1,0,,0,,0,0,0,0,0,0,,0,,,,,,,True,True,40,21,Olindo Mare
2003,2003-12-07,13,14,30.184,MIA,NWE,False,,,,,,,,,,,0,0,0.0,,,,,,0,,,0,0,0,0,0,,,,,,,,,True,False,0,12,Olindo Mare
2003,2003-12-15,14,15,30.192,MIA,PHI,False,0,0,,0,3,3,100.0,2,2,100.0,0,9,0.0,,,,,,0,,0,0,0,0,0,0,,0,,,,,,,False,False,27,34,Olindo Mare
2003,2003-12-21,15,16,30.198,MIA,BUF,False,0,0,,0,2,2,100.0,2,2,100.0,0,8,0.0,,,,,,0,,0,0,0,0,0,0,,0,,,,,,,True,True,20,3,Olindo Mare
2003,2003-12-28,16,17,30.205,MIA,NYJ,False,0,0,,0,2,2,100.0,3,4,75.0,0,11,0.0,,,,,,0,,0,0,0,0,0,0,,0,,,,,,,False,True,23,21,Olindo Mare
2004,2004-09-11,1,1,31.097,MIA,TEN,False,0,0,,0,1,1,100.0,,1,0.0,0,1,0.0,,,,,,0,,0,0,0,0,0,0,,0,,,,,,,False,False,7,17,Olindo Mare
2004,2004-09-19,2,2,31.105,MIA,CIN,False,0,0,,0,1,1,100.0,2,2,100.0,0,7,0.0,,,,,,0,,0,0,0,0,0,0,,0,,,,,,,True,False,13,16,Olindo Mare
2004,2004-09-26,3,3,31.112,MIA,PIT,False,0,0,,0,,,,1,1,100.0,0,3,0.0,1,0,1,0,,0,,0,0,0,0,0,0,,0,,,,,,,False,False,3,13,Olindo Mare
2004,2004-10-03,4,4,31.119,MIA,NYJ,False,0,0,,0,,,,3,3,100.0,0,9,0.0,,,,,,0,,0,0,0,0,0,0,,0,,,,,,,False,False,9,17,Olindo Mare
2004,2004-10-10,5,5,,MIA,NWE,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,False,10,24,Olindo Mare
2004,2004-10-17,6,6,,MIA,BUF,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,13,20,Olindo Mare
2004,2004-10-24,7,7,,MIA,STL,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,31,14,Olindo Mare
2004,2004-11-01,8,8,,MIA,NYJ,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,14,41,Olindo Mare
2004,2004-11-07,9,9,,MIA,ARI,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,False,23,24,Olindo Mare
2004,2004-11-21,10,11,31.168,MIA,SEA,False,0,0,,0,2,2,100.0,1,2,50.0,0,5,0.0,,,,,,0,,0,0,0,0,0,0,,0,,,,,,,True,False,17,24,Olindo Mare
