Year,Date,G#,Week,Age,Tm,Opp,GS,Scoring_XPM,Scoring_XPA,Scoring_XP%,Scoring_FGM,Scoring_FGA,Scoring_FG%,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Blck,Away_status,Win,Score,Opp Score,Player
2009,2009-11-19,10,11,40.023,CAR,MIA,False,,,,3,3,100.0,0,9,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,False,False,17,24,John Kasay
2009,2009-11-29,11,12,40.033,CAR,NYJ,False,,,,2,2,100.0,0,6,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,True,False,6,17,John Kasay
2009,2009-12-06,12,13,40.040,CAR,TAM,False,1,1,100.0,3,3,100.0,0,10,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,False,True,16,6,John Kasay
2009,2009-12-13,13,14,40.047,CAR,NWE,False,1,1,100.0,1,2,50.0,0,4,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,True,False,10,20,John Kasay
2009,2009-12-20,14,15,40.054,CAR,MIN,False,2,3,66.7,,,,0,2,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,False,True,26,7,John Kasay
2009,2009-12-27,15,16,40.061,CAR,NYG,False,5,5,100.0,2,2,100.0,0,11,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,True,True,41,9,John Kasay
2009,2010-01-03,16,17,40.068,CAR,NOR,False,2,2,100.0,3,3,100.0,0,11,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,False,True,23,10,John Kasay
2010,2010-09-12,1,1,40.320,CAR,NYG,False,1,1,100.0,3,3,100.0,0,10,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,True,False,18,31,John Kasay
2010,2010-09-19,2,2,40.327,CAR,TAM,False,1,1,100.0,,,,0,1,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,False,False,7,20,John Kasay
2010,2010-09-26,3,3,40.334,CAR,CIN,False,1,1,100.0,,,,0,1,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,False,False,7,20,John Kasay
2010,2010-10-03,4,4,40.341,CAR,NOR,False,2,2,100.0,,,,0,2,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,True,False,14,16,John Kasay
2010,2010-10-10,5,5,40.348,CAR,CHI,False,,,,2,3,66.7,0,6,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,False,False,6,23,John Kasay
2010,2010-10-24,6,7,40.362,CAR,SFO,False,2,2,100.0,3,3,100.0,0,11,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,False,True,23,20,John Kasay
2010,2010-10-31,7,8,41.004,CAR,STL,False,1,1,100.0,1,1,100.0,0,4,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,True,False,10,20,John Kasay
2010,2010-11-07,8,9,41.011,CAR,NOR,False,,,,1,2,50.0,0,3,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,False,False,3,34,John Kasay
2010,2010-11-14,9,10,41.018,CAR,TAM,False,1,1,100.0,3,3,100.0,0,10,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,True,False,16,31,John Kasay
2010,2010-11-21,10,11,41.025,CAR,BAL,False,1,1,100.0,2,2,100.0,0,7,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,False,False,13,37,John Kasay
2010,2010-11-28,11,12,41.032,CAR,CLE,False,2,2,100.0,3,5,60.0,0,11,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,True,False,23,24,John Kasay
2010,2010-12-05,12,13,41.039,CAR,SEA,False,2,2,100.0,,,,0,2,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,True,False,14,31,John Kasay
2010,2010-12-12,13,14,41.046,CAR,ATL,False,1,1,100.0,1,1,100.0,0,4,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,False,False,10,31,John Kasay
2010,2010-12-19,14,15,41.053,CAR,ARI,False,1,1,100.0,4,4,100.0,0,13,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,False,True,19,12,John Kasay
2010,2010-12-23,15,16,41.057,CAR,PIT,False,,,,1,1,100.0,0,3,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,True,False,3,27,John Kasay
2010,2011-01-02,16,17,41.067,CAR,ATL,False,1,1,100.0,1,1,100.0,0,4,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,True,False,10,31,John Kasay
2011,2011-09-08,1,1,41.316,NOR,GNB,False,4,4,100.0,2,2,100.0,0,10,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,True,False,34,42,John Kasay
2011,2011-09-18,2,2,41.326,NOR,CHI,False,3,3,100.0,3,3,100.0,0,12,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,False,True,30,13,John Kasay
2011,2011-09-25,3,3,41.333,NOR,HOU,False,3,3,100.0,1,1,100.0,0,6,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,False,True,40,33,John Kasay
2011,2011-10-02,4,4,41.340,NOR,JAX,False,2,2,100.0,3,5,60.0,0,11,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,True,True,23,10,John Kasay
2011,2011-10-09,5,5,41.347,NOR,CAR,False,3,3,100.0,3,3,100.0,0,12,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,True,True,30,27,John Kasay
2011,2011-10-16,6,6,41.354,NOR,TAM,False,2,2,100.0,2,2,100.0,0,8,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,True,False,20,26,John Kasay
2011,2011-10-23,7,7,41.361,NOR,IND,False,8,8,100.0,2,2,100.0,0,14,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,False,True,62,7,John Kasay
2011,2011-10-30,8,8,42.003,NOR,STL,False,3,3,100.0,,1,0.0,0,3,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,True,False,21,31,John Kasay
2011,2011-11-06,9,9,42.010,NOR,TAM,False,3,3,100.0,2,3,66.7,0,9,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,False,True,27,16,John Kasay
2011,2011-11-13,10,10,42.017,NOR,ATL,False,2,2,100.0,4,5,80.0,0,14,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,True,True,26,23,John Kasay
2011,2011-11-28,11,12,42.032,NOR,NYG,False,7,7,100.0,,,,0,7,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,False,True,49,24,John Kasay
2011,2011-12-04,12,13,42.038,NOR,DET,False,4,4,100.0,1,1,100.0,0,7,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,False,True,31,17,John Kasay
2011,2011-12-11,13,14,42.045,NOR,TEN,False,1,1,100.0,3,3,100.0,0,10,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,True,True,22,17,John Kasay
2011,2011-12-18,14,15,42.052,NOR,MIN,False,6,6,100.0,,1,0.0,0,6,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,True,True,42,20,John Kasay
2011,2011-12-26,15,16,42.060,NOR,ATL,False,6,6,100.0,1,1,100.0,0,9,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,False,True,45,16,John Kasay
2011,2012-01-01,16,17,42.066,NOR,CAR,False,6,6,100.0,1,1,100.0,0,9,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,False,True,45,17,John Kasay
,300 Games,,,,,,False,587,598,98.2,461,563,81.9,0,1970,0.0,4,0,4,0,,0,,0,1,0,0,9,267,29.67,0,False,False,163,0,John Kasay
