Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Scoring_XPM,Scoring_XPA,Scoring_XP%,Scoring_FGM,Scoring_FGA,Scoring_FG%,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Blck,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2000.0,2000-09-03,1.0,1.0,22.185,OAK,SDG,W 9-6,False,1,1,100.0,,1,0.0,0,1,0.0,,,,,,0,0,,0,,,,,,,False,Sebastian Janikowski,True,9,6
2000.0,2000-09-10,2.0,2.0,22.192,OAK,IND,W 38-31,False,5,5,100.0,1,2,50.0,0,8,0.0,,,,,,0,0,,0,,,,,,,True,Sebastian Janikowski,True,38,31
2000.0,2000-09-17,3.0,3.0,22.199,OAK,DEN,L 24-33,False,3,3,100.0,1,2,50.0,0,6,0.0,,,,,,0,0,,0,,,,,,,False,Sebastian Janikowski,False,24,33
2000.0,2000-09-24,4.0,4.0,22.206,OAK,CLE,W 36-10,False,4,4,100.0,2,2,100.0,0,10,0.0,,,,,,0,0,,0,,,,,,,False,Sebastian Janikowski,True,36,10
2000.0,2000-10-08,5.0,6.0,22.22,OAK,SFO,W 34-28,False,2,2,100.0,2,4,50.0,0,8,0.0,,,,,,0,0,,0,,,,,,,True,Sebastian Janikowski,True,34,28
2000.0,2000-10-15,6.0,7.0,22.227,OAK,KAN,W 20-17,False,2,2,100.0,2,4,50.0,0,8,0.0,,,,,,0,0,,0,,,,,,,True,Sebastian Janikowski,True,20,17
2000.0,2000-10-22,7.0,8.0,22.234,OAK,SEA,W 31-3,False,4,4,100.0,1,1,100.0,0,7,0.0,,,,,,0,0,,0,,,,,,,False,Sebastian Janikowski,True,31,3
2000.0,2000-10-29,8.0,9.0,22.241,OAK,SDG,W 15-13,False,,,,5,6,83.3,0,15,0.0,,,,,,0,0,,0,,,,,,,True,Sebastian Janikowski,True,15,13
2000.0,2000-11-05,9.0,10.0,,OAK,KAN,W 49-31,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Sebastian Janikowski,True,49,31
2000.0,2000-11-13,10.0,11.0,,OAK,DEN,L 24-27,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Sebastian Janikowski,False,24,27
