Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Scoring_2PM,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player
2009,2009-10-04,4,4,23.298,CHI,,DET,W 48-24,True,12,121,10.08,1,3,2,19,9.50,0,66.7%,6.33,0,0,,0,0,0,,,,,,,1,6,0,,0,0,0,0,,,,,,,False,Matt Forte
2009,2009-10-18,5,6,23.312,CHI,@,ATL,L 14-21,True,15,23,1.53,0,5,5,37,7.40,0,100.0%,7.40,0,0,,0,0,0,,,,,,,0,0,2,1,0,1,0,0,,,,,,,True,Matt Forte
2009,2009-10-25,6,7,23.319,CHI,@,CIN,L 10-45,True,6,24,4.00,0,6,4,25,6.25,0,66.7%,4.17,0,0,,0,0,0,,,,,,,0,0,0,,0,1,0,0,,,,,,,True,Matt Forte
2009,2009-11-01,7,8,23.326,CHI,,CLE,W 30-6,True,26,90,3.46,2,3,2,31,15.50,0,66.7%,10.33,0,0,,0,0,0,,,,,,,2,12,0,,0,0,0,0,,,,,,,False,Matt Forte
2009,2009-11-08,8,9,23.333,CHI,,ARI,L 21-41,True,5,33,6.60,0,8,6,74,12.33,0,75.0%,9.25,0,0,,0,0,0,,,,,,,0,0,0,,0,0,0,0,,,,,,,False,Matt Forte
2009,2009-11-12,9,10,23.337,CHI,@,SFO,L 6-10,True,20,41,2.05,0,9,8,120,15.00,0,88.9%,13.33,0,0,,0,0,0,,,,,,,0,0,0,,0,0,0,0,,,,,,,True,Matt Forte
2009,2009-11-22,10,11,23.347,CHI,,PHI,L 20-24,True,14,34,2.43,0,5,4,20,5.00,0,80.0%,4.00,0,0,,0,0,0,,,,,,1,0,2,0,,0,0,0,0,,,,,,,False,Matt Forte
2009,2009-11-29,11,12,23.354,CHI,@,MIN,L 10-36,True,8,27,3.38,0,4,4,34,8.50,0,100.0%,8.50,0,0,,0,0,0,,,,,,,0,0,0,,0,0,0,0,,,,,,,True,Matt Forte
2009,2009-12-06,12,13,23.361,CHI,,STL,W 17-9,True,24,91,3.79,1,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,,,,,,1,6,1,1,0,0,0,0,,,,,,,False,Matt Forte
2009,2009-12-13,13,14,24.003,CHI,,GNB,L 14-21,True,12,51,4.25,0,4,4,17,4.25,0,100.0%,4.25,0,0,,0,0,0,,,,,,,0,0,0,,0,0,0,0,,,,,,,False,Matt Forte
2009,2009-12-20,14,15,24.010,CHI,@,BAL,L 7-31,True,20,69,3.45,0,3,2,0,0.00,0,66.7%,0.00,0,0,,0,0,0,,,,,,,0,0,2,1,0,0,0,0,,,,,,,True,Matt Forte
2009,2009-12-28,15,16,24.018,CHI,,MIN,W 36-30,True,21,74,3.52,0,1,1,-7,-7.00,0,100.0%,-7.00,0,0,,0,0,0,,,,,,,0,0,0,,0,0,0,0,,,,,,,False,Matt Forte
2009,2010-01-03,16,17,24.024,CHI,@,DET,W 37-23,True,16,101,6.31,0,7,3,23,7.67,0,42.9%,3.29,0,0,,0,0,0,,,,,,,0,0,0,,0,0,0,0,,,,,,,True,Matt Forte
2010,2010-09-12,1,1,24.276,CHI,,DET,W 19-14,True,17,50,2.94,0,7,7,151,21.57,2,100.0%,21.57,0,0,,0,0,0,,,,,,,2,12,2,1,0,0,0,0,,,,,,,False,Matt Forte
2010,2010-09-19,2,2,24.283,CHI,@,DAL,W 27-20,True,10,29,2.90,0,6,5,37,7.40,1,83.3%,6.17,0,0,,0,0,0,,,,,,,1,6,0,,0,0,0,0,,,,,,,True,Matt Forte
2010,2010-09-27,3,3,24.291,CHI,,GNB,W 20-17,True,11,29,2.64,0,2,2,14,7.00,0,100.0%,7.00,0,0,,0,0,0,,,,,,,0,0,0,,0,0,0,0,,,,,,,False,Matt Forte
2010,2010-10-03,4,4,24.297,CHI,@,NYG,L 3-17,True,12,26,2.17,0,3,2,7,3.50,0,66.7%,2.33,0,0,,0,0,0,,,,,,,0,0,0,,0,1,0,0,,,,,,,True,Matt Forte
2010,2010-10-10,5,5,24.304,CHI,@,CAR,W 23-6,True,22,166,7.55,2,2,2,22,11.00,0,100.0%,11.00,0,0,,0,0,0,,,,,,,2,12,0,,0,0,0,0,,,,,,,True,Matt Forte
2010,2010-10-17,6,6,24.311,CHI,,SEA,L 20-23,True,8,11,1.38,1,7,3,40,13.33,0,42.9%,5.71,0,0,,0,0,0,,,,,,,1,6,0,,0,0,0,0,,,,,,,False,Matt Forte
2010,2010-10-24,7,7,24.318,CHI,,WAS,L 14-17,True,10,41,4.10,0,6,5,32,6.40,0,83.3%,5.33,0,0,,0,0,0,,,,,,,0,0,1,1,0,0,0,0,,,,,,,False,Matt Forte
2010,2010-11-07,8,9,24.332,CHI,@,BUF,W 22-19,True,14,49,3.50,0,5,3,12,4.00,0,60.0%,2.40,0,0,,0,0,0,,,,,,1,0,2,0,,0,0,0,0,,,,,,,True,Matt Forte
2010,2010-11-14,9,10,24.339,CHI,,MIN,W 27-13,True,21,69,3.29,0,2,1,9,9.00,0,50.0%,4.50,0,0,,0,0,0,,,,,,,0,0,0,,0,0,0,0,,,,,,,False,Matt Forte
2010,2010-11-18,10,11,24.343,CHI,@,MIA,W 16-0,True,25,97,3.88,1,2,2,7,3.50,0,100.0%,3.50,0,0,,0,0,0,,,,,,,1,6,0,,0,0,0,0,,,,,,,True,Matt Forte
2010,2010-11-28,11,12,24.353,CHI,,PHI,W 31-26,True,14,117,8.36,0,3,2,22,11.00,0,66.7%,7.33,0,0,,0,0,0,,,,,,,0,0,0,,0,0,0,0,,,,,,,False,Matt Forte
2010,2010-12-05,12,13,24.360,CHI,@,DET,W 24-20,True,13,64,4.92,1,3,2,36,18.00,0,66.7%,12.00,0,0,,0,0,0,,,,,,,1,6,0,,0,0,0,0,,,,,,,True,Matt Forte
2010,2010-12-12,13,14,25.002,CHI,,NWE,L 7-36,True,9,25,2.78,0,6,2,36,18.00,0,33.3%,6.00,0,0,,0,0,0,,,,,,,0,0,0,,0,0,0,0,,,,,,,False,Matt Forte
2010,2010-12-20,14,15,25.010,CHI,@,MIN,W 40-14,True,17,92,5.41,0,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,,,,,,0,0,0,,0,0,0,0,,,,,,,True,Matt Forte
2010,2010-12-26,15,16,25.016,CHI,,NYJ,W 38-34,True,19,113,5.95,1,7,4,56,14.00,0,57.1%,8.00,0,0,,0,0,0,,,,,,,1,6,0,,0,0,0,0,,,,,,,False,Matt Forte
2010,2011-01-02,16,17,25.023,CHI,@,GNB,L 3-10,True,15,91,6.07,0,8,8,60,7.50,0,100.0%,7.50,0,0,,0,0,0,,,,,,,0,0,0,,0,0,0,0,,,,,,,True,Matt Forte
2011,2011-09-11,1,1,25.275,CHI,,ATL,W 30-12,True,16,68,4.25,0,6,5,90,18.00,1,83.3%,15.00,0,0,,0,0,0,,0,0,,,,1,6,0,,0,0,0,0,,,,,,,False,Matt Forte
2011,2011-09-18,2,2,25.282,CHI,@,NOR,L 13-30,True,10,49,4.90,0,14,10,117,11.70,0,71.4%,8.36,0,0,,0,0,0,,0,0,,,,0,0,0,,0,0,0,0,,,,,,,True,Matt Forte
2011,2011-09-25,3,3,25.289,CHI,,GNB,L 17-27,True,9,2,0.22,0,8,7,80,11.43,0,87.5%,10.00,0,0,,0,0,0,,0,0,,,,0,0,0,,0,0,0,0,,,,,,,False,Matt Forte
2011,2011-10-02,4,4,25.296,CHI,,CAR,W 34-29,True,25,205,8.20,1,5,4,23,5.75,0,80.0%,4.60,0,0,,0,0,0,,0,0,,,,1,6,0,,0,0,0,0,,,,,,,False,Matt Forte
2011,2011-10-10,5,5,25.304,CHI,@,DET,L 13-24,True,22,116,5.27,0,7,4,35,8.75,0,57.1%,5.00,0,0,,0,0,0,,0,0,,,,0,0,0,,0,0,0,0,,,,,,,True,Matt Forte
2011,2011-10-16,6,6,25.310,CHI,,MIN,W 39-10,True,17,87,5.12,0,7,6,36,6.00,0,85.7%,5.14,0,0,,0,0,0,,0,0,,,,0,0,0,,0,0,0,0,,,,,,,False,Matt Forte
2011,2011-10-23,7,7,25.317,CHI,@,TAM,W 24-18,True,25,145,5.80,1,4,2,38,19.00,0,50.0%,9.50,0,0,,0,0,0,,0,0,,,,1,6,0,,0,0,0,0,,,,,,,True,Matt Forte
2011,2011-11-07,8,9,25.332,CHI,@,PHI,W 30-24,True,24,133,5.54,0,5,3,17,5.67,0,60.0%,3.40,0,0,,0,0,0,,0,0,,,,0,0,2,2,0,0,0,0,,,,,,,True,Matt Forte
2011,2011-11-13,9,10,25.338,CHI,,DET,W 37-13,True,18,64,3.56,1,5,1,3,3.00,0,20.0%,0.60,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,,1,6,0,,0,0,0,0,,,,,,,False,Matt Forte
2011,2011-11-20,10,11,25.345,CHI,,SDG,W 31-20,True,20,57,2.85,0,5,4,26,6.50,0,80.0%,5.20,0,0,,0,0,0,,0,0,,,,0,0,0,,0,0,0,0,,,,,,,False,Matt Forte
2011,2011-11-27,11,12,25.352,CHI,@,OAK,L 20-25,True,12,59,4.92,0,10,6,25,4.17,0,60.0%,2.50,0,0,,0,0,0,,0,0,,,,0,0,0,,0,0,0,0,,,,,,,True,Matt Forte
2011,2011-12-04,12,13,25.359,CHI,,KAN,L 3-10,True,5,12,2.40,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,,0,0,0,,0,0,0,0,,,,,,,False,Matt Forte
2011,2011-12-11,13,14,,CHI,@,DEN,L 10-13,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Matt Forte
2011,2011-12-18,14,15,,CHI,,SEA,L 14-38,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Matt Forte
2011,2011-12-25,15,16,,CHI,@,GNB,L 21-35,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Matt Forte
2011,2012-01-01,16,17,,CHI,@,MIN,W 17-13,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Matt Forte
2012,2012-09-09,1,1,26.274,CHI,,IND,W 41-21,True,16,80,5.00,1,6,3,40,13.33,0,50.0%,6.67,0,0,,0,0,0,,0,0,,,,1,6,0,0,0,0,0,0,55,72%,0,0%,0,0%,False,Matt Forte
2012,2012-09-13,2,2,26.278,CHI,@,GNB,L 10-23,True,7,31,4.43,0,5,4,49,12.25,0,80.0%,9.80,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,22,37%,0,0%,0,0%,True,Matt Forte
2012,2012-09-23,3,3,,CHI,,STL,W 23-6,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Matt Forte
2012,2012-10-01,4,4,26.296,CHI,@,DAL,W 34-18,True,13,52,4.00,0,1,1,-3,-3.00,0,100.0%,-3.00,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,30,55%,0,0%,0,0%,True,Matt Forte
2012,2012-10-07,5,5,26.302,CHI,@,JAX,W 41-3,True,22,107,4.86,0,4,2,20,10.00,0,50.0%,5.00,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,53,71%,0,0%,0,0%,True,Matt Forte
2012,2012-10-22,6,7,26.317,CHI,,DET,W 13-7,True,22,96,4.36,0,5,3,4,1.33,0,60.0%,0.80,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,51,71%,0,0%,0,0%,False,Matt Forte
2012,2012-10-28,7,8,26.323,CHI,,CAR,W 23-22,True,15,70,4.67,1,5,5,24,4.80,0,100.0%,4.80,0,0,,0,0,0,,0,0,,,,1,6,0,0,0,0,0,0,50,91%,0,0%,0,0%,False,Matt Forte
2012,2012-11-04,8,9,26.330,CHI,@,TEN,W 51-20,True,12,103,8.58,1,2,2,45,22.50,0,100.0%,22.50,0,0,,0,0,0,,0,0,,,,1,6,0,0,0,0,0,0,35,51%,0,0%,0,0%,True,Matt Forte
2012,2012-11-11,9,10,26.337,CHI,,HOU,L 6-13,True,16,39,2.44,0,5,2,-3,-1.50,0,40.0%,-0.60,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,51,86%,0,0%,0,0%,False,Matt Forte
2012,2012-11-19,10,11,26.345,CHI,@,SFO,L 7-32,True,21,63,3.00,0,4,3,4,1.33,0,75.0%,1.00,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,47,80%,0,0%,0,0%,True,Matt Forte
2012,2012-11-25,11,12,26.351,CHI,,MIN,W 28-10,True,14,42,3.00,0,2,2,4,2.00,0,100.0%,2.00,0,0,,0,0,0,,0,0,,,,0,0,1,1,0,0,0,0,41,56%,0,0%,0,0%,False,Matt Forte
2012,2012-12-02,12,13,26.358,CHI,,SEA,L 17-23,True,21,66,3.14,0,3,3,30,10.00,1,100.0%,10.00,0,0,,0,0,0,,0,0,,,,1,6,0,0,0,0,0,0,49,79%,0,0%,0,0%,False,Matt Forte
2012,2012-12-09,13,14,26.365,CHI,@,MIN,L 14-21,True,13,85,6.54,0,7,6,34,5.67,0,85.7%,4.86,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,72,92%,0,0%,0,0%,True,Matt Forte
2012,2012-12-16,14,15,27.006,CHI,,GNB,L 13-21,True,20,69,3.45,0,8,5,64,12.80,0,62.5%,8.00,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,51,94%,0,0%,0,0%,False,Matt Forte
2012,2012-12-23,15,16,27.013,CHI,@,ARI,W 28-13,True,12,88,7.33,1,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,0,,,,1,6,0,0,0,0,0,0,30,49%,0,0%,0,0%,True,Matt Forte
2012,2012-12-30,16,17,27.020,CHI,@,DET,W 26-24,True,24,103,4.29,1,2,2,21,10.50,0,100.0%,10.50,0,0,,0,0,0,,0,0,,,,1,6,1,0,0,1,0,0,56,81%,0,0%,0,0%,True,Matt Forte
2013,2013-09-08,1,1,27.272,CHI,,CIN,W 24-21,True,19,50,2.63,1,6,4,41,10.25,0,66.7%,6.83,0,0,,0,0,0,,0,0,,,,1,6,0,0,0,0,0,0,52,81%,0,0%,0,0%,False,Matt Forte
2013,2013-09-15,2,2,27.279,CHI,,MIN,W 31-30,True,20,88,4.40,0,11,10,73,7.30,0,90.9%,6.64,0,0,,0,0,0,,0,0,,,,0,0,1,1,0,0,0,0,61,91%,0,0%,0,0%,False,Matt Forte
2013,2013-09-22,3,3,27.286,CHI,@,PIT,W 40-23,True,16,87,5.44,1,4,4,24,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,0,,,,1,6,0,0,0,0,0,0,44,71%,0,0%,0,0%,True,Matt Forte
2013,2013-09-29,4,4,27.293,CHI,@,DET,L 32-40,True,14,95,6.79,1,6,5,22,4.40,0,83.3%,3.67,0,0,,0,0,0,,0,0,,,,1,6,0,0,0,0,0,0,71,99%,0,0%,0,0%,True,Matt Forte
2013,2013-10-06,5,5,27.300,CHI,,NOR,L 18-26,True,12,55,4.58,0,6,4,40,10.00,0,66.7%,6.67,0,0,,0,0,0,,0,0,,,1,0,2,0,0,0,0,0,0,51,91%,0,0%,0,0%,False,Matt Forte
2013,2013-10-10,6,6,27.304,CHI,,NYG,W 27-21,True,19,67,3.53,0,6,6,44,7.33,0,100.0%,7.33,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,57,84%,0,0%,0,0%,False,Matt Forte
2013,2013-10-20,7,7,27.314,CHI,@,WAS,L 41-45,True,16,91,5.69,3,3,2,18,9.00,0,66.7%,6.00,0,0,,0,0,0,,0,0,,,,3,18,0,0,0,0,0,0,55,100%,0,0%,0,0%,True,Matt Forte
2013,2013-11-04,8,9,27.329,CHI,@,GNB,W 27-20,True,24,125,5.21,1,8,5,54,10.80,0,62.5%,6.75,0,0,,0,0,0,,0,0,,,,1,6,0,0,0,0,0,0,67,87%,0,0%,0,0%,True,Matt Forte
2013,2013-11-10,9,10,27.335,CHI,,DET,L 19-21,True,17,33,1.94,0,7,4,16,4.00,0,57.1%,2.29,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,74,99%,0,0%,0,0%,False,Matt Forte
2013,2013-11-17,10,11,27.342,CHI,,BAL,W 23-20,True,18,83,4.61,0,6,5,42,8.40,1,83.3%,7.00,0,0,,0,0,0,,0,0,,,,1,6,0,0,0,0,0,0,56,90%,0,0%,0,0%,False,Matt Forte
2013,2013-11-24,11,12,27.349,CHI,@,STL,L 21-42,True,16,77,4.81,0,9,7,40,5.71,0,77.8%,4.44,0,0,,0,0,0,,0,0,,,,0,0,1,1,0,0,0,0,64,81%,0,0%,0,0%,True,Matt Forte
2013,2013-12-01,12,13,27.356,CHI,@,MIN,L 20-23,True,23,120,5.22,0,2,2,31,15.50,0,100.0%,15.50,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,61,91%,0,0%,0,0%,True,Matt Forte
2013,2013-12-09,13,14,27.364,CHI,,DAL,W 45-28,True,20,102,5.10,0,9,7,73,10.43,1,77.8%,8.11,0,0,,0,0,0,,0,0,,,,1,6,0,0,0,0,0,0,58,81%,0,0%,0,0%,False,Matt Forte
2013,2013-12-15,14,15,28.005,CHI,@,CLE,W 38-31,True,24,127,5.29,0,3,1,4,4.00,0,33.3%,1.33,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,60,90%,0,0%,0,0%,True,Matt Forte
2013,2013-12-22,15,16,28.012,CHI,@,PHI,L 11-54,True,9,29,3.22,0,5,4,25,6.25,0,80.0%,5.00,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,53,82%,0,0%,0,0%,True,Matt Forte
2013,2013-12-29,16,17,28.019,CHI,,GNB,L 28-33,True,22,110,5.00,2,4,4,47,11.75,1,100.0%,11.75,0,0,,0,0,0,,0,0,,,,3,18,0,0,0,0,0,0,45,90%,0,0%,0,0%,False,Matt Forte
2014,2014-09-07,1,1,28.271,CHI,,BUF,L 20-23,True,17,82,4.82,0,9,8,87,10.88,0,88.9%,9.67,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,70,95%,0,0%,0,0%,False,Matt Forte
2014,2014-09-14,2,2,28.278,CHI,@,SFO,W 28-20,True,12,21,1.75,0,8,5,15,3.00,0,62.5%,1.88,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,59,100%,0,0%,0,0%,True,Matt Forte
2014,2014-09-22,3,3,28.286,CHI,@,NYJ,W 27-19,True,13,33,2.54,0,7,6,43,7.17,0,85.7%,6.14,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,65,98%,0,0%,0,0%,True,Matt Forte
2014,2014-09-28,4,4,28.292,CHI,,GNB,L 17-38,True,23,122,5.30,0,6,5,49,9.80,0,83.3%,8.17,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,61,78%,0,0%,0,0%,False,Matt Forte
2014,2014-10-05,5,5,28.299,CHI,@,CAR,L 24-31,True,17,61,3.59,0,12,12,105,8.75,1,100.0%,8.75,0,0,,0,0,0,,0,0,,,,1,6,1,1,0,0,0,0,58,91%,0,0%,0,0%,True,Matt Forte
2014,2014-10-12,6,6,28.306,CHI,@,ATL,W 27-13,True,17,80,4.71,2,13,10,77,7.70,0,76.9%,5.92,0,0,,0,0,0,,0,0,,,,2,12,0,0,0,0,0,0,66,90%,0,0%,0,0%,True,Matt Forte
2014,2014-10-19,7,7,28.313,CHI,,MIA,L 14-27,True,12,49,4.08,1,7,6,60,10.00,1,85.7%,8.57,0,0,,0,0,0,,0,0,,,,2,12,0,0,0,0,0,0,53,100%,0,0%,0,0%,False,Matt Forte
2014,2014-10-26,8,8,28.320,CHI,@,NWE,L 23-51,True,19,114,6.00,0,8,6,54,9.00,1,75.0%,6.75,0,0,,0,0,0,,0,0,,,1,1,8,0,0,0,0,0,0,56,81%,0,0%,0,0%,True,Matt Forte
2014,2014-11-09,9,10,28.334,CHI,@,GNB,L 14-55,True,17,54,3.18,0,7,3,27,9.00,0,42.9%,3.86,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,60,86%,0,0%,0,0%,True,Matt Forte
