Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player
2018,2018-12-09,13,14,24.165,TAM,,NOR,L 14-28,True,14,42,3.00,0,2,1,2,2.00,0,50.0%,1.00,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,32,46%,0,0%,0,0%,False,Peyton Barber
2018,2018-12-16,14,15,24.172,TAM,@,BAL,L 12-20,True,19,85,4.47,1,2,2,4,2.00,0,100.0%,2.00,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,32,64%,0,0%,0,0%,True,Peyton Barber
2018,2018-12-23,15,16,24.179,TAM,@,DAL,L 20-27,True,17,43,2.53,0,3,3,13,4.33,0,100.0%,4.33,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,47,59%,0,0%,0,0%,True,Peyton Barber
2018,2018-12-30,16,17,24.186,TAM,,ATL,L 32-34,True,15,66,4.40,0,1,1,2,2.00,0,100.0%,2.00,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,35,57%,0,0%,0,0%,False,Peyton Barber
2019,2019-09-08,1,1,25.073,TAM,,SFO,L 17-31,True,8,33,4.13,0,4,2,12,6.00,0,50.0%,3.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,25,36%,0,0%,0,0%,False,Peyton Barber
2019,2019-09-12,2,2,25.077,TAM,@,CAR,W 20-14,True,23,82,3.57,1,1,1,7,7.00,0,100.0%,7.00,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,40,67%,0,0%,0,0%,True,Peyton Barber
2019,2019-09-22,3,3,25.087,TAM,,NYG,L 31-32,True,13,48,3.69,0,2,2,7,3.50,0,100.0%,3.50,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,26,35%,0,0%,0,0%,False,Peyton Barber
2019,2019-09-29,4,4,25.094,TAM,@,LAR,W 55-40,True,9,19,2.11,1,1,0,0,,0,0.0%,0.00,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,19,26%,0,0%,0,0%,True,Peyton Barber
2019,2019-10-06,5,5,25.101,TAM,@,NOR,L 24-31,True,8,32,4.00,1,1,1,-1,-1.00,0,100.0%,-1.00,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,20,35%,0,0%,0,0%,True,Peyton Barber
2019,2019-10-13,6,6,25.108,TAM,,CAR,L 26-37,True,8,28,3.50,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,19,24%,0,0%,0,0%,False,Peyton Barber
2019,2019-10-27,7,8,25.122,TAM,@,TEN,L 23-27,True,10,20,2.00,0,3,1,8,8.00,0,33.3%,2.67,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,28,35%,0,0%,0,0%,True,Peyton Barber
2019,2019-11-03,8,9,25.129,TAM,@,SEA,L 34-40,False,4,15,3.75,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,9,12%,0,0%,0,0%,True,Peyton Barber
2019,2019-11-10,9,10,25.136,TAM,,ARI,W 30-27,False,11,43,3.91,1,1,1,4,4.00,0,100.0%,4.00,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,22,27%,0,0%,0,0%,False,Peyton Barber
2019,2019-11-17,10,11,25.143,TAM,,NOR,L 17-34,False,0,0,,0,2,2,11,5.50,1,100.0%,5.50,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,12,18%,0,0%,0,0%,False,Peyton Barber
2019,2019-11-24,11,12,25.150,TAM,@,ATL,W 35-22,False,11,32,2.91,0,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,15,23%,0,0%,0,0%,True,Peyton Barber
2019,2019-12-01,12,13,25.157,TAM,@,JAX,W 28-11,False,17,44,2.59,2,0,0,0,,0,0.0%,,0,0,,0,1,2,14,0.0,0,0,0,0,0,0,0,0,0,0,0,29,38%,0,0%,0,0%,True,Peyton Barber
2019,2019-12-08,13,14,25.164,TAM,,IND,W 38-35,False,11,34,3.09,0,2,2,19,9.50,0,100.0%,9.50,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,30,38%,0,0%,0,0%,False,Peyton Barber
2019,2019-12-15,14,15,25.171,TAM,@,DET,W 38-17,False,10,17,1.70,0,2,2,23,11.50,0,100.0%,11.50,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,21,28%,0,0%,0,0%,True,Peyton Barber
2019,2019-12-21,15,16,25.177,TAM,,HOU,L 20-23,False,5,13,2.60,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,8,11%,0,0%,0,0%,False,Peyton Barber
2019,2019-12-29,16,17,25.185,TAM,,ATL,L 22-28,False,6,10,1.67,0,4,2,25,12.50,0,50.0%,6.25,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,16,31%,0,0%,0,0%,False,Peyton Barber
2020,2020-09-13,1,1,26.078,WAS,,PHI,W 27-17,False,17,29,1.71,2,0,0,0,,0,0.0%,,0,0,,0,,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,29,41%,0,0%,9,27%,False,Peyton Barber
2020,2020-09-20,2,2,26.085,WAS,@,ARI,L 15-30,False,1,1,1.00,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,2%,0,0%,6,21%,True,Peyton Barber
2020,2020-09-27,3,3,26.092,WAS,@,CLE,L 20-34,False,3,6,2.00,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,7,11%,0,0%,10,36%,True,Peyton Barber
2020,2020-10-04,4,4,26.099,WAS,,BAL,L 17-31,False,3,5,1.67,0,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,5,7%,0,0%,5,19%,False,Peyton Barber
2020,2020-10-11,5,5,26.106,WAS,,LAR,L 10-30,False,,,,,,,,,,0.0%,,,,,,,0,0,,,,,,,0,,,0,0,0,2,4%,0,0%,16,52%,False,Peyton Barber
2020,2020-10-18,6,6,26.113,WAS,@,NYG,L 19-20,False,4,6,1.50,0,1,1,4,4.00,0,100.0%,4.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,8,11%,0,0%,2,9%,True,Peyton Barber
2020,2020-10-25,7,7,26.120,WAS,,DAL,W 25-3,True,10,34,3.40,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,23,33%,0,0%,10,50%,False,Peyton Barber
2020,2020-11-08,8,9,26.134,WAS,,NYG,L 20-23,False,,,,,,,,,,0.0%,,,,,,,0,0,,,,,,,0,,,0,0,0,1,2%,0,0%,7,27%,False,Peyton Barber
2020,2020-11-15,9,10,26.141,WAS,@,DET,L 27-30,True,2,7,3.50,0,1,1,7,7.00,0,100.0%,7.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,10,11%,0,0%,11,35%,True,Peyton Barber
2020,2020-11-22,10,11,26.148,WAS,,CIN,W 20-9,False,8,28,3.50,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,14,23%,0,0%,10,37%,False,Peyton Barber
2020,2020-11-26,11,12,26.152,WAS,@,DAL,W 41-16,False,11,57,5.18,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,17,25%,0,0%,14,48%,True,Peyton Barber
2020,2020-12-07,12,13,26.163,WAS,@,PIT,W 23-17,False,14,23,1.64,1,0,0,0,,0,0.0%,,0,0,,0,,1,6,0.0,0,1,1,0,0,0,0,0,0,0,0,24,33%,0,0%,12,38%,True,Peyton Barber
2020,2020-12-13,13,14,26.169,WAS,@,SFO,W 23-15,False,12,37,3.08,0,3,2,1,0.50,0,66.7%,0.33,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,30,48%,0,0%,4,12%,True,Peyton Barber
2020,2020-12-20,14,15,26.176,WAS,,SEA,L 15-20,False,4,5,1.25,1,1,0,0,,0,0.0%,0.00,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,13,16%,0,0%,0,0%,False,Peyton Barber
2020,2020-12-27,15,16,26.183,WAS,,CAR,L 13-20,False,1,10,10.00,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,4,6%,0,0%,3,14%,False,Peyton Barber
2020,2021-01-03,16,17,26.190,WAS,@,PHI,W 20-14,False,4,10,2.50,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,6,10%,0,0%,11,44%,True,Peyton Barber
2021,2021-09-13,1,1,,LVR,,BAL,W 33-27,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Peyton Barber
2021,2021-09-19,2,2,27.084,LVR,@,PIT,W 26-17,False,13,32,2.46,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,19,29%,0,0%,0,0%,True,Peyton Barber
2021,2021-09-26,3,3,27.091,LVR,,MIA,W 31-28,False,23,111,4.83,1,5,3,31,10.33,0,60.0%,6.20,0,0,,0,,1,6,0.0,0,0,0,0,0,1,0,0,0,0,0,47,57%,0,0%,5,15%,False,Peyton Barber
2021,2021-10-04,4,4,27.099,LVR,@,LAC,L 14-28,False,1,0,0.00,0,0,0,0,,0,0.0%,,1,25,25.00,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,2%,0,0%,1,4%,True,Peyton Barber
2021,2021-10-10,5,5,,LVR,,CHI,L 9-20,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Peyton Barber
2021,2021-10-17,6,6,,LVR,@,DEN,W 34-24,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Peyton Barber
2021,2021-10-24,7,7,,LVR,,PHI,W 33-22,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Peyton Barber
2021,2021-11-07,8,9,,LVR,@,NYG,L 16-23,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Peyton Barber
2021,2021-11-14,9,10,,LVR,,KAN,L 14-41,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Peyton Barber
2021,2021-11-21,10,11,27.147,LVR,,CIN,L 13-32,True,1,3,3.00,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,2%,0,0%,0,0%,False,Peyton Barber
2021,2021-11-25,11,12,,LVR,@,DAL,W 36-33,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Peyton Barber
2021,2021-12-05,12,13,27.161,LVR,,WAS,L 15-17,False,0,0,,0,1,1,2,2.00,0,100.0%,2.00,1,24,24.00,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,5,8%,0,0%,3,13%,False,Peyton Barber
2021,2021-12-12,13,14,27.168,LVR,@,KAN,L 9-48,False,1,7,7.00,0,3,2,13,6.50,0,66.7%,4.33,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,7,11%,0,0%,0,0%,True,Peyton Barber
2021,2021-12-20,14,15,27.176,LVR,@,CLE,W 16-14,False,5,34,6.80,0,1,1,12,12.00,0,100.0%,12.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,13,19%,0,0%,3,12%,True,Peyton Barber
2021,2021-12-26,15,16,27.182,LVR,,DEN,W 17-13,False,5,22,4.40,1,1,1,0,0.00,0,100.0%,0.00,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,12,17%,0,0%,4,18%,False,Peyton Barber
2021,2022-01-02,16,17,27.189,LVR,@,IND,W 23-20,False,6,3,0.50,0,2,2,9,4.50,0,100.0%,4.50,0,0,,0,,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,11,18%,0,0%,5,19%,True,Peyton Barber
2021,2022-01-09,17,18,27.196,LVR,,LAC,W 35-32,False,,,,,,,,,,0.0%,,,,,,,0,0,,,,,,,,,,,,,0,0%,0,0%,5,15%,False,Peyton Barber
,89 Games,,,,,,,39-50-0,False,700,2457,3.51,21,98,71,428,6.03,2,72.4%,4.37,2,49,24.50,0,1,23,140,0.0,5,3,8,0,0,6,3,0,2,0,0,,,,,,,False,Peyton Barber
