Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Scoring_XPM,Scoring_XPA,Scoring_XP%,Scoring_FGM,Scoring_FGA,Scoring_FG%,Scoring_2PM,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Blck,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2003.0,2003-09-21,3.0,3.0,30.267,NWE,NYJ,W 23-16,False,0,0,,0,0,0,,,,,,2,2,100.0,3,3,100.0,,0,11,0.0,0,1,1,0,,0,0,,0,,,,,,,False,Adam Vinatieri,True,23,16
2003.0,2003-09-28,4.0,4.0,30.274,NWE,WAS,L 17-20,False,0,0,,0,0,0,,,,,,2,2,100.0,1,2,50.0,,0,5,0.0,,,,,,0,0,,0,,,,,,,True,Adam Vinatieri,False,17,20
2003.0,2003-10-05,5.0,5.0,30.281,NWE,TEN,W 38-30,False,0,0,,0,0,0,,,,,,5,5,100.0,1,3,33.3,,0,8,0.0,,,,,,0,0,,0,,,,,,,False,Adam Vinatieri,True,38,30
2003.0,2003-10-12,6.0,6.0,30.288,NWE,NYG,W 17-6,False,0,0,,0,0,0,,,,,,2,2,100.0,1,2,50.0,,0,5,0.0,,,,,,0,0,,0,,,,,,,False,Adam Vinatieri,True,17,6
2003.0,2003-10-19,7.0,7.0,30.295,NWE,MIA,W 19-13,False,0,0,,0,0,0,,,,,,1,1,100.0,2,2,100.0,,0,7,0.0,,,,,,0,0,,0,,,,,,,True,Adam Vinatieri,True,19,13
2003.0,2003-10-26,8.0,8.0,30.302,NWE,CLE,W 9-3,False,0,0,,0,0,0,,,,,,,,,3,4,75.0,,0,9,0.0,,,,,,0,0,,0,,,,,,,False,Adam Vinatieri,True,9,3
2003.0,2003-11-03,9.0,9.0,30.31,NWE,DEN,W 30-26,False,0,0,,0,0,0,,,,,,3,3,100.0,3,3,100.0,,0,12,0.0,,,,,,0,0,,0,,,,,,,True,Adam Vinatieri,True,30,26
2003.0,2003-11-16,10.0,11.0,30.323,NWE,DAL,W 12-0,False,0,0,,0,0,0,,,,,,,1,0.0,2,2,100.0,,0,6,0.0,,,,,,0,0,,0,,,,,,,False,Adam Vinatieri,True,12,0
2003.0,2003-11-23,11.0,12.0,30.33,NWE,HOU,W 23-20,False,0,0,,0,0,0,,,,,,2,2,100.0,3,5,60.0,,0,11,0.0,,,,,,0,0,,0,,,,,,,True,Adam Vinatieri,True,23,20
2003.0,2003-11-30,12.0,13.0,30.337,NWE,IND,W 38-34,False,0,0,,0,0,0,,,,,,5,5,100.0,1,1,100.0,,0,8,0.0,,,,,,0,0,,0,,,,,,,True,Adam Vinatieri,True,38,34
2003.0,2003-12-07,13.0,14.0,30.344,NWE,MIA,W 12-0,False,0,0,,0,0,0,,,,,,1,1,100.0,1,2,50.0,,0,4,0.0,,,,,,0,0,,0,,,,,,,False,Adam Vinatieri,True,12,0
2003.0,2003-12-14,14.0,15.0,30.351,NWE,JAX,W 27-13,False,0,0,,0,0,0,,,,,,3,3,100.0,2,2,100.0,,0,9,0.0,,,,,,0,0,,0,,,,,,,False,Adam Vinatieri,True,27,13
2003.0,2003-12-20,15.0,16.0,30.357,NWE,NYJ,W 21-16,False,0,0,,0,0,,,,,,,3,3,100.0,,,,,0,3,0.0,,,,,,0,0,,,,,,,,,True,Adam Vinatieri,True,21,16
2003.0,2003-12-27,16.0,17.0,30.364,NWE,BUF,W 31-0,False,0,0,,0,0,0,,,,,,4,4,100.0,1,2,50.0,,0,7,0.0,,,,,,0,0,,0,,,,,,,False,Adam Vinatieri,True,31,0
2004.0,2004-09-09,1.0,1.0,31.256,NWE,IND,W 27-24,False,0,0,,0,0,0,,0,,,,3,3,100.0,2,2,100.0,,0,9,0.0,,,,,,0,0,,0,,,,,,,False,Adam Vinatieri,True,27,24
2004.0,2004-09-19,2.0,2.0,31.266,NWE,ARI,W 23-12,False,0,0,,0,0,0,,0,,,,2,2,100.0,3,3,100.0,,0,11,0.0,,,,,,0,0,,0,,,,,,,True,Adam Vinatieri,True,23,12
2004.0,2004-10-03,3.0,4.0,31.28,NWE,BUF,W 31-17,False,0,0,,0,0,0,,0,,,,4,4,100.0,1,1,100.0,,0,7,0.0,1,0,1,0,,0,0,,0,,,,,,,True,Adam Vinatieri,True,31,17
2004.0,2004-10-10,4.0,5.0,31.287,NWE,MIA,W 24-10,False,0,0,,0,0,0,,0,,,,3,3,100.0,1,2,50.0,,0,6,0.0,,,,,,0,0,,0,,,,,,,False,Adam Vinatieri,True,24,10
2004.0,2004-10-17,5.0,6.0,31.294,NWE,SEA,W 30-20,False,0,0,,0,0,0,,0,,,,3,3,100.0,3,3,100.0,,0,12,0.0,,,,,,0,0,,0,,,,,,,False,Adam Vinatieri,True,30,20
2004.0,2004-10-24,6.0,7.0,31.301,NWE,NYJ,W 13-7,False,0,0,,0,0,0,,0,,,,1,1,100.0,2,2,100.0,,0,7,0.0,,,,,,0,0,,0,,,,,,,False,Adam Vinatieri,True,13,7
2004.0,2004-10-31,7.0,8.0,31.308,NWE,PIT,L 20-34,False,0,0,,0,0,0,,0,,,,2,2,100.0,2,2,100.0,,0,8,0.0,,,,,,0,0,,0,,,,,,,True,Adam Vinatieri,False,20,34
2004.0,2004-11-07,8.0,9.0,31.315,NWE,STL,W 40-22,False,1,1,100.00,4,1,0,122.9,0,0,4.00,24.00,4,4,100.0,4,4,100.0,,0,16,0.0,,,,,,0,0,,0,,,,,,,True,Adam Vinatieri,True,40,22
2004.0,2004-11-14,9.0,10.0,31.322,NWE,BUF,W 29-6,False,0,0,,0,0,0,,0,,,,2,2,100.0,5,5,100.0,,0,17,0.0,,,,,,0,0,,0,,,,,,,False,Adam Vinatieri,True,29,6
2004.0,2004-11-22,10.0,11.0,31.33,NWE,KAN,W 27-19,False,0,0,,0,0,0,,0,,,,3,3,100.0,2,2,100.0,,0,9,0.0,1,0,1,0,,0,0,,0,,,,,,,True,Adam Vinatieri,True,27,19
2004.0,2004-11-28,11.0,12.0,31.336,NWE,BAL,W 24-3,False,0,0,,0,0,0,,0,,,,1,1,100.0,3,3,100.0,,0,10,0.0,,,,,,0,0,,0,,,,,,,False,Adam Vinatieri,True,24,3
2004.0,2004-12-05,12.0,13.0,31.343,NWE,CLE,W 42-15,False,0,0,,0,0,,,0,,,,6,6,100.0,,,,,0,6,0.0,,,,,,0,0,,,,,,,,,True,Adam Vinatieri,True,42,15
2004.0,2004-12-12,13.0,14.0,31.35,NWE,CIN,W 35-28,False,0,0,,0,0,,,0,,,,5,5,100.0,,,,,0,5,0.0,,,,,,0,0,,,,,,,,,False,Adam Vinatieri,True,35,28
2004.0,2004-12-20,14.0,15.0,31.358,NWE,MIA,L 28-29,False,0,0,,0,0,,,0,,,,4,4,100.0,,,,,0,4,0.0,,,,,,0,0,,,,,,,,,True,Adam Vinatieri,False,28,29
2004.0,2004-12-26,15.0,16.0,31.364,NWE,NYJ,W 23-7,False,0,0,,0,0,0,,0,,,,2,2,100.0,3,4,75.0,,0,11,0.0,,,,,,0,0,,0,,,,,,,True,Adam Vinatieri,True,23,7
2004.0,2005-01-02,16.0,17.0,32.005,NWE,SFO,W 21-7,False,0,0,,0,0,,,0,,,,3,3,100.0,,,,,0,3,0.0,,,,,,0,0,,,,,,,,,False,Adam Vinatieri,True,21,7
2005.0,2005-09-08,1.0,1.0,32.254,NWE,OAK,W 30-20,False,0,0,,0,0,0,,,,,,3,4,75.0,1,1,100.0,,0,6,0.0,,,,,,0,0,,0,,,,,,,False,Adam Vinatieri,True,30,20
2005.0,2005-09-18,2.0,2.0,32.264,NWE,CAR,L 17-27,False,0,0,,0,0,0,,,,,,2,2,100.0,1,1,100.0,,0,5,0.0,,,,,,0,0,,0,,,,,,,True,Adam Vinatieri,False,17,27
2005.0,2005-09-25,3.0,3.0,32.271,NWE,PIT,W 23-20,False,0,0,,0,0,0,,,,,,2,2,100.0,3,4,75.0,,0,11,0.0,,,,,,0,0,,0,,,,,,,True,Adam Vinatieri,True,23,20
2005.0,2005-10-02,4.0,4.0,32.278,NWE,SDG,L 17-41,False,0,0,,0,0,0,,,,,,2,2,100.0,1,2,50.0,,0,5,0.0,,,,,,0,0,,0,,,,,,,False,Adam Vinatieri,False,17,41
2005.0,2005-10-09,5.0,5.0,32.285,NWE,ATL,W 31-28,False,0,0,,0,0,0,,,,,,4,4,100.0,1,1,100.0,,0,7,0.0,,,,,,0,0,,0,,,,,,,True,Adam Vinatieri,True,31,28
2005.0,2005-10-16,6.0,6.0,32.292,NWE,DEN,L 20-28,False,0,0,,0,0,0,,,,,,2,2,100.0,2,3,66.7,,0,8,0.0,,,,,,0,0,,0,,,,,,,True,Adam Vinatieri,False,20,28
2005.0,2005-10-30,7.0,8.0,32.306,NWE,BUF,W 21-16,False,0,0,,0,0,0,,,,,,3,3,100.0,,1,0.0,,0,3,0.0,,,,,,0,0,,0,,,,,,,False,Adam Vinatieri,True,21,16
2005.0,2005-11-07,8.0,9.0,32.314,NWE,IND,L 21-40,False,0,0,,0,0,,,,,,,3,3,100.0,,,,,0,3,0.0,,,,,,0,0,,,,,,,,,False,Adam Vinatieri,False,21,40
2005.0,2005-11-13,9.0,10.0,32.32,NWE,MIA,W 23-16,False,0,0,,0,0,0,,,,,,,,,3,3,100.0,,0,9,0.0,,,,,,0,0,,0,,,,,,,True,Adam Vinatieri,True,23,16
2005.0,2005-11-20,10.0,11.0,32.327,NWE,NOR,W 24-17,False,0,0,,0,0,0,,,,,,3,3,100.0,1,1,100.0,,0,6,0.0,,,,,,0,0,,0,,,,,,,False,Adam Vinatieri,True,24,17
2005.0,2005-11-27,11.0,12.0,32.334,NWE,KAN,L 16-26,False,0,0,,0,0,0,,,,,,1,1,100.0,1,1,100.0,,0,4,0.0,,,,,,0,0,,0,,,,,,,True,Adam Vinatieri,False,16,26
2005.0,2005-12-04,12.0,13.0,32.341,NWE,NYJ,W 16-3,False,0,0,,0,0,0,,,,,,1,1,100.0,3,4,75.0,,0,10,0.0,,,,,,0,0,,0,,,,,,,False,Adam Vinatieri,True,16,3
2005.0,2005-12-11,13.0,14.0,32.348,NWE,BUF,W 35-7,False,0,0,,0,0,,,,,,,5,5,100.0,,,,,0,5,0.0,,,,,,0,0,,,,,,,,,True,Adam Vinatieri,True,35,7
2005.0,2005-12-17,14.0,15.0,32.354,NWE,TAM,W 28-0,False,0,0,,0,0,,,,,,,4,4,100.0,,,,,0,4,0.0,,,,,,0,0,,,,,,,,,False,Adam Vinatieri,True,28,0
2005.0,2005-12-26,15.0,16.0,32.363,NWE,NYJ,W 31-21,False,0,0,,0,0,0,,,,,,4,4,100.0,1,1,100.0,,0,7,0.0,,,,,,0,0,,0,,,,,,,True,Adam Vinatieri,True,31,21
2005.0,2006-01-01,16.0,17.0,33.004,NWE,MIA,L 26-28,False,0,0,,0,0,0,,,,,,1,1,100.0,2,2,100.0,,0,7,0.0,,,,,,0,0,,0,,,,,,,False,Adam Vinatieri,False,26,28
2006.0,2006-09-10,1.0,1.0,33.256,IND,NYG,W 26-21,False,0,0,,0,0,0,,,,,,2,2,100.0,4,4,100.0,,0,14,0.0,,,,,,0,0,,0,,,,,,,True,Adam Vinatieri,True,26,21
2006.0,2006-09-17,2.0,2.0,33.263,IND,HOU,W 43-24,False,0,0,,0,0,0,,,,,,4,4,100.0,3,3,100.0,,0,13,0.0,,,,,,0,0,,0,,,,,,,False,Adam Vinatieri,True,43,24
2006.0,2006-09-24,3.0,3.0,,IND,JAX,W 21-14,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Adam Vinatieri,True,21,14
2006.0,2006-10-01,4.0,4.0,,IND,NYJ,W 31-28,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Adam Vinatieri,True,31,28
2006.0,2006-10-08,5.0,5.0,,IND,TEN,W 14-13,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Adam Vinatieri,True,14,13
2006.0,2006-10-22,6.0,7.0,33.298,IND,WAS,W 36-22,False,0,0,,0,0,0,,,,,,3,3,100.0,3,3,100.0,,0,12,0.0,,,,,,0,0,,0,,,,,,,False,Adam Vinatieri,True,36,22
2006.0,2006-10-29,7.0,8.0,33.305,IND,DEN,W 34-31,False,0,0,,0,0,0,,,,,,2,2,100.0,4,4,100.0,,0,14,0.0,,,,,,0,0,,0,,,,,,,True,Adam Vinatieri,True,34,31
2006.0,2006-11-05,8.0,9.0,33.312,IND,NWE,W 27-20,False,0,0,,0,0,0,,,,,,3,3,100.0,2,4,50.0,,0,9,0.0,0,0,0,0,0,0,0,,0,,,,,,,True,Adam Vinatieri,True,27,20
2006.0,2006-11-12,9.0,10.0,33.319,IND,BUF,W 17-16,False,0,0,,0,0,0,,,,,,2,2,100.0,1,1,100.0,,0,5,0.0,0,0,0,0,0,0,0,,0,,,,,,,False,Adam Vinatieri,True,17,16
2006.0,2006-11-19,10.0,11.0,33.326,IND,DAL,L 14-21,False,0,0,,0,0,,,,,,,2,2,100.0,,,,,0,2,0.0,,,,,,0,0,,,,,,,,,True,Adam Vinatieri,False,14,21
2006.0,2006-11-26,11.0,12.0,33.333,IND,PHI,W 45-21,False,0,0,,0,0,0,,,,,,6,6,100.0,1,1,100.0,,0,9,0.0,0,0,0,0,0,0,0,,0,,,,,,,False,Adam Vinatieri,True,45,21
2006.0,2006-12-03,12.0,13.0,33.34,IND,TEN,L 17-20,False,0,0,,0,0,0,,,,,,2,2,100.0,1,2,50.0,,0,5,0.0,,,,,,0,0,,0,,,,,,,True,Adam Vinatieri,False,17,20
2006.0,2006-12-10,13.0,14.0,33.347,IND,JAX,L 17-44,False,0,0,,0,0,0,,,,,,2,2,100.0,1,1,100.0,,0,5,0.0,1,0,1,0,0,0,0,,0,,,,,,,True,Adam Vinatieri,False,17,44
2006.0,2006-12-18,14.0,15.0,33.355,IND,CIN,W 34-16,False,0,0,,0,0,0,,,,,,4,4,100.0,2,2,100.0,,0,10,0.0,0,1,1,0,0,0,0,,0,,,,,,,False,Adam Vinatieri,True,34,16
2006.0,2006-12-24,15.0,16.0,33.361,IND,HOU,L 24-27,False,0,0,,0,0,0,,,,,,3,3,100.0,1,1,100.0,,0,6,0.0,1,0,1,0,0,0,0,,0,,,,,,,True,Adam Vinatieri,False,24,27
2006.0,2006-12-31,16.0,17.0,34.003,IND,MIA,W 27-22,False,0,0,,0,0,0,,,,,,3,3,100.0,2,2,100.0,,0,9,0.0,0,1,1,0,0,0,0,,0,,,,,,,False,Adam Vinatieri,True,27,22
2007.0,2007-09-06,1.0,1.0,34.252,IND,NOR,W 41-10,False,0,0,,0,0,0,,,,,,5,5,100.0,2,2,100.0,,0,11,0.0,,,,,,0,0,,0,,,,,,,False,Adam Vinatieri,True,41,10
2007.0,2007-09-16,2.0,2.0,34.262,IND,TEN,W 22-20,False,0,0,,0,0,0,,,,,,1,2,50.0,3,4,75.0,,0,10,0.0,,,,,,0,0,,0,,,,,,,True,Adam Vinatieri,True,22,20
2007.0,2007-09-23,3.0,3.0,34.269,IND,HOU,W 30-24,False,0,0,,0,0,0,,,,,,3,3,100.0,3,3,100.0,,0,12,0.0,,,,,,0,0,,0,,,,,,,True,Adam Vinatieri,True,30,24
2007.0,2007-09-30,4.0,4.0,34.276,IND,DEN,W 38-20,False,0,0,,0,0,0,,,,,,5,5,100.0,1,1,100.0,,0,8,0.0,,,,,,0,0,,0,,,,,,,False,Adam Vinatieri,True,38,20
2007.0,2007-10-07,5.0,5.0,34.283,IND,TAM,W 33-14,False,0,0,,0,0,0,,,,,,3,4,75.0,2,2,100.0,,0,9,0.0,,,,,,0,0,,0,,,,,,,False,Adam Vinatieri,True,33,14
2007.0,2007-10-22,6.0,7.0,34.298,IND,JAX,W 29-7,False,0,0,,0,0,0,,,,,,3,3,100.0,2,2,100.0,,0,9,0.0,,,,,,0,0,,0,,,,,,,True,Adam Vinatieri,True,29,7
2007.0,2007-10-28,7.0,8.0,34.304,IND,CAR,W 31-7,False,0,0,,0,0,0,,,,,,4,4,100.0,1,1,100.0,,0,7,0.0,,,,,,0,0,,0,,,,,,,True,Adam Vinatieri,True,31,7
2007.0,2007-11-04,8.0,9.0,34.311,IND,NWE,L 20-24,False,0,0,,0,0,0,,,,,,2,2,100.0,2,3,66.7,,0,8,0.0,,,,,,0,0,,0,,,,,,,False,Adam Vinatieri,False,20,24
2007.0,2007-11-11,9.0,10.0,34.318,IND,SDG,L 21-23,False,0,0,,0,0,0,,,,,,1,1,100.0,,2,0.0,,0,1,0.0,,,,,,0,0,,0,,,,,,,True,Adam Vinatieri,False,21,23
2007.0,2007-11-18,10.0,11.0,34.325,IND,KAN,W 13-10,False,0,0,,0,0,0,,,,,,1,1,100.0,2,4,50.0,,0,7,0.0,,,,,,0,0,,0,,,,,,,False,Adam Vinatieri,True,13,10
2007.0,2007-11-22,11.0,12.0,34.329,IND,ATL,W 31-13,False,0,0,,0,0,0,,,,,,4,4,100.0,1,1,100.0,,0,7,0.0,,,,,,0,0,,0,,,,,,,True,Adam Vinatieri,True,31,13
2007.0,2007-12-02,12.0,13.0,34.339,IND,JAX,W 28-25,False,0,0,,0,0,,,,,,,4,4,100.0,,,,,0,4,0.0,,,,,,0,0,,,,,,,,,False,Adam Vinatieri,True,28,25
2007.0,2007-12-09,13.0,14.0,34.346,IND,BAL,W 44-20,False,0,0,,0,0,,,,,,,6,6,100.0,,,,,0,6,0.0,,,,,,0,0,,,,,,,,,True,Adam Vinatieri,True,44,20
2007.0,2007-12-16,14.0,15.0,34.353,IND,OAK,W 21-14,False,0,0,,0,0,0,,,,,,1,1,100.0,2,2,100.0,,0,7,0.0,,,,,,0,0,,0,,,,,,,True,Adam Vinatieri,True,21,14
2007.0,2007-12-23,15.0,16.0,34.36,IND,HOU,W 38-15,False,0,0,,0,0,0,,,,,,5,5,100.0,1,1,100.0,,0,8,0.0,,,,,,0,0,,0,,,,,,,False,Adam Vinatieri,True,38,15
2007.0,2007-12-30,16.0,17.0,35.002,IND,TEN,L 10-16,False,0,0,,0,0,0,,,,,,1,1,100.0,1,1,100.0,,0,4,0.0,,,,,,0,0,,0,,,,,,,False,Adam Vinatieri,False,10,16
2008.0,2008-09-07,1.0,1.0,35.254,IND,CHI,L 13-29,False,0,0,,0,0,0,,,,,,1,1,100.0,2,2,100.0,,0,7,0.0,0,0,0,,,0,0,,0,,,,,,,False,Adam Vinatieri,False,13,29
2008.0,2008-09-14,2.0,2.0,35.261,IND,MIN,W 18-15,False,0,0,,0,0,0,,,,,,1,1,100.0,1,2,50.0,,0,4,0.0,1,0,1,0,0,0,0,,0,,,,,,,True,Adam Vinatieri,True,18,15
2008.0,2008-09-21,3.0,3.0,35.268,IND,JAX,L 21-23,False,0,0,,0,0,0,,,,,,3,3,100.0,,,,,0,3,0.0,0,0,0,,,0,0,,0,,,,,,,False,Adam Vinatieri,False,21,23
2008.0,2008-10-05,4.0,5.0,35.282,IND,HOU,W 31-27,False,0,0,,0,0,0,,,,,,4,4,100.0,1,2,50.0,,0,7,0.0,0,0,0,,,0,0,,0,,,,,,,True,Adam Vinatieri,True,31,27
2008.0,2008-10-12,5.0,6.0,35.289,IND,BAL,W 31-3,False,0,0,,0,0,0,,,,,,4,4,100.0,1,1,100.0,,0,7,0.0,0,0,0,,,0,0,,0,,,,,,,False,Adam Vinatieri,True,31,3
2008.0,2008-10-19,6.0,7.0,35.296,IND,GNB,L 14-34,False,0,0,,0,0,0,,,,,,2,2,100.0,,1,0.0,,0,2,0.0,0,0,0,,,0,0,,0,,,,,,,True,Adam Vinatieri,False,14,34
2008.0,2008-10-27,7.0,8.0,35.304,IND,TEN,L 21-31,False,0,0,,0,0,0,,,,,,3,3,100.0,,,,,0,3,0.0,0,0,0,,,0,0,,0,,,,,,,True,Adam Vinatieri,False,21,31
2008.0,2008-11-02,8.0,9.0,35.31,IND,NWE,W 18-15,False,0,0,,0,0,0,,,,,,1,1,100.0,1,1,100.0,,0,4,0.0,0,0,0,0,0,0,0,,0,,,,,,,False,Adam Vinatieri,True,18,15
2008.0,2008-11-09,9.0,10.0,35.317,IND,PIT,W 24-20,False,0,0,,0,0,0,,,,,,3,3,100.0,1,1,100.0,,0,6,0.0,1,0,1,0,0,0,0,,0,,,,,,,True,Adam Vinatieri,True,24,20
2008.0,2008-11-16,10.0,11.0,35.324,IND,HOU,W 33-27,False,0,0,,0,0,0,,,,,,3,3,100.0,4,4,100.0,,0,15,0.0,1,0,1,0,0,0,0,,0,,,,,,,False,Adam Vinatieri,True,33,27
2008.0,2008-11-23,11.0,12.0,35.331,IND,SDG,W 23-20,False,0,0,,0,0,0,,,,,,2,2,100.0,3,3,100.0,,0,11,0.0,0,0,0,,,0,0,,0,,,,,,,True,Adam Vinatieri,True,23,20
2008.0,2008-11-30,12.0,13.0,35.338,IND,CLE,W 10-6,False,0,0,,0,0,0,,,,,,1,1,100.0,1,2,50.0,,0,4,0.0,0,0,0,,,0,0,,0,,,,,,,True,Adam Vinatieri,True,10,6
2008.0,2008-12-07,13.0,14.0,35.345,IND,CIN,W 35-3,False,0,0,,0,0,0,,,,,,5,5,100.0,,,,,0,5,0.0,0,0,0,,,0,0,,0,,,,,,,False,Adam Vinatieri,True,35,3
2008.0,2008-12-14,14.0,15.0,35.352,IND,DET,W 31-21,False,0,0,,0,0,0,,,,,,4,4,100.0,1,1,100.0,,0,7,0.0,0,0,0,,,0,0,,0,,,,,,,False,Adam Vinatieri,True,31,21
2008.0,2008-12-18,15.0,16.0,35.356,IND,JAX,W 31-24,False,0,0,,0,0,0,,,,,,4,4,100.0,1,2,50.0,,0,7,0.0,0,0,0,,,0,0,,0,,,,,,,True,Adam Vinatieri,True,31,24
2008.0,2008-12-28,16.0,17.0,36.0,IND,TEN,W 23-0,False,0,0,,0,0,0,,,,,,2,2,100.0,3,3,100.0,,0,11,0.0,0,0,0,,,0,0,,0,,,,,,,False,Adam Vinatieri,True,23,0
2009.0,2009-09-13,1.0,1.0,36.259,IND,JAX,W 14-12,False,0,0,,0,0,0,,,,,,2,2,100.0,,1,0.0,,0,2,0.0,0,0,0,,,0,0,,0,,,,,,,False,Adam Vinatieri,True,14,12
2009.0,2009-09-21,2.0,2.0,36.267,IND,MIA,W 27-23,False,0,0,,0,0,0,,,,,,3,3,100.0,2,2,100.0,,0,9,0.0,0,0,0,,,0,0,,0,,,,,,,True,Adam Vinatieri,True,27,23
2009.0,2009-09-27,3.0,3.0,36.273,IND,ARI,W 31-10,False,0,0,,0,0,0,,,,,,4,4,100.0,1,2,50.0,,0,7,0.0,0,0,0,,,0,0,,0,,,,,,,True,Adam Vinatieri,True,31,10
2009.0,2009-10-04,4.0,4.0,36.28,IND,SEA,W 34-17,False,0,0,,0,0,0,,,,,,4,4,100.0,2,2,100.0,,0,10,0.0,0,0,0,,,0,0,,0,,,,,,,False,Adam Vinatieri,True,34,17
2009.0,2009-10-11,5.0,5.0,36.287,IND,TEN,W 31-9,False,0,0,,0,0,0,,,,,,4,4,100.0,1,1,100.0,,0,7,0.0,0,0,0,,,0,0,,0,,,,,,,True,Adam Vinatieri,True,31,9
2009.0,2009-10-25,6.0,7.0,,IND,STL,W 42-6,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Adam Vinatieri,True,42,6
2009.0,2009-11-01,7.0,8.0,,IND,SFO,W 18-14,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Adam Vinatieri,True,18,14
2009.0,2009-11-08,8.0,9.0,,IND,HOU,W 20-17,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Adam Vinatieri,True,20,17
2009.0,2009-11-15,9.0,10.0,,IND,NWE,W 35-34,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Adam Vinatieri,True,35,34
2009.0,2009-11-22,10.0,11.0,,IND,BAL,W 17-15,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Adam Vinatieri,True,17,15
2009.0,2009-11-29,11.0,12.0,,IND,HOU,W 35-27,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Adam Vinatieri,True,35,27
2009.0,2009-12-06,12.0,13.0,,IND,TEN,W 27-17,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Adam Vinatieri,True,27,17
