Year,Date,G#,Week,Age,Tm,Opp,GS,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Win,Score,Opp Score,Player
2008,2008-09-08,1,1,,GNB,MIN,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,True,24,19,Matt Flynn
2008,2008-09-14,2,2,23.086,GNB,DET,False,0,0,,0,0,0,,0,,,,2,-2,-1.00,0,0,0,0,,0,0,0,0,,,,,,,True,True,48,25,Matt Flynn
2008,2008-09-21,3,3,,GNB,DAL,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,False,16,27,Matt Flynn
2008,2008-09-28,4,4,23.100,GNB,TAM,False,2,5,40.00,6,0,0,47.9,0,0,1.20,1.20,0,0,,0,0,0,0,,0,0,0,0,,,,,,,True,False,21,30,Matt Flynn
2008,2008-10-05,5,5,,GNB,ATL,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,False,24,27,Matt Flynn
2008,2008-10-12,6,6,,GNB,SEA,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,True,27,17,Matt Flynn
2008,2008-10-19,7,7,,GNB,IND,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,True,34,14,Matt Flynn
2008,2008-11-02,8,9,,GNB,TEN,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,False,16,19,Matt Flynn
2008,2008-11-09,9,10,,GNB,MIN,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,False,27,28,Matt Flynn
2008,2008-11-16,10,11,,GNB,CHI,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,True,37,3,Matt Flynn
2008,2008-11-24,11,12,23.157,GNB,NOR,False,0,0,,0,0,0,,0,,,,1,0,0.00,0,0,0,1,0,0,0,0,0,,,,,,,True,False,29,51,Matt Flynn
2008,2008-11-30,12,13,,GNB,CAR,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,False,31,35,Matt Flynn
2008,2008-12-07,13,14,23.170,GNB,HOU,False,,,,,,,,0,,,,,,,,0,0,0,,,0,0,0,,,,,,,False,False,21,24,Matt Flynn
2008,2008-12-14,14,15,23.177,GNB,JAX,False,,,,,,,,0,,,,,,,,0,0,0,,,0,0,0,,,,,,,True,False,16,20,Matt Flynn
2008,2008-12-22,15,16,23.185,GNB,CHI,False,0,0,,0,0,0,,0,,,,1,6,6.00,0,0,0,0,,0,0,0,0,,,,,,,True,False,17,20,Matt Flynn
2008,2008-12-28,16,17,23.191,GNB,DET,False,,,,,,,,0,,,,,,,,0,0,0,,,0,0,0,,,,,,,False,True,31,21,Matt Flynn
2009,2009-09-13,1,1,24.085,GNB,CHI,False,,,,,,,,0,,,,,,,,0,0,0,,,0,0,0,,,,,,,False,True,21,15,Matt Flynn
2009,2009-09-20,2,2,24.092,GNB,CIN,False,,,,,,,,0,,,,,,,,0,0,0,,,0,0,0,,,,,,,False,False,24,31,Matt Flynn
2009,2009-09-27,3,3,24.099,GNB,STL,False,,,,,,,,0,,,,,,,,0,0,0,,,0,0,0,,,,,,,True,True,36,17,Matt Flynn
2009,2009-10-05,4,4,24.107,GNB,MIN,False,,,,,,,,0,,,,,,,,0,0,0,,,0,0,0,,,,,,,True,False,23,30,Matt Flynn
2009,2009-10-18,5,6,24.120,GNB,DET,False,,,,,,,,0,,,,,,,,0,0,0,,,0,0,0,,,,,,,False,True,26,0,Matt Flynn
2009,2009-10-25,6,7,24.127,GNB,CLE,False,1,2,50.00,12,0,0,68.7,0,0,6.00,6.00,0,0,,0,0,0,0,,0,0,0,0,,,,,,,True,True,31,3,Matt Flynn
2009,2009-11-01,7,8,24.134,GNB,MIN,False,1,1,100.00,3,0,0,79.2,0,0,3.00,3.00,0,0,,0,0,0,0,,0,0,0,0,,,,,,,False,False,26,38,Matt Flynn
2009,2009-11-08,8,9,24.141,GNB,TAM,False,,,,,,,,0,,,,,,,,0,0,0,,,0,0,0,,,,,,,True,False,28,38,Matt Flynn
2009,2009-11-15,9,10,24.148,GNB,DAL,False,,,,,,,,0,,,,,,,,0,0,0,,,0,0,0,,,,,,,False,True,17,7,Matt Flynn
2009,2009-11-22,10,11,24.155,GNB,SFO,False,,,,,,,,0,,,,,,,,0,0,0,,,0,0,0,,,,,,,False,True,30,24,Matt Flynn
2009,2009-11-26,11,12,24.159,GNB,DET,False,,,,,,,,0,,,,,,,,0,0,0,,,0,0,0,,,,,,,True,True,34,12,Matt Flynn
2009,2009-12-07,12,13,24.170,GNB,BAL,False,,,,,,,,0,,,,,,,,0,0,0,,,0,0,0,,,,,,,False,True,27,14,Matt Flynn
2009,2009-12-13,13,14,24.176,GNB,CHI,False,,,,,,,,0,,,,,,,,0,0,0,,,0,0,0,,,,,,,True,True,21,14,Matt Flynn
2009,2009-12-20,14,15,,GNB,PIT,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,False,36,37,Matt Flynn
2009,2009-12-27,15,16,24.190,GNB,SEA,False,4,6,66.67,36,0,0,82.6,0,0,6.00,6.00,2,-2,-1.00,0,0,0,0,,0,0,0,0,,,,,,,False,True,48,10,Matt Flynn
2009,2010-01-03,16,17,24.197,GNB,ARI,False,1,3,33.33,7,0,1,2.8,1,6,2.33,-12.67,3,-3,-1.00,0,0,0,0,,0,0,0,0,,,,,,,True,True,33,7,Matt Flynn
2010,2010-09-12,1,1,,GNB,PHI,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,True,27,20,Matt Flynn
2010,2010-09-19,2,2,,GNB,BUF,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,True,34,7,Matt Flynn
2010,2010-09-27,3,3,,GNB,CHI,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,False,17,20,Matt Flynn
2010,2010-10-03,4,4,,GNB,DET,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,True,28,26,Matt Flynn
2010,2010-10-10,5,5,,GNB,WAS,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,False,13,16,Matt Flynn
2010,2010-10-17,6,6,,GNB,MIA,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,False,20,23,Matt Flynn
2010,2010-10-24,7,7,25.126,GNB,MIN,False,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,0,,0,0,0,0,,,,,,,False,True,28,24,Matt Flynn
2010,2010-10-31,8,8,,GNB,NYJ,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,True,9,0,Matt Flynn
