Year,Date,G#,Week,Age,Tm,Opp,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Scoring_XPM,Scoring_XPA,Scoring_XP%,Scoring_FGM,Scoring_FGA,Scoring_FG%,Scoring_2PM,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Win,Score,Opp Score,Player
2004,2004-09-12,1,1,23.134,SDG,HOU,False,0,0,0,,0,0.0%,,0,0,,0,4,102,25.50,0,0,0,,0,,,,,,,,0,0,0.0,,,,,,0,0,0,0,0,0,,,,,,,True,True,27,20,Wes Welker
2004,2004-09-26,3,3,23.148,MIA,PIT,False,0,0,0,,0,0.0%,,0,0,,0,3,66,22.00,0,2,20,10.00,0,,,,,,,,0,0,0.0,,,,,,1,0,0,0,0,0,,,,,,,False,False,3,13,Wes Welker
2004,2004-10-03,4,4,23.155,MIA,NYJ,False,0,0,0,,0,0.0%,,0,0,,0,4,90,22.50,0,1,8,8.00,0,,,,,,,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,False,9,17,Wes Welker
2004,2004-10-10,5,5,23.162,MIA,NWE,False,0,0,0,,0,0.0%,,0,0,,0,5,101,20.20,0,5,41,8.20,0,1,1,100.0,1,1,100.0,,0,4,0.0,0,1,1,0,,0,,0,0,0,0,,,,,,,True,False,10,24,Wes Welker
2004,2004-10-17,6,6,23.169,MIA,BUF,False,0,0,0,,0,0.0%,,0,0,,0,4,80,20.00,0,1,5,5.00,0,,,,,,,,0,0,0.0,0,0,0,0,,1,0,0,1,0,0,,,,,,,True,False,13,20,Wes Welker
2004,2004-10-24,7,7,23.176,MIA,STL,False,0,0,0,,0,0.0%,,0,0,,0,3,40,13.33,0,4,31,7.75,0,,,,,,,,0,0,0.0,,,,,,1,0,0,0,0,0,,,,,,,False,True,31,14,Wes Welker
2004,2004-11-01,8,8,23.184,MIA,NYJ,False,0,0,0,,0,0.0%,,0,0,,0,6,117,19.50,0,2,9,4.50,0,,,,,,,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,False,14,41,Wes Welker
2004,2004-11-07,9,9,23.190,MIA,ARI,False,0,0,0,,0,0.0%,,0,0,,0,2,45,22.50,0,4,33,8.25,0,,,,,,,,0,0,0.0,2,1,3,0,,0,,0,0,0,0,,,,,,,False,False,23,24,Wes Welker
2004,2004-11-21,10,11,23.204,MIA,SEA,False,0,0,0,,0,0.0%,,0,0,,0,4,91,22.75,0,3,33,11.00,0,,,,,,,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,False,17,24,Wes Welker
2004,2004-11-28,11,12,23.211,MIA,SFO,False,0,0,0,,0,0.0%,,0,0,,0,2,31,15.50,0,5,72,14.40,0,,,,,,,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,True,24,17,Wes Welker
2004,2004-12-05,12,13,23.218,MIA,BUF,False,0,0,0,,0,0.0%,,0,0,,0,6,158,26.33,0,6,51,8.50,0,,,,,,,,0,0,0.0,1,0,1,0,,1,1,0,0,0,0,,,,,,,False,False,32,42,Wes Welker
2004,2004-12-12,13,14,23.225,MIA,DEN,False,0,0,0,,0,0.0%,,0,0,,0,4,97,24.25,0,2,9,4.50,0,,,,,,,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,False,17,20,Wes Welker
2004,2004-12-20,14,15,23.233,MIA,NWE,False,0,0,0,,0,0.0%,,0,0,,0,5,139,27.80,0,2,87,43.50,0,,,,,,,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,True,29,28,Wes Welker
2004,2004-12-26,15,16,23.239,MIA,CLE,False,0,0,0,,0,0.0%,,0,0,,0,2,48,24.00,0,3,37,12.33,0,,,,,,,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,True,10,7,Wes Welker
2004,2005-01-02,16,17,23.246,MIA,BAL,False,0,0,0,,0,0.0%,,0,0,,0,7,210,30.00,1,3,28,9.33,0,,,,,,,,1,6,0.0,,,,,,0,,0,0,0,0,,,,,,,True,False,23,30,Wes Welker
2005,2005-09-11,1,1,24.133,MIA,DEN,False,4,4,60,15.00,0,100.0%,15.00,0,0,,0,2,51,25.50,0,4,64,16.00,0,,,,,,,,0,0,0.0,,,,,,1,1,0,0,0,0,,,,,,,False,True,34,10,Wes Welker
2005,2005-09-18,2,2,24.140,MIA,NYJ,False,4,2,21,10.50,0,50.0%,5.25,0,0,,0,4,73,18.25,0,5,26,5.20,0,,,,,,,,0,0,0.0,0,0,0,0,,1,0,0,1,0,0,,,,,,,True,False,7,17,Wes Welker
2005,2005-09-25,3,3,24.147,MIA,CAR,False,1,0,0,,0,0.0%,0.00,1,5,5.00,0,4,80,20.00,0,1,4,4.00,0,,,,,,,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,True,27,24,Wes Welker
2005,2005-10-09,4,5,24.161,MIA,BUF,False,3,2,24,12.00,0,66.7%,8.00,0,0,,0,4,93,23.25,0,5,33,6.60,0,,,,,,,,0,0,0.0,0,0,0,0,,1,0,0,1,0,0,,,,,,,True,False,14,20,Wes Welker
2005,2005-10-16,5,6,24.168,MIA,TAM,False,4,3,97,32.33,0,75.0%,24.25,0,0,,0,6,130,21.67,0,4,70,17.50,0,,,,,,,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,False,13,27,Wes Welker
2005,2005-10-21,6,7,24.173,MIA,KAN,False,4,2,41,20.50,0,50.0%,10.25,0,0,,0,7,162,23.14,0,2,55,27.50,0,,,,,,,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,False,20,30,Wes Welker
2005,2005-10-30,7,8,24.182,MIA,NOR,False,5,3,17,5.67,0,60.0%,3.40,0,0,,0,4,67,16.75,0,1,11,11.00,0,,,,,,,,0,0,0.0,0,0,0,0,,0,,0,1,0,0,,,,,,,True,True,21,6,Wes Welker
2005,2005-11-06,8,9,24.189,MIA,ATL,False,2,1,6,6.00,0,50.0%,3.00,0,0,,0,3,56,18.67,0,1,0,0.00,0,,,,,,,,0,0,0.0,,,,,,1,0,0,0,0,0,,,,,,,False,False,10,17,Wes Welker
2005,2005-11-13,9,10,24.196,MIA,NWE,False,4,2,61,30.50,0,50.0%,15.25,0,0,,0,4,112,28.00,0,3,13,4.33,0,,,,,,,,0,0,0.0,0,0,0,0,,1,0,0,1,0,0,,,,,,,False,False,16,23,Wes Welker
2005,2005-11-20,10,11,24.203,MIA,CLE,False,3,2,12,6.00,0,66.7%,4.00,0,0,,0,4,79,19.75,0,2,23,11.50,0,,,,,,,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,False,0,22,Wes Welker
2005,2005-11-27,11,12,24.210,MIA,OAK,True,1,1,16,16.00,0,100.0%,16.00,0,0,,0,5,141,28.20,0,0,0,,0,,,,,,,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,True,33,21,Wes Welker
2005,2005-12-04,12,13,24.217,MIA,BUF,False,8,4,40,10.00,0,50.0%,5.00,0,0,,0,4,74,18.50,0,5,14,2.80,0,,,,,,,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,True,24,23,Wes Welker
2005,2005-12-11,13,14,24.224,MIA,SDG,False,1,0,0,,0,0.0%,0.00,0,0,,0,3,90,30.00,0,0,0,,0,,,,,,,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,True,23,21,Wes Welker
2005,2005-12-18,14,15,24.231,MIA,NYJ,False,2,1,19,19.00,0,50.0%,9.50,0,0,,0,4,105,26.25,0,3,31,10.33,0,,,,,,,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,True,24,20,Wes Welker
2005,2005-12-24,15,16,24.237,MIA,TEN,False,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,5,28,5.60,0,,,,,,,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,True,24,10,Wes Welker
2005,2006-01-01,16,17,24.245,MIA,NWE,False,5,2,20,10.00,0,40.0%,4.00,0,0,,0,3,66,22.00,0,2,18,9.00,0,,,,,,,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,True,28,26,Wes Welker
2006,2006-09-07,1,1,25.129,MIA,PIT,False,8,4,67,16.75,0,50.0%,8.38,0,0,,0,3,74,24.67,0,3,79,26.33,0,,,,,,,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,False,17,28,Wes Welker
2006,2006-09-17,2,2,25.139,MIA,BUF,False,5,5,41,8.20,0,100.0%,8.20,0,0,,0,4,101,25.25,0,1,7,7.00,0,,,,,,,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,False,6,16,Wes Welker
2006,2006-09-24,3,3,25.146,MIA,TEN,False,6,5,59,11.80,0,83.3%,9.83,0,0,,0,2,42,21.00,0,2,2,1.00,0,,,,,,,,0,0,0.0,,,,,,1,1,0,0,0,0,,,,,,,False,True,13,10,Wes Welker
2006,2006-10-01,4,4,25.153,MIA,HOU,False,7,4,55,13.75,0,57.1%,7.86,0,0,,0,2,53,26.50,0,1,11,11.00,0,,,,,,,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,False,15,17,Wes Welker
2006,2006-10-08,5,5,25.160,MIA,NWE,False,12,9,77,8.56,0,75.0%,6.42,0,0,,0,4,103,25.75,0,2,18,9.00,0,,,,,,,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,False,10,20,Wes Welker
2006,2006-10-15,6,6,25.167,MIA,NYJ,False,10,6,56,9.33,0,60.0%,5.60,0,0,,0,5,69,13.80,0,4,31,7.75,0,,,,,,,,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,,,,,,,True,False,17,20,Wes Welker
2006,2006-10-22,7,7,25.174,MIA,GNB,False,9,6,38,6.33,0,66.7%,4.22,0,0,,0,4,77,19.25,0,3,23,7.67,0,,,,,,,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,False,24,34,Wes Welker
2006,2006-11-05,8,9,25.188,MIA,CHI,False,3,2,14,7.00,1,66.7%,4.67,0,0,,0,4,70,17.50,0,2,13,6.50,0,,,,,,,,1,6,0.0,,,,,,0,,0,0,0,0,,,,,,,True,True,31,13,Wes Welker
2006,2006-11-12,9,10,25.195,MIA,KAN,False,4,3,46,15.33,0,75.0%,11.50,0,0,,0,3,67,22.33,0,4,56,14.00,0,,,,,,,,0,0,0.0,,,,,,1,0,0,0,0,0,,,,,,,False,True,13,10,Wes Welker
2006,2006-11-19,10,11,25.202,MIA,MIN,True,8,4,59,14.75,0,50.0%,7.38,0,0,,0,2,46,23.00,0,2,20,10.00,0,,,,,,,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,True,24,20,Wes Welker
2006,2006-11-23,11,12,25.206,MIA,DET,False,5,5,42,8.40,0,100.0%,8.40,0,0,,0,3,85,28.33,0,5,30,6.00,0,,,,,,,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,True,27,10,Wes Welker
2006,2006-12-03,12,13,25.216,MIA,JAX,False,6,5,44,8.80,0,83.3%,7.33,0,0,,0,2,26,13.00,0,1,2,2.00,0,,,,,,,,0,0,0.0,,,,,,0,0,0,0,0,0,,,,,,,False,False,10,24,Wes Welker
2006,2006-12-10,13,14,25.223,MIA,NWE,False,3,1,-1,-1.00,0,33.3%,-0.33,0,0,,0,0,0,,0,4,36,9.00,0,,,,,,,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,True,21,0,Wes Welker
2006,2006-12-17,14,15,25.230,MIA,BUF,False,5,4,56,14.00,0,80.0%,11.20,0,0,,0,3,61,20.33,0,2,11,5.50,0,,,,,,,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,False,0,21,Wes Welker
2006,2006-12-25,15,16,25.238,MIA,NYJ,True,4,1,11,11.00,0,25.0%,2.75,0,0,,0,4,83,20.75,0,3,31,10.33,0,,,,,,,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,False,10,13,Wes Welker
2006,2006-12-31,16,17,25.244,MIA,IND,False,5,3,23,7.67,0,60.0%,4.60,0,0,,0,3,107,35.67,0,2,8,4.00,0,,,,,,,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,True,False,22,27,Wes Welker
2007,2007-09-09,1,1,26.131,NWE,NYJ,False,9,6,61,10.17,1,66.7%,6.78,0,0,,0,0,0,,0,2,6,3.00,0,,,,,,,,1,6,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,True,True,38,14,Wes Welker
2007,2007-09-16,2,2,26.138,NWE,SDG,True,9,8,91,11.38,0,88.9%,10.11,1,6,6.00,0,0,0,,0,2,13,6.50,0,,,,,,,,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,,,,,,,False,True,38,14,Wes Welker
2007,2007-09-23,3,3,26.145,NWE,BUF,False,6,6,69,11.50,0,100.0%,11.50,0,0,,0,0,0,,0,3,72,24.00,0,,,,,,,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,True,38,7,Wes Welker
2007,2007-10-01,4,4,26.153,NWE,CIN,True,6,3,22,7.33,0,50.0%,3.67,1,27,27.00,0,0,0,,0,2,16,8.00,0,,,,,,,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,True,True,34,13,Wes Welker
2007,2007-10-07,5,5,26.159,NWE,CLE,True,6,4,19,4.75,0,66.7%,3.17,0,0,,0,2,51,25.50,0,2,19,9.50,0,,,,,,,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,True,34,17,Wes Welker
2007,2007-10-14,6,6,26.166,NWE,DAL,True,15,11,124,11.27,2,73.3%,8.27,0,0,,0,2,55,27.50,0,3,37,12.33,0,,,,,,,,2,12,0.0,0,0,0,0,0,2,0,0,1,0,0,,,,,,,True,True,48,27,Wes Welker
2007,2007-10-21,7,7,26.173,NWE,MIA,True,11,9,138,15.33,2,81.8%,12.55,0,0,,0,1,25,25.00,0,3,9,3.00,0,,,,,,,,2,12,0.0,,,,,,0,,0,0,0,0,,,,,,,True,True,49,28,Wes Welker
2007,2007-10-28,8,8,26.180,NWE,WAS,True,10,9,89,9.89,1,90.0%,8.90,0,0,,0,0,0,,0,0,0,,0,,,,,,,,1,6,0.0,,,,,,0,,0,0,0,0,,,,,,,False,True,52,7,Wes Welker
2007,2007-11-04,9,9,26.187,NWE,IND,True,5,5,38,7.60,1,100.0%,7.60,0,0,,0,1,26,26.00,0,3,60,20.00,0,,,,,,,,1,6,0.0,,,,,,0,,0,0,0,0,,,,,,,True,True,24,20,Wes Welker
2007,2007-11-18,10,11,26.201,NWE,BUF,True,8,7,78,11.14,0,87.5%,9.75,1,3,3.00,0,0,0,,0,1,4,4.00,0,,,,,,,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,True,56,10,Wes Welker
2007,2007-11-25,11,12,26.208,NWE,PHI,True,17,13,149,11.46,0,76.5%,8.76,0,0,,0,0,0,,0,0,0,,0,,,,,,,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,True,31,28,Wes Welker
2007,2007-12-03,12,13,26.216,NWE,BAL,True,9,3,18,6.00,0,33.3%,2.00,0,0,,0,0,0,,0,1,1,1.00,0,,,,,,,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,True,27,24,Wes Welker
2007,2007-12-09,13,14,26.222,NWE,PIT,True,11,9,78,8.67,1,81.8%,7.09,0,0,,0,0,0,,0,1,2,2.00,0,,,,,,,,1,6,0.0,,,,,,0,,0,0,0,0,,,,,,,False,True,34,13,Wes Welker
2007,2007-12-16,14,15,26.229,NWE,NYJ,True,4,3,30,10.00,0,75.0%,7.50,1,-2,-2.00,0,0,0,,0,0,0,,0,,,,,,,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,True,20,10,Wes Welker
2007,2007-12-23,15,16,26.236,NWE,MIA,True,7,5,49,9.80,0,71.4%,7.00,0,0,,0,0,0,,0,0,0,,0,,,,,,,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,False,True,28,7,Wes Welker
2007,2007-12-29,16,17,26.242,NWE,NYG,False,12,11,122,11.09,0,91.7%,10.17,0,0,,0,1,19,19.00,0,2,10,5.00,0,,,,,,,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,True,38,35,Wes Welker
2008,2008-09-07,1,1,27.129,NWE,KAN,True,10,6,51,8.50,0,60.0%,5.10,0,0,,0,0,0,,0,0,0,,0,,,,,,,,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,,,,,,,False,True,17,10,Wes Welker
2008,2008-09-14,2,2,27.136,NWE,NYJ,True,11,7,72,10.29,0,63.6%,6.55,0,0,,0,0,0,,0,0,0,,0,,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,19,10,Wes Welker
2008,2008-09-21,3,3,27.143,NWE,MIA,True,7,6,55,9.17,0,85.7%,7.86,1,19,19.00,0,0,0,,0,0,0,,0,,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,False,13,38,Wes Welker
2008,2008-10-05,4,5,27.157,NWE,SFO,True,11,8,73,9.13,0,72.7%,6.64,0,0,,0,0,0,,0,0,0,,0,,,,,,,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,True,True,30,21,Wes Welker
2008,2008-10-12,5,6,27.164,NWE,SDG,True,11,9,73,8.11,0,81.8%,6.64,0,0,,0,0,0,,0,0,0,,0,,,,,,,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,True,False,10,30,Wes Welker
2008,2008-10-20,6,7,27.172,NWE,DEN,True,6,6,63,10.50,1,100.0%,10.50,0,0,,0,0,0,,0,3,63,21.00,0,,,,,,,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,41,7,Wes Welker
2008,2008-10-26,7,8,27.178,NWE,STL,True,11,7,79,11.29,0,63.6%,7.18,0,0,,0,1,26,26.00,0,3,30,10.00,0,,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,23,16,Wes Welker
2008,2008-11-02,8,9,27.185,NWE,IND,True,7,7,37,5.29,0,100.0%,5.29,0,0,,0,0,0,,0,2,24,12.00,0,,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,15,18,Wes Welker
2008,2008-11-09,9,10,27.192,NWE,BUF,True,10,9,107,11.89,0,90.0%,10.70,2,7,3.50,0,0,0,,0,1,10,10.00,0,,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,20,10,Wes Welker
2008,2008-11-13,10,11,27.196,NWE,NYJ,True,8,7,108,15.43,0,87.5%,13.50,0,0,,0,0,0,,0,3,14,4.67,0,,,,,,,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,False,False,31,34,Wes Welker
2008,2008-11-23,11,12,27.206,NWE,MIA,True,11,8,120,15.00,0,72.7%,10.91,0,0,,0,0,0,,0,2,20,10.00,0,,,,,,,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,True,True,48,28,Wes Welker
2008,2008-11-30,12,13,27.213,NWE,PIT,True,7,4,30,7.50,0,57.1%,4.29,0,0,,0,0,0,,0,2,0,0.00,0,,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,False,10,33,Wes Welker
2008,2008-12-07,13,14,27.220,NWE,SEA,True,17,12,134,11.17,0,70.6%,7.88,0,0,,0,0,0,,0,3,20,6.67,0,,,,,,,1,0,2,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,24,21,Wes Welker
2008,2008-12-14,14,15,27.227,NWE,OAK,True,9,6,69,11.50,1,66.7%,7.67,0,0,,0,0,0,,0,0,0,,0,,,,,,,,1,6,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,True,True,49,26,Wes Welker
2008,2008-12-21,15,16,27.234,NWE,ARI,False,10,7,68,9.71,1,70.0%,6.80,0,0,,0,0,0,,0,5,56,11.20,0,,,,,,,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,47,7,Wes Welker
2008,2008-12-28,16,17,27.241,NWE,BUF,False,3,2,26,13.00,0,66.7%,8.67,0,0,,0,0,0,,0,0,0,,0,,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,13,0,Wes Welker
2009,2009-09-14,1,1,28.136,NWE,BUF,False,16,12,93,7.75,0,75.0%,5.81,0,0,,0,0,0,,0,2,21,10.50,0,,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,25,24,Wes Welker
2009,2009-09-20,2,2,,NWE,NYJ,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,9,16,Wes Welker
2009,2009-09-27,3,3,,NWE,ATL,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,26,10,Wes Welker
2009,2009-10-04,4,4,28.156,NWE,BAL,True,10,6,48,8.00,0,60.0%,4.80,0,0,,0,0,0,,0,0,0,,0,,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,27,21,Wes Welker
2009,2009-10-11,5,5,28.163,NWE,DEN,True,15,8,86,10.75,1,53.3%,5.73,0,0,,0,0,0,,0,0,0,,0,,,,,,,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,17,20,Wes Welker
2009,2009-10-18,6,6,28.170,NWE,TEN,True,11,10,150,15.00,2,90.9%,13.64,0,0,,0,0,0,,0,1,0,0.00,0,,,,,,,,2,12,0.0,0,0,0,0,0,1,0,0,1,0,0,,,,,,,False,True,59,0,Wes Welker
2009,2009-10-25,7,7,28.177,NWE,TAM,True,10,10,107,10.70,1,100.0%,10.70,1,6,6.00,0,0,0,,0,4,53,13.25,0,,,,,,,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,35,7,Wes Welker
2009,2009-11-08,8,9,28.191,NWE,MIA,True,10,9,84,9.33,0,90.0%,8.40,0,0,,0,0,0,,0,1,5,5.00,0,,,,,,,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,False,True,27,17,Wes Welker
2009,2009-11-15,9,10,28.198,NWE,IND,True,11,9,94,10.44,0,81.8%,8.55,0,0,,0,0,0,,0,5,117,23.40,0,,,,,,,,0,0,0.0,0,0,0,,,1,0,0,0,0,0,,,,,,,True,False,34,35,Wes Welker
2009,2009-11-22,10,11,28.205,NWE,NYJ,True,17,15,192,12.80,0,88.2%,11.29,1,11,11.00,0,0,0,,0,2,-1,-0.50,0,,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,31,14,Wes Welker
2009,2009-11-30,11,12,28.213,NWE,NOR,True,9,6,32,5.33,0,66.7%,3.56,2,14,7.00,0,0,0,,0,1,41,41.00,0,,,,,,,,0,0,0.0,0,0,0,0,0,0,,0,1,0,0,,,,,,,True,False,17,38,Wes Welker
2009,2009-12-06,12,13,28.219,NWE,MIA,True,13,10,167,16.70,0,76.9%,12.85,0,0,,0,1,27,27.00,0,3,29,9.67,0,,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,21,22,Wes Welker
2009,2009-12-13,13,14,28.226,NWE,CAR,True,14,10,105,10.50,0,71.4%,7.50,0,0,,0,0,0,,0,5,47,9.40,0,,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,20,10,Wes Welker
2009,2009-12-20,14,15,28.233,NWE,BUF,True,11,4,40,10.00,0,36.4%,3.64,1,5,5.00,0,1,18,18.00,0,2,17,8.50,0,,,,,,,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,True,True,17,10,Wes Welker
2009,2009-12-27,15,16,28.240,NWE,JAX,True,13,13,138,10.62,0,100.0%,10.62,0,0,,0,0,0,,0,1,9,9.00,0,,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,35,7,Wes Welker
2009,2010-01-03,16,17,28.247,NWE,HOU,True,2,1,12,12.00,0,50.0%,6.00,0,0,,0,0,0,,0,0,0,,0,,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,27,34,Wes Welker
2010,2010-09-12,1,1,29.134,NWE,CIN,True,11,8,64,8.00,2,72.7%,5.82,0,0,,0,0,0,,0,0,0,,0,,,,,,,,2,12,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,38,24,Wes Welker
2010,2010-09-19,2,2,29.141,NWE,NYJ,True,7,6,38,6.33,1,85.7%,5.43,0,0,,0,0,0,,0,0,0,,0,,,,,,,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,14,28,Wes Welker
2010,2010-09-26,3,3,29.148,NWE,BUF,True,6,4,45,11.25,0,66.7%,7.50,0,0,,0,0,0,,0,0,0,,0,,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,38,30,Wes Welker
2010,2010-10-04,4,4,29.156,NWE,MIA,False,10,8,70,8.75,0,80.0%,7.00,0,0,,0,0,0,,0,1,0,0.00,0,,,,,,,,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,,,,,,,True,True,41,14,Wes Welker
2010,2010-10-17,5,6,29.169,NWE,BAL,True,11,7,53,7.57,0,63.6%,4.82,0,0,,0,0,0,,0,3,27,9.00,0,,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,23,20,Wes Welker
2010,2010-10-24,6,7,29.176,NWE,SDG,True,6,4,25,6.25,0,66.7%,4.17,0,0,,0,0,0,,0,0,0,,0,,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,23,20,Wes Welker
2010,2010-10-31,7,8,29.183,NWE,MIN,True,5,3,24,8.00,0,60.0%,4.80,0,0,,0,0,0,,0,0,0,,0,,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,28,18,Wes Welker
2010,2010-11-07,8,9,29.190,NWE,CLE,True,6,4,36,9.00,0,66.7%,6.00,0,0,,0,0,0,,0,0,0,,0,1,1,100.0,,,,,0,1,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,14,34,Wes Welker
