Year,Date,G#,Week,Age,Tm,Opp,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Win,Score,Opp Score,Player
2013,2013-09-08,1,1,22.152,STL,ARI,False,1,4,4.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,7,10%,0,0%,0,0%,False,True,27,24,Zac Stacy
2013,2013-09-15,2,2,,STL,ATL,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,24,31,Zac Stacy
2013,2013-09-22,3,3,,STL,DAL,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,7,31,Zac Stacy
2013,2013-09-26,4,4,22.170,STL,SFO,False,,,,,,,,,,0.0%,,,,,,0,0,0.0,,,,,,0,,,0,0,0,1,1%,0,0%,0,0%,False,False,11,35,Zac Stacy
2013,2013-10-06,5,5,22.180,STL,JAX,True,14,78,5.57,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,41,56%,0,0%,0,0%,False,True,34,20,Zac Stacy
2013,2013-10-13,6,6,22.187,STL,HOU,True,18,79,4.39,0,2,2,11,5.50,0,100.0%,5.50,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,34,81%,0,0%,0,0%,True,True,38,13,Zac Stacy
2013,2013-10-20,7,7,22.194,STL,CAR,True,17,53,3.12,0,4,4,34,8.50,1,100.0%,8.50,0,0,,0,1,6,0.0,0,0,0,,,0,0,0,0,0,0,45,74%,0,0%,0,0%,True,False,15,30,Zac Stacy
2013,2013-10-28,8,8,22.202,STL,SEA,True,26,134,5.15,0,3,1,-5,-5.00,0,33.3%,-1.67,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,58,76%,0,0%,0,0%,False,False,9,14,Zac Stacy
2013,2013-11-03,9,9,22.208,STL,TEN,True,27,127,4.70,2,7,6,51,8.50,0,85.7%,7.29,0,0,,0,2,12,0.0,0,0,0,,,0,0,0,0,0,0,61,87%,0,0%,0,0%,False,False,21,28,Zac Stacy
2013,2013-11-10,10,10,22.215,STL,IND,True,26,62,2.38,1,3,2,6,3.00,0,66.7%,2.00,0,0,,0,1,6,0.0,0,0,0,,,0,0,0,0,0,0,46,84%,0,0%,0,0%,True,True,38,8,Zac Stacy
2013,2013-11-24,11,12,22.229,STL,CHI,True,12,87,7.25,1,2,1,10,10.00,0,50.0%,5.00,0,0,,0,1,6,0.0,0,0,0,,,0,0,0,0,0,0,24,43%,0,0%,0,0%,False,True,42,21,Zac Stacy
2013,2013-12-01,12,13,22.236,STL,SFO,True,19,72,3.79,0,2,1,-1,-1.00,0,50.0%,-0.50,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,55,80%,0,0%,0,0%,True,False,13,23,Zac Stacy
2013,2013-12-08,13,14,22.243,STL,ARI,True,14,25,1.79,1,4,3,-3,-1.00,0,75.0%,-0.75,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,1,1,0,42,78%,0,0%,0,0%,True,False,10,30,Zac Stacy
2013,2013-12-15,14,15,22.250,STL,NOR,True,28,133,4.75,1,2,1,10,10.00,0,50.0%,5.00,0,0,,0,1,6,0.0,0,0,0,,,0,0,0,0,0,0,46,85%,0,0%,0,0%,False,True,27,16,Zac Stacy
2013,2013-12-22,15,16,22.257,STL,TAM,True,33,104,3.15,1,1,1,5,5.00,0,100.0%,5.00,0,0,,0,1,6,0.0,0,0,0,,,1,1,0,0,0,0,54,89%,0,0%,0,0%,False,True,23,13,Zac Stacy
2013,2013-12-29,16,17,22.264,STL,SEA,True,15,15,1.00,0,4,4,23,5.75,0,100.0%,5.75,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,52,98%,0,0%,0,0%,True,False,9,27,Zac Stacy
2014,2014-09-07,1,1,23.151,STL,MIN,True,11,43,3.91,0,2,1,8,8.00,0,50.0%,4.00,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,30,45%,0,0%,0,0%,False,False,6,34,Zac Stacy
2014,2014-09-14,2,2,23.158,STL,TAM,True,19,71,3.74,1,0,0,0,,0,0.0%,,0,0,,0,1,6,0.0,0,0,0,,,1,1,0,0,0,0,40,66%,0,0%,0,0%,True,True,19,17,Zac Stacy
2014,2014-09-21,3,3,23.165,STL,DAL,True,12,67,5.58,0,6,5,54,10.80,0,83.3%,9.00,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,33,44%,0,0%,0,0%,False,False,31,34,Zac Stacy
