Year,Date,G#,Week,Age,Tm,Opp,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Win,Score,Opp Score,Player
2011,2011-11-20,10,11,30.273,BUF,MIA,True,7,17,2.43,0,5,5,50,10.00,0,100.0%,10.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,True,False,8,35,Fred Jackson
2011,2011-11-27,11,12,,BUF,NYJ,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,False,24,28,Fred Jackson
2011,2011-12-04,12,13,,BUF,TEN,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,False,17,23,Fred Jackson
2011,2011-12-11,13,14,,BUF,SDG,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,False,10,37,Fred Jackson
2011,2011-12-18,14,15,,BUF,MIA,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,False,23,30,Fred Jackson
2011,2011-12-24,15,16,,BUF,DEN,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,True,40,14,Fred Jackson
2011,2012-01-01,16,17,,BUF,NWE,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,False,21,49,Fred Jackson
2012,2012-09-09,1,1,31.202,BUF,NYJ,True,6,15,2.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,15,25%,0,0%,0,0%,True,False,28,48,Fred Jackson
2012,2012-09-16,2,2,,BUF,KAN,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,35,17,Fred Jackson
2012,2012-09-23,3,3,,BUF,CLE,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,True,24,14,Fred Jackson
2012,2012-09-30,4,4,31.223,BUF,NWE,True,13,29,2.23,0,3,3,50,16.67,0,100.0%,16.67,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,34,49%,0,0%,0,0%,False,False,28,52,Fred Jackson
2012,2012-10-07,5,5,31.230,BUF,SFO,True,9,29,3.22,0,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,23,50%,0,0%,0,0%,True,False,3,45,Fred Jackson
2012,2012-10-14,6,6,31.237,BUF,ARI,True,16,53,3.31,1,6,5,30,6.00,0,83.3%,5.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,1,1,0,0,0,0,40,58%,0,0%,0,0%,True,True,19,16,Fred Jackson
2012,2012-10-21,7,7,31.244,BUF,TEN,True,9,71,7.89,0,11,8,49,6.13,1,72.7%,4.45,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,37,61%,0,0%,0,0%,False,False,34,35,Fred Jackson
2012,2012-11-04,8,9,31.258,BUF,HOU,True,6,21,3.50,0,7,5,14,2.80,0,71.4%,2.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,35,61%,0,0%,0,0%,True,False,9,21,Fred Jackson
2012,2012-11-11,9,10,31.265,BUF,NWE,True,16,80,5.00,2,5,4,35,8.75,0,80.0%,7.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,2,12,0.0,0,0,0,0,0,2,1,0,0,0,0,43,56%,0,0%,0,0%,True,False,31,37,Fred Jackson
2012,2012-11-15,10,11,,BUF,MIA,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,19,14,Fred Jackson
2012,2012-11-25,11,12,31.279,BUF,IND,False,6,16,2.67,0,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,32,53%,0,0%,0,0%,True,False,13,20,Fred Jackson
2012,2012-12-02,12,13,31.286,BUF,JAX,True,25,109,4.36,0,3,2,10,5.00,0,66.7%,3.33,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,45,69%,0,0%,1,4%,False,True,34,18,Fred Jackson
2012,2012-12-09,13,14,31.293,BUF,STL,False,9,14,1.56,0,5,5,16,3.20,0,100.0%,3.20,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,1,1,0,0,0,0,27,47%,0,0%,0,0%,False,False,12,15,Fred Jackson
2012,2012-12-16,14,15,,BUF,SEA,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,False,17,50,Fred Jackson
2012,2012-12-23,15,16,,BUF,MIA,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,False,10,24,Fred Jackson
2012,2012-12-30,16,17,,BUF,NYJ,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,True,28,9,Fred Jackson
2013,2013-09-08,1,1,32.200,BUF,NWE,False,13,67,5.15,0,5,4,41,10.25,0,80.0%,8.20,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,26,41%,0,0%,0,0%,False,False,21,23,Fred Jackson
2013,2013-09-15,2,2,32.207,BUF,CAR,False,12,30,2.50,1,6,5,35,7.00,0,83.3%,5.83,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,30,40%,0,0%,0,0%,False,True,24,23,Fred Jackson
2013,2013-09-22,3,3,32.214,BUF,NYJ,False,7,72,10.29,0,5,4,37,9.25,0,80.0%,7.40,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,62,72%,0,0%,0,0%,True,False,20,27,Fred Jackson
2013,2013-09-29,4,4,32.221,BUF,BAL,False,16,87,5.44,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,2,0,0,1,0,0,41,49%,0,0%,0,0%,False,True,23,20,Fred Jackson
2013,2013-10-03,5,5,32.225,BUF,CLE,True,17,53,3.12,2,6,4,40,10.00,0,66.7%,6.67,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,2,12,0.0,0,0,0,,,0,0,0,0,0,0,50,65%,0,0%,0,0%,True,False,24,37,Fred Jackson
2013,2013-10-13,6,6,32.235,BUF,CIN,True,10,35,3.50,0,5,4,13,3.25,0,80.0%,2.60,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,39,57%,0,0%,0,0%,False,False,24,27,Fred Jackson
2013,2013-10-20,7,7,32.242,BUF,MIA,True,11,36,3.27,1,5,4,49,12.25,0,80.0%,9.80,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,39,58%,0,0%,0,0%,True,True,23,21,Fred Jackson
2013,2013-10-27,8,8,32.249,BUF,NOR,True,15,45,3.00,1,4,2,8,4.00,0,50.0%,2.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,51,72%,0,0%,0,0%,True,False,17,35,Fred Jackson
2013,2013-11-03,9,9,32.256,BUF,KAN,True,16,77,4.81,0,2,1,22,22.00,0,50.0%,11.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,41,51%,0,0%,0,0%,False,False,13,23,Fred Jackson
2013,2013-11-10,10,10,32.263,BUF,PIT,False,12,55,4.58,0,4,3,7,2.33,0,75.0%,1.75,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,44,66%,0,0%,0,0%,True,False,10,23,Fred Jackson
2013,2013-11-17,11,11,32.270,BUF,NYJ,True,12,34,2.83,0,2,2,5,2.50,0,100.0%,2.50,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,36,54%,0,0%,0,0%,False,True,37,14,Fred Jackson
2013,2013-12-01,12,13,32.284,BUF,ATL,False,11,42,3.82,1,4,4,36,9.00,1,100.0%,9.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,2,12,0.0,0,0,0,,,0,0,0,0,0,0,37,58%,0,0%,0,0%,False,False,31,34,Fred Jackson
2013,2013-12-08,13,14,32.291,BUF,TAM,False,5,12,2.40,0,7,4,26,6.50,0,57.1%,3.71,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,37,55%,0,0%,0,0%,True,False,6,27,Fred Jackson
2013,2013-12-15,14,15,32.298,BUF,JAX,False,17,80,4.71,0,2,1,8,8.00,0,50.0%,4.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,52,68%,0,0%,0,0%,True,True,27,20,Fred Jackson
2013,2013-12-22,15,16,32.305,BUF,MIA,False,18,105,5.83,1,2,2,7,3.50,0,100.0%,3.50,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,42,53%,0,0%,0,0%,False,True,19,0,Fred Jackson
2013,2013-12-29,16,17,32.312,BUF,NWE,False,14,60,4.29,1,6,3,53,17.67,0,50.0%,8.83,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,36,52%,0,0%,0,0%,True,False,20,34,Fred Jackson
2014,2014-09-07,1,1,33.199,BUF,CHI,False,7,61,8.71,0,3,3,13,4.33,0,100.0%,4.33,0,0,,0,0,0,,0,0,,,0,0,,0,1,0,0.00,0,,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,27,47%,0,0%,1,3%,True,True,23,20,Fred Jackson
2014,2014-09-14,2,2,33.206,BUF,MIA,True,12,24,2.00,0,4,2,27,13.50,0,50.0%,6.75,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,31,53%,0,0%,0,0%,False,True,29,10,Fred Jackson
2014,2014-09-21,3,3,33.213,BUF,SDG,False,6,34,5.67,0,10,8,78,9.75,1,80.0%,7.80,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,45,64%,0,0%,4,15%,False,False,10,22,Fred Jackson
2014,2014-09-28,4,4,33.220,BUF,HOU,False,7,33,4.71,0,7,6,52,8.67,0,85.7%,7.43,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,39,56%,0,0%,3,9%,True,False,17,23,Fred Jackson
2014,2014-10-05,5,5,33.227,BUF,DET,True,10,49,4.90,0,9,7,58,8.29,0,77.8%,6.44,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,0,2,0.0,0,0,0,0,0,1,0,0,1,0,0,46,65%,0,0%,2,6%,True,True,17,14,Fred Jackson
2014,2014-10-12,6,6,33.234,BUF,NWE,False,10,26,2.60,1,6,4,17,4.25,0,66.7%,2.83,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,52,75%,0,0%,1,3%,False,False,22,37,Fred Jackson
2014,2014-10-19,7,7,33.241,BUF,MIN,False,3,12,4.00,0,3,3,16,5.33,0,100.0%,5.33,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,1,0,0,0,0,0,10,14%,0,0%,1,4%,False,True,17,16,Fred Jackson
2014,2014-10-26,8,8,,BUF,NYJ,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,True,43,23,Fred Jackson
2014,2014-11-09,9,10,33.262,BUF,KAN,True,3,10,3.33,0,5,4,39,9.75,0,80.0%,7.80,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,27,37%,0,0%,0,0%,False,False,13,17,Fred Jackson
2014,2014-11-13,10,11,,BUF,MIA,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,9,22,Fred Jackson
2014,2014-11-24,11,12,33.277,BUF,NYJ,True,10,32,3.20,1,4,3,13,4.33,0,75.0%,3.25,0,0,,0,0,0,,0,0,,,0,0,,0,1,5,5.00,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,31,48%,0,0%,8,29%,False,True,38,3,Fred Jackson
2014,2014-11-30,12,13,33.283,BUF,CLE,True,21,70,3.33,0,4,3,27,9.00,0,75.0%,6.75,0,0,,0,0,0,,0,0,,,0,0,,0,1,0,0.00,0,,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,48,74%,0,0%,1,3%,False,True,26,10,Fred Jackson
2014,2014-12-07,13,14,33.290,BUF,DEN,True,8,35,4.38,0,14,10,37,3.70,0,71.4%,2.64,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,61,76%,0,0%,0,0%,True,False,17,24,Fred Jackson
2014,2014-12-14,14,15,33.297,BUF,GNB,True,20,71,3.55,0,6,3,27,9.00,0,50.0%,4.50,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,50,74%,0,0%,1,3%,False,True,21,13,Fred Jackson
2014,2014-12-21,15,16,33.304,BUF,OAK,True,6,10,1.67,0,12,9,93,10.33,0,75.0%,7.75,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,47,69%,0,0%,0,0%,True,False,24,26,Fred Jackson
2014,2014-12-28,16,17,33.311,BUF,NWE,True,18,58,3.22,0,3,1,4,4.00,0,33.3%,1.33,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,34,58%,0,0%,0,0%,True,True,17,9,Fred Jackson
2015,2015-09-13,1,1,34.205,SEA,STL,False,3,13,4.33,0,1,1,16,16.00,0,100.0%,16.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,14,17%,0,0%,0,0%,True,False,31,34,Fred Jackson
2015,2015-09-20,2,2,34.212,SEA,GNB,False,0,0,,0,2,2,16,8.00,1,100.0%,8.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,1,1,0,0,0,0,5,8%,0,0%,0,0%,True,False,17,27,Fred Jackson
2015,2015-09-27,3,3,34.219,SEA,CHI,False,2,13,6.50,0,2,2,9,4.50,0,100.0%,4.50,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,18,28%,0,0%,0,0%,False,True,26,0,Fred Jackson
2015,2015-10-05,4,4,34.227,SEA,DET,False,3,21,7.00,0,4,2,33,16.50,0,50.0%,8.25,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,18,28%,0,0%,0,0%,False,True,13,10,Fred Jackson
2015,2015-10-11,5,5,34.233,SEA,CIN,False,2,5,2.50,0,3,3,29,9.67,0,100.0%,9.67,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,22,37%,0,0%,0,0%,True,False,24,27,Fred Jackson
2015,2015-10-18,6,6,34.240,SEA,CAR,False,0,0,,0,2,2,7,3.50,0,100.0%,3.50,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,8,13%,0,0%,0,0%,False,False,23,27,Fred Jackson
2015,2015-10-22,7,7,34.244,SEA,SFO,False,1,2,2.00,0,4,4,33,8.25,0,100.0%,8.25,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,18,25%,0,0%,0,0%,True,True,20,3,Fred Jackson
2015,2015-11-01,8,8,34.254,SEA,DAL,False,0,0,,0,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,3,5%,0,0%,0,0%,True,True,13,12,Fred Jackson
2015,2015-11-15,9,10,34.268,SEA,ARI,False,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,3,5%,0,0%,0,0%,False,False,32,39,Fred Jackson
2015,2015-11-22,10,11,34.275,SEA,SFO,False,4,11,2.75,0,2,2,11,5.50,0,100.0%,5.50,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,23,29%,0,0%,0,0%,False,True,29,13,Fred Jackson
2015,2015-11-29,11,12,34.282,SEA,PIT,False,1,4,4.00,0,2,2,7,3.50,0,100.0%,3.50,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,18,29%,0,0%,0,0%,False,True,39,30,Fred Jackson
