Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2012.0,2012-09-09,1.0,1.0,23.272,WAS,NOR,W 40-32,True,28,96,3.43,2,0,0,0,,0,0.0%,,0,0,,0,2,12,0,0,0,0,0,0,53,71%,0,0%,0,0%,True,Alfred Morris,True,40,32
2012.0,2012-09-16,2.0,2.0,23.279,WAS,STL,L 28-31,True,16,89,5.56,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0,0,0,0,0,0,31,52%,0,0%,0,0%,True,Alfred Morris,False,28,31
2012.0,2012-09-23,3.0,3.0,23.286,WAS,CIN,L 31-38,True,17,78,4.59,1,1,0,0,,0,0.0%,0.00,0,0,,0,1,6,0,0,0,0,0,0,37,49%,0,0%,0,0%,False,Alfred Morris,False,31,38
2012.0,2012-09-30,4.0,4.0,23.293,WAS,TAM,W 24-22,True,21,113,5.38,1,2,1,-4,-4.00,0,50.0%,-2.00,0,0,,0,1,6,0,0,0,0,0,0,49,67%,0,0%,0,0%,True,Alfred Morris,True,24,22
2012.0,2012-10-07,5.0,5.0,23.3,WAS,ATL,L 17-24,True,18,115,6.39,0,1,1,20,20.00,0,100.0%,20.00,0,0,,0,0,0,0,0,0,0,0,0,41,84%,0,0%,0,0%,False,Alfred Morris,False,17,24
2012.0,2012-10-14,6.0,6.0,23.307,WAS,MIN,W 38-26,True,16,47,2.94,1,2,1,9,9.00,0,50.0%,4.50,0,0,,0,1,6,0,0,0,0,0,0,49,84%,0,0%,0,0%,False,Alfred Morris,True,38,26
2012.0,2012-10-21,7.0,7.0,23.314,WAS,NYG,L 23-27,True,22,120,5.45,0,2,2,10,5.00,0,100.0%,5.00,0,0,,0,0,0,1,1,0,0,0,0,52,74%,0,0%,0,0%,True,Alfred Morris,False,23,27
2012.0,2012-10-28,8.0,8.0,23.321,WAS,PIT,L 12-27,True,13,59,4.54,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0,0,0,0,0,0,41,69%,0,0%,0,0%,True,Alfred Morris,False,12,27
2012.0,2012-11-04,9.0,9.0,23.328,WAS,CAR,L 13-21,True,13,76,5.85,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0,0,0,0,0,0,40,49%,0,0%,0,0%,False,Alfred Morris,False,13,21
2012.0,2012-11-18,10.0,11.0,23.342,WAS,PHI,W 31-6,True,20,76,3.80,0,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,1,0,0,1,0,0,48,91%,0,0%,0,0%,False,Alfred Morris,True,31,6
