Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2018.0,2018-12-03,12.0,13.0,23.334,PHI,WAS,W 28-13,True,3,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,39,52%,0,0%,10,40%,False,Dallas Goedert,True,28,13
2018.0,2018-12-09,13.0,14.0,23.34,PHI,DAL,L 23-29,True,5,4,44,11.00,1,80.0%,8.80,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,31,60%,0,0%,15,52%,True,Dallas Goedert,False,23,29
2018.0,2018-12-16,14.0,15.0,23.347,PHI,LAR,W 30-23,True,2,2,12,6.00,0,100.0%,6.00,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,39,61%,0,0%,15,48%,True,Dallas Goedert,True,30,23
2018.0,2018-12-23,15.0,16.0,23.354,PHI,HOU,W 32-30,False,3,3,30,10.00,0,100.0%,10.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,48,59%,0,0%,13,46%,False,Dallas Goedert,True,32,30
2018.0,2018-12-30,16.0,17.0,23.361,PHI,WAS,W 24-0,False,3,3,27,9.00,0,100.0%,9.00,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,43,61%,0,0%,8,42%,True,Dallas Goedert,True,24,0
2019.0,2019-09-08,1.0,1.0,24.248,PHI,WAS,W 32-27,False,3,2,16,8.00,0,66.7%,5.33,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,41,55%,0,0%,9,31%,False,Dallas Goedert,True,32,27
2019.0,2019-09-15,2.0,2.0,,PHI,ATL,L 20-24,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Dallas Goedert,False,20,24
2019.0,2019-09-22,3.0,3.0,24.262,PHI,DET,L 24-27,False,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,9,12%,0,0%,2,7%,False,Dallas Goedert,False,24,27
2019.0,2019-09-26,4.0,4.0,24.266,PHI,GNB,W 34-27,True,3,2,16,8.00,1,66.7%,5.33,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,43,69%,0,0%,10,37%,True,Dallas Goedert,True,34,27
2019.0,2019-10-06,5.0,5.0,24.276,PHI,NYJ,W 31-6,False,3,1,11,11.00,0,33.3%,3.67,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,49,74%,0,0%,12,43%,False,Dallas Goedert,True,31,6
2019.0,2019-10-13,6.0,6.0,24.283,PHI,MIN,L 20-38,True,8,5,48,9.60,0,62.5%,6.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,45,70%,0,0%,15,52%,True,Dallas Goedert,False,20,38
2019.0,2019-10-20,7.0,7.0,24.29,PHI,DAL,L 10-37,True,4,4,69,17.25,1,100.0%,17.25,0,0,,0,,1,6,0.0,0,0,0,0,0,1,1,0,0,0,0,35,58%,0,0%,12,48%,True,Dallas Goedert,False,10,37
2019.0,2019-10-27,8.0,8.0,24.297,PHI,BUF,W 31-13,False,5,3,22,7.33,1,60.0%,4.40,1,16,16.00,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,55,75%,0,0%,11,42%,True,Dallas Goedert,True,31,13
2019.0,2019-11-03,9.0,9.0,24.304,PHI,CHI,W 22-14,True,5,4,39,9.75,0,80.0%,7.80,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,66,79%,0,0%,13,45%,False,Dallas Goedert,True,22,14
2019.0,2019-11-17,10.0,11.0,24.318,PHI,NWE,L 10-17,True,6,3,36,12.00,1,50.0%,6.00,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,58,81%,0,0%,15,52%,False,Dallas Goedert,False,10,17
2019.0,2019-11-24,11.0,12.0,24.325,PHI,SEA,L 9-17,True,8,7,32,4.57,0,87.5%,4.00,0,0,,0,,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,65,88%,0,0%,9,41%,False,Dallas Goedert,False,9,17
2019.0,2019-12-01,12.0,13.0,24.332,PHI,MIA,L 31-37,True,7,6,66,11.00,0,85.7%,9.43,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,39,57%,0,0%,9,28%,True,Dallas Goedert,False,31,37
2019.0,2019-12-09,13.0,14.0,24.34,PHI,NYG,W 23-17,False,6,3,41,13.67,0,50.0%,6.83,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,60,68%,0,0%,12,36%,False,Dallas Goedert,True,23,17
2019.0,2019-12-15,14.0,15.0,24.346,PHI,WAS,W 37-27,False,6,5,55,11.00,0,83.3%,9.17,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,65,84%,0,0%,5,17%,True,Dallas Goedert,True,37,27
2019.0,2019-12-22,15.0,16.0,24.353,PHI,DAL,W 17-9,True,12,9,91,10.11,1,75.0%,7.58,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,66,90%,0,0%,9,32%,False,Dallas Goedert,True,17,9
2019.0,2019-12-29,16.0,17.0,24.36,PHI,NYG,W 34-17,True,10,4,65,16.25,0,40.0%,6.50,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,74,100%,0,0%,0,0%,True,Dallas Goedert,True,34,17
2020.0,2020-09-13,1.0,1.0,25.254,PHI,WAS,L 17-27,True,9,8,101,12.63,1,88.9%,11.22,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,54,79%,0,0%,4,12%,True,Dallas Goedert,False,17,27
2020.0,2020-09-20,2.0,2.0,25.261,PHI,LAR,L 19-37,False,8,4,30,7.50,0,50.0%,3.75,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,63,89%,0,0%,3,12%,False,Dallas Goedert,False,19,37
2020.0,2020-09-27,3.0,3.0,25.268,PHI,CIN,T 23-23,False,1,1,7,7.00,0,100.0%,7.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,6,7%,0,0%,0,0%,False,Dallas Goedert,False,23,23
2020.0,2020-10-04,4.0,4.0,,PHI,SFO,W 25-20,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Dallas Goedert,True,25,20
2020.0,2020-10-11,5.0,5.0,,PHI,PIT,L 29-38,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Dallas Goedert,False,29,38
2020.0,2020-10-18,6.0,6.0,,PHI,BAL,L 28-30,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Dallas Goedert,False,28,30
2020.0,2020-10-22,7.0,7.0,,PHI,NYG,W 22-21,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Dallas Goedert,True,22,21
2020.0,2020-11-01,8.0,8.0,25.303,PHI,DAL,W 23-9,True,1,1,15,15.00,0,100.0%,15.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,54,84%,0,0%,0,0%,False,Dallas Goedert,True,23,9
2020.0,2020-11-15,9.0,10.0,25.317,PHI,NYG,L 17-27,True,6,4,33,8.25,0,66.7%,5.50,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,62,93%,0,0%,0,0%,True,Dallas Goedert,False,17,27
2020.0,2020-11-22,10.0,11.0,25.324,PHI,CLE,L 17-22,True,6,5,77,15.40,1,83.3%,12.83,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,68,100%,0,0%,3,10%,True,Dallas Goedert,False,17,22
2020.0,2020-11-30,11.0,12.0,25.332,PHI,SEA,L 17-23,True,10,7,75,10.71,1,70.0%,7.50,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,71,100%,0,0%,2,8%,False,Dallas Goedert,False,17,23
2020.0,2020-12-06,12.0,13.0,25.338,PHI,GNB,L 16-30,True,7,5,66,13.20,0,71.4%,9.43,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,52,84%,0,0%,5,19%,True,Dallas Goedert,False,16,30
2020.0,2020-12-13,13.0,14.0,25.345,PHI,NOR,W 24-21,True,6,4,43,10.75,0,66.7%,7.17,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,59,86%,0,0%,8,31%,False,Dallas Goedert,True,24,21
2020.0,2020-12-20,14.0,15.0,25.352,PHI,ARI,L 26-33,True,8,4,39,9.75,0,50.0%,4.88,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,74,88%,0,0%,13,43%,True,Dallas Goedert,False,26,33
2020.0,2020-12-27,15.0,16.0,25.359,PHI,DAL,L 17-37,True,3,3,38,12.67,0,100.0%,12.67,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,41,56%,0,0%,3,10%,True,Dallas Goedert,False,17,37
2020.0,2021-01-03,16.0,17.0,,PHI,WAS,L 14-20,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Dallas Goedert,False,14,20
2021.0,2021-09-12,1.0,1.0,26.252,PHI,ATL,W 32-6,True,5,4,42,10.50,1,80.0%,8.40,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,52,73%,0,0%,5,19%,True,Dallas Goedert,True,32,6
2021.0,2021-09-19,2.0,2.0,26.259,PHI,SFO,L 11-17,True,2,2,24,12.00,0,100.0%,12.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,38,66%,0,0%,2,10%,False,Dallas Goedert,False,11,17
2021.0,2021-09-27,3.0,3.0,26.267,PHI,DAL,L 21-41,True,4,2,66,33.00,0,50.0%,16.50,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,34,59%,0,0%,3,10%,True,Dallas Goedert,False,21,41
2021.0,2021-10-03,4.0,4.0,26.273,PHI,KAN,L 30-42,True,5,5,56,11.20,1,100.0%,11.20,0,0,,0,,1,6,0.0,0,0,0,0,0,1,0,0,0,0,0,55,74%,0,0%,7,26%,False,Dallas Goedert,False,30,42
2021.0,2021-10-10,5.0,5.0,26.28,PHI,CAR,W 21-18,False,3,2,28,14.00,0,66.7%,9.33,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,45,67%,0,0%,3,10%,True,Dallas Goedert,True,21,18
2021.0,2021-10-14,6.0,6.0,,PHI,TAM,L 22-28,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Dallas Goedert,False,22,28
2021.0,2021-10-24,7.0,7.0,26.294,PHI,LVR,L 22-33,True,5,3,70,23.33,0,60.0%,14.00,0,0,,0,1,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,64,93%,0,0%,0,0%,True,Dallas Goedert,False,22,33
2021.0,2021-10-31,8.0,8.0,26.301,PHI,DET,W 44-6,True,7,6,72,12.00,0,85.7%,10.29,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,44,68%,0,0%,4,16%,True,Dallas Goedert,True,44,6
2021.0,2021-11-07,9.0,9.0,26.308,PHI,LAC,L 24-27,True,6,3,43,14.33,0,50.0%,7.17,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,53,93%,0,0%,0,0%,False,Dallas Goedert,False,24,27
2021.0,2021-11-14,10.0,10.0,26.315,PHI,DEN,W 30-13,True,2,2,28,14.00,0,100.0%,14.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,13,20%,0,0%,0,0%,True,Dallas Goedert,True,30,13
2021.0,2021-11-21,11.0,11.0,26.322,PHI,NOR,W 40-29,True,8,5,62,12.40,0,62.5%,7.75,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,75,96%,0,0%,1,3%,False,Dallas Goedert,True,40,29
2021.0,2021-11-28,12.0,12.0,26.329,PHI,NYG,L 7-13,True,3,1,0,0.00,0,33.3%,0.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,64,96%,0,0%,0,0%,True,Dallas Goedert,False,7,13
2021.0,2021-12-05,13.0,13.0,26.336,PHI,NYJ,W 33-18,True,6,6,105,17.50,2,100.0%,17.50,0,0,,0,,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,68,96%,0,0%,0,0%,True,Dallas Goedert,True,33,18
2021.0,2021-12-21,14.0,15.0,26.352,PHI,WAS,W 27-17,True,9,7,135,19.29,0,77.8%,15.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,66,93%,0,0%,1,4%,False,Dallas Goedert,True,27,17
2021.0,2021-12-26,15.0,16.0,26.357,PHI,NYG,W 34-10,True,4,2,28,14.00,0,50.0%,7.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,53,84%,0,0%,1,3%,False,Dallas Goedert,True,34,10
2021.0,2022-01-02,16.0,17.0,26.364,PHI,WAS,W 20-16,True,7,6,71,11.83,0,85.7%,10.14,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,57,93%,0,0%,0,0%,True,Dallas Goedert,True,20,16
2021.0,2022-01-08,17.0,18.0,,PHI,DAL,L 26-51,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Dallas Goedert,False,26,51
,57 Games,,,,,,29-27-1,False,272,193,2295,11.89,16,71.0%,8.44,1,16,16.00,0,1,16,98,0.0,2,1,3,0,0,3,2,0,2,0,0,,,,,,,False,Dallas Goedert,False,27,1
