Year,Date,G#,Week,Age,Tm,Opp,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Win,Score,Opp Score,Player
2007,2007-09-06,1,1,,NOR,IND,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,10,41,Pierre Thomas
2007,2007-09-16,2,2,,NOR,TAM,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,14,31,Pierre Thomas
2007,2007-09-24,3,3,,NOR,TEN,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,False,14,31,Pierre Thomas
2007,2007-10-07,4,5,22.293,NOR,CAR,False,1,3,3.00,0,0,0,0,,0,0.0%,,4,100,25.00,0,,0,0,0.0,1,0,1,0,0,0,,0,0,0,0,,,,,,,False,False,13,16,Pierre Thomas
2007,2007-10-14,5,6,22.300,NOR,SEA,False,0,0,,0,0,0,0,,0,0.0%,,1,17,17.00,0,,1,6,0.0,0,0,0,0,0,0,,0,1,5,1,,,,,,,True,True,28,17,Pierre Thomas
2007,2007-10-21,6,7,22.307,NOR,ATL,False,2,28,14.00,1,0,0,0,,0,0.0%,,3,78,26.00,0,,1,6,0.0,,,,,,0,,0,0,0,0,,,,,,,False,True,22,16,Pierre Thomas
2007,2007-10-28,7,8,22.314,NOR,SFO,False,3,9,3.00,0,0,0,0,,0,0.0%,,1,19,19.00,0,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,True,31,10,Pierre Thomas
2007,2007-11-04,8,9,22.321,NOR,JAX,False,0,0,,0,0,0,0,,0,0.0%,,3,61,20.33,0,,0,0,0.0,1,0,1,0,0,0,,0,0,0,0,,,,,,,False,True,41,24,Pierre Thomas
2007,2007-11-11,9,10,22.328,NOR,STL,False,0,0,,0,0,0,0,,0,0.0%,,8,233,29.13,0,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,False,29,37,Pierre Thomas
2007,2007-11-18,10,11,22.335,NOR,HOU,False,1,6,6.00,0,0,0,0,,0,0.0%,,5,113,22.60,0,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,False,10,23,Pierre Thomas
2007,2007-11-25,11,12,22.342,NOR,CAR,False,12,32,2.67,0,0,0,0,,0,0.0%,,2,43,21.50,0,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,True,31,6,Pierre Thomas
2007,2007-12-02,12,13,,NOR,TAM,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,False,23,27,Pierre Thomas
2007,2007-12-10,13,14,22.357,NOR,ATL,False,6,31,5.17,0,0,0,0,,0,0.0%,,1,19,19.00,0,,0,0,0.0,0,1,1,0,0,0,,0,0,0,0,,,,,,,True,True,34,14,Pierre Thomas
2007,2007-12-16,14,15,22.363,NOR,ARI,False,2,20,10.00,0,1,1,2,2.00,0,100.0%,2.00,5,103,20.60,0,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,True,31,24,Pierre Thomas
2007,2007-12-23,15,16,23.005,NOR,PHI,False,5,18,3.60,0,7,4,28,7.00,0,57.1%,4.00,3,79,26.33,0,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,False,23,38,Pierre Thomas
