Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2019.0,2019-12-15,14.0,15.0,26.061,OAK,JAX,L 16-20,False,1,11,11.00,0,3,2,25,12.50,0,66.7%,8.33,2,37,18.50,0,1,2,2.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,22,29%,0,0%,10,36%,False,Jalen Richard,False,16,20
2019.0,2019-12-22,15.0,16.0,26.068,OAK,LAC,W 24-17,False,5,11,2.20,0,4,4,18,4.50,0,100.0%,4.50,0,0,,0,1,8,8.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,24,38%,0,0%,3,11%,True,Jalen Richard,True,24,17
2019.0,2019-12-29,16.0,17.0,26.075,OAK,DEN,L 15-16,False,3,20,6.67,0,2,2,39,19.50,0,100.0%,19.50,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,18,25%,0,0%,0,0%,True,Jalen Richard,False,15,16
2020.0,2020-09-13,1.0,1.0,26.334,LVR,CAR,W 34-30,False,0,0,,0,1,1,15,15.00,0,100.0%,15.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,7,11%,0,0%,6,21%,True,Jalen Richard,True,34,30
2020.0,2020-09-21,2.0,2.0,26.342,LVR,NOR,W 34-24,False,2,26,13.00,1,0,0,0,,0,0.0%,,1,30,30.00,0,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,17,21%,0,0%,4,15%,False,Jalen Richard,True,34,24
2020.0,2020-09-27,3.0,3.0,26.348,LVR,NWE,L 20-36,False,1,14,14.00,0,3,3,8,2.67,0,100.0%,2.67,1,22,22.00,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,20,34%,0,0%,7,23%,True,Jalen Richard,False,20,36
2020.0,2020-10-04,4.0,4.0,26.355,LVR,BUF,L 23-30,False,1,6,6.00,0,4,2,10,5.00,0,50.0%,2.50,2,47,23.50,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,14,19%,0,0%,6,22%,False,Jalen Richard,False,23,30
2020.0,2020-10-11,5.0,5.0,26.362,LVR,KAN,W 40-32,False,1,4,4.00,0,5,4,26,6.50,0,80.0%,5.20,1,18,18.00,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,14,20%,0,0%,5,16%,True,Jalen Richard,True,40,32
2020.0,2020-10-25,6.0,7.0,27.01,LVR,TAM,L 20-45,False,7,24,3.43,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,19,29%,0,0%,8,26%,False,Jalen Richard,False,20,45
2020.0,2020-11-01,7.0,8.0,27.017,LVR,CLE,W 16-6,False,1,6,6.00,0,1,1,12,12.00,0,100.0%,12.00,2,33,16.50,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,14,19%,0,0%,3,17%,True,Jalen Richard,True,16,6
2020.0,2020-11-08,8.0,9.0,27.024,LVR,LAC,W 31-26,False,1,3,3.00,0,1,1,19,19.00,0,100.0%,19.00,2,76,38.00,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,9,18%,0,0%,7,23%,True,Jalen Richard,True,31,26
2020.0,2020-11-15,9.0,10.0,27.031,LVR,DEN,W 37-12,False,0,0,,0,0,0,0,,0,0.0%,,1,14,14.00,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,3,4%,0,0%,2,7%,False,Jalen Richard,True,37,12
2020.0,2020-11-22,10.0,11.0,,LVR,KAN,L 31-35,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Jalen Richard,False,31,35
2020.0,2020-11-29,11.0,12.0,,LVR,ATL,L 6-43,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Jalen Richard,False,6,43
2020.0,2020-12-06,12.0,13.0,27.052,LVR,NYJ,W 31-28,False,4,11,2.75,0,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,32,41%,0,0%,0,0%,True,Jalen Richard,True,31,28
2020.0,2020-12-13,13.0,14.0,27.059,LVR,IND,L 27-44,False,2,10,5.00,0,5,4,31,7.75,0,80.0%,6.20,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,21,31%,0,0%,0,0%,False,Jalen Richard,False,27,44
2020.0,2020-12-17,14.0,15.0,27.063,LVR,LAC,L 27-30,False,0,0,,0,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,3,4%,0,0%,6,21%,False,Jalen Richard,False,27,30
2020.0,2020-12-26,15.0,16.0,27.072,LVR,MIA,L 25-26,False,2,19,9.50,0,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,17,27%,0,0%,7,19%,False,Jalen Richard,False,25,26
