Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Blck,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player
2004,2004-09-12,1,1,22.032,SFO,,ATL,L 19-21,False,0,0,,0,0,0,,,,,,0,0,,0,0.0,,,,,,0,,0,0,0,0,6,245,40.83,0,,,,,,,False,Andy Lee
2004,2004-09-19,2,2,22.039,SFO,@,NOR,L 27-30,False,0,0,,0,0,0,,,,,,0,0,,0,0.0,,,,,,0,,0,0,0,0,4,166,41.50,0,,,,,,,True,Andy Lee
2004,2004-09-26,3,3,22.046,SFO,@,SEA,L 0-34,False,0,0,,0,0,0,,,,,,0,0,,0,0.0,,,,,,0,,0,0,0,0,7,296,42.29,0,,,,,,,True,Andy Lee
2004,2004-10-03,4,4,22.053,SFO,,STL,L 14-24,False,0,0,,0,0,0,,,,,,0,0,,0,0.0,,,,,,0,,0,0,0,0,3,109,36.33,0,,,,,,,False,Andy Lee
2004,2004-10-10,5,5,22.060,SFO,,ARI,W 31-28,False,0,0,,0,0,0,,,,,,0,0,,0,0.0,,,,,,0,,0,0,0,0,6,254,42.33,0,,,,,,,False,Andy Lee
2004,2004-10-17,6,6,22.067,SFO,@,NYJ,L 14-22,False,0,0,,0,0,0,,,,,,0,0,,0,0.0,,,,,,0,,0,0,0,0,7,277,39.57,0,,,,,,,True,Andy Lee
2004,2004-10-31,7,8,22.081,SFO,@,CHI,L 13-23,False,0,0,,0,0,0,,,,,,0,0,,0,0.0,,,,,,0,,0,0,0,0,8,326,40.75,0,,,,,,,True,Andy Lee
2004,2004-11-07,8,9,22.088,SFO,,SEA,L 27-42,False,0,0,,0,0,0,,,,,,0,0,,0,0.0,,,,,,0,,0,0,0,0,6,255,42.50,0,,,,,,,False,Andy Lee
2004,2004-11-14,9,10,22.095,SFO,,CAR,L 27-37,False,0,0,,0,0,0,,,,,,0,0,,0,0.0,,,,,,0,,0,0,0,0,3,122,40.67,0,,,,,,,False,Andy Lee
2004,2004-11-21,10,11,22.102,SFO,@,TAM,L 3-35,False,0,0,,0,0,0,,,,,,0,0,,0,0.0,,,,,,0,,0,0,0,0,7,338,48.29,0,,,,,,,True,Andy Lee
2004,2004-11-28,11,12,22.109,SFO,,MIA,L 17-24,False,0,0,,0,0,0,,,,,,0,0,,0,0.0,2,0,2,0,,0,,0,0,0,0,9,335,37.22,0,,,,,,,False,Andy Lee
2004,2004-12-05,12,13,22.116,SFO,@,STL,L 6-16,False,0,0,,0,0,0,,,,,,0,0,,0,0.0,,,,,,0,,0,0,0,0,6,247,41.17,0,,,,,,,True,Andy Lee
2004,2004-12-12,13,14,22.123,SFO,@,ARI,W 31-28,False,0,0,,0,0,0,,,,,,0,0,,0,0.0,,,,,,0,,0,0,0,0,7,320,45.71,0,,,,,,,True,Andy Lee
2004,2004-12-18,14,15,22.129,SFO,,WAS,L 16-26,False,0,0,,0,0,0,,,,,,0,0,,0,0.0,,,,,,0,,0,0,0,0,7,271,38.71,0,,,,,,,False,Andy Lee
2004,2004-12-26,15,16,22.137,SFO,,BUF,L 7-41,False,0,0,,0,0,0,,,,,,0,0,,0,0.0,,,,,,0,,0,0,0,0,5,215,43.00,0,,,,,,,False,Andy Lee
2004,2005-01-02,16,17,22.144,SFO,@,NWE,L 7-21,False,0,0,,0,0,0,,,,,,0,0,,0,0.0,,,,,,0,,0,0,0,0,5,214,42.80,0,,,,,,,True,Andy Lee
2005,2005-09-11,1,1,23.031,SFO,,STL,W 28-25,False,0,0,,0,0,0,,,,,,0,0,,0,0.0,,,,,,0,,0,0,0,0,5,207,41.40,0,,,,,,,False,Andy Lee
2005,2005-09-18,2,2,23.038,SFO,@,PHI,L 3-42,False,0,0,,0,0,0,,,,,,0,0,,0,0.0,,,,,,0,,0,0,0,0,7,302,43.14,0,,,,,,,True,Andy Lee
2005,2005-09-25,3,3,23.045,SFO,,DAL,L 31-34,False,0,0,,0,0,0,,,,,,0,0,,0,0.0,,,,,,0,,0,0,0,0,5,199,39.80,0,,,,,,,False,Andy Lee
2005,2005-10-02,4,4,23.052,SFO,@,ARI,L 14-31,False,0,0,,0,0,0,,,,,,0,0,,0,0.0,,,,,,0,,0,0,0,0,7,327,46.71,0,,,,,,,True,Andy Lee
2005,2005-10-09,5,5,23.059,SFO,,IND,L 3-28,False,0,0,,0,0,0,,,,,,0,0,,0,0.0,,,,,,0,,0,0,0,0,5,208,41.60,0,,,,,,,False,Andy Lee
2005,2005-10-23,6,7,23.073,SFO,@,WAS,L 17-52,False,0,0,,0,0,0,,,,,,0,0,,0,0.0,,,,,,0,,0,0,0,0,7,297,42.43,0,,,,,,,True,Andy Lee
2005,2005-10-30,7,8,23.080,SFO,,TAM,W 15-10,False,0,0,,0,0,0,,,,,,0,0,,0,0.0,0,0,0,0,,0,,0,0,0,0,9,369,41.00,0,,,,,,,False,Andy Lee
2005,2005-11-06,8,9,23.087,SFO,,NYG,L 6-24,False,0,0,,0,0,0,,,,,,0,0,,0,0.0,0,0,0,0,,0,,0,0,0,0,7,312,44.57,0,,,,,,,False,Andy Lee
2005,2005-11-13,9,10,23.094,SFO,@,CHI,L 9-17,False,0,0,,0,0,0,,,,,,0,0,,0,0.0,,,,,,0,,0,0,0,0,7,283,40.43,0,,,,,,,True,Andy Lee
2005,2005-11-20,10,11,23.101,SFO,,SEA,L 25-27,False,0,0,,0,0,0,,,,,,0,0,,0,0.0,,,,,,0,,0,0,0,0,4,175,43.75,0,,,,,,,False,Andy Lee
2005,2005-11-27,11,12,23.108,SFO,@,TEN,L 22-33,False,0,0,,0,0,0,,,,,,0,0,,0,0.0,1,0,1,0,,0,,0,0,0,0,8,357,44.63,0,,,,,,,True,Andy Lee
2005,2005-12-04,12,13,23.115,SFO,,ARI,L 10-17,False,0,0,,0,0,0,,,,,,0,0,,0,0.0,,,,,,0,,0,0,0,0,5,217,43.40,0,,,,,,,False,Andy Lee
2005,2005-12-11,13,14,23.122,SFO,@,SEA,L 3-41,False,0,0,,0,0,0,,,,,,0,0,,0,0.0,,,,,,0,,0,0,0,0,8,299,37.38,0,,,,,,,True,Andy Lee
2005,2005-12-18,14,15,23.129,SFO,@,JAX,L 9-10,False,0,0,,0,0,0,,,,,,0,0,,0,0.0,,,,,,0,,0,0,0,0,8,335,41.88,0,,,,,,,True,Andy Lee
2005,2005-12-24,15,16,23.135,SFO,@,STL,W 24-20,False,0,0,,0,0,0,,,,,,0,0,,0,0.0,,,,,,0,,0,0,0,0,6,248,41.33,0,,,,,,,True,Andy Lee
2005,2006-01-01,16,17,23.143,SFO,,HOU,W 20-17,False,0,0,,0,0,0,,,,,,0,0,,0,0.0,,,,,,0,,0,0,0,0,9,312,34.67,1,,,,,,,False,Andy Lee
2006,2006-09-10,1,1,24.030,SFO,@,ARI,L 27-34,False,0,0,,0,0,0,,,,,,0,0,,0,0.0,,,,,,0,,0,0,0,0,4,145,36.25,0,,,,,,,True,Andy Lee
2006,2006-09-17,2,2,24.037,SFO,,STL,W 20-13,False,0,0,,0,0,0,,,,,,0,0,,0,0.0,,,,,,0,,0,0,0,0,4,180,45.00,0,,,,,,,False,Andy Lee
2006,2006-09-24,3,3,24.044,SFO,,PHI,L 24-38,False,0,0,,0,0,0,,,,,,0,0,,0,0.0,0,0,0,0,0,0,,0,0,0,0,7,298,42.57,0,,,,,,,False,Andy Lee
2006,2006-10-01,4,4,24.051,SFO,@,KAN,L 0-41,False,0,0,,0,0,0,,,,,,0,0,,0,0.0,,,,,,0,,0,0,0,0,7,316,45.14,0,,,,,,,True,Andy Lee
2006,2006-10-08,5,5,24.058,SFO,,OAK,W 34-20,False,0,0,,0,0,0,,,,,,0,0,,0,0.0,,,,,,0,,0,0,0,0,1,30,30.00,0,,,,,,,False,Andy Lee
2006,2006-10-15,6,6,24.065,SFO,,SDG,L 19-48,False,0,0,,0,0,0,,,,,,0,0,,0,0.0,0,0,0,0,0,0,,0,0,0,0,4,192,48.00,0,,,,,,,False,Andy Lee
2006,2006-10-29,7,8,24.079,SFO,@,CHI,L 10-41,False,0,0,,0,0,0,,,,,,0,0,,0,0.0,1,0,1,0,0,0,,0,0,0,0,4,156,39.00,0,,,,,,,True,Andy Lee
2006,2006-11-05,8,9,24.086,SFO,,MIN,W 9-3,False,0,0,,0,0,0,,,,,,0,0,,0,0.0,,,,,,0,,0,0,0,0,6,291,48.50,0,,,,,,,False,Andy Lee
2006,2006-11-12,9,10,24.093,SFO,@,DET,W 19-13,False,0,0,,0,0,0,,,,,,0,0,,0,0.0,,,,,,0,,0,0,0,0,3,106,35.33,0,,,,,,,True,Andy Lee
2006,2006-11-19,10,11,24.100,SFO,,SEA,W 20-14,False,0,0,,0,0,0,,,,,,0,0,,0,0.0,,,,,,0,,0,0,0,0,6,260,43.33,0,,,,,,,False,Andy Lee
2006,2006-11-26,11,12,24.107,SFO,@,STL,L 17-20,False,0,0,,0,0,0,,,,,,0,0,,0,0.0,,,,,,0,,0,0,0,0,4,206,51.50,0,,,,,,,True,Andy Lee
2006,2006-12-03,12,13,24.114,SFO,@,NOR,L 10-34,False,0,0,,0,0,0,,,,,,0,0,,0,0.0,,,,,,0,,0,0,0,0,7,352,50.29,0,,,,,,,True,Andy Lee
2006,2006-12-10,13,14,24.121,SFO,,GNB,L 19-30,False,0,0,,0,0,0,,,,,,0,0,,0,0.0,0,1,1,0,0,0,,0,0,0,0,5,229,45.80,0,,,,,,,False,Andy Lee
2006,2006-12-14,14,15,24.125,SFO,@,SEA,W 24-14,False,0,0,,0,0,0,,,,,,0,0,,0,0.0,,,,,,0,,0,0,0,0,8,360,45.00,0,,,,,,,True,Andy Lee
2006,2006-12-24,15,16,24.135,SFO,,ARI,L 20-26,False,0,0,,0,0,0,,,,,,0,0,,0,0.0,,,,,,0,,0,0,0,0,4,197,49.25,0,,,,,,,False,Andy Lee
2006,2006-12-31,16,17,24.142,SFO,@,DEN,W 26-23,False,0,0,,0,0,0,,,,,,0,0,,0,0.0,,,,,,0,,0,0,0,0,7,307,43.86,0,,,,,,,True,Andy Lee
2007,2007-09-10,1,1,25.030,SFO,,ARI,W 20-17,False,0,0,,0,0,0,,,,,,0,0,,0,0.0,,,,,,0,,0,0,0,0,6,250,41.67,0,,,,,,,False,Andy Lee
2007,2007-09-16,2,2,25.036,SFO,@,STL,W 17-16,False,0,0,,0,0,0,,,,,,0,0,,0,0.0,,,,,,0,,0,0,0,0,8,362,45.25,0,,,,,,,True,Andy Lee
2007,2007-09-23,3,3,25.043,SFO,@,PIT,L 16-37,False,0,0,,0,0,0,,,,,,0,0,,0,0.0,,,,,,0,,0,0,0,0,5,286,57.20,0,,,,,,,True,Andy Lee
2007,2007-09-30,4,4,25.050,SFO,,SEA,L 3-23,False,0,0,,0,0,0,,,,,,0,0,,0,0.0,,,,,,0,,0,0,0,0,10,543,54.30,0,,,,,,,False,Andy Lee
2007,2007-10-07,5,5,25.057,SFO,,BAL,L 7-9,False,0,0,,0,0,0,,,,,,0,0,,0,0.0,,,,,,0,,0,0,0,0,7,361,51.57,0,,,,,,,False,Andy Lee
2007,2007-10-21,6,7,25.071,SFO,@,NYG,L 15-33,False,0,0,,0,0,0,,,,,,0,0,,0,0.0,,,,,,0,,0,0,0,0,5,263,52.60,0,,,,,,,True,Andy Lee
2007,2007-10-28,7,8,25.078,SFO,,NOR,L 10-31,False,0,0,,0,0,0,,,,,,0,0,,0,0.0,,,,,,0,,0,0,0,0,7,328,46.86,0,,,,,,,False,Andy Lee
2007,2007-11-04,8,9,25.085,SFO,@,ATL,L 16-20,False,0,0,,0,0,0,,,,,,0,0,,0,0.0,,,,,,0,,0,0,0,0,5,251,50.20,0,,,,,,,True,Andy Lee
2007,2007-11-12,9,10,25.093,SFO,@,SEA,L 0-24,False,0,0,,0,0,0,,,,,,0,0,,0,0.0,,,,,,0,,0,0,0,0,7,355,50.71,0,,,,,,,True,Andy Lee
2007,2007-11-18,10,11,25.099,SFO,,STL,L 9-13,False,0,0,,0,0,0,,,,,,0,0,,0,0.0,,,,,,0,,0,0,0,0,8,382,47.75,0,,,,,,,False,Andy Lee
2007,2007-11-25,11,12,25.106,SFO,@,ARI,W 37-31,False,0,0,,0,0,0,,,,,,0,0,,0,0.0,,,,,,0,,0,0,0,0,6,286,47.67,0,,,,,,,True,Andy Lee
2007,2007-12-02,12,13,25.113,SFO,@,CAR,L 14-31,False,0,0,,0,0,0,,,,,,0,0,,0,0.0,,,,,,0,,0,0,0,0,5,241,48.20,0,,,,,,,True,Andy Lee
2007,2007-12-09,13,14,25.120,SFO,,MIN,L 7-27,False,0,0,,0,0,0,,,,,,0,0,,0,0.0,,,,,,0,,0,0,0,0,6,206,34.33,0,,,,,,,False,Andy Lee
2007,2007-12-15,14,15,25.126,SFO,,CIN,W 20-13,False,0,0,,0,0,0,,,,,,0,0,,0,0.0,,,,,,0,,0,0,0,0,2,91,45.50,0,,,,,,,False,Andy Lee
2007,2007-12-23,15,16,25.134,SFO,,TAM,W 21-19,False,0,0,,0,0,0,,,,,,0,0,,0,0.0,,,,,,0,,0,0,0,0,9,407,45.22,0,,,,,,,False,Andy Lee
2007,2007-12-30,16,17,25.141,SFO,@,CLE,L 7-20,False,0,0,,0,0,0,,,,,,0,0,,0,0.0,,,,,,0,,0,0,0,0,9,356,39.56,0,,,,,,,True,Andy Lee
2008,2008-09-07,1,1,26.027,SFO,,ARI,L 13-23,False,0,0,,0,0,0,,,,,,0,0,,0,0.0,0,0,0,,,0,,0,0,0,0,2,87,43.50,0,,,,,,,False,Andy Lee
2008,2008-09-14,2,2,26.034,SFO,@,SEA,W 33-30,False,0,0,,0,0,0,,,,,,0,0,,0,0.0,0,0,0,,,0,,0,0,0,0,4,185,46.25,0,,,,,,,True,Andy Lee
2008,2008-09-21,3,3,26.041,SFO,,DET,W 31-13,False,0,0,,0,0,0,,,,,,0,0,,0,0.0,0,0,0,,,0,,0,0,0,0,4,148,37.00,0,,,,,,,False,Andy Lee
2008,2008-09-28,4,4,26.048,SFO,@,NOR,L 17-31,False,0,0,,0,0,0,,,,,,0,0,,0,0.0,0,0,0,,,0,,0,0,0,0,3,123,41.00,0,,,,,,,True,Andy Lee
2008,2008-10-05,5,5,26.055,SFO,,NWE,L 21-30,False,0,0,,0,0,0,,,,,,0,0,,0,0.0,0,0,0,,,0,,0,0,0,0,5,270,54.00,0,,,,,,,False,Andy Lee
2008,2008-10-12,6,6,26.062,SFO,,PHI,L 26-40,False,0,0,,0,0,0,,,,,,0,0,,0,0.0,0,0,0,,,0,,0,0,0,0,3,128,42.67,0,,,,,,,False,Andy Lee
2008,2008-10-19,7,7,26.069,SFO,@,NYG,L 17-29,False,0,0,,0,0,0,,,,,,0,0,,0,0.0,0,0,0,,,0,,0,0,0,0,5,218,43.60,0,,,,,,,True,Andy Lee
2008,2008-10-26,8,8,26.076,SFO,,SEA,L 13-34,False,0,0,,0,0,0,,,,,,0,0,,0,0.0,0,0,0,,,0,,0,0,0,0,4,196,49.00,0,,,,,,,False,Andy Lee
2008,2008-11-10,9,10,26.091,SFO,@,ARI,L 24-29,False,0,0,,0,0,0,,,,,,0,0,,0,0.0,0,0,0,,,0,,0,0,0,0,4,212,53.00,0,,,,,,,True,Andy Lee
