Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2018.0,2018-09-09,1.0,1.0,22.256,CLE,PIT,T 21-21,False,3,21,7.00,0,0,0,0,,0,0.0%,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,4,4%,0,0%,28,78%,False,Nick Chubb,False,21,21
2018.0,2018-09-16,2.0,2.0,22.263,CLE,NOR,L 18-21,False,2,14,7.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,3,5%,0,0%,8,30%,True,Nick Chubb,False,18,21
2018.0,2018-09-20,3.0,3.0,22.267,CLE,NYJ,W 21-17,False,2,6,3.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,5,6%,0,0%,19,63%,False,Nick Chubb,True,21,17
2018.0,2018-09-30,4.0,4.0,22.277,CLE,OAK,L 42-45,False,3,105,35.00,2,0,0,0,,0,0.0%,,2,12,0.0,1,3,4,0,0,0,0,0,0,0,0,3,4%,0,0%,15,35%,True,Nick Chubb,False,42,45
2018.0,2018-10-07,5.0,5.0,22.284,CLE,BAL,W 12-9,False,3,2,0.67,0,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0,0,,,0,0,0,0,0,0,11,14%,0,0%,15,44%,False,Nick Chubb,True,12,9
2018.0,2018-10-14,6.0,6.0,22.291,CLE,LAC,L 14-38,False,3,25,8.33,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,7,9%,0,0%,21,72%,False,Nick Chubb,False,14,38
2018.0,2018-10-21,7.0,7.0,22.298,CLE,TAM,L 23-26,True,18,80,4.44,1,2,0,0,,0,0.0%,0.00,1,6,0.0,0,0,0,,,0,0,0,0,0,0,45,66%,0,0%,0,0%,True,Nick Chubb,False,23,26
2018.0,2018-10-28,8.0,8.0,22.305,CLE,PIT,L 18-33,False,18,65,3.61,0,3,2,10,5.00,0,66.7%,3.33,0,0,0.0,0,0,0,,,0,0,0,0,0,0,31,48%,0,0%,0,0%,True,Nick Chubb,False,18,33
2018.0,2018-11-04,9.0,9.0,22.312,CLE,KAN,L 21-37,True,22,85,3.86,1,1,1,5,5.00,0,100.0%,5.00,1,6,0.0,0,0,0,,,0,0,0,0,0,0,37,49%,0,0%,0,0%,False,Nick Chubb,False,21,37
2018.0,2018-11-11,10.0,10.0,22.319,CLE,ATL,W 28-16,True,20,176,8.80,1,3,3,33,11.00,1,100.0%,11.00,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,42,79%,0,0%,0,0%,False,Nick Chubb,True,28,16
2018.0,2018-11-25,11.0,12.0,22.333,CLE,CIN,W 35-20,True,28,84,3.00,1,3,3,44,14.67,1,100.0%,14.67,2,12,0.0,0,0,0,,,0,0,0,0,0,0,46,72%,0,0%,0,0%,True,Nick Chubb,True,35,20
2018.0,2018-12-02,12.0,13.0,22.34,CLE,HOU,L 13-29,True,9,31,3.44,1,3,3,41,13.67,0,100.0%,13.67,1,6,0.0,0,0,0,,,0,0,0,0,0,0,27,47%,0,0%,0,0%,True,Nick Chubb,False,13,29
2018.0,2018-12-09,13.0,14.0,22.347,CLE,CAR,W 26-20,True,13,66,5.08,1,6,4,17,4.25,0,66.7%,2.83,1,6,0.0,0,0,0,,,0,0,0,0,0,0,33,63%,0,0%,0,0%,False,Nick Chubb,True,26,20
2018.0,2018-12-15,14.0,15.0,22.353,CLE,DEN,W 17-16,True,20,100,5.00,0,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0,0,,,0,0,0,0,0,0,40,60%,0,0%,0,0%,True,Nick Chubb,True,17,16
2018.0,2018-12-23,15.0,16.0,22.361,CLE,CIN,W 26-18,True,19,112,5.89,0,3,2,3,1.50,0,66.7%,1.00,0,0,0.0,0,0,0,,,0,0,0,0,0,0,39,57%,0,0%,0,0%,False,Nick Chubb,True,26,18
2018.0,2018-12-30,16.0,17.0,23.003,CLE,BAL,L 24-26,True,9,24,2.67,0,3,2,-4,-2.00,0,66.7%,-1.33,0,0,0.0,0,0,0,,,0,0,0,0,0,0,22,37%,0,0%,0,0%,True,Nick Chubb,False,24,26
2019.0,2019-09-08,1.0,1.0,23.255,CLE,TEN,L 13-43,True,17,75,4.41,0,4,3,10,3.33,0,75.0%,2.50,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,50,70%,0,0%,0,0%,False,Nick Chubb,False,13,43
2019.0,2019-09-16,2.0,2.0,23.263,CLE,NYJ,W 23-3,True,18,62,3.44,1,4,4,36,9.00,0,100.0%,9.00,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,42,63%,0,0%,0,0%,True,Nick Chubb,True,23,3
2019.0,2019-09-22,3.0,3.0,23.269,CLE,LAR,L 13-20,True,23,96,4.17,0,7,4,35,8.75,0,57.1%,5.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,67,99%,0,0%,0,0%,False,Nick Chubb,False,13,20
2019.0,2019-09-29,4.0,4.0,23.276,CLE,BAL,W 40-25,True,20,165,8.25,3,4,3,18,6.00,0,75.0%,4.50,3,18,0.0,0,0,0,0,0,0,0,0,0,0,0,42,63%,0,0%,0,0%,True,Nick Chubb,True,40,25
2019.0,2019-10-07,5.0,5.0,23.284,CLE,SFO,L 3-31,True,16,87,5.44,0,1,1,12,12.00,0,100.0%,12.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,38,83%,0,0%,0,0%,True,Nick Chubb,False,3,31
2019.0,2019-10-13,6.0,6.0,23.29,CLE,SEA,L 28-32,True,20,122,6.10,2,6,5,17,3.40,0,83.3%,2.83,2,12,0.0,0,0,0,0,0,1,1,0,0,0,0,59,87%,0,0%,0,0%,False,Nick Chubb,False,28,32
2019.0,2019-10-27,7.0,8.0,23.304,CLE,NWE,L 13-27,True,20,131,6.55,0,1,1,7,7.00,0,100.0%,7.00,0,0,0.0,0,0,0,0,0,2,2,0,0,0,0,40,65%,0,0%,0,0%,True,Nick Chubb,False,13,27
2019.0,2019-11-03,8.0,9.0,23.311,CLE,DEN,L 19-24,True,20,65,3.25,0,5,4,26,6.50,0,80.0%,5.20,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,45,60%,0,0%,0,0%,True,Nick Chubb,False,19,24
2019.0,2019-11-10,9.0,10.0,23.318,CLE,BUF,W 19-16,True,20,116,5.80,0,4,2,5,2.50,0,50.0%,1.25,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,56,81%,0,0%,0,0%,False,Nick Chubb,True,19,16
2019.0,2019-11-14,10.0,11.0,23.322,CLE,PIT,W 21-7,True,27,92,3.41,0,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,51,73%,0,0%,0,0%,False,Nick Chubb,True,21,7
2019.0,2019-11-24,11.0,12.0,23.332,CLE,MIA,W 41-24,True,21,106,5.05,1,3,3,58,19.33,0,100.0%,19.33,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,43,57%,0,0%,0,0%,False,Nick Chubb,True,41,24
2019.0,2019-12-01,12.0,13.0,23.339,CLE,PIT,L 13-20,True,16,58,3.63,0,2,1,21,21.00,0,50.0%,10.50,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,39,59%,0,0%,0,0%,True,Nick Chubb,False,13,20
2019.0,2019-12-08,13.0,14.0,23.346,CLE,CIN,W 27-19,True,15,106,7.07,0,1,1,11,11.00,0,100.0%,11.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,38,70%,0,0%,0,0%,False,Nick Chubb,True,27,19
2019.0,2019-12-15,14.0,15.0,23.353,CLE,ARI,L 24-38,True,17,127,7.47,1,3,3,21,7.00,0,100.0%,7.00,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,35,50%,0,0%,0,0%,True,Nick Chubb,False,24,38
2019.0,2019-12-22,15.0,16.0,23.36,CLE,BAL,L 15-31,True,15,45,3.00,0,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,39,65%,0,0%,0,0%,False,Nick Chubb,False,15,31
2019.0,2019-12-29,16.0,17.0,24.002,CLE,CIN,L 23-33,True,13,41,3.15,0,2,1,1,1.00,0,50.0%,0.50,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,31,57%,0,0%,0,0%,True,Nick Chubb,False,23,33
2020.0,2020-09-13,1.0,1.0,24.261,CLE,BAL,L 6-38,True,10,60,6.00,0,1,1,6,6.00,0,100.0%,6.00,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,35,48%,0,0%,0,0%,True,Nick Chubb,False,6,38
2020.0,2020-09-17,2.0,2.0,24.265,CLE,CIN,W 35-30,True,22,124,5.64,2,1,1,9,9.00,0,100.0%,9.00,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,36,62%,0,0%,0,0%,False,Nick Chubb,True,35,30
2020.0,2020-09-27,3.0,3.0,24.275,CLE,WAS,W 34-20,True,19,108,5.68,2,1,1,2,2.00,0,100.0%,2.00,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,34,54%,0,0%,0,0%,False,Nick Chubb,True,34,20
2020.0,2020-10-04,4.0,4.0,24.282,CLE,DAL,W 49-38,True,6,43,7.17,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,14,18%,0,0%,0,0%,True,Nick Chubb,True,49,38
2020.0,2020-10-11,5.0,5.0,,CLE,IND,W 32-23,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Nick Chubb,True,32,23
2020.0,2020-10-18,6.0,6.0,,CLE,PIT,L 7-38,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Nick Chubb,False,7,38
2020.0,2020-10-25,7.0,7.0,,CLE,CIN,W 37-34,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Nick Chubb,True,37,34
2020.0,2020-11-01,8.0,8.0,,CLE,LVR,L 6-16,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Nick Chubb,False,6,16
2020.0,2020-11-15,9.0,10.0,24.324,CLE,HOU,W 10-7,True,19,126,6.63,1,1,0,0,,0,0.0%,0.00,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,28,43%,0,0%,0,0%,False,Nick Chubb,True,10,7
2020.0,2020-11-22,10.0,11.0,24.331,CLE,PHI,W 22-17,True,20,114,5.70,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,30,45%,0,0%,0,0%,False,Nick Chubb,True,22,17
2020.0,2020-11-29,11.0,12.0,24.338,CLE,JAX,W 27-25,True,19,144,7.58,1,3,3,32,10.67,0,100.0%,10.67,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,41,61%,0,0%,0,0%,True,Nick Chubb,True,27,25
2020.0,2020-12-06,12.0,13.0,24.345,CLE,TEN,W 41-35,True,18,80,4.44,1,1,1,26,26.00,0,100.0%,26.00,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,36,49%,0,0%,0,0%,True,Nick Chubb,True,41,35
2020.0,2020-12-14,13.0,14.0,24.353,CLE,BAL,L 42-47,True,17,82,4.82,2,2,2,21,10.50,0,100.0%,10.50,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,44,52%,0,0%,0,0%,False,Nick Chubb,False,42,47
2020.0,2020-12-20,14.0,15.0,24.359,CLE,NYG,W 20-6,True,15,50,3.33,1,2,2,16,8.00,0,100.0%,8.00,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,38,59%,0,0%,0,0%,True,Nick Chubb,True,20,6
2020.0,2020-12-27,15.0,16.0,25.0,CLE,NYJ,L 16-23,True,11,28,2.55,1,5,5,38,7.60,0,100.0%,7.60,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,47,58%,0,0%,0,0%,True,Nick Chubb,False,16,23
2020.0,2021-01-03,16.0,17.0,25.007,CLE,PIT,W 24-22,True,14,108,7.71,1,1,0,0,,0,0.0%,0.00,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,27,44%,0,0%,0,0%,False,Nick Chubb,True,24,22
2021.0,2021-09-12,1.0,1.0,25.259,CLE,KAN,L 29-33,True,15,83,5.53,2,2,2,18,9.00,0,100.0%,9.00,2,12,0.0,0,0,0,0,0,1,1,0,0,0,0,31,53%,0,0%,0,0%,True,Nick Chubb,False,29,33
2021.0,2021-09-19,2.0,2.0,25.266,CLE,HOU,W 31-21,True,11,95,8.64,1,1,1,3,3.00,0,100.0%,3.00,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,35,57%,0,0%,0,0%,False,Nick Chubb,True,31,21
2021.0,2021-09-26,3.0,3.0,25.273,CLE,CHI,W 26-6,True,22,84,3.82,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,40,49%,0,0%,0,0%,False,Nick Chubb,True,26,6
2021.0,2021-10-03,4.0,4.0,25.28,CLE,MIN,W 14-7,True,21,100,4.76,0,1,1,5,5.00,0,100.0%,5.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,37,47%,0,0%,0,0%,True,Nick Chubb,True,14,7
2021.0,2021-10-10,5.0,5.0,25.287,CLE,LAC,L 42-47,True,21,161,7.67,1,1,1,9,9.00,0,100.0%,9.00,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,40,56%,0,0%,0,0%,True,Nick Chubb,False,42,47
2021.0,2021-10-17,6.0,6.0,,CLE,ARI,L 14-37,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Nick Chubb,False,14,37
2021.0,2021-10-21,7.0,7.0,,CLE,DEN,W 17-14,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Nick Chubb,True,17,14
2021.0,2021-10-31,8.0,8.0,25.308,CLE,PIT,L 10-15,True,16,61,3.81,0,1,1,8,8.00,0,100.0%,8.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,33,56%,0,0%,0,0%,False,Nick Chubb,False,10,15
2021.0,2021-11-07,9.0,9.0,25.315,CLE,CIN,W 41-16,True,14,137,9.79,2,2,2,26,13.00,0,100.0%,13.00,2,12,0.0,0,0,0,0,0,1,0,0,1,0,0,27,56%,0,0%,0,0%,True,Nick Chubb,True,41,16
2021.0,2021-11-14,10.0,10.0,,CLE,NWE,L 7-45,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Nick Chubb,False,7,45
2021.0,2021-11-21,11.0,11.0,25.329,CLE,DET,W 13-10,True,22,130,5.91,0,2,2,14,7.00,1,100.0%,7.00,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,42,57%,0,0%,0,0%,False,Nick Chubb,True,13,10
2021.0,2021-11-28,12.0,12.0,25.336,CLE,BAL,L 10-16,True,8,16,2.00,0,4,2,23,11.50,0,50.0%,5.75,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,30,50%,0,0%,0,0%,True,Nick Chubb,False,10,16
2021.0,2021-12-12,13.0,14.0,25.35,CLE,BAL,W 24-22,True,17,59,3.47,0,4,3,6,2.00,0,75.0%,1.50,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,43,66%,0,0%,0,0%,False,Nick Chubb,True,24,22
2021.0,2021-12-20,14.0,15.0,25.358,CLE,LVR,L 14-16,True,23,91,3.96,1,1,1,2,2.00,0,100.0%,2.00,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,37,66%,0,0%,0,0%,False,Nick Chubb,False,14,16
2021.0,2021-12-25,15.0,16.0,25.363,CLE,GNB,L 22-24,True,17,126,7.41,1,4,3,58,19.33,0,75.0%,14.50,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,41,60%,0,0%,0,0%,True,Nick Chubb,False,22,24
2021.0,2022-01-03,16.0,17.0,26.007,CLE,PIT,L 14-26,True,12,58,4.83,0,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,30,42%,0,0%,0,0%,True,Nick Chubb,False,14,26
2021.0,2022-01-09,17.0,18.0,26.013,CLE,CIN,W 21-16,True,9,58,6.44,0,1,1,2,2.00,0,100.0%,2.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,16,24%,0,0%,0,0%,False,Nick Chubb,True,21,16
,58 Games,,,,,,29-28-1,False,908,4816,5.30,36,121,92,751,8.16,3,76.0%,6.21,39,234,0.0,2,3,5,0,0,6,5,0,1,0,0,,,,,,,False,Nick Chubb,False,28,1
