Year,Date,G#,Week,Age,Tm,Opp,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Win,Score,Opp Score,Player
2008,2008-09-07,1,1,,STL,PHI,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,3,38,Donnie Avery
2008,2008-09-14,2,2,24.094,STL,NYG,False,0,0,0,,0,0.0%,,0,0,,0,1,21,21.00,0,0,0,0,,0,0,0,0,,,,,,,False,False,13,41,Donnie Avery
2008,2008-09-21,3,3,24.101,STL,SEA,False,5,3,24,8.00,0,60.0%,4.80,0,0,,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,True,False,13,37,Donnie Avery
2008,2008-09-28,4,4,24.108,STL,BUF,True,7,3,22,7.33,0,42.9%,3.14,1,37,37.00,1,0,0,,0,1,6,0,,0,0,0,0,,,,,,,False,False,14,31,Donnie Avery
2008,2008-10-12,5,6,24.122,STL,WAS,False,5,4,73,18.25,0,80.0%,14.60,1,-5,-5.00,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,True,True,19,17,Donnie Avery
2008,2008-10-19,6,7,24.129,STL,DAL,True,5,4,55,13.75,1,80.0%,11.00,2,17,8.50,0,0,0,,0,1,6,0,,0,0,0,0,,,,,,,False,True,34,14,Donnie Avery
2008,2008-10-26,7,8,24.136,STL,NWE,True,10,6,163,27.17,1,60.0%,16.30,1,-1,-1.00,0,0,0,,0,1,6,0,,0,1,0,0,,,,,,,True,False,16,23,Donnie Avery
2008,2008-11-02,8,9,24.143,STL,ARI,True,9,3,26,8.67,0,33.3%,2.89,0,0,,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,False,False,13,34,Donnie Avery
2008,2008-11-09,9,10,24.150,STL,NYJ,True,7,2,29,14.50,0,28.6%,4.14,1,13,13.00,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,True,False,3,47,Donnie Avery
2008,2008-11-16,10,11,24.157,STL,SFO,True,13,9,93,10.33,0,69.2%,7.15,0,0,,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,True,False,16,35,Donnie Avery
2008,2008-11-23,11,12,24.164,STL,CHI,True,4,1,14,14.00,0,25.0%,3.50,1,-5,-5.00,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,False,False,3,27,Donnie Avery
2008,2008-11-30,12,13,24.171,STL,MIA,True,3,0,0,,0,0.0%,0.00,1,2,2.00,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,False,False,12,16,Donnie Avery
2008,2008-12-07,13,14,24.178,STL,ARI,True,6,2,18,9.00,0,33.3%,3.00,0,0,,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,True,False,10,34,Donnie Avery
2008,2008-12-14,14,15,24.185,STL,SEA,True,10,6,61,10.17,0,60.0%,6.10,2,11,5.50,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,False,False,20,23,Donnie Avery
