Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2019.0,2019-09-08,1.0,1.0,,NYG,DAL,L 17-35,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Darius Slayton,False,17,35
2019.0,2019-09-15,2.0,2.0,,NYG,BUF,L 14-28,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Darius Slayton,False,14,28
2019.0,2019-09-22,3.0,3.0,22.253,NYG,TAM,W 32-31,False,5,3,82,27.33,0,60.0%,16.40,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,27,44%,0,0%,0,0%,True,Darius Slayton,True,32,31
2019.0,2019-09-29,4.0,4.0,22.26,NYG,WAS,W 24-3,False,2,2,13,6.50,0,100.0%,6.50,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,34,44%,0,0%,0,0%,False,Darius Slayton,True,24,3
2019.0,2019-10-06,5.0,5.0,22.267,NYG,MIN,L 10-28,False,5,4,62,15.50,1,80.0%,12.40,0,0,,0,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,44,65%,0,0%,0,0%,False,Darius Slayton,False,10,28
2019.0,2019-10-10,6.0,6.0,22.271,NYG,NWE,L 14-35,True,8,3,32,10.67,0,37.5%,4.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,49,98%,0,0%,0,0%,True,Darius Slayton,False,14,35
2019.0,2019-10-20,7.0,7.0,22.281,NYG,ARI,L 21-27,True,2,2,28,14.00,0,100.0%,14.00,0,0,,0,4,87,21.75,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,68,97%,0,0%,6,21%,False,Darius Slayton,False,21,27
2019.0,2019-10-27,8.0,8.0,22.288,NYG,DET,L 26-31,True,5,2,50,25.00,2,40.0%,10.00,0,0,,0,5,102,20.40,0,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,62,84%,0,0%,5,19%,True,Darius Slayton,False,26,31
2019.0,2019-11-04,9.0,9.0,22.296,NYG,DAL,L 18-37,True,4,1,6,6.00,0,25.0%,1.50,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,66,93%,0,0%,1,3%,False,Darius Slayton,False,18,37
2019.0,2019-11-10,10.0,10.0,22.302,NYG,NYJ,L 27-34,True,15,10,121,12.10,2,66.7%,8.07,0,0,,0,0,0,,0,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,65,93%,0,0%,0,0%,True,Darius Slayton,False,27,34
2019.0,2019-11-24,11.0,12.0,22.316,NYG,CHI,L 14-19,True,7,4,67,16.75,0,57.1%,9.57,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,51,85%,0,0%,0,0%,True,Darius Slayton,False,14,19
2019.0,2019-12-01,12.0,13.0,22.323,NYG,GNB,L 13-31,True,9,6,44,7.33,0,66.7%,4.89,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,62,94%,0,0%,0,0%,False,Darius Slayton,False,13,31
