Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Blck,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player
2018,2018-09-06,1,1,26.194,PHI,,ATL,W 18-12,False,0.0,0,0,0,,,6,313,52.17,0,0,0%,0,0%,10,37%,False,Cameron Johnston
2018,2018-09-16,2,2,26.204,PHI,@,TAM,L 21-27,False,0.0,0,0,0,,,5,280,56.00,0,0,0%,0,0%,9,32%,True,Cameron Johnston
2018,2018-09-23,3,3,26.211,PHI,,IND,W 20-16,False,0.0,0,0,0,,,3,128,42.67,0,0,0%,0,0%,8,29%,False,Cameron Johnston
2018,2018-09-30,4,4,26.218,PHI,@,TEN,L 23-26,False,0.0,0,0,0,,,6,308,51.33,0,0,0%,0,0%,11,35%,True,Cameron Johnston
2018,2018-10-07,5,5,26.225,PHI,,MIN,L 21-23,False,0.0,0,0,0,,,4,187,46.75,0,0,0%,0,0%,7,26%,False,Cameron Johnston
2018,2018-10-11,6,6,26.229,PHI,@,NYG,W 34-13,False,0.0,0,0,0,,,5,240,48.00,0,0,0%,0,0%,12,38%,True,Cameron Johnston
2018,2018-10-21,7,7,26.239,PHI,,CAR,L 17-21,False,0.0,0,0,0,,,3,135,45.00,0,0,0%,0,0%,7,32%,False,Cameron Johnston
2018,2018-10-28,8,8,26.246,PHI,@,JAX,W 24-18,False,0.0,0,0,0,,,3,155,51.67,0,0,0%,0,0%,7,29%,True,Cameron Johnston
2018,2018-11-11,9,10,26.260,PHI,,DAL,L 20-27,False,0.0,0,0,0,,,2,88,44.00,0,0,0%,0,0%,6,21%,False,Cameron Johnston
2018,2018-11-18,10,11,26.267,PHI,@,NOR,L 7-48,False,0.0,1,0,1,0,0,4,159,39.75,0,0,0%,0,0%,6,21%,True,Cameron Johnston
2018,2018-11-25,11,12,26.274,PHI,,NYG,W 25-22,False,0.0,0,0,0,,,4,201,50.25,0,0,0%,0,0%,7,27%,False,Cameron Johnston
2018,2018-12-03,12,13,26.282,PHI,,WAS,W 28-13,False,0.0,0,0,0,,,2,93,46.50,0,0,0%,0,0%,6,24%,False,Cameron Johnston
2018,2018-12-09,13,14,26.288,PHI,@,DAL,L 23-29,False,0.0,0,0,0,,,6,276,46.00,0,0,0%,0,0%,10,34%,True,Cameron Johnston
2018,2018-12-16,14,15,26.295,PHI,@,LAR,W 30-23,False,0.0,0,0,0,,,3,155,51.67,0,0,0%,0,0%,10,32%,True,Cameron Johnston
2018,2018-12-23,15,16,26.302,PHI,,HOU,W 32-30,False,0.0,0,0,0,,,2,96,48.00,0,0,0%,0,0%,7,25%,False,Cameron Johnston
2018,2018-12-30,16,17,26.309,PHI,@,WAS,W 24-0,False,0.0,0,0,0,,,3,123,41.00,0,0,0%,0,0%,7,37%,True,Cameron Johnston
2019,2019-09-08,1,1,27.196,PHI,,WAS,W 32-27,False,0.0,1,0,1,0,0,3,154,51.33,0,0,0%,0,0%,7,24%,False,Cameron Johnston
2019,2019-09-15,2,2,27.203,PHI,@,ATL,L 20-24,False,0.0,0,0,0,0,0,4,209,52.25,0,0,0%,0,0%,6,25%,True,Cameron Johnston
2019,2019-09-22,3,3,27.210,PHI,,DET,L 24-27,False,0.0,0,0,0,0,0,3,144,48.00,0,0,0%,0,0%,7,23%,False,Cameron Johnston
2019,2019-09-26,4,4,27.214,PHI,@,GNB,W 34-27,False,0.0,0,0,0,0,0,4,167,41.75,0,0,0%,0,0%,8,30%,True,Cameron Johnston
2019,2019-10-06,5,5,27.224,PHI,,NYJ,W 31-6,False,0.0,0,0,0,0,0,5,234,46.80,0,0,0%,0,0%,10,36%,False,Cameron Johnston
2019,2019-10-13,6,6,27.231,PHI,@,MIN,L 20-38,False,0.0,0,0,0,0,0,3,131,43.67,0,0,0%,0,0%,8,28%,True,Cameron Johnston
2019,2019-10-20,7,7,27.238,PHI,@,DAL,L 10-37,False,0.0,0,0,0,0,0,3,152,50.67,0,0,0%,0,0%,5,20%,True,Cameron Johnston
2019,2019-10-27,8,8,27.245,PHI,@,BUF,W 31-13,False,0.0,0,0,0,0,0,4,184,46.00,0,0,0%,0,0%,8,31%,True,Cameron Johnston
2019,2019-11-03,9,9,27.252,PHI,,CHI,W 22-14,False,0.0,0,0,0,0,0,5,245,49.00,0,0,0%,0,0%,10,34%,False,Cameron Johnston
2019,2019-11-17,10,11,27.266,PHI,,NWE,L 10-17,False,0.0,0,0,0,0,0,8,387,48.38,0,0,0%,0,0%,10,34%,False,Cameron Johnston
2019,2019-11-24,11,12,27.273,PHI,,SEA,L 9-17,False,0.0,0,0,0,0,0,4,164,41.00,0,0,0%,0,0%,5,23%,False,Cameron Johnston
2019,2019-12-01,12,13,27.280,PHI,@,MIA,L 31-37,False,0.0,0,0,0,0,0,3,128,42.67,0,0,0%,0,0%,9,28%,True,Cameron Johnston
2019,2019-12-09,13,14,27.288,PHI,,NYG,W 23-17,False,0.0,0,0,0,0,0,8,387,48.38,0,0,0%,0,0%,12,36%,False,Cameron Johnston
2019,2019-12-15,14,15,27.294,PHI,@,WAS,W 37-27,False,0.0,0,0,0,0,0,3,140,46.67,0,0,0%,0,0%,8,28%,True,Cameron Johnston
2019,2019-12-22,15,16,27.301,PHI,,DAL,W 17-9,False,0.0,0,0,0,0,0,4,163,40.75,0,1,1%,0,0%,9,32%,False,Cameron Johnston
2019,2019-12-29,16,17,27.308,PHI,@,NYG,W 34-17,False,0.0,0,0,0,0,0,7,303,43.29,0,0,0%,0,0%,13,38%,True,Cameron Johnston
2020,2020-09-13,1,1,28.202,PHI,@,WAS,L 17-27,False,0.0,0,0,0,0,0,5,268,53.60,0,0,0%,0,0%,9,27%,True,Cameron Johnston
2020,2020-09-20,2,2,28.209,PHI,,LAR,L 19-37,False,0.0,0,0,0,0,0,2,121,60.50,0,0,0%,0,0%,5,20%,False,Cameron Johnston
2020,2020-09-27,3,3,28.216,PHI,,CIN,T 23-23,False,0.0,0,0,0,0,0,6,284,47.33,0,0,0%,0,0%,13,34%,False,Cameron Johnston
2020,2020-10-04,4,4,28.223,PHI,@,SFO,W 25-20,False,0.0,0,0,0,0,0,6,307,51.17,0,0,0%,0,0%,9,38%,True,Cameron Johnston
2020,2020-10-11,5,5,28.230,PHI,@,PIT,L 29-38,False,0.0,0,0,0,0,0,2,100,50.00,0,0,0%,0,0%,6,23%,True,Cameron Johnston
2020,2020-10-18,6,6,28.237,PHI,,BAL,L 28-30,False,0.0,0,0,0,0,0,6,295,49.17,0,0,0%,0,0%,7,22%,False,Cameron Johnston
2020,2020-10-22,7,7,28.241,PHI,,NYG,W 22-21,False,0.0,0,0,0,0,0,5,255,51.00,0,0,0%,0,0%,8,31%,False,Cameron Johnston
2020,2020-11-01,8,8,28.251,PHI,,DAL,W 23-9,False,0.0,0,0,0,0,0,2,83,41.50,0,0,0%,0,0%,3,14%,False,Cameron Johnston
2020,2020-11-15,9,10,28.265,PHI,@,NYG,L 17-27,False,0.0,0,0,0,0,0,5,236,47.20,0,0,0%,0,0%,6,24%,True,Cameron Johnston
2020,2020-11-22,10,11,28.272,PHI,@,CLE,L 17-22,False,0.0,0,0,0,0,0,6,249,41.50,0,0,0%,0,0%,10,34%,True,Cameron Johnston
2020,2020-11-30,11,12,28.280,PHI,,SEA,L 17-23,False,0.0,0,0,0,0,0,5,245,49.00,0,0,0%,0,0%,7,28%,False,Cameron Johnston
2020,2020-12-06,12,13,28.286,PHI,@,GNB,L 16-30,False,0.0,0,0,0,0,0,5,211,42.20,0,0,0%,0,0%,8,30%,True,Cameron Johnston
2020,2020-12-13,13,14,28.293,PHI,,NOR,W 24-21,False,0.0,0,0,0,0,0,3,140,46.67,0,0,0%,0,0%,8,31%,False,Cameron Johnston
2020,2020-12-20,14,15,28.300,PHI,@,ARI,L 26-33,False,0.0,0,0,0,0,0,3,115,38.33,1,0,0%,0,0%,8,27%,True,Cameron Johnston
2020,2020-12-27,15,16,28.307,PHI,@,DAL,L 17-37,False,0.0,0,0,0,0,0,5,183,36.60,0,0,0%,0,0%,8,26%,True,Cameron Johnston
2020,2021-01-03,16,17,28.314,PHI,,WAS,L 14-20,False,0.0,0,0,0,0,0,5,226,45.20,0,0,0%,0,0%,7,28%,False,Cameron Johnston
2021,2021-09-12,1,1,29.200,HOU,,JAX,W 37-21,False,0.0,0,0,0,0,0,6,266,44.33,0,0,0%,0,0%,13,37%,False,Cameron Johnston
2021,2021-09-19,2,2,29.207,HOU,@,CLE,L 21-31,False,0.0,0,0,0,0,0,4,209,52.25,0,0,0%,0,0%,8,32%,True,Cameron Johnston
2021,2021-09-23,3,3,29.211,HOU,,CAR,L 9-24,False,0.0,0,0,0,0,0,6,267,44.50,0,0,0%,0,0%,8,35%,False,Cameron Johnston
2021,2021-10-03,4,4,29.221,HOU,@,BUF,L 0-40,False,0.0,0,0,0,0,0,5,251,50.20,0,0,0%,0,0%,5,21%,True,Cameron Johnston
2021,2021-10-10,5,5,29.228,HOU,,NWE,L 22-25,False,0.0,0,0,0,0,0,3,99,33.00,0,0,0%,0,0%,8,30%,False,Cameron Johnston
2021,2021-10-17,6,6,29.235,HOU,@,IND,L 3-31,False,0.0,0,0,0,0,0,5,212,42.40,0,0,0%,0,0%,6,25%,True,Cameron Johnston
2021,2021-10-24,7,7,29.242,HOU,@,ARI,L 5-31,False,0.0,0,0,0,0,0,7,344,49.14,0,0,0%,0,0%,8,31%,True,Cameron Johnston
2021,2021-10-31,8,8,29.249,HOU,,LAR,L 22-38,False,0.0,0,0,0,0,0,7,364,52.00,0,0,0%,0,0%,12,36%,False,Cameron Johnston
2021,2021-11-07,9,9,29.256,HOU,@,MIA,L 9-17,False,0.0,0,0,0,0,0,5,235,47.00,0,0,0%,0,0%,8,33%,True,Cameron Johnston
2021,2021-11-21,10,11,29.270,HOU,@,TEN,W 22-13,False,0.0,0,0,0,0,0,7,307,43.86,0,0,0%,0,0%,12,48%,True,Cameron Johnston
2021,2021-11-28,11,12,29.277,HOU,,NYJ,L 14-21,False,0.0,0,0,0,0,0,5,236,47.20,0,0,0%,0,0%,8,32%,False,Cameron Johnston
2021,2021-12-05,12,13,29.284,HOU,,IND,L 0-31,False,0.0,0,0,0,0,0,6,302,50.33,0,0,0%,0,0%,6,27%,False,Cameron Johnston
2021,2021-12-12,13,14,29.291,HOU,,SEA,L 13-33,False,0.0,0,0,0,0,0,5,229,45.80,0,0,0%,0,0%,9,32%,False,Cameron Johnston
2021,2021-12-19,14,15,29.298,HOU,@,JAX,W 30-16,False,0.0,0,0,0,0,0,4,193,48.25,0,0,0%,0,0%,12,38%,True,Cameron Johnston
2021,2021-12-26,15,16,29.305,HOU,,LAC,W 41-29,False,0.0,0,0,0,0,0,1,53,53.00,0,0,0%,0,0%,9,33%,False,Cameron Johnston
2021,2022-01-02,16,17,29.312,HOU,@,SFO,L 7-23,False,0.0,0,0,0,0,0,7,328,46.86,0,0,0%,0,0%,9,36%,True,Cameron Johnston
2021,2022-01-09,17,18,29.319,HOU,,TEN,L 25-28,False,0.0,0,0,0,0,0,5,213,42.60,0,0,0%,0,0%,8,30%,False,Cameron Johnston
,65 Games,,,,,,,26-38-1,False,0.0,2,0,2,0,0,291,13655,46.92,1,,,,,,,False,Cameron Johnston
