Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Scoring_2PM,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2010.0,2010-09-13,1.0,1.0,22.338,SDG,KAN,L 14-21,True,20,78,3.90,0,2,1,2,2.00,0,50.0%,1.00,,0,0,1,1,0,0,0,0,,,,,,,True,Ryan Mathews,False,14,21
2010.0,2010-09-19,2.0,2.0,22.344,SDG,JAX,W 38-13,True,5,26,5.20,0,2,2,29,14.50,0,100.0%,14.50,,0,0,1,1,0,0,0,0,,,,,,,False,Ryan Mathews,True,38,13
2010.0,2010-09-26,3.0,3.0,,SDG,SEA,L 20-27,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Ryan Mathews,False,20,27
2010.0,2010-10-03,4.0,4.0,22.358,SDG,ARI,W 41-10,False,9,55,6.11,1,1,1,13,13.00,0,100.0%,13.00,,1,6,0,,0,0,0,0,,,,,,,False,Ryan Mathews,True,41,10
2010.0,2010-10-10,5.0,5.0,23.0,SDG,OAK,L 27-35,False,9,59,6.56,0,1,1,0,0.00,0,100.0%,0.00,,0,0,0,,0,0,0,0,,,,,,,True,Ryan Mathews,False,27,35
2010.0,2010-10-17,6.0,6.0,23.007,SDG,STL,L 17-20,True,12,64,5.33,0,4,3,12,4.00,0,75.0%,3.00,,0,0,0,,0,0,0,0,,,,,,,True,Ryan Mathews,False,17,20
2010.0,2010-10-24,7.0,7.0,23.014,SDG,NWE,L 20-23,True,8,15,1.88,0,3,2,7,3.50,0,66.7%,2.33,,0,0,0,,0,0,0,0,,,,,,,False,Ryan Mathews,False,20,23
2010.0,2010-10-31,8.0,8.0,23.021,SDG,TEN,W 33-25,True,15,43,2.87,1,3,3,11,3.67,0,100.0%,3.67,,1,6,0,,0,0,0,0,,,,,,,False,Ryan Mathews,True,33,25
2010.0,2010-11-07,9.0,9.0,23.028,SDG,HOU,W 29-23,True,9,42,4.67,0,2,2,18,9.00,0,100.0%,9.00,,0,0,1,1,0,0,0,0,,,,,,,True,Ryan Mathews,True,29,23
2010.0,2010-11-22,10.0,11.0,,SDG,DEN,W 35-14,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Ryan Mathews,True,35,14
2010.0,2010-11-28,11.0,12.0,,SDG,IND,W 36-14,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Ryan Mathews,True,36,14
2010.0,2010-12-05,12.0,13.0,,SDG,OAK,L 13-28,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Ryan Mathews,False,13,28
2010.0,2010-12-12,13.0,14.0,23.063,SDG,KAN,W 31-0,True,16,65,4.06,1,2,1,6,6.00,0,50.0%,3.00,,1,6,0,,0,0,0,0,,,,,,,False,Ryan Mathews,True,31,0
2010.0,2010-12-16,14.0,15.0,23.067,SDG,SFO,W 34-7,True,17,56,3.29,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,,,,,,,False,Ryan Mathews,True,34,7
2010.0,2010-12-26,15.0,16.0,23.077,SDG,CIN,L 20-34,False,12,55,4.58,1,3,3,28,9.33,0,100.0%,9.33,,1,6,0,,0,0,0,0,,,,,,,True,Ryan Mathews,False,20,34
2010.0,2011-01-02,16.0,17.0,23.084,SDG,DEN,W 33-28,True,26,120,4.62,3,3,3,19,6.33,0,100.0%,6.33,,3,18,2,0,0,1,0,0,,,,,,,True,Ryan Mathews,True,33,28
2011.0,2011-09-11,1.0,1.0,23.336,SDG,MIN,W 24-17,True,12,45,3.75,0,5,3,73,24.33,0,60.0%,14.60,,0,0,0,,0,0,0,0,,,,,,,False,Ryan Mathews,True,24,17
2011.0,2011-09-18,2.0,2.0,23.343,SDG,NWE,L 21-35,True,12,64,5.33,1,9,7,62,8.86,0,77.8%,6.89,,1,6,0,,0,0,0,0,,,,,,,True,Ryan Mathews,False,21,35
2011.0,2011-09-25,3.0,3.0,23.35,SDG,KAN,W 20-17,True,21,98,4.67,2,4,4,51,12.75,0,100.0%,12.75,,2,12,0,,0,0,0,0,,,,,,,False,Ryan Mathews,True,20,17
2011.0,2011-10-02,4.0,4.0,23.357,SDG,MIA,W 26-16,True,16,81,5.06,0,5,5,68,13.60,0,100.0%,13.60,,0,0,1,0,0,1,0,0,,,,,,,False,Ryan Mathews,True,26,16
