Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2015.0,2015-09-14,1.0,1.0,,SFO,MIN,W 20-3,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Mike Davis,True,20,3
2015.0,2015-09-20,2.0,2.0,22.213,SFO,PIT,L 18-43,False,7,14,2.00,0,4,2,4,2.00,0,50.0%,1.00,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,42,47%,0,0%,0,0%,True,Mike Davis,False,18,43
2015.0,2015-09-27,3.0,3.0,22.22,SFO,ARI,L 7-47,False,7,6,0.86,0,3,1,5,5.00,0,33.3%,1.67,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,18,36%,0,0%,0,0%,True,Mike Davis,False,7,47
2015.0,2015-10-04,4.0,4.0,,SFO,GNB,L 3-17,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Mike Davis,False,3,17
2015.0,2015-10-11,5.0,5.0,,SFO,NYG,L 27-30,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Mike Davis,False,27,30
2015.0,2015-10-18,6.0,6.0,22.241,SFO,BAL,W 25-20,False,1,0,0.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,3,5%,0,0%,0,0%,False,Mike Davis,True,25,20
2015.0,2015-10-22,7.0,7.0,22.245,SFO,SEA,L 3-20,False,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,9,20%,0,0%,0,0%,False,Mike Davis,False,3,20
2015.0,2015-11-01,8.0,8.0,22.255,SFO,STL,L 6-27,False,10,4,0.40,0,3,2,14,7.00,0,66.7%,4.67,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,27,40%,0,0%,0,0%,True,Mike Davis,False,6,27
2015.0,2015-11-08,9.0,9.0,,SFO,ATL,W 17-16,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Mike Davis,True,17,16
2015.0,2015-11-22,10.0,11.0,,SFO,SEA,L 13-29,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Mike Davis,False,13,29
