Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2015.0,2016-01-03,16.0,17.0,26.197,CLE,PIT,L 12-28,True,0,0,,0,0,0,,0,0,,,6,1,42,42.00,0,16.7%,7.00,0,0,,0,,0,0,0,0,0,0,0,0,60,72%,0,0%,0,0%,False,Terrelle Pryor,False,12,28
2016.0,2016-09-11,1.0,1.0,27.083,CLE,PHI,L 10-29,True,0,0,,0,0,0,,0,0,,,7,3,68,22.67,0,42.9%,9.71,0,0,,0,,0,0,0,0,0,0,0,0,46,88%,0,0%,0,0%,True,Terrelle Pryor,False,10,29
2016.0,2016-09-18,2.0,2.0,27.09,CLE,BAL,L 20-25,True,0,0,,0,0,0,,0,0,,,10,3,32,10.67,0,30.0%,3.20,0,0,,0,,0,0,0,0,0,0,0,0,56,90%,0,0%,0,0%,False,Terrelle Pryor,False,20,25
2016.0,2016-09-25,3.0,3.0,27.097,CLE,MIA,L 24-30,True,3,5,60.00,35,0,0,81.2,1,1,7.00,7.00,14,8,144,18.00,0,57.1%,10.29,4,21,5.25,1,,1,6,0,0,0,0,0,0,78,95%,1,1%,0,0%,True,Terrelle Pryor,False,24,30
2016.0,2016-10-02,4.0,4.0,27.104,CLE,WAS,L 20-31,True,0,0,,0,0,0,,0,0,,,9,5,46,9.20,1,55.6%,5.11,1,-6,-6.00,0,,1,6,0,0,0,0,0,0,67,93%,0,0%,0,0%,True,Terrelle Pryor,False,20,31
2016.0,2016-10-09,5.0,5.0,27.111,CLE,NWE,L 13-33,True,1,3,33.33,5,0,0,42.4,0,0,1.67,1.67,6,5,48,9.60,0,83.3%,8.00,2,3,1.50,0,,0,0,1,0,0,1,0,0,63,100%,0,0%,0,0%,False,Terrelle Pryor,False,13,33
2016.0,2016-10-16,6.0,6.0,27.118,CLE,TEN,L 26-28,True,1,1,100.00,1,0,0,79.2,0,0,1.00,1.00,13,9,75,8.33,2,69.2%,5.77,1,3,3.00,0,,2,12,0,0,0,0,0,0,64,96%,0,0%,0,0%,True,Terrelle Pryor,False,26,28
2016.0,2016-10-23,7.0,7.0,27.125,CLE,CIN,L 17-31,True,0,0,,0,0,0,,0,0,,,4,2,18,9.00,0,50.0%,4.50,0,0,,0,,0,0,0,0,0,0,0,0,31,48%,0,0%,0,0%,True,Terrelle Pryor,False,17,31
2016.0,2016-10-30,8.0,8.0,27.132,CLE,NYJ,L 28-31,True,0,0,,0,0,0,,0,0,,,12,6,101,16.83,0,50.0%,8.42,0,0,,0,1,0,2,0,0,0,0,0,0,60,83%,0,0%,0,0%,False,Terrelle Pryor,False,28,31
2016.0,2016-11-06,9.0,9.0,27.139,CLE,DAL,L 10-35,True,0,0,,0,0,0,,0,0,,,7,5,47,9.40,1,71.4%,6.71,0,0,,0,,1,6,0,0,0,0,0,0,41,93%,0,0%,0,0%,False,Terrelle Pryor,False,10,35
2016.0,2016-11-10,10.0,10.0,27.143,CLE,BAL,L 7-28,True,0,0,,0,0,0,,0,0,,,9,5,48,9.60,0,55.6%,5.33,0,0,,0,,0,0,0,0,0,0,0,0,43,86%,0,0%,0,0%,True,Terrelle Pryor,False,7,28
2016.0,2016-11-20,11.0,11.0,27.153,CLE,PIT,L 9-24,True,0,0,,0,0,0,,0,0,,,10,5,97,19.40,0,50.0%,9.70,0,0,,0,,0,0,0,0,0,0,0,0,58,88%,0,0%,0,0%,False,Terrelle Pryor,False,9,24
2016.0,2016-11-27,12.0,12.0,27.16,CLE,NYG,L 13-27,True,0,0,,0,0,0,,0,0,,,12,6,131,21.83,0,50.0%,10.92,0,0,,0,,0,0,0,0,0,0,0,0,65,87%,0,0%,0,0%,False,Terrelle Pryor,False,13,27
2016.0,2016-12-11,13.0,14.0,27.174,CLE,CIN,L 10-23,False,0,0,,0,0,0,,0,0,,,3,1,3,3.00,0,33.3%,1.00,0,0,,0,,0,0,0,0,0,0,0,0,49,91%,0,0%,0,0%,False,Terrelle Pryor,False,10,23
2016.0,2016-12-18,14.0,15.0,27.181,CLE,BUF,L 13-33,True,0,0,,0,0,0,,0,0,,,8,4,19,4.75,0,50.0%,2.38,0,0,,0,,0,0,0,0,0,0,0,0,49,84%,0,0%,0,0%,True,Terrelle Pryor,False,13,33
2016.0,2016-12-24,15.0,16.0,27.187,CLE,SDG,W 20-17,True,0,0,,0,0,0,,0,0,,,5,3,36,12.00,0,60.0%,7.20,0,0,,0,,0,0,0,0,0,0,0,0,66,93%,0,0%,0,0%,False,Terrelle Pryor,True,20,17
2016.0,2017-01-01,16.0,17.0,27.195,CLE,PIT,L 24-27,True,0,0,,0,0,0,,0,0,,,11,7,94,13.43,0,63.6%,8.55,0,0,,0,,0,0,0,0,0,0,0,0,64,82%,0,0%,0,0%,True,Terrelle Pryor,False,24,27
2017.0,2017-09-10,1.0,1.0,28.082,WAS,PHI,L 17-30,True,0,0,,0,0,0,,0,0,,,11,6,66,11.00,0,54.5%,6.00,0,0,,0,,0,0,0,0,0,0,0,0,53,84%,0,0%,0,0%,False,Terrelle Pryor,False,17,30
2017.0,2017-09-17,2.0,2.0,28.089,WAS,LAR,W 27-20,False,0,0,,0,0,0,,0,0,,,4,2,31,15.50,0,50.0%,7.75,0,0,,0,,0,0,0,0,0,0,0,0,52,73%,0,0%,0,0%,True,Terrelle Pryor,True,27,20
2017.0,2017-09-24,3.0,3.0,28.096,WAS,OAK,W 27-10,False,0,0,,0,0,0,,0,0,,,4,2,19,9.50,0,50.0%,4.75,0,0,,0,,0,0,0,0,0,0,0,0,57,84%,0,0%,0,0%,False,Terrelle Pryor,True,27,10
2017.0,2017-10-02,4.0,4.0,28.104,WAS,KAN,L 20-29,False,0,0,,0,0,0,,0,0,,,5,3,70,23.33,1,60.0%,14.00,0,0,,0,,1,6,0,0,0,0,0,0,43,86%,0,0%,0,0%,True,Terrelle Pryor,False,20,29
2017.0,2017-10-15,5.0,6.0,28.117,WAS,SFO,W 26-24,True,0,0,,0,0,0,,0,0,,,5,3,23,7.67,0,60.0%,4.60,0,0,,0,,0,0,0,0,0,0,0,0,61,82%,0,0%,0,0%,False,Terrelle Pryor,True,26,24
2017.0,2017-10-23,6.0,7.0,28.125,WAS,PHI,L 24-34,False,0,0,,0,0,0,,0,0,,,4,2,14,7.00,0,50.0%,3.50,0,0,,0,,0,0,0,0,0,0,0,0,30,47%,0,0%,0,0%,True,Terrelle Pryor,False,24,34
2017.0,2017-10-29,7.0,8.0,28.131,WAS,DAL,L 19-33,False,0,0,,0,0,0,,0,0,,,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0,0,0,0,0,0,19,32%,0,0%,0,0%,False,Terrelle Pryor,False,19,33
2017.0,2017-11-05,8.0,9.0,28.138,WAS,SEA,W 17-14,False,0,0,,0,0,0,,0,0,,,3,2,17,8.50,0,66.7%,5.67,0,0,,0,,0,0,0,0,0,0,0,0,35,56%,0,0%,0,0%,True,Terrelle Pryor,True,17,14
2017.0,2017-11-12,9.0,10.0,28.145,WAS,MIN,L 30-38,False,0,0,,0,0,0,,0,0,,,0,0,0,,0,0.0%,,0,0,,0,,0,0,0,0,0,0,0,0,28,37%,0,0%,0,0%,False,Terrelle Pryor,False,30,38
2017.0,2017-11-19,10.0,11.0,,WAS,NOR,L 31-34,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Terrelle Pryor,False,31,34
2017.0,2017-11-23,11.0,12.0,,WAS,NYG,W 20-10,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Terrelle Pryor,True,20,10
2017.0,2017-11-30,12.0,13.0,,WAS,DAL,L 14-38,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Terrelle Pryor,False,14,38
2017.0,2017-12-10,13.0,14.0,,WAS,LAC,L 13-30,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Terrelle Pryor,False,13,30
