Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Blck,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player
2014,2014-11-23,11,12,24.219,WAS,@,SFO,L 13-17,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,8,373,46.63,0,0,0%,0,0%,11,41%,True,Tress Way
2014,2014-11-30,12,13,24.226,WAS,@,IND,L 27-49,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,6,279,46.50,0,0,0%,0,0%,11,31%,True,Tress Way
2014,2014-12-07,13,14,24.233,WAS,,STL,L 0-24,False,0,0,,0,0,0,,0,0,,,1,2,2.00,0,0.0,0,0,0,0,0,0,0,0,0,0,0,6,275,45.83,0,0,0%,0,0%,7,30%,False,Tress Way
2014,2014-12-14,14,15,24.240,WAS,@,NYG,L 13-24,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,0,0,1,0,0,1,0,0,6,271,45.17,0,0,0%,0,0%,9,32%,True,Tress Way
2014,2014-12-20,15,16,24.246,WAS,,PHI,W 27-24,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,3,133,44.33,0,0,0%,0,0%,8,30%,False,Tress Way
2014,2014-12-28,16,17,24.254,WAS,,DAL,L 17-44,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,4,176,44.00,0,0,0%,0,0%,7,22%,False,Tress Way
2015,2015-09-13,1,1,25.148,WAS,,MIA,L 10-17,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,3,124,41.33,0,0,0%,0,0%,6,30%,False,Tress Way
2015,2015-09-20,2,2,25.155,WAS,,STL,W 24-10,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,6,244,40.67,0,0,0%,0,0%,10,33%,False,Tress Way
2015,2015-09-24,3,3,25.159,WAS,@,NYG,L 21-32,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,1,36,36.00,1,0,0%,0,0%,7,24%,True,Tress Way
2015,2015-10-04,4,4,25.169,WAS,,PHI,W 23-20,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,5,221,44.20,0,0,0%,0,0%,10,33%,False,Tress Way
2015,2015-10-11,5,5,25.176,WAS,@,ATL,L 19-25,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,4,201,50.25,0,0,0%,0,0%,8,33%,True,Tress Way
2015,2015-10-18,6,6,25.183,WAS,@,NYJ,L 20-34,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,6,288,48.00,0,0,0%,0,0%,10,31%,True,Tress Way
2015,2015-10-25,7,7,25.190,WAS,,TAM,W 31-30,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,4,189,47.25,0,0,0%,0,0%,9,30%,False,Tress Way
2015,2015-11-08,8,9,25.204,WAS,@,NWE,L 10-27,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,4,188,47.00,0,0,0%,0,0%,6,27%,True,Tress Way
2015,2015-11-15,9,10,25.211,WAS,,NOR,W 47-14,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,87,43.50,0,0,0%,0,0%,11,38%,False,Tress Way
2015,2015-11-22,10,11,25.218,WAS,@,CAR,L 16-44,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,5,266,53.20,0,0,0%,0,0%,7,22%,True,Tress Way
2015,2015-11-29,11,12,25.225,WAS,,NYG,W 20-14,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,6,268,44.67,0,0,0%,0,0%,11,39%,False,Tress Way
2015,2015-12-07,12,13,25.233,WAS,,DAL,L 16-19,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,1,0,1,0,0,0,0,0,0,0,0,6,253,42.17,0,0,0%,0,0%,12,39%,False,Tress Way
2015,2015-12-13,13,14,25.239,WAS,@,CHI,W 24-21,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,4,172,43.00,0,0,0%,0,0%,8,31%,True,Tress Way
2015,2015-12-20,14,15,25.246,WAS,,BUF,W 35-25,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,3,140,46.67,0,0,0%,0,0%,8,31%,False,Tress Way
2015,2015-12-26,15,16,25.252,WAS,@,PHI,W 38-24,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,7,347,49.57,0,0,0%,0,0%,12,34%,True,Tress Way
2015,2016-01-03,16,17,25.260,WAS,@,DAL,W 34-23,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,4,200,50.00,0,0,0%,0,0%,11,35%,True,Tress Way
2016,2016-09-12,1,1,26.147,WAS,,PIT,L 16-38,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,1,27,27.00,0,0,0%,0,0%,5,20%,False,Tress Way
2016,2016-09-18,2,2,26.153,WAS,,DAL,L 23-27,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,2,75,37.50,0,0,0%,0,0%,7,26%,False,Tress Way
2016,2016-09-25,3,3,26.160,WAS,@,NYG,W 29-27,False,1,1,100.00,31,0,0,118.7,0,0,31.00,31.00,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,2,91,45.50,0,0,0%,0,0%,11,33%,True,Tress Way
2016,2016-10-02,4,4,26.167,WAS,,CLE,W 31-20,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,3,146,48.67,0,0,0%,0,0%,8,35%,False,Tress Way
2016,2016-10-09,5,5,26.174,WAS,@,BAL,W 16-10,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,6,253,42.17,0,0,0%,0,0%,10,36%,True,Tress Way
2016,2016-10-16,6,6,26.181,WAS,,PHI,W 27-20,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,4,211,52.75,0,0,0%,0,0%,9,30%,False,Tress Way
2016,2016-10-23,7,7,26.188,WAS,@,DET,L 17-20,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,2,86,43.00,0,0,0%,0,0%,6,27%,True,Tress Way
2016,2016-10-30,8,8,26.195,WAS,@,CIN,T 27-27,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,3,128,42.67,0,0,0%,0,0%,10,31%,True,Tress Way
2016,2016-11-13,9,10,26.209,WAS,,MIN,W 26-20,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,2,92,46.00,0,0,0%,0,0%,8,31%,False,Tress Way
2016,2016-11-20,10,11,26.216,WAS,,GNB,W 42-24,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,3,114,38.00,0,0,0%,0,0%,8,28%,False,Tress Way
2016,2016-11-24,11,12,26.220,WAS,@,DAL,L 26-31,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,1,39,39.00,0,0,0%,0,0%,7,27%,True,Tress Way
2016,2016-12-04,12,13,26.230,WAS,@,ARI,L 23-31,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,2,89,44.50,0,0,0%,0,0%,7,25%,True,Tress Way
2016,2016-12-11,13,14,26.237,WAS,@,PHI,W 27-22,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,3,141,47.00,0,0,0%,0,0%,7,28%,True,Tress Way
2016,2016-12-19,14,15,26.245,WAS,,CAR,L 15-26,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,6,286,47.67,0,0,0%,0,0%,10,29%,False,Tress Way
2016,2016-12-24,15,16,26.250,WAS,@,CHI,W 41-21,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,2,83,41.50,0,0,0%,0,0%,9,33%,True,Tress Way
2016,2017-01-01,16,17,26.258,WAS,,NYG,L 10-19,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,7,348,49.71,0,0,0%,0,0%,10,36%,False,Tress Way
2017,2017-09-10,1,1,27.145,WAS,,PHI,L 17-30,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,4,162,40.50,0,0,0%,0,0%,7,27%,False,Tress Way
2017,2017-09-17,2,2,27.152,WAS,@,LAR,W 27-20,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,4,204,51.00,0,0,0%,0,0%,11,35%,True,Tress Way
2017,2017-09-24,3,3,27.159,WAS,,OAK,W 27-10,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,5,221,44.20,0,0,0%,0,0%,11,38%,False,Tress Way
2017,2017-10-02,4,4,27.167,WAS,@,KAN,L 20-29,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,4,169,42.25,0,0,0%,0,0%,8,29%,True,Tress Way
2017,2017-10-15,5,6,27.180,WAS,,SFO,W 26-24,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,4,181,45.25,0,0,0%,0,0%,9,30%,False,Tress Way
2017,2017-10-23,6,7,27.188,WAS,@,PHI,L 24-34,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,5,239,47.80,0,0,0%,0,0%,10,31%,True,Tress Way
2017,2017-10-29,7,8,27.194,WAS,,DAL,L 19-33,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,3,140,46.67,0,0,0%,0,0%,9,27%,False,Tress Way
2017,2017-11-05,8,9,27.201,WAS,@,SEA,W 17-14,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,8,320,40.00,0,0,0%,0,0%,12,43%,True,Tress Way
2017,2017-11-12,9,10,27.208,WAS,,MIN,L 30-38,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,1,52,52.00,0,0,0%,0,0%,7,24%,False,Tress Way
2017,2017-11-19,10,11,27.215,WAS,@,NOR,L 31-34,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,5,248,49.60,0,0,0%,0,0%,11,33%,True,Tress Way
2017,2017-11-23,11,12,27.219,WAS,,NYG,W 20-10,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,7,308,44.00,0,0,0%,0,0%,11,37%,False,Tress Way
2017,2017-11-30,12,13,27.226,WAS,@,DAL,L 14-38,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,5,213,42.60,0,0,0%,0,0%,7,25%,True,Tress Way
2017,2017-12-10,13,14,27.236,WAS,@,LAC,L 13-30,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,8,345,43.13,0,0,0%,0,0%,10,32%,True,Tress Way
2017,2017-12-17,14,15,27.243,WAS,,ARI,W 20-15,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,6,319,53.17,0,0,0%,0,0%,10,32%,False,Tress Way
2017,2017-12-24,15,16,27.250,WAS,,DEN,W 27-11,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,5,247,49.40,0,0,0%,0,0%,10,38%,False,Tress Way
2017,2017-12-31,16,17,27.257,WAS,@,NYG,L 10-18,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,9,426,47.33,0,0,0%,0,0%,12,39%,True,Tress Way
2018,2018-09-09,1,1,28.144,WAS,@,ARI,W 24-6,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,4,186,46.50,0,0,0%,0,0%,8,40%,True,Tress Way
2018,2018-09-16,2,2,28.151,WAS,,IND,L 9-21,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,5,182,36.40,0,0,0%,0,0%,9,36%,False,Tress Way
2018,2018-09-23,3,3,28.158,WAS,,GNB,W 31-17,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,5,235,47.00,0,0,0%,0,0%,10,34%,False,Tress Way
2018,2018-10-08,4,5,28.173,WAS,@,NOR,L 19-43,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,3,110,36.67,0,0,0%,0,0%,6,24%,True,Tress Way
2018,2018-10-14,5,6,28.179,WAS,,CAR,W 23-17,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,4,164,41.00,0,0,0%,0,0%,9,38%,False,Tress Way
2018,2018-10-21,6,7,28.186,WAS,,DAL,W 20-17,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,6,227,37.83,0,0,0%,0,0%,10,36%,False,Tress Way
2018,2018-10-28,7,8,28.193,WAS,@,NYG,W 20-13,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,1,0,1,0,0,0,0,0,0,0,0,5,246,49.20,0,0,0%,0,0%,12,41%,True,Tress Way
2018,2018-11-04,8,9,28.200,WAS,,ATL,L 14-38,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,5,245,49.00,0,0,0%,0,0%,7,28%,False,Tress Way
2018,2018-11-11,9,10,28.207,WAS,@,TAM,W 16-3,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,5,247,49.40,0,0,0%,0,0%,9,45%,True,Tress Way
2018,2018-11-18,10,11,28.214,WAS,,HOU,L 21-23,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,5,202,40.40,0,0,0%,0,0%,9,33%,False,Tress Way
2018,2018-11-22,11,12,28.218,WAS,@,DAL,L 23-31,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,5,228,45.60,0,0,0%,0,0%,9,29%,True,Tress Way
2018,2018-12-03,12,13,28.229,WAS,@,PHI,L 13-28,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,6,290,48.33,0,0,0%,0,0%,9,36%,True,Tress Way
2018,2018-12-09,13,14,28.235,WAS,,NYG,L 16-40,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,8,409,51.13,0,0,0%,0,0%,8,26%,False,Tress Way
2018,2018-12-16,14,15,28.242,WAS,@,JAX,W 16-13,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,6,279,46.50,0,0,0%,0,0%,10,38%,True,Tress Way
2018,2018-12-22,15,16,28.248,WAS,@,TEN,L 16-25,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,2,107,53.50,0,0,0%,0,0%,6,26%,True,Tress Way
2018,2018-12-30,16,17,28.256,WAS,,PHI,L 0-24,False,1,1,100.00,7,0,0,95.8,0,0,7.00,7.00,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,5,224,44.80,0,0,0%,0,0%,6,32%,False,Tress Way
2019,2019-09-08,1,1,29.143,WAS,@,PHI,L 27-32,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,5,272,54.40,0,0,0%,0,0%,11,38%,True,Tress Way
2019,2019-09-15,2,2,29.150,WAS,,DAL,L 21-31,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,4,198,49.50,0,0,0%,0,0%,7,29%,False,Tress Way
2019,2019-09-23,3,3,29.158,WAS,,CHI,L 15-31,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,48,48.00,0,0,0%,0,0%,3,14%,False,Tress Way
2019,2019-09-29,4,4,29.164,WAS,@,NYG,L 3-24,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,6,319,53.17,0,0,0%,0,0%,7,35%,True,Tress Way
2019,2019-10-06,5,5,29.171,WAS,,NWE,L 7-33,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,10,500,50.00,0,0,0%,0,0%,11,34%,False,Tress Way
2019,2019-10-13,6,6,29.178,WAS,@,MIA,W 17-16,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,7,315,45.00,0,0,0%,0,0%,11,37%,True,Tress Way
2019,2019-10-20,7,7,29.185,WAS,,SFO,L 0-9,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,4,198,49.50,0,0,0%,0,0%,5,31%,False,Tress Way
2019,2019-10-24,8,8,29.189,WAS,@,MIN,L 9-19,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,107,53.50,0,0,0%,0,0%,5,25%,True,Tress Way
2019,2019-11-03,9,9,29.199,WAS,@,BUF,L 9-24,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,5,172,34.40,0,0,0%,0,0%,8,33%,True,Tress Way
2019,2019-11-17,10,11,29.213,WAS,,NYJ,L 17-34,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,6,317,52.83,0,0,0%,0,0%,9,29%,False,Tress Way
2019,2019-11-24,11,12,29.220,WAS,,DET,W 19-16,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,5,260,52.00,0,0,0%,0,0%,10,33%,False,Tress Way
2019,2019-12-01,12,13,29.227,WAS,@,CAR,W 29-21,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,5,290,58.00,0,0,0%,0,0%,11,33%,True,Tress Way
2019,2019-12-08,13,14,29.234,WAS,@,GNB,L 15-20,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,6,264,44.00,0,0,0%,0,0%,8,32%,True,Tress Way
2019,2019-12-15,14,15,29.241,WAS,,PHI,L 27-37,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,4,196,49.00,0,0,0%,0,0%,9,31%,False,Tress Way
2019,2019-12-22,15,16,29.248,WAS,,NYG,L 35-41,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,5,236,47.20,0,0,0%,0,0%,10,29%,False,Tress Way
2019,2019-12-29,16,17,29.255,WAS,@,DAL,L 16-47,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,4,227,56.75,0,0,0%,0,0%,8,24%,True,Tress Way
2020,2020-09-13,1,1,30.148,WAS,,PHI,W 27-17,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,7,329,47.00,0,0,0%,0,0%,14,43%,False,Tress Way
2020,2020-09-20,2,2,30.155,WAS,@,ARI,L 15-30,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,6,284,47.33,0,0,0%,0,0%,7,25%,True,Tress Way
2020,2020-09-27,3,3,30.162,WAS,@,CLE,L 20-34,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,3,147,49.00,0,0,0%,0,0%,6,21%,True,Tress Way
2020,2020-10-04,4,4,30.169,WAS,,BAL,L 17-31,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,5,229,45.80,0,0,0%,0,0%,9,33%,False,Tress Way
2020,2020-10-11,5,5,30.176,WAS,,LAR,L 10-30,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,10,511,51.10,0,0,0%,0,0%,12,39%,False,Tress Way
2020,2020-10-18,6,6,30.183,WAS,@,NYG,L 19-20,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,55,55.00,0,0,0%,0,0%,6,27%,True,Tress Way
2020,2020-10-25,7,7,30.190,WAS,,DAL,W 25-3,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,76,38.00,0,0,0%,0,0%,6,30%,False,Tress Way
2020,2020-11-08,8,9,30.204,WAS,,NYG,L 20-23,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,110,55.00,0,0,0%,0,0%,6,23%,False,Tress Way
2020,2020-11-15,9,10,30.211,WAS,@,DET,L 27-30,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,77,38.50,0,0,0%,0,0%,8,26%,True,Tress Way
2020,2020-11-22,10,11,30.218,WAS,,CIN,W 20-9,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,5,252,50.40,0,0,0%,0,0%,10,37%,False,Tress Way
2020,2020-11-26,11,12,30.222,WAS,@,DAL,W 41-16,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,117,58.50,0,0,0%,0,0%,9,31%,True,Tress Way
2020,2020-12-07,12,13,30.233,WAS,@,PIT,W 23-17,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,7,322,46.00,0,0,0%,0,0%,13,41%,True,Tress Way
2020,2020-12-13,13,14,30.239,WAS,@,SFO,W 23-15,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,1,0,1,0,0,0,0,0,0,0,0,8,398,49.75,0,0,0%,0,0%,14,42%,True,Tress Way
2020,2020-12-20,14,15,30.246,WAS,,SEA,L 15-20,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,4,182,45.50,0,0,0%,0,0%,7,29%,False,Tress Way
2020,2020-12-27,15,16,30.253,WAS,,CAR,L 13-20,False,0,0,,0,0,0,,0,0,,,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,3,154,51.33,0,0,0%,0,0%,6,27%,False,Tress Way
