Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2013.0,2013-09-08,1.0,1.0,21.151,BUF,NWE,L 21-23,True,2,1,18,18.00,1,50.0%,9.00,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,61,97%,0,0%,3,9%,False,Robert Woods,False,21,23
2013.0,2013-09-15,2.0,2.0,21.158,BUF,CAR,W 24-23,True,6,4,68,17.00,0,66.7%,11.33,1,3,3.00,0,0,0,,0,0,0,,0,1,0,2,0.0,0,0,0,,,0,0,0,0,0,0,71,95%,0,0%,7,23%,False,Robert Woods,True,24,23
2013.0,2013-09-22,3.0,3.0,21.165,BUF,NYJ,L 20-27,True,10,2,35,17.50,0,20.0%,3.50,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,86,100%,0,0%,6,18%,True,Robert Woods,False,20,27
2013.0,2013-09-29,4.0,4.0,21.172,BUF,BAL,W 23-20,True,8,4,80,20.00,1,50.0%,10.00,1,13,13.00,0,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,80,95%,0,0%,6,17%,False,Robert Woods,True,23,20
2013.0,2013-10-03,5.0,5.0,21.176,BUF,CLE,L 24-37,True,13,5,64,12.80,0,38.5%,4.92,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,73,95%,0,0%,3,8%,True,Robert Woods,False,24,37
2013.0,2013-10-13,6.0,6.0,21.186,BUF,CIN,L 24-27,True,6,2,9,4.50,0,33.3%,1.50,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,64,93%,0,0%,1,3%,False,Robert Woods,False,24,27
2013.0,2013-10-20,7.0,7.0,21.193,BUF,MIA,W 23-21,True,4,3,24,8.00,0,75.0%,6.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,63,94%,0,0%,6,18%,True,Robert Woods,True,23,21
2013.0,2013-10-27,8.0,8.0,21.2,BUF,NOR,L 17-35,True,3,1,7,7.00,0,33.3%,2.33,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,67,94%,0,0%,4,14%,True,Robert Woods,False,17,35
2013.0,2013-11-03,9.0,9.0,21.207,BUF,KAN,L 13-23,True,8,4,44,11.00,0,50.0%,5.50,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,49,61%,0,0%,3,11%,False,Robert Woods,False,13,23
2013.0,2013-11-10,10.0,10.0,,BUF,PIT,L 10-23,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Robert Woods,False,10,23
2013.0,2013-11-17,11.0,11.0,,BUF,NYJ,W 37-14,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Robert Woods,True,37,14
2013.0,2013-12-01,12.0,13.0,21.235,BUF,ATL,L 31-34,True,3,2,39,19.50,0,66.7%,13.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,51,80%,0,0%,0,0%,False,Robert Woods,False,31,34
2013.0,2013-12-08,13.0,14.0,21.242,BUF,TAM,L 6-27,True,5,3,20,6.67,0,60.0%,4.00,0,0,,0,1,9,9.00,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,66,99%,0,0%,6,19%,True,Robert Woods,False,6,27
2013.0,2013-12-15,14.0,15.0,21.249,BUF,JAX,W 27-20,True,6,5,82,16.40,1,83.3%,13.67,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,66,87%,0,0%,0,0%,True,Robert Woods,True,27,20
2013.0,2013-12-22,15.0,16.0,21.256,BUF,MIA,W 19-0,True,5,3,70,23.33,0,60.0%,14.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,45,57%,0,0%,0,0%,False,Robert Woods,True,19,0
2013.0,2013-12-29,16.0,17.0,21.263,BUF,NWE,L 20-34,True,6,1,27,27.00,0,16.7%,4.50,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,68,99%,0,0%,0,0%,True,Robert Woods,False,20,34
2014.0,2014-09-07,1.0,1.0,22.15,BUF,CHI,W 23-20,True,6,4,78,19.50,0,66.7%,13.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,52,91%,0,0%,7,24%,True,Robert Woods,True,23,20
2014.0,2014-09-14,2.0,2.0,22.157,BUF,MIA,W 29-10,True,3,1,5,5.00,0,33.3%,1.67,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,47,80%,0,0%,8,26%,False,Robert Woods,True,29,10
2014.0,2014-09-21,3.0,3.0,22.164,BUF,SDG,L 10-22,True,8,3,19,6.33,0,37.5%,2.38,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,65,93%,0,0%,7,27%,False,Robert Woods,False,10,22
2014.0,2014-09-28,4.0,4.0,22.171,BUF,HOU,L 17-23,True,12,3,17,5.67,0,25.0%,1.42,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,69,99%,0,0%,4,12%,True,Robert Woods,False,17,23
2014.0,2014-10-05,5.0,5.0,22.178,BUF,DET,W 17-14,True,4,3,37,12.33,0,75.0%,9.25,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,67,94%,0,0%,9,28%,True,Robert Woods,True,17,14
2014.0,2014-10-12,6.0,6.0,22.185,BUF,NWE,L 22-37,True,10,7,78,11.14,1,70.0%,7.80,0,0,,0,0,0,,0,0,0,,0,1,1,8,0.0,0,0,0,,,0,0,0,0,0,0,62,90%,0,0%,3,10%,False,Robert Woods,False,22,37
2014.0,2014-10-19,7.0,7.0,22.192,BUF,MIN,W 17-16,True,5,4,10,2.50,0,80.0%,2.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,1,1,0,0,0,0,64,91%,0,0%,7,26%,False,Robert Woods,True,17,16
2014.0,2014-10-26,8.0,8.0,22.199,BUF,NYJ,W 43-23,True,3,3,50,16.67,1,100.0%,16.67,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,0,1,1,0,0,0,0,0,0,0,0,18,33%,0,0%,2,6%,True,Robert Woods,True,43,23
2014.0,2014-11-09,9.0,10.0,22.213,BUF,KAN,L 13-17,True,8,6,52,8.67,0,75.0%,6.50,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,59,81%,0,0%,4,14%,False,Robert Woods,False,13,17
2014.0,2014-11-13,10.0,11.0,22.217,BUF,MIA,L 9-22,True,5,2,15,7.50,0,40.0%,3.00,0,0,,0,0,0,,0,1,11,11.00,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,53,85%,0,0%,8,35%,True,Robert Woods,False,9,22
2014.0,2014-11-24,11.0,12.0,22.228,BUF,NYJ,W 38-3,True,11,9,118,13.11,1,81.8%,10.73,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,1,0,1,0,0,0,0,0,0,0,0,53,82%,0,0%,5,18%,False,Robert Woods,True,38,3
2014.0,2014-11-30,12.0,13.0,22.234,BUF,CLE,W 26-10,True,7,4,71,17.75,0,57.1%,10.14,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,58,89%,0,0%,7,23%,False,Robert Woods,True,26,10
2014.0,2014-12-07,13.0,14.0,22.241,BUF,DEN,L 17-24,True,4,3,36,12.00,0,75.0%,9.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,65,81%,0,0%,4,18%,True,Robert Woods,False,17,24
2014.0,2014-12-14,14.0,15.0,22.248,BUF,GNB,W 21-13,True,5,2,22,11.00,0,40.0%,4.40,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,55,81%,0,0%,6,18%,False,Robert Woods,True,21,13
2014.0,2014-12-21,15.0,16.0,22.255,BUF,OAK,L 24-26,True,9,7,52,7.43,1,77.8%,5.78,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,66,97%,0,0%,4,11%,True,Robert Woods,False,24,26
2014.0,2014-12-28,16.0,17.0,22.262,BUF,NWE,W 17-9,False,4,4,39,9.75,1,100.0%,9.75,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,46,78%,0,0%,4,17%,True,Robert Woods,True,17,9
2015.0,2015-09-13,1.0,1.0,23.156,BUF,IND,W 27-14,False,2,2,27,13.50,0,100.0%,13.50,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,28,47%,0,0%,7,29%,False,Robert Woods,True,27,14
2015.0,2015-09-20,2.0,2.0,23.163,BUF,NWE,L 32-40,False,3,3,60,20.00,1,100.0%,20.00,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,53,74%,0,0%,6,17%,False,Robert Woods,False,32,40
2015.0,2015-09-27,3.0,3.0,23.17,BUF,MIA,W 41-14,False,5,4,38,9.50,0,80.0%,7.60,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,49,75%,0,0%,5,18%,True,Robert Woods,True,41,14
2015.0,2015-10-04,4.0,4.0,23.177,BUF,NYG,L 10-24,False,5,3,33,11.00,0,60.0%,6.60,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,1,1,0,0,0,0,68,92%,0,0%,3,10%,False,Robert Woods,False,10,24
2015.0,2015-10-11,5.0,5.0,23.184,BUF,TEN,W 14-13,True,2,1,6,6.00,0,50.0%,3.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,2,0,2,0,0,0,0,0,0,0,0,35,66%,0,0%,4,15%,True,Robert Woods,True,14,13
2015.0,2015-10-18,6.0,6.0,23.191,BUF,CIN,L 21-34,True,6,4,47,11.75,0,66.7%,7.83,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,63,90%,0,0%,4,14%,False,Robert Woods,False,21,34
2015.0,2015-10-25,7.0,7.0,23.198,BUF,JAX,L 31-34,True,13,9,84,9.33,1,69.2%,6.46,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,72,92%,0,0%,0,0%,True,Robert Woods,False,31,34
2015.0,2015-11-08,8.0,9.0,23.212,BUF,MIA,W 33-17,True,1,0,0,,0,0.0%,0.00,1,0,0.00,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,50,91%,0,0%,1,4%,False,Robert Woods,True,33,17
2015.0,2015-11-12,9.0,10.0,23.216,BUF,NYJ,W 22-17,True,7,3,19,6.33,0,42.9%,2.71,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,61,94%,0,0%,0,0%,True,Robert Woods,True,22,17
2015.0,2015-11-23,10.0,11.0,23.227,BUF,NWE,L 13-20,True,9,4,44,11.00,0,44.4%,4.89,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,68,96%,0,0%,4,12%,True,Robert Woods,False,13,20
2015.0,2015-11-29,11.0,12.0,23.233,BUF,KAN,L 22-30,True,9,3,25,8.33,0,33.3%,2.78,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,69,96%,0,0%,5,17%,True,Robert Woods,False,22,30
2015.0,2015-12-06,12.0,13.0,23.24,BUF,HOU,W 30-21,True,5,2,19,9.50,1,40.0%,3.80,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,46,74%,3,4%,1,3%,False,Robert Woods,True,30,21
2015.0,2015-12-13,13.0,14.0,23.247,BUF,PHI,L 20-23,False,7,5,106,21.20,0,71.4%,15.14,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,1,0,0,0,0,0,56,76%,0,0%,3,9%,True,Robert Woods,False,20,23
