Year,Date,G#,Week,Age,Tm,Opp,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Win,Score,Opp Score,Player
2009,2009-11-19,10,11,,MIA,CAR,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,True,24,17,Ronnie Brown
2009,2009-11-29,11,12,,MIA,BUF,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,False,14,31,Ronnie Brown
2009,2009-12-06,12,13,,MIA,NWE,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,True,22,21,Ronnie Brown
2009,2009-12-13,13,14,,MIA,JAX,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,True,14,10,Ronnie Brown
2009,2009-12-20,14,15,,MIA,TEN,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,False,24,27,Ronnie Brown
2009,2009-12-27,15,16,,MIA,HOU,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,False,20,27,Ronnie Brown
2009,2010-01-03,16,17,,MIA,PIT,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,False,24,30,Ronnie Brown
2010,2010-09-12,1,1,28.274,MIA,BUF,True,13,65,5.00,1,3,2,20,10.00,0,66.7%,6.67,0,0,,0,0,0,,0,,,,0,0,,0,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,15,10,Ronnie Brown
2010,2010-09-19,2,2,28.281,MIA,MIN,True,13,80,6.15,0,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0,,0,,,,0,0,,0,,0,0,0.0,0,0,0,,,1,1,0,0,0,0,,,,,,,True,True,14,10,Ronnie Brown
2010,2010-09-26,3,3,28.288,MIA,NYJ,True,11,54,4.91,0,2,2,-1,-0.50,0,100.0%,-0.50,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,False,23,31,Ronnie Brown
2010,2010-10-04,4,4,28.296,MIA,NWE,True,11,27,2.45,0,4,4,29,7.25,0,100.0%,7.25,0,0,,0,0,0,,0,,,,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,False,14,41,Ronnie Brown
2010,2010-10-17,5,6,28.309,MIA,GNB,True,19,73,3.84,0,1,1,2,2.00,0,100.0%,2.00,0,0,,0,0,0,,0,,,,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,23,20,Ronnie Brown
2010,2010-10-24,6,7,28.316,MIA,PIT,True,9,14,1.56,0,4,2,20,10.00,0,50.0%,5.00,0,0,,0,0,0,,0,,,,0,0,,0,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,False,False,22,23,Ronnie Brown
2010,2010-10-31,7,8,28.323,MIA,CIN,True,16,61,3.81,0,2,1,7,7.00,0,50.0%,3.50,0,0,,0,0,0,,0,,,,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,22,14,Ronnie Brown
2010,2010-11-07,8,9,28.330,MIA,BAL,True,9,59,6.56,1,6,5,40,8.00,0,83.3%,6.67,0,0,,0,0,0,,0,,,,0,0,,0,,1,6,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,True,False,10,26,Ronnie Brown
2010,2010-11-14,9,10,28.337,MIA,TEN,True,12,11,0.92,1,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,,,0,0,,0,,1,6,0.0,0,1,1,,,0,,0,0,0,0,,,,,,,False,True,29,17,Ronnie Brown
2010,2010-11-18,10,11,28.341,MIA,CHI,True,3,10,3.33,0,3,3,19,6.33,0,100.0%,6.33,0,0,,0,0,0,,0,,,,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,False,0,16,Ronnie Brown
2010,2010-11-28,11,12,28.351,MIA,OAK,True,24,85,3.54,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,0,,0,,0,0,0.0,0,0,0,,,1,0,0,0,0,0,,,,,,,True,True,33,17,Ronnie Brown
2010,2010-12-05,12,13,28.358,MIA,CLE,True,16,50,3.13,0,2,2,27,13.50,0,100.0%,13.50,0,0,,0,0,0,,0,,,,0,0,,0,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,False,False,10,13,Ronnie Brown
2010,2010-12-12,13,14,29.000,MIA,NYJ,True,16,55,3.44,0,2,0,0,,0,0.0%,0.00,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,,,,,,,True,True,10,6,Ronnie Brown
2010,2010-12-19,14,15,29.007,MIA,BUF,True,10,39,3.90,1,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0,,0,,,,0,0,,0,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,False,14,17,Ronnie Brown
2010,2010-12-26,15,16,29.014,MIA,DET,True,12,37,3.08,1,6,6,34,5.67,0,100.0%,5.67,0,0,,0,0,0,,0,,,,0,0,,0,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,False,27,34,Ronnie Brown
2010,2011-01-02,16,17,29.021,MIA,NWE,True,6,14,2.33,0,4,3,39,13.00,0,75.0%,9.75,0,0,,0,0,0,,0,,,,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,7,38,Ronnie Brown
2011,2011-09-11,1,1,29.273,PHI,STL,False,4,7,1.75,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,31,13,Ronnie Brown
2011,2011-09-18,2,2,29.280,PHI,ATL,False,3,10,3.33,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,31,35,Ronnie Brown
2011,2011-09-25,3,3,29.287,PHI,NYG,False,3,6,2.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,False,16,29,Ronnie Brown
2011,2011-10-02,4,4,29.294,PHI,SFO,False,3,15,5.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,1,1,0,0,0,0,,,,,,,False,False,23,24,Ronnie Brown
2011,2011-10-09,5,5,29.301,PHI,BUF,False,,,,,,,,,,0.0%,,,,,,,,,,,,,,,,,,0,0,0.0,,,,,,0,,,0,0,0,,,,,,,True,False,24,31,Ronnie Brown
2011,2011-10-16,6,6,29.308,PHI,WAS,False,,,,,,,,,,0.0%,,,,,,,,,,,,,,,,,,0,0,0.0,,,,,,0,,,0,0,0,,,,,,,True,True,20,13,Ronnie Brown
2011,2011-10-30,7,8,29.322,PHI,DAL,False,1,4,4.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,1,25,25.00,0,,0,0,0.0,0,1,1,,,0,,0,0,0,0,,,,,,,False,True,34,7,Ronnie Brown
2011,2011-11-07,8,9,29.330,PHI,CHI,False,1,4,4.00,1,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,False,24,30,Ronnie Brown
2011,2011-11-13,9,10,29.336,PHI,ARI,False,1,4,4.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,False,17,21,Ronnie Brown
2011,2011-11-20,10,11,29.343,PHI,NYG,False,1,6,6.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,17,10,Ronnie Brown
2011,2011-11-27,11,12,29.350,PHI,NWE,True,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,1,0,1,0,0,0,,0,0,0,0,,,,,,,False,False,20,38,Ronnie Brown
2011,2011-12-01,12,13,29.354,PHI,SEA,False,2,11,5.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,True,False,14,31,Ronnie Brown
2011,2011-12-11,13,14,29.364,PHI,MIA,False,3,4,1.33,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,26,10,Ronnie Brown
2011,2011-12-18,14,15,30.006,PHI,NYJ,False,6,18,3.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,45,19,Ronnie Brown
2011,2011-12-24,15,16,30.012,PHI,DAL,False,8,33,4.13,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,1,3,3.00,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,20,7,Ronnie Brown
2011,2012-01-01,16,17,30.020,PHI,WAS,True,6,14,2.33,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,34,10,Ronnie Brown
2012,2012-09-10,1,1,30.273,SDG,OAK,True,5,5,1.00,0,5,5,26,5.20,0,100.0%,5.20,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,26,46%,0,0%,0,0%,True,True,22,14,Ronnie Brown
2012,2012-09-16,2,2,30.279,SDG,TEN,False,4,8,2.00,0,4,4,26,6.50,0,100.0%,6.50,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,25,31%,0,0%,0,0%,False,True,38,10,Ronnie Brown
2012,2012-09-23,3,3,,SDG,ATL,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,False,3,27,Ronnie Brown
2012,2012-09-30,4,4,30.293,SDG,KAN,False,0,0,,0,3,3,50,16.67,0,100.0%,16.67,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,14,22%,0,0%,0,0%,True,True,37,20,Ronnie Brown
2012,2012-10-07,5,5,30.300,SDG,NOR,False,2,27,13.50,0,5,5,47,9.40,0,100.0%,9.40,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,33,48%,0,0%,0,0%,True,False,24,31,Ronnie Brown
2012,2012-10-15,6,6,30.308,SDG,DEN,False,3,13,4.33,0,4,3,23,7.67,0,75.0%,5.75,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,1,0,0,32,43%,0,0%,0,0%,False,False,24,35,Ronnie Brown
2012,2012-10-28,7,8,30.321,SDG,CLE,False,4,17,4.25,0,8,7,85,12.14,0,87.5%,10.63,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,27,39%,0,0%,0,0%,True,False,6,7,Ronnie Brown
2012,2012-11-01,8,9,30.325,SDG,KAN,False,6,38,6.33,0,5,5,35,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,15,31%,0,0%,0,0%,False,True,31,13,Ronnie Brown
2012,2012-11-11,9,10,30.335,SDG,TAM,False,4,18,4.50,0,3,3,6,2.00,0,100.0%,2.00,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,29,44%,0,0%,0,0%,True,False,24,34,Ronnie Brown
2012,2012-11-18,10,11,30.342,SDG,DEN,False,4,9,2.25,0,3,2,6,3.00,0,66.7%,2.00,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,30,43%,0,0%,0,0%,True,False,23,30,Ronnie Brown
2012,2012-11-25,11,12,30.349,SDG,BAL,False,2,17,8.50,0,4,4,22,5.50,0,100.0%,5.50,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,23,34%,0,0%,0,0%,False,False,13,16,Ronnie Brown
2012,2012-12-02,12,13,30.356,SDG,CIN,False,0,0,,0,8,4,27,6.75,0,50.0%,3.38,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,34,51%,0,0%,0,0%,False,False,13,20,Ronnie Brown
2012,2012-12-09,13,14,30.363,SDG,PIT,False,2,17,8.50,0,4,1,7,7.00,0,25.0%,1.75,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,29,37%,0,0%,0,0%,True,True,34,24,Ronnie Brown
2012,2012-12-16,14,15,,SDG,CAR,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,False,7,31,Ronnie Brown
2012,2012-12-23,15,16,31.011,SDG,NYJ,False,5,31,6.20,0,2,2,8,4.00,0,100.0%,4.00,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,24,39%,0,0%,0,0%,True,True,27,17,Ronnie Brown
2012,2012-12-30,16,17,31.018,SDG,OAK,False,5,20,4.00,0,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,14,27%,0,0%,0,0%,False,True,24,21,Ronnie Brown
2013,2013-09-09,1,1,31.271,SDG,HOU,False,5,27,5.40,0,2,2,24,12.00,0,100.0%,12.00,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,24,45%,0,0%,0,0%,False,False,28,31,Ronnie Brown
2013,2013-09-15,2,2,31.277,SDG,PHI,False,3,15,5.00,0,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,15,18%,0,0%,0,0%,True,True,33,30,Ronnie Brown
2013,2013-09-22,3,3,31.284,SDG,TEN,False,5,6,1.20,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,13,22%,0,0%,0,0%,True,False,17,20,Ronnie Brown
2013,2013-09-29,4,4,31.291,SDG,DAL,False,1,7,7.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,5,7%,0,0%,4,14%,False,True,30,21,Ronnie Brown
2013,2013-10-06,5,5,31.298,SDG,OAK,False,7,11,1.57,0,3,3,21,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,24,33%,0,0%,0,0%,True,False,17,27,Ronnie Brown
2013,2013-10-14,6,6,31.306,SDG,IND,False,2,3,1.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,7,9%,0,0%,0,0%,False,True,19,9,Ronnie Brown
2013,2013-10-20,7,7,31.312,SDG,JAX,False,3,14,4.67,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,4,6%,0,0%,0,0%,True,True,24,6,Ronnie Brown
2013,2013-11-03,8,9,31.326,SDG,WAS,False,,,,,,,,,,0.0%,,,,,,,,,,,,,,,,,,0,0,0.0,,,,,,0,,,0,0,0,5,8%,0,0%,0,0%,True,False,24,30,Ronnie Brown
2013,2013-11-10,9,10,31.333,SDG,DEN,False,9,36,4.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,17,24%,0,0%,10,32%,False,False,20,28,Ronnie Brown
2013,2013-11-17,10,11,31.340,SDG,MIA,False,,,,,,,,,,0.0%,,,,,,,,,,,,,,,,,,0,0,0.0,,,,,,0,,,0,0,0,5,8%,0,0%,9,35%,True,False,16,20,Ronnie Brown
2013,2013-11-24,11,12,31.347,SDG,KAN,False,6,23,3.83,0,1,1,-1,-1.00,0,100.0%,-1.00,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,13,19%,0,0%,7,19%,True,True,41,38,Ronnie Brown
2013,2013-12-01,12,13,31.354,SDG,CIN,False,1,3,3.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,1,2%,0,0%,0,0%,False,False,10,17,Ronnie Brown
2013,2013-12-08,13,14,31.361,SDG,NYG,False,0,0,,0,1,1,13,13.00,0,100.0%,13.00,0,0,,0,0,0,,0,0,,,2,34,17.00,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,8,11%,0,0%,3,12%,False,True,37,14,Ronnie Brown
2013,2013-12-12,14,15,32.000,SDG,DEN,False,3,12,4.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,7,10%,0,0%,5,19%,True,True,27,20,Ronnie Brown
2013,2013-12-22,15,16,32.010,SDG,OAK,False,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,1,9,9.00,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,1,1%,0,0%,4,15%,False,True,26,13,Ronnie Brown
2013,2013-12-29,16,17,32.017,SDG,KAN,False,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,3,70,23.33,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,6,18%,False,True,27,24,Ronnie Brown
2014,2014-09-07,1,1,,HOU,WAS,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,True,17,6,Ronnie Brown
2014,2014-09-14,2,2,32.276,HOU,OAK,False,3,2,0.67,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,3,4%,0,0%,0,0%,True,True,30,14,Ronnie Brown
2014,2014-09-21,3,3,32.283,HOU,NYG,False,3,2,0.67,0,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,6,9%,0,0%,7,23%,True,False,17,30,Ronnie Brown
2014,2014-09-28,4,4,32.290,HOU,BUF,False,,,,,,,,,,0.0%,,,,,,,,,,,,,,,,,,0,0,0.0,,,,,,0,,,0,0,0,0,0%,0,0%,10,30%,False,True,23,17,Ronnie Brown
2014,2014-10-12,6,6,32.304,SDG,OAK,False,2,2,1.00,0,1,1,24,24.00,0,100.0%,24.00,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,17,24%,0,0%,5,16%,True,True,31,28,Ronnie Brown
2014,2014-10-19,7,7,32.311,SDG,KAN,False,1,2,2.00,0,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,13,25%,0,0%,6,21%,False,False,20,23,Ronnie Brown
2014,2014-10-23,8,8,32.315,SDG,DEN,False,1,8,8.00,0,1,1,2,2.00,0,100.0%,2.00,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,12,19%,0,0%,6,22%,True,False,21,35,Ronnie Brown
2014,2014-11-02,9,9,32.325,SDG,MIA,False,1,5,5.00,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,10,20%,0,0%,8,33%,True,False,0,37,Ronnie Brown
