Year,Date,G#,Week,Age,Tm,Opp,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Win,Score,Opp Score,Player
2007,2007-09-30,4,4,25.292,MIA,OAK,True,15,134,8.93,1,8,6,73,12.17,0,75.0%,9.13,0,0,,0,0,0,,,,,,0,0,,0,,1,6,0.0,,,,,,0,,0,0,0,0,,,,,,,False,False,17,35,Ronnie Brown
2007,2007-10-07,5,5,25.299,MIA,HOU,True,23,114,4.96,1,5,5,39,7.80,0,100.0%,7.80,0,0,,0,0,0,,,,,,0,0,,0,,1,6,0.0,,,,,,0,,0,0,0,0,,,,,,,True,False,19,22,Ronnie Brown
2007,2007-10-14,6,6,25.306,MIA,CLE,True,19,101,5.32,0,11,9,69,7.67,0,81.8%,6.27,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,False,31,41,Ronnie Brown
2007,2007-10-21,7,7,25.313,MIA,NWE,True,17,76,4.47,0,6,5,33,6.60,0,83.3%,5.50,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,False,28,49,Ronnie Brown
2007,2007-10-28,8,8,,MIA,NYG,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,False,10,13,Ronnie Brown
2007,2007-11-11,9,10,,MIA,BUF,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,False,10,13,Ronnie Brown
2007,2007-11-18,10,11,,MIA,PHI,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,False,7,17,Ronnie Brown
2007,2007-11-26,11,12,,MIA,PIT,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,False,0,3,Ronnie Brown
2007,2007-12-02,12,13,,MIA,NYJ,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,False,13,40,Ronnie Brown
2007,2007-12-09,13,14,,MIA,BUF,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,False,17,38,Ronnie Brown
2007,2007-12-16,14,15,,MIA,BAL,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,True,22,16,Ronnie Brown
2007,2007-12-23,15,16,,MIA,NWE,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,False,7,28,Ronnie Brown
2007,2007-12-30,16,17,,MIA,CIN,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,False,25,38,Ronnie Brown
2008,2008-09-07,1,1,26.270,MIA,NYJ,False,6,23,3.83,0,3,3,28,9.33,0,100.0%,9.33,0,0,,0,0,0,,0,,,,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,False,14,20,Ronnie Brown
2008,2008-09-14,2,2,26.277,MIA,ARI,False,11,25,2.27,1,5,2,19,9.50,0,40.0%,3.80,0,0,,0,0,0,,0,,,,0,0,,0,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,10,31,Ronnie Brown
2008,2008-09-21,3,3,26.284,MIA,NWE,True,17,113,6.65,4,1,1,9,9.00,0,100.0%,9.00,1,1,100.00,19,1,0,158.3,0,0,19.00,39.00,0,0,,0,,4,24,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,38,13,Ronnie Brown
2008,2008-10-05,4,5,26.298,MIA,SDG,True,24,125,5.21,1,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,,,,0,0,,0,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,17,10,Ronnie Brown
2008,2008-10-12,5,6,26.305,MIA,HOU,True,13,50,3.85,1,3,3,43,14.33,0,100.0%,14.33,0,0,,0,0,0,,0,,,,0,0,,0,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,28,29,Ronnie Brown
2008,2008-10-19,6,7,26.312,MIA,BAL,True,13,27,2.08,0,1,1,1,1.00,0,100.0%,1.00,0,0,,0,0,0,,0,,,,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,False,13,27,Ronnie Brown
2008,2008-10-26,7,8,26.319,MIA,BUF,True,14,43,3.07,0,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,,,,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,25,16,Ronnie Brown
2008,2008-11-02,8,9,26.326,MIA,DEN,True,20,59,2.95,1,3,3,30,10.00,0,100.0%,10.00,0,0,,0,0,0,,1,8,,,0,0,,0,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,26,17,Ronnie Brown
2008,2008-11-09,9,10,26.333,MIA,SEA,True,10,39,3.90,1,5,4,27,6.75,0,80.0%,5.40,0,0,,0,0,0,,0,,,,0,0,,0,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,21,19,Ronnie Brown
2008,2008-11-16,10,11,26.340,MIA,OAK,False,16,101,6.31,0,1,1,11,11.00,0,100.0%,11.00,0,0,,0,0,0,,0,,,,0,0,,0,,0,0,0.0,0,0,0,,,1,1,0,0,0,0,,,,,,,False,True,17,15,Ronnie Brown
2008,2008-11-23,11,12,26.347,MIA,NWE,True,10,37,3.70,0,3,1,10,10.00,0,33.3%,3.33,0,0,,0,0,0,,0,,,,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,False,28,48,Ronnie Brown
2008,2008-11-30,12,13,26.354,MIA,STL,True,15,48,3.20,1,0,0,0,,0,0.0%,,1,1,100.00,22,0,0,118.7,0,0,22.00,22.00,0,0,,0,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,16,12,Ronnie Brown
2008,2008-12-07,13,14,26.361,MIA,BUF,True,16,70,4.38,0,3,2,18,9.00,0,66.7%,6.00,0,0,,0,0,0,,0,,,,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,16,3,Ronnie Brown
2008,2008-12-14,14,15,27.002,MIA,SFO,True,10,67,6.70,0,3,1,9,9.00,0,33.3%,3.00,0,0,,0,0,0,,0,,,,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,14,9,Ronnie Brown
2008,2008-12-21,15,16,27.009,MIA,KAN,True,8,32,4.00,0,5,5,21,4.20,0,100.0%,4.20,0,0,,0,0,0,,0,,,,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,38,31,Ronnie Brown
2008,2008-12-28,16,17,27.016,MIA,NYJ,True,11,57,5.18,0,5,4,15,3.75,0,80.0%,3.00,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,24,17,Ronnie Brown
2009,2009-09-13,1,1,27.275,MIA,ATL,True,10,43,4.30,0,4,3,10,3.33,0,75.0%,2.50,0,0,,0,0,0,,0,,,,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,7,19,Ronnie Brown
2009,2009-09-21,2,2,27.283,MIA,IND,True,24,136,5.67,2,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,,,0,0,,0,,2,12,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,False,23,27,Ronnie Brown
2009,2009-09-27,3,3,27.289,MIA,SDG,True,18,75,4.17,0,3,3,40,13.33,0,100.0%,13.33,0,0,,0,0,0,,0,,,,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,13,23,Ronnie Brown
2009,2009-10-04,4,4,27.296,MIA,BUF,True,20,115,5.75,2,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,0,,0,,2,12,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,38,10,Ronnie Brown
2009,2009-10-12,5,5,27.304,MIA,NYJ,True,21,74,3.52,2,4,3,14,4.67,0,75.0%,3.50,1,2,50.00,21,0,0,87.5,0,0,10.50,10.50,0,0,,0,,2,12,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,31,27,Ronnie Brown
2009,2009-10-25,6,7,27.317,MIA,NOR,True,16,48,3.00,1,0,0,0,,0,0.0%,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,False,34,46,Ronnie Brown
2009,2009-11-01,7,8,27.324,MIA,NYJ,True,11,27,2.45,0,2,1,2,2.00,0,50.0%,1.00,0,1,0.00,0,0,0,39.6,1,9,0.00,0.00,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,30,25,Ronnie Brown
2009,2009-11-08,8,9,27.331,MIA,NWE,True,15,48,3.20,0,3,2,16,8.00,0,66.7%,5.33,1,2,50.00,1,1,0,95.8,0,0,0.50,10.50,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,17,27,Ronnie Brown
2009,2009-11-15,9,10,27.338,MIA,TAM,True,12,82,6.83,1,3,2,16,8.00,0,66.7%,5.33,0,0,,0,0,0,,0,,,,0,0,,0,,1,6,0.0,0,0,0,,,1,1,0,0,0,0,,,,,,,False,True,25,23,Ronnie Brown
