Year,Date,G#,Week,Age,Tm,Opp,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Win,Score,Opp Score,Player
2010,2010-09-12,1,1,,ARI,STL,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,True,17,13,Andre Roberts
2010,2010-09-19,2,2,22.253,ARI,ATL,False,,,,,,0.0%,,,,,,,,,,,,,,0,0,0,,,0,0,0,,,,,,,True,False,7,41,Andre Roberts
2010,2010-09-26,3,3,22.260,ARI,OAK,False,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,2,6,3.00,0,0,0,0,,0,0,0,0,,,,,,,False,True,24,23,Andre Roberts
2010,2010-10-03,4,4,22.267,ARI,SDG,False,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,1,19,19.00,0,0,0,0,,0,0,0,0,,,,,,,True,False,10,41,Andre Roberts
2010,2010-10-10,5,5,22.274,ARI,NOR,False,3,2,27,13.50,0,66.7%,9.00,0,0,,0,0,0,,0,2,4,2.00,0,0,0,0,,0,0,0,0,,,,,,,False,True,30,20,Andre Roberts
2010,2010-10-24,6,7,22.288,ARI,SEA,True,4,2,40,20.00,0,50.0%,10.00,0,0,,0,0,0,,0,4,37,9.25,0,0,0,1,1,0,0,0,0,,,,,,,True,False,10,22,Andre Roberts
2010,2010-10-31,7,8,22.295,ARI,TAM,False,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,3,22,7.33,0,0,0,0,,0,0,0,0,,,,,,,False,False,35,38,Andre Roberts
2010,2010-11-07,8,9,22.302,ARI,MIN,False,2,2,29,14.50,1,100.0%,14.50,0,0,,0,0,0,,0,1,7,7.00,0,1,6,0,,0,0,0,0,,,,,,,True,False,24,27,Andre Roberts
2010,2010-11-14,9,10,22.309,ARI,SEA,False,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,1,11,11.00,0,0,0,0,,0,0,0,0,,,,,,,False,False,18,36,Andre Roberts
2010,2010-11-21,10,11,22.316,ARI,KAN,False,11,6,52,8.67,0,54.5%,4.73,0,0,,0,2,41,20.50,0,2,11,5.50,0,0,0,0,,0,0,0,0,,,,,,,True,False,13,31,Andre Roberts
2010,2010-11-29,11,12,22.324,ARI,SFO,False,2,2,21,10.50,0,100.0%,10.50,0,0,,0,0,0,,0,2,5,2.50,0,0,0,0,,0,0,0,0,,,,,,,False,False,6,27,Andre Roberts
2010,2010-12-05,12,13,22.330,ARI,STL,False,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,3,18,6.00,0,0,0,0,,0,0,0,0,,,,,,,False,False,6,19,Andre Roberts
2010,2010-12-12,13,14,22.337,ARI,DEN,False,2,1,5,5.00,0,50.0%,2.50,0,0,,0,0,0,,0,5,72,14.40,0,0,0,0,,0,0,0,0,,,,,,,False,True,43,13,Andre Roberts
2010,2010-12-19,14,15,22.344,ARI,CAR,False,2,0,0,,0,0.0%,0.00,0,0,,0,2,72,36.00,0,2,9,4.50,0,0,0,0,,0,0,0,0,,,,,,,True,False,12,19,Andre Roberts
2010,2010-12-25,15,16,22.350,ARI,DAL,False,9,5,110,22.00,1,55.6%,12.22,0,0,,0,5,109,21.80,0,4,25,6.25,0,1,6,0,,0,0,0,0,,,,,,,False,True,27,26,Andre Roberts
