Year,Date,G#,Week,Age,Tm,Opp,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Win,Score,Opp Score,Player
2009,2009-09-14,1,1,22.200,OAK,SDG,True,4,0,0,,0,0.0%,0.00,,,,,,0,0,0.0,,,,,,0,,,0,0,0,,,,,,,False,False,20,24,Darrius Heyward-Bey
2009,2009-09-20,2,2,22.206,OAK,KAN,True,6,1,18,18.00,0,16.7%,3.00,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,13,10,Darrius Heyward-Bey
2009,2009-09-27,3,3,22.213,OAK,DEN,True,2,0,0,,0,0.0%,0.00,,,,,,0,0,0.0,,,,,,0,,,0,0,0,,,,,,,False,False,3,23,Darrius Heyward-Bey
2009,2009-10-04,4,4,22.220,OAK,HOU,True,6,1,18,18.00,0,16.7%,3.00,1,20,20.00,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,6,29,Darrius Heyward-Bey
2009,2009-10-11,5,5,22.227,OAK,NYG,True,2,0,0,,0,0.0%,0.00,,,,,,0,0,0.0,,,,,,0,,,0,0,0,,,,,,,True,False,7,44,Darrius Heyward-Bey
2009,2009-10-18,6,6,22.234,OAK,PHI,True,1,0,0,,0,0.0%,0.00,1,-1,-1.00,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,13,9,Darrius Heyward-Bey
2009,2009-10-25,7,7,22.241,OAK,NYJ,True,4,2,28,14.00,0,50.0%,7.00,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,False,0,38,Darrius Heyward-Bey
2009,2009-11-01,8,8,22.248,OAK,SDG,True,1,1,10,10.00,0,100.0%,10.00,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,16,24,Darrius Heyward-Bey
2009,2009-11-15,9,10,22.262,OAK,KAN,True,3,1,22,22.00,0,33.3%,7.33,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,False,10,16,Darrius Heyward-Bey
2009,2009-11-22,10,11,22.269,OAK,CIN,True,6,1,7,7.00,0,16.7%,1.17,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,20,17,Darrius Heyward-Bey
