Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Scoring_2PM,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player
2015,2015-09-13,1,1,22.153,SDG,,DET,W 33-28,True,14,51,3.64,0,3,3,16,5.33,0,100.0%,5.33,,0,0,1,1,0,0,0,0,35,47%,0,0%,0,0%,False,Melvin Gordon
2015,2015-09-20,2,2,22.160,SDG,@,CIN,L 19-24,True,16,88,5.50,0,1,1,10,10.00,0,100.0%,10.00,,0,0,0,0,0,0,0,0,29,46%,0,0%,0,0%,True,Melvin Gordon
2015,2015-09-27,3,3,22.167,SDG,@,MIN,L 14-31,True,14,51,3.64,0,1,0,0,,0,0.0%,0.00,,0,0,0,0,0,0,0,0,28,38%,0,0%,0,0%,True,Melvin Gordon
2015,2015-10-04,4,4,22.174,SDG,,CLE,W 30-27,True,12,38,3.17,0,2,2,8,4.00,0,100.0%,4.00,,0,0,0,0,0,0,0,0,30,46%,0,0%,0,0%,False,Melvin Gordon
2015,2015-10-12,5,5,22.182,SDG,,PIT,L 20-24,True,15,42,2.80,0,9,7,52,7.43,0,77.8%,5.78,,0,0,1,1,0,0,0,0,46,61%,0,0%,0,0%,False,Melvin Gordon
2015,2015-10-18,6,6,22.188,SDG,@,GNB,L 20-27,True,7,29,4.14,0,0,0,0,,0,0.0%,,,0,0,2,1,0,0,0,0,15,16%,0,0%,0,0%,True,Melvin Gordon
2015,2015-10-25,7,7,22.195,SDG,,OAK,L 29-37,False,7,29,4.14,0,0,0,0,,0,0.0%,,,0,0,0,0,0,0,0,0,15,17%,0,0%,0,0%,False,Melvin Gordon
2015,2015-11-01,8,8,22.202,SDG,@,BAL,L 26-29,True,18,54,3.00,0,6,5,7,1.40,0,83.3%,1.17,,0,0,0,0,0,0,0,0,34,51%,0,0%,0,0%,True,Melvin Gordon
2015,2015-11-09,9,9,22.210,SDG,,CHI,L 19-22,True,11,31,2.82,0,3,3,25,8.33,0,100.0%,8.33,,0,0,0,0,0,0,0,0,27,38%,0,0%,0,0%,False,Melvin Gordon
2015,2015-11-22,10,11,22.223,SDG,,KAN,L 3-33,True,15,37,2.47,0,1,1,12,12.00,0,100.0%,12.00,,0,0,0,0,0,0,0,0,27,45%,0,0%,0,0%,False,Melvin Gordon
2015,2015-11-29,11,12,22.230,SDG,@,JAX,W 31-25,True,14,60,4.29,0,5,5,20,4.00,0,100.0%,4.00,,0,0,0,0,0,0,0,0,33,43%,0,0%,0,0%,True,Melvin Gordon
2015,2015-12-06,12,13,22.237,SDG,,DEN,L 3-17,True,12,55,4.58,0,1,1,8,8.00,0,100.0%,8.00,,0,0,2,1,0,0,0,0,24,36%,0,0%,0,0%,False,Melvin Gordon
2015,2015-12-13,13,14,22.244,SDG,@,KAN,L 3-10,True,14,35,2.50,0,4,4,28,7.00,0,100.0%,7.00,,0,0,0,0,0,0,0,0,28,42%,0,0%,0,0%,True,Melvin Gordon
2015,2015-12-20,14,15,22.251,SDG,,MIA,W 30-14,True,15,41,2.73,0,1,1,6,6.00,0,100.0%,6.00,,0,0,0,0,0,0,0,0,23,29%,0,0%,0,0%,False,Melvin Gordon
2015,2015-12-24,15,16,,SDG,@,OAK,L 20-23,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Melvin Gordon
2015,2016-01-03,16,17,,SDG,@,DEN,L 20-27,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Melvin Gordon
2016,2016-09-11,1,1,23.151,SDG,@,KAN,L 27-33,False,14,57,4.07,2,0,0,0,,0,0.0%,,,2,12,0,0,0,0,0,0,23,32%,0,0%,0,0%,True,Melvin Gordon
2016,2016-09-18,2,2,23.158,SDG,,JAX,W 38-14,True,24,102,4.25,1,3,3,18,6.00,0,100.0%,6.00,,1,6,0,0,0,0,0,0,51,75%,0,0%,0,0%,False,Melvin Gordon
2016,2016-09-25,3,3,23.165,SDG,@,IND,L 22-26,True,16,35,2.19,1,7,4,43,10.75,0,57.1%,6.14,,1,6,0,0,0,0,0,0,51,86%,0,0%,0,0%,True,Melvin Gordon
2016,2016-10-02,4,4,23.172,SDG,,NOR,L 34-35,True,19,36,1.89,2,7,6,43,7.17,0,85.7%,6.14,,2,12,1,1,0,0,0,0,62,89%,0,0%,0,0%,False,Melvin Gordon
2016,2016-10-09,5,5,23.179,SDG,@,OAK,L 31-34,True,16,69,4.31,0,1,1,18,18.00,1,100.0%,18.00,,1,6,1,1,0,0,0,0,46,90%,0,0%,0,0%,True,Melvin Gordon
