Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Scoring_2PM,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2020.0,2020-09-20,2.0,2.0,27.271,GNB,DET,W 42-21,True,3,3,36,12.00,0,100.0%,12.00,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,38,52%,0,0%,0,0%,False,Davante Adams,True,42,21
2020.0,2020-09-27,3.0,3.0,,GNB,NOR,W 37-30,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Davante Adams,True,37,30
2020.0,2020-10-05,4.0,4.0,,GNB,ATL,W 30-16,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Davante Adams,True,30,16
2020.0,2020-10-18,5.0,6.0,27.299,GNB,TAM,L 10-38,True,10,6,61,10.17,0,60.0%,6.10,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,52,83%,0,0%,0,0%,True,Davante Adams,False,10,38
2020.0,2020-10-25,6.0,7.0,27.306,GNB,HOU,W 35-20,True,16,13,196,15.08,2,81.3%,12.25,,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,57,92%,0,0%,1,3%,True,Davante Adams,True,35,20
2020.0,2020-11-01,7.0,8.0,27.313,GNB,MIN,L 22-28,True,11,7,53,7.57,3,63.6%,4.82,,3,18,0.0,0,0,0,0,0,0,0,0,0,0,0,70,95%,0,0%,0,0%,False,Davante Adams,False,22,28
2020.0,2020-11-05,8.0,9.0,27.317,GNB,SFO,W 34-17,True,12,10,173,17.30,1,83.3%,14.42,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,50,76%,0,0%,1,4%,True,Davante Adams,True,34,17
2020.0,2020-11-15,9.0,10.0,27.327,GNB,JAX,W 24-20,True,12,8,66,8.25,1,66.7%,5.50,,1,6,0.0,0,0,0,0,0,1,1,0,0,0,0,53,82%,0,0%,0,0%,False,Davante Adams,True,24,20
2020.0,2020-11-22,10.0,11.0,27.334,GNB,IND,L 31-34,True,9,7,106,15.14,1,77.8%,11.78,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,57,95%,0,0%,0,0%,True,Davante Adams,False,31,34
2020.0,2020-11-29,11.0,12.0,27.341,GNB,CHI,W 41-25,True,9,6,61,10.17,1,66.7%,6.78,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,63,89%,0,0%,2,8%,False,Davante Adams,True,41,25
2020.0,2020-12-06,12.0,13.0,27.348,GNB,PHI,W 30-16,True,12,10,121,12.10,2,83.3%,10.08,,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,54,89%,0,0%,0,0%,False,Davante Adams,True,30,16
2020.0,2020-12-13,13.0,14.0,27.355,GNB,DET,W 31-24,True,10,7,115,16.43,1,70.0%,11.50,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,62,93%,0,0%,1,4%,True,Davante Adams,True,31,24
2020.0,2020-12-19,14.0,15.0,27.361,GNB,CAR,W 24-16,True,10,7,42,6.00,0,70.0%,4.20,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,60,97%,0,0%,1,4%,False,Davante Adams,True,24,16
2020.0,2020-12-27,15.0,16.0,28.003,GNB,TEN,W 40-14,True,12,11,142,12.91,3,91.7%,11.83,,3,18,0.0,0,0,0,0,0,0,0,0,0,0,0,47,71%,0,0%,0,0%,False,Davante Adams,True,40,14
2020.0,2021-01-03,16.0,17.0,28.01,GNB,CHI,W 35-16,True,6,6,46,7.67,1,100.0%,7.67,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,41,89%,0,0%,0,0%,True,Davante Adams,True,35,16
2021.0,2021-09-12,1.0,1.0,28.262,GNB,NOR,L 3-38,True,7,5,56,11.20,0,71.4%,8.00,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,40,70%,0,0%,0,0%,True,Davante Adams,False,3,38
2021.0,2021-09-20,2.0,2.0,28.27,GNB,DET,W 35-17,True,9,8,121,15.13,0,88.9%,13.44,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,57,88%,0,0%,0,0%,False,Davante Adams,True,35,17
2021.0,2021-09-26,3.0,3.0,28.276,GNB,SFO,W 30-28,True,18,12,132,11.00,1,66.7%,7.33,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,56,89%,0,0%,0,0%,True,Davante Adams,True,30,28
2021.0,2021-10-03,4.0,4.0,28.283,GNB,PIT,W 27-17,True,11,6,64,10.67,0,54.5%,5.82,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,63,88%,0,0%,1,4%,False,Davante Adams,True,27,17
2021.0,2021-10-10,5.0,5.0,28.29,GNB,CIN,W 25-22,True,16,11,206,18.73,1,68.8%,12.88,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,58,91%,0,0%,0,0%,True,Davante Adams,True,25,22
2021.0,2021-10-17,6.0,6.0,28.297,GNB,CHI,W 24-14,True,5,4,89,22.25,0,80.0%,17.80,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,50,85%,0,0%,0,0%,True,Davante Adams,True,24,14
2021.0,2021-10-24,7.0,7.0,28.304,GNB,WAS,W 24-10,True,7,6,76,12.67,1,85.7%,10.86,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,48,86%,0,0%,1,5%,False,Davante Adams,True,24,10
2021.0,2021-10-28,8.0,8.0,,GNB,ARI,W 24-21,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Davante Adams,True,24,21
2021.0,2021-11-07,9.0,9.0,28.318,GNB,KAN,L 7-13,True,14,6,42,7.00,0,42.9%,3.00,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,58,92%,0,0%,0,0%,True,Davante Adams,False,7,13
2021.0,2021-11-14,10.0,10.0,28.325,GNB,SEA,W 17-0,True,11,7,78,11.14,0,63.6%,7.09,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,70,95%,0,0%,0,0%,False,Davante Adams,True,17,0
2021.0,2021-11-21,11.0,11.0,28.332,GNB,MIN,L 31-34,True,8,7,115,16.43,2,87.5%,14.38,,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,52,88%,0,0%,0,0%,True,Davante Adams,False,31,34
2021.0,2021-11-28,12.0,12.0,28.339,GNB,LAR,W 36-28,True,9,8,104,13.00,0,88.9%,11.56,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,80,98%,0,0%,1,3%,False,Davante Adams,True,36,28
2021.0,2021-12-12,13.0,14.0,28.353,GNB,CHI,W 45-30,True,13,10,121,12.10,2,76.9%,9.31,,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,58,89%,0,0%,1,3%,False,Davante Adams,True,45,30
2021.0,2021-12-19,14.0,15.0,28.36,GNB,BAL,W 31-30,True,7,6,44,7.33,1,85.7%,6.29,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,57,92%,0,0%,2,8%,True,Davante Adams,True,31,30
2021.0,2021-12-25,15.0,16.0,29.001,GNB,CLE,W 24-22,True,13,10,114,11.40,2,76.9%,8.77,,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,55,93%,0,0%,0,0%,False,Davante Adams,True,24,22
2021.0,2022-01-02,16.0,17.0,29.009,GNB,MIN,W 37-10,True,14,11,136,12.36,1,78.6%,9.71,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,62,83%,0,0%,0,0%,False,Davante Adams,True,37,10
2021.0,2022-01-09,17.0,18.0,29.016,GNB,DET,L 30-37,True,7,6,55,9.17,0,85.7%,7.86,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,22,32%,0,0%,0,0%,True,Davante Adams,False,30,37
,116 Games,,,,,,74-41-1,False,1012,669,8121,12.14,73,66.1%,8.02,4,73,446,0.0,1,0,1,0,0,5,3,0,0,0,0,,,,,,,False,Davante Adams,False,41,1
