Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player
2019,2019-09-08,1,1,23.115,JAX,,KAN,L 26-40,False,22,25,88.00,275,2,1,122.5,1,3,11.00,10.80,1,6,6.00,0,0,0,0,,0,0.0%,,0,0,0,0,0,0,0,0,47,81%,0,0%,0,0%,False,Gardner Minshew II
2019,2019-09-15,2,2,23.122,JAX,@,HOU,L 12-13,True,23,33,69.70,213,1,0,97.2,4,35,6.45,7.06,6,56,9.33,0,0,0,0,,0,0.0%,,0,0,3,1,0,0,0,0,64,100%,0,0%,0,0%,True,Gardner Minshew II
2019,2019-09-19,3,3,23.126,JAX,,TEN,W 20-7,True,20,30,66.67,204,2,0,108.2,0,0,6.80,8.13,4,18,4.50,0,0,0,0,,0,0.0%,,0,0,0,0,0,0,0,0,54,100%,0,0%,0,0%,False,Gardner Minshew II
2019,2019-09-29,4,4,23.136,JAX,@,DEN,W 26-24,True,19,33,57.58,213,2,0,97.2,5,27,6.45,7.67,1,2,2.00,0,0,0,0,,0,0.0%,,0,0,1,0,0,1,0,0,85,100%,0,0%,0,0%,True,Gardner Minshew II
2019,2019-10-06,5,5,23.143,JAX,@,CAR,L 27-34,True,26,44,59.09,374,2,0,101.9,2,16,8.50,9.41,7,42,6.00,0,0,0,0,,0,0.0%,,0,0,3,3,0,0,0,0,83,100%,0,0%,0,0%,True,Gardner Minshew II
2019,2019-10-13,6,6,23.150,JAX,,NOR,L 6-13,True,14,29,48.28,163,0,1,51.4,2,12,5.62,4.07,2,1,0.50,0,0,0,0,,0,0.0%,,0,0,0,0,0,0,0,0,58,100%,0,0%,0,0%,False,Gardner Minshew II
2019,2019-10-20,7,7,23.157,JAX,@,CIN,W 27-17,True,15,32,46.88,255,1,0,84.8,2,11,7.97,8.59,9,48,5.33,0,0,0,0,,0,0.0%,,0,0,1,0,0,0,-5,0,80,100%,0,0%,0,0%,True,Gardner Minshew II
2019,2019-10-27,8,8,23.164,JAX,,NYJ,W 29-15,True,22,34,64.71,279,3,0,119.6,2,1,8.21,9.97,8,28,3.50,0,0,0,0,,0,0.0%,,0,0,1,1,0,0,0,0,74,100%,0,0%,0,0%,False,Gardner Minshew II
2019,2019-11-03,9,9,23.171,JAX,,HOU,L 3-26,True,27,47,57.45,309,0,2,59.6,3,8,6.57,4.66,4,34,8.50,0,0,0,0,,0,0.0%,,0,0,2,2,0,0,0,0,66,100%,0,0%,0,0%,False,Gardner Minshew II
2019,2019-11-17,10,11,,JAX,@,IND,L 13-33,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Gardner Minshew II
