Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Scoring_XPM,Scoring_XPA,Scoring_XP%,Scoring_FGM,Scoring_FGA,Scoring_FG%,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Blck,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2011.0,2012-01-01,16.0,17.0,29.305,CIN,BAL,L 16-24,False,1,1,100.0,3,4,75.0,0,10,0.0,0,0,0,,,0,,0,0,0,0,0,0,,0,,,,,,,False,Mike Nugent,False,16,24
2012.0,2012-09-10,1.0,1.0,30.192,CIN,BAL,L 13-44,False,1,1,100.0,2,2,100.0,0,7,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,7,23%,True,Mike Nugent,False,13,44
2012.0,2012-09-16,2.0,2.0,30.198,CIN,CLE,W 34-27,False,4,4,100.0,2,2,100.0,0,10,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,13,42%,False,Mike Nugent,True,34,27
2012.0,2012-09-23,3.0,3.0,30.205,CIN,WAS,W 38-31,False,5,5,100.0,1,1,100.0,0,8,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,15,41%,True,Mike Nugent,True,38,31
2012.0,2012-09-30,4.0,4.0,30.212,CIN,JAX,W 27-10,False,3,3,100.0,2,2,100.0,0,9,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,12,44%,True,Mike Nugent,True,27,10
2012.0,2012-10-07,5.0,5.0,30.219,CIN,MIA,L 13-17,False,1,1,100.0,2,3,66.7,0,7,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,8,30%,False,Mike Nugent,False,13,17
2012.0,2012-10-14,6.0,6.0,30.226,CIN,CLE,L 24-34,False,3,3,100.0,1,1,100.0,0,6,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,9,24%,True,Mike Nugent,False,24,34
2012.0,2012-10-21,7.0,7.0,30.233,CIN,PIT,L 17-24,False,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,7,27%,False,Mike Nugent,False,17,24
2012.0,2012-11-04,8.0,9.0,30.247,CIN,DEN,L 23-31,False,2,2,100.0,3,4,75.0,0,11,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,13,42%,False,Mike Nugent,False,23,31
2012.0,2012-11-11,9.0,10.0,30.254,CIN,NYG,W 31-13,False,4,4,100.0,1,1,100.0,0,7,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,11,41%,False,Mike Nugent,True,31,13
2012.0,2012-11-18,10.0,11.0,30.261,CIN,KAN,W 28-6,False,4,4,100.0,,1,0.0,0,4,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,10,36%,True,Mike Nugent,True,28,6
2012.0,2012-11-25,11.0,12.0,30.268,CIN,OAK,W 34-10,False,4,4,100.0,2,3,66.7,0,10,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,13,45%,False,Mike Nugent,True,34,10
2012.0,2012-12-02,12.0,13.0,30.275,CIN,SDG,W 20-13,False,2,2,100.0,2,2,100.0,0,8,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,9,38%,True,Mike Nugent,True,20,13
2012.0,2012-12-09,13.0,14.0,,CIN,DAL,L 19-20,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Mike Nugent,False,19,20
2012.0,2012-12-13,14.0,15.0,,CIN,PHI,W 34-13,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Mike Nugent,True,34,13
