Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player
2016,2016-09-11,1,1,24.142,MIA,@,SEA,L 10-12,True,5,1,16,16.00,0,20.0%,3.20,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,54,100%,0,0%,0,0%,True,Kenny Stills
2016,2016-09-18,2,2,24.149,MIA,@,NWE,L 24-31,True,4,2,39,19.50,1,50.0%,9.75,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0,0,0,0,0,0,63,98%,0,0%,0,0%,True,Kenny Stills
2016,2016-09-25,3,3,24.156,MIA,,CLE,W 30-24,True,8,5,76,15.20,0,62.5%,9.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,65,97%,0,0%,0,0%,False,Kenny Stills
2016,2016-09-29,4,4,24.160,MIA,@,CIN,L 7-22,True,3,1,74,74.00,1,33.3%,24.67,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0,0,0,0,0,0,45,100%,0,0%,0,0%,True,Kenny Stills
2016,2016-10-09,5,5,24.170,MIA,,TEN,L 17-30,True,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,35,80%,0,0%,0,0%,False,Kenny Stills
2016,2016-10-16,6,6,24.177,MIA,,PIT,W 30-15,True,3,2,12,6.00,0,66.7%,4.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,54,77%,0,0%,0,0%,False,Kenny Stills
2016,2016-10-23,7,7,24.184,MIA,,BUF,W 28-25,True,8,5,100,20.00,1,62.5%,12.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0,0,0,0,0,0,68,93%,0,0%,0,0%,False,Kenny Stills
2016,2016-11-06,8,9,24.198,MIA,,NYJ,W 27-23,True,1,1,11,11.00,0,100.0%,11.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,15,24%,0,0%,0,0%,False,Kenny Stills
2016,2016-11-13,9,10,24.205,MIA,@,SDG,W 31-24,True,3,2,47,23.50,1,66.7%,15.67,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0,0,0,0,0,0,36,71%,0,0%,0,0%,True,Kenny Stills
2016,2016-11-20,10,11,24.212,MIA,@,LAR,W 14-10,True,9,4,33,8.25,0,44.4%,3.67,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,50,83%,0,0%,0,0%,True,Kenny Stills
2016,2016-11-27,11,12,24.219,MIA,,SFO,W 31-24,True,6,3,72,24.00,1,50.0%,12.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0,0,0,0,0,0,51,86%,0,0%,0,0%,False,Kenny Stills
2016,2016-12-04,12,13,24.226,MIA,@,BAL,L 6-38,True,5,2,21,10.50,0,40.0%,4.20,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,62,100%,0,0%,0,0%,True,Kenny Stills
2016,2016-12-11,13,14,24.233,MIA,,ARI,W 26-23,True,7,6,97,16.17,1,85.7%,13.86,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0,0,0,0,0,0,57,95%,0,0%,0,0%,False,Kenny Stills
2016,2016-12-17,14,15,24.239,MIA,@,NYJ,W 34-13,True,3,1,52,52.00,1,33.3%,17.33,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0,0,0,0,0,0,26,54%,0,0%,0,0%,True,Kenny Stills
2016,2016-12-24,15,16,24.246,MIA,@,BUF,W 34-31,True,8,3,35,11.67,1,37.5%,4.38,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0,0,0,0,0,0,59,86%,0,0%,0,0%,True,Kenny Stills
2016,2017-01-01,16,17,24.254,MIA,,NWE,L 14-35,True,7,4,41,10.25,1,57.1%,5.86,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0,0,0,0,0,0,55,93%,0,0%,0,0%,False,Kenny Stills
2017,2017-09-17,1,2,25.148,MIA,@,LAC,W 19-17,True,5,2,37,18.50,1,40.0%,7.40,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0,0,0,0,0,0,60,88%,0,0%,0,0%,True,Kenny Stills
2017,2017-09-24,2,3,25.155,MIA,@,NYJ,L 6-20,True,10,4,51,12.75,0,40.0%,5.10,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,62,98%,0,0%,0,0%,True,Kenny Stills
2017,2017-10-01,3,4,25.162,MIA,,NOR,L 0-20,True,3,3,13,4.33,0,100.0%,4.33,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,1,0,0,0,0,0,47,90%,0,0%,0,0%,False,Kenny Stills
2017,2017-10-08,4,5,25.169,MIA,,TEN,W 16-10,True,2,1,13,13.00,0,50.0%,6.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,51,86%,0,0%,0,0%,False,Kenny Stills
2017,2017-10-15,5,6,25.176,MIA,@,ATL,W 20-17,True,4,4,49,12.25,1,100.0%,12.25,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0,0,0,0,0,0,60,90%,0,0%,0,0%,True,Kenny Stills
2017,2017-10-22,6,7,25.183,MIA,,NYJ,W 31-28,True,9,6,85,14.17,2,66.7%,9.44,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,2,12,0,0,0,0,0,0,72,99%,0,0%,0,0%,False,Kenny Stills
2017,2017-10-26,7,8,25.187,MIA,@,BAL,L 0-40,True,10,5,65,13.00,0,50.0%,6.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,64,97%,0,0%,0,0%,True,Kenny Stills
2017,2017-11-05,8,9,25.197,MIA,,OAK,L 24-27,True,4,3,28,9.33,0,75.0%,7.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,65,97%,0,0%,0,0%,False,Kenny Stills
2017,2017-11-13,9,10,25.205,MIA,@,CAR,L 21-45,True,8,5,67,13.40,0,62.5%,8.38,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,56,100%,0,0%,0,0%,True,Kenny Stills
2017,2017-11-19,10,11,25.211,MIA,,TAM,L 20-30,True,8,7,180,25.71,1,87.5%,22.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,1,0,0,0,0,0,57,89%,0,0%,0,0%,False,Kenny Stills
2017,2017-11-26,11,12,25.218,MIA,@,NWE,L 17-35,True,6,3,47,15.67,0,50.0%,7.83,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,56,92%,0,0%,0,0%,True,Kenny Stills
2017,2017-12-03,12,13,25.225,MIA,,DEN,W 35-9,True,13,5,98,19.60,1,38.5%,7.54,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,1,1,0,0,0,0,54,81%,0,0%,0,0%,False,Kenny Stills
2017,2017-12-11,13,14,25.233,MIA,,NWE,W 27-20,True,4,2,18,9.00,0,50.0%,4.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,61,84%,0,0%,0,0%,False,Kenny Stills
2017,2017-12-17,14,15,25.239,MIA,@,BUF,L 16-24,True,6,1,8,8.00,0,16.7%,1.33,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,63,85%,0,0%,0,0%,True,Kenny Stills
2017,2017-12-24,15,16,25.246,MIA,@,KAN,L 13-29,True,6,4,54,13.50,0,66.7%,9.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,1,1,0,0,0,0,48,86%,0,0%,0,0%,True,Kenny Stills
2017,2017-12-31,16,17,25.253,MIA,,BUF,L 16-22,True,7,3,34,11.33,0,42.9%,4.86,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,63,89%,0,0%,0,0%,False,Kenny Stills
2018,2018-09-09,1,1,26.140,MIA,,TEN,W 27-20,True,5,4,106,26.50,2,80.0%,21.20,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,2,12,0,0,0,0,0,0,59,95%,0,0%,0,0%,False,Kenny Stills
2018,2018-09-16,2,2,26.147,MIA,@,NYJ,W 20-12,True,3,2,17,8.50,0,66.7%,5.67,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,56,93%,0,0%,0,0%,True,Kenny Stills
2018,2018-09-23,3,3,26.154,MIA,,OAK,W 28-20,True,5,3,61,20.33,1,60.0%,12.20,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0,0,0,0,0,0,40,91%,0,0%,0,0%,False,Kenny Stills
2018,2018-09-30,4,4,26.161,MIA,@,NWE,L 7-38,True,6,3,40,13.33,0,50.0%,6.67,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,38,78%,0,0%,0,0%,True,Kenny Stills
2018,2018-10-07,5,5,26.168,MIA,@,CIN,L 17-27,True,5,2,17,8.50,0,40.0%,3.40,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,60,94%,0,0%,0,0%,True,Kenny Stills
2018,2018-10-14,6,6,26.175,MIA,,CHI,W 31-28,True,2,1,35,35.00,0,50.0%,17.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,0,2,0,0,0,0,0,0,67,86%,0,0%,0,0%,False,Kenny Stills
2018,2018-10-21,7,7,26.182,MIA,,DET,L 21-32,True,3,1,5,5.00,1,33.3%,1.67,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0,0,0,0,0,0,49,88%,0,0%,0,0%,False,Kenny Stills
2018,2018-10-25,8,8,,MIA,@,HOU,L 23-42,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Kenny Stills
2018,2018-11-04,9,9,26.196,MIA,,NYJ,W 13-6,True,1,1,19,19.00,0,100.0%,19.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,28,49%,0,0%,0,0%,False,Kenny Stills
2018,2018-11-11,10,10,26.203,MIA,@,GNB,L 12-31,True,3,2,26,13.00,0,66.7%,8.67,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,65,96%,0,0%,0,0%,True,Kenny Stills
2018,2018-11-25,11,12,26.217,MIA,@,IND,L 24-27,True,4,1,6,6.00,0,25.0%,1.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,51,96%,0,0%,2,7%,True,Kenny Stills
2018,2018-12-02,12,13,26.224,MIA,,BUF,W 21-17,True,6,4,37,9.25,1,66.7%,6.17,0,0,,0,0,0,,0,0,0,,0,0,,,2,6,3.00,0,,1,6,1,0,0,1,0,0,48,87%,0,0%,4,16%,False,Kenny Stills
2018,2018-12-09,13,14,26.231,MIA,,NWE,W 34-33,True,9,8,135,16.88,1,88.9%,15.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0,0,0,0,0,0,40,83%,0,0%,0,0%,False,Kenny Stills
2018,2018-12-16,14,15,26.238,MIA,@,MIN,L 17-41,True,3,1,17,17.00,0,33.3%,5.67,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,51,96%,0,0%,0,0%,True,Kenny Stills
2018,2018-12-23,15,16,26.245,MIA,,JAX,L 7-17,True,2,1,5,5.00,0,50.0%,2.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,36,78%,0,0%,0,0%,False,Kenny Stills
2018,2018-12-30,16,17,26.252,MIA,@,BUF,L 17-42,True,7,3,27,9.00,0,42.9%,3.86,0,0,,0,1,1,100.00,3,1,0,118.7,0,0,3.00,23.00,0,0,,0,,0,0,0,0,0,0,0,0,56,92%,0,0%,0,0%,True,Kenny Stills
2019,2019-09-09,1,1,27.140,HOU,@,NOR,L 28-30,False,3,3,37,12.33,1,100.0%,12.33,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0,0,0,0,0,0,27,42%,0,0%,0,0%,True,Kenny Stills
2019,2019-09-15,2,2,27.146,HOU,,JAX,W 13-12,False,3,2,38,19.00,0,66.7%,12.67,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,24,38%,0,0%,0,0%,False,Kenny Stills
