Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2018.0,2018-09-09,1.0,1.0,21.245,BAL,BUF,W 47-3,False,1,4,25.00,24,0,0,52.1,1,8,6.00,6.00,7,39,5.57,0,0,0,1,0,0,1,-1,0,30,38%,0,0%,0,0%,False,Lamar Jackson,True,47,3
2018.0,2018-09-13,2.0,2.0,21.249,BAL,CIN,L 23-34,False,0,0,,0,0,0,,0,0,,,2,6,3.00,0,0,0,0,0,0,0,0,0,6,7%,0,0%,0,0%,True,Lamar Jackson,False,23,34
2018.0,2018-09-23,3.0,3.0,21.259,BAL,DEN,W 27-14,False,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,2,3%,0,0%,0,0%,False,Lamar Jackson,True,27,14
2018.0,2018-09-30,4.0,4.0,21.266,BAL,PIT,W 26-14,False,0,0,,0,0,0,,0,0,,,4,17,4.25,0,0,0,0,0,0,0,0,0,9,12%,0,0%,0,0%,True,Lamar Jackson,True,26,14
2018.0,2018-10-07,5.0,5.0,21.273,BAL,CLE,L 9-12,False,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,3,10,3.33,0,0,0,0,0,0,0,0,0,5,6%,0,0%,0,0%,True,Lamar Jackson,False,9,12
2018.0,2018-10-14,6.0,6.0,21.28,BAL,TEN,W 21-0,False,0,0,,0,0,0,,0,0,,,1,22,22.00,0,0,0,0,0,0,0,0,0,2,3%,0,0%,0,0%,True,Lamar Jackson,True,21,0
2018.0,2018-10-21,7.0,7.0,21.287,BAL,NOR,L 23-24,False,1,1,100.00,5,0,0,87.5,0,0,5.00,5.00,3,9,3.00,1,1,6,0,0,0,0,0,0,5,7%,0,0%,0,0%,False,Lamar Jackson,False,23,24
2018.0,2018-10-28,8.0,8.0,21.294,BAL,CAR,L 21-36,False,4,5,80.00,46,1,0,144.6,0,0,9.20,13.20,3,26,8.67,0,0,0,0,0,0,0,0,0,14,21%,0,0%,0,0%,True,Lamar Jackson,False,21,36
2018.0,2018-11-04,9.0,9.0,21.301,BAL,PIT,L 16-23,False,1,1,100.00,12,0,0,116.7,0,0,12.00,12.00,5,10,2.00,0,0,0,1,0,0,0,-3,0,13,21%,0,0%,0,0%,False,Lamar Jackson,False,16,23
2018.0,2018-11-18,10.0,11.0,21.315,BAL,CIN,W 24-21,True,13,19,68.42,150,0,1,70.1,3,14,7.89,5.53,26,119,4.58,0,0,0,1,0,0,1,-3,0,79,100%,0,0%,0,0%,False,Lamar Jackson,True,24,21
2018.0,2018-11-25,11.0,12.0,21.322,BAL,OAK,W 34-17,True,14,25,56.00,178,1,2,58.4,1,4,7.12,4.32,11,71,6.45,1,1,6,1,0,0,1,-2,0,70,100%,0,0%,0,0%,False,Lamar Jackson,True,34,17
2018.0,2018-12-02,12.0,13.0,21.329,BAL,ATL,W 26-16,True,12,21,57.14,125,0,0,74.5,2,8,5.95,5.95,17,75,4.41,1,1,6,3,1,0,1,0,0,66,81%,0,0%,0,0%,True,Lamar Jackson,True,26,16
2018.0,2018-12-09,13.0,14.0,21.336,BAL,KAN,L 24-27,True,13,24,54.17,147,2,0,100.5,2,20,6.13,7.79,14,67,4.79,0,0,0,1,1,0,0,0,0,69,97%,0,0%,0,0%,True,Lamar Jackson,False,24,27
2018.0,2018-12-16,14.0,15.0,21.343,BAL,TAM,W 20-12,True,14,23,60.87,131,1,0,91.0,2,3,5.70,6.57,18,95,5.28,0,0,0,1,1,0,0,-6,0,76,100%,0,0%,0,0%,False,Lamar Jackson,True,20,12
