Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2018.0,2018-09-09,1.0,1.0,23.334,GNB,CHI,W 24-23,False,0,0,0,,0,0.0%,,0,0,,0,1,21,21.00,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,2,3%,0,0%,11,39%,False,Marquez Valdes-Scantling,True,24,23
2018.0,2018-09-16,2.0,2.0,23.341,GNB,MIN,T 29-29,False,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,6,8%,0,0%,7,19%,False,Marquez Valdes-Scantling,False,29,29
2018.0,2018-09-23,3.0,3.0,23.348,GNB,WAS,L 17-31,False,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,2,0,2,0,0,0,0,0,0,0,0,12,17%,0,0%,10,34%,True,Marquez Valdes-Scantling,False,17,31
2018.0,2018-09-30,4.0,4.0,23.355,GNB,BUF,W 22-0,True,3,1,38,38.00,0,33.3%,12.67,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,54,71%,0,0%,14,61%,False,Marquez Valdes-Scantling,True,22,0
2018.0,2018-10-07,5.0,5.0,23.362,GNB,DET,L 23-31,True,11,7,68,9.71,1,63.6%,6.18,0,0,,0,0,0,,0,1,6,0.0,0,0,0,,,0,0,0,0,0,0,77,95%,0,0%,1,4%,True,Marquez Valdes-Scantling,False,23,31
2018.0,2018-10-15,6.0,6.0,24.005,GNB,SFO,W 33-30,True,6,3,103,34.33,0,50.0%,17.17,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,66,93%,0,0%,0,0%,False,Marquez Valdes-Scantling,True,33,30
2018.0,2018-10-28,7.0,8.0,24.018,GNB,LAR,L 27-29,True,5,2,45,22.50,1,40.0%,9.00,0,0,,0,0,0,,0,1,6,0.0,0,0,0,,,0,0,0,0,0,0,31,60%,0,0%,1,3%,True,Marquez Valdes-Scantling,False,27,29
2018.0,2018-11-04,8.0,9.0,24.025,GNB,NWE,L 17-31,True,6,3,101,33.67,0,50.0%,16.83,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,60,81%,0,0%,0,0%,True,Marquez Valdes-Scantling,False,17,31
2018.0,2018-11-11,9.0,10.0,24.032,GNB,MIA,W 31-12,True,7,6,44,7.33,0,85.7%,6.29,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,54,95%,0,0%,0,0%,False,Marquez Valdes-Scantling,True,31,12
2018.0,2018-11-15,10.0,11.0,24.036,GNB,SEA,L 24-27,True,3,1,8,8.00,0,33.3%,2.67,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,48,98%,0,0%,0,0%,True,Marquez Valdes-Scantling,False,24,27
2018.0,2018-11-25,11.0,12.0,24.046,GNB,MIN,L 17-24,True,2,1,3,3.00,0,50.0%,1.50,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,44,83%,0,0%,0,0%,True,Marquez Valdes-Scantling,False,17,24
2018.0,2018-12-02,12.0,13.0,24.053,GNB,ARI,L 17-20,True,7,2,19,9.50,0,28.6%,2.71,2,29,14.50,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,64,84%,0,0%,0,0%,False,Marquez Valdes-Scantling,False,17,20
2018.0,2018-12-09,13.0,14.0,24.06,GNB,ATL,W 34-20,False,2,2,19,9.50,0,100.0%,9.50,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,30,46%,0,0%,1,4%,False,Marquez Valdes-Scantling,True,34,20
2018.0,2018-12-16,14.0,15.0,24.067,GNB,CHI,L 17-24,False,2,1,12,12.00,0,50.0%,6.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,21,31%,0,0%,0,0%,True,Marquez Valdes-Scantling,False,17,24
2018.0,2018-12-23,15.0,16.0,24.074,GNB,NYJ,W 44-38,False,9,5,75,15.00,0,55.6%,8.33,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,71,79%,0,0%,0,0%,True,Marquez Valdes-Scantling,True,44,38
2018.0,2018-12-30,16.0,17.0,24.081,GNB,DET,L 0-31,True,8,3,43,14.33,0,37.5%,5.38,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,51,91%,0,0%,0,0%,False,Marquez Valdes-Scantling,False,0,31
2019.0,2019-09-05,1.0,1.0,24.33,GNB,CHI,W 10-3,True,6,4,52,13.00,0,66.7%,8.67,1,0,0.00,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,41,67%,0,0%,0,0%,True,Marquez Valdes-Scantling,True,10,3
2019.0,2019-09-15,2.0,2.0,24.34,GNB,MIN,W 21-16,True,5,3,19,6.33,0,60.0%,3.80,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,62,87%,0,0%,0,0%,False,Marquez Valdes-Scantling,True,21,16
