Year,Date,G#,Week,Age,Tm,Opp,GS,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Away_status,Win,Score,Opp Score,Player
1992,1992-09-20,3,3,22.346,GNB,CIN,False,22,39,56.41,289,2,0,97.1,5,36,7.41,8.44,6,27,4.50,0,,0,0,,0,0.0%,,0,0,4,,0,1,0,0,False,True,24,23,Brett Favre
1992,1992-09-27,4,4,22.353,GNB,PIT,True,14,19,73.68,210,2,0,144.6,2,15,11.05,13.16,4,12,3.00,0,,0,0,,0,0.0%,,0,0,2,,0,0,-7,0,False,True,17,3,Brett Favre
1992,1992-10-04,5,5,22.360,GNB,ATL,True,33,43,76.74,276,1,1,90.8,2,15,6.42,5.84,1,4,4.00,0,,0,0,,0,0.0%,,0,0,0,,0,0,0,0,True,False,10,24,Brett Favre
1992,1992-10-18,6,7,23.008,GNB,CLE,True,20,33,60.61,223,0,0,80.7,2,15,6.76,6.76,6,28,4.67,0,,0,0,,0,0.0%,,0,0,1,,0,0,0,0,True,False,6,17,Brett Favre
1992,1992-10-25,7,8,23.015,GNB,CHI,True,20,37,54.05,214,1,1,69.0,4,26,5.78,5.11,4,17,4.25,0,,0,0,,0,0.0%,,0,0,2,,0,0,0,0,False,False,10,30,Brett Favre
1992,1992-11-01,8,9,23.022,GNB,DET,True,22,37,59.46,212,2,0,93.5,2,10,5.73,6.81,3,21,7.00,0,,0,0,,0,0.0%,,0,0,2,,0,2,0,0,True,True,27,13,Brett Favre
1992,1992-11-08,9,10,23.029,GNB,NYG,True,27,44,61.36,279,0,3,51.2,1,6,6.34,3.27,2,14,7.00,0,,0,0,,0,0.0%,,0,0,0,,0,0,0,0,True,False,7,27,Brett Favre
1992,1992-11-15,10,11,23.036,GNB,PHI,True,23,33,69.70,275,2,2,89.8,2,9,8.33,6.82,2,-1,-0.50,0,,0,0,,0,0.0%,,0,0,0,,0,0,0,0,False,True,27,24,Brett Favre
1992,1992-11-22,11,12,23.043,GNB,CHI,True,16,24,66.67,209,1,0,107.8,1,5,8.71,9.54,1,5,5.00,1,,0,0,,0,0.0%,,1,6,0,,0,0,0,0,True,True,17,3,Brett Favre
1992,1992-11-29,12,13,23.050,GNB,TAM,True,26,41,63.41,223,1,0,85.7,1,5,5.44,5.93,4,6,1.50,0,,0,0,,0,0.0%,,0,0,0,,0,0,0,0,False,True,19,14,Brett Favre
1992,1992-12-06,13,14,23.057,GNB,DET,True,15,19,78.95,214,3,0,153.2,1,6,11.26,14.42,3,11,3.67,0,,0,0,,0,0.0%,,0,0,0,,0,0,0,0,False,True,38,10,Brett Favre
1992,1992-12-13,14,15,23.064,GNB,HOU,True,19,30,63.33,155,1,1,73.6,3,1,5.17,4.33,3,19,6.33,0,,0,0,,0,0.0%,,0,0,0,,0,0,0,0,True,True,16,14,Brett Favre
1992,1992-12-20,15,16,23.071,GNB,RAM,True,14,23,60.87,188,2,1,97.7,3,30,8.17,7.96,6,19,3.17,0,,0,0,,0,0.0%,,0,0,1,,0,0,0,0,False,True,28,13,Brett Favre
1992,1992-12-27,16,17,23.078,GNB,MIN,True,23,35,65.71,187,0,3,43.4,1,5,5.34,1.49,0,0,,0,,0,0,,0,0.0%,,0,0,0,,0,0,0,0,True,False,7,27,Brett Favre
1993,1993-09-05,1,1,23.330,GNB,RAM,True,19,29,65.52,264,2,1,103.2,3,21,9.10,8.93,1,7,7.00,0,,0,0,,0,0.0%,,0,0,1,,0,0,0,0,False,True,36,6,Brett Favre
1993,1993-09-12,2,2,23.337,GNB,PHI,True,12,24,50.00,111,2,2,56.1,1,4,4.63,2.54,2,4,2.00,0,,0,0,,0,0.0%,,0,0,0,,0,0,0,0,False,False,17,20,Brett Favre
1993,1993-09-26,3,4,23.351,GNB,MIN,True,20,31,64.52,150,0,2,49.1,0,0,4.84,1.94,4,8,2.00,1,,0,0,,0,0.0%,,1,6,1,,0,0,0,0,True,False,13,15,Brett Favre
1993,1993-10-03,4,5,23.358,GNB,DAL,True,21,37,56.76,174,0,0,69.0,1,22,4.70,4.70,1,9,9.00,0,,0,0,,0,0.0%,,0,0,0,,0,0,0,0,True,False,14,36,Brett Favre
1993,1993-10-10,5,6,24.000,GNB,DEN,True,20,32,62.50,235,1,3,56.1,0,0,7.34,3.75,5,18,3.60,0,,0,0,,0,0.0%,,0,0,0,,0,0,0,0,False,True,30,27,Brett Favre
1993,1993-10-24,6,8,24.014,GNB,TAM,True,20,35,57.14,268,4,1,107.8,2,10,7.66,8.66,2,9,4.50,0,,0,0,,0,0.0%,,0,0,1,,0,0,-1,0,True,True,37,14,Brett Favre
1993,1993-10-31,7,9,24.021,GNB,CHI,True,15,24,62.50,136,1,1,74.3,2,10,5.67,4.63,5,14,2.80,0,,0,0,,0,0.0%,,0,0,2,,0,1,-1,0,False,True,17,3,Brett Favre
1993,1993-11-08,8,10,24.029,GNB,KAN,True,20,34,58.82,213,1,3,50.2,4,25,6.26,2.88,4,22,5.50,0,,0,0,,0,0.0%,,0,0,3,,0,0,0,0,True,False,16,23,Brett Favre
1993,1993-11-14,9,11,24.035,GNB,NOR,True,18,32,56.25,150,1,0,78.9,6,25,4.69,5.31,5,24,4.80,0,,0,0,,0,0.0%,,0,0,1,,0,0,0,0,True,True,19,17,Brett Favre
1993,1993-11-21,10,12,24.042,GNB,DET,True,24,33,72.73,259,0,2,70.1,1,8,7.85,5.12,7,-7,-1.00,0,,0,0,,0,0.0%,,0,0,1,,0,0,0,0,False,True,26,17,Brett Favre
1993,1993-11-28,11,13,24.049,GNB,TAM,True,23,36,63.89,159,1,0,83.0,2,7,4.42,4.97,4,25,6.25,0,,0,0,,0,0.0%,,0,0,1,,0,0,0,0,False,True,13,10,Brett Favre
1993,1993-12-05,12,14,24.056,GNB,CHI,True,36,54,66.67,402,2,3,77.9,1,15,7.44,5.69,3,30,10.00,0,,0,0,,0,0.0%,,0,0,1,,0,0,0,0,True,False,17,30,Brett Favre
1993,1993-12-12,13,15,24.063,GNB,SDG,True,13,23,56.52,146,0,1,57.5,2,22,6.35,4.39,4,7,1.75,0,,0,0,,0,0.0%,,0,0,0,,0,0,0,0,True,True,20,13,Brett Favre
1993,1993-12-19,14,16,24.070,GNB,MIN,True,20,33,60.61,256,2,1,92.5,1,3,7.76,7.61,5,24,4.80,0,,0,0,,0,0.0%,,0,0,1,,0,0,0,0,False,False,17,21,Brett Favre
1993,1993-12-26,15,17,24.077,GNB,RAI,True,14,28,50.00,190,1,0,83.9,2,9,6.79,7.50,1,9,9.00,0,,0,0,,0,0.0%,,0,0,0,,0,0,0,0,False,True,28,0,Brett Favre
1993,1994-01-02,16,18,24.084,GNB,DET,True,23,37,62.16,190,1,4,44.7,2,18,5.14,0.81,5,13,2.60,0,,0,0,,0,0.0%,,0,0,1,,0,1,0,0,True,False,20,30,Brett Favre
1994,1994-09-04,1,1,24.329,GNB,MIN,True,22,36,61.11,185,1,0,83.7,3,15,5.14,5.69,0,0,,0,0,0,0,,0,0.0%,,0,0,1,1,0,0,0,0,False,True,16,10,Brett Favre
1994,1994-09-11,2,2,24.336,GNB,MIA,True,31,51,60.78,362,2,1,87.2,4,17,7.10,7.00,0,0,,0,0,0,0,,0,0.0%,,0,0,1,1,0,0,0,0,False,False,14,24,Brett Favre
1994,1994-09-18,3,3,24.343,GNB,PHI,True,24,45,53.33,280,1,2,61.3,6,42,6.22,4.67,1,8,8.00,0,0,0,0,,0,0.0%,,0,0,1,0,0,1,0,0,True,False,7,13,Brett Favre
1994,1994-09-25,4,4,24.350,GNB,TAM,True,30,39,76.92,306,3,0,124.5,0,0,7.85,9.38,3,4,1.33,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,False,True,30,3,Brett Favre
1994,1994-10-02,5,5,24.357,GNB,NWE,True,25,47,53.19,294,1,2,61.8,4,30,6.26,4.77,2,12,6.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,True,False,16,17,Brett Favre
1994,1994-10-09,6,6,24.364,GNB,RAM,True,25,41,60.98,222,1,1,73.4,2,14,5.41,4.80,5,18,3.60,0,0,0,0,,0,0.0%,,0,0,1,1,0,0,0,0,False,True,24,17,Brett Favre
1994,1994-10-20,7,8,25.010,GNB,MIN,True,6,10,60.00,32,0,1,25.8,1,8,3.20,-1.30,0,0,,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,True,False,10,13,Brett Favre
1994,1994-10-31,8,9,25.021,GNB,CHI,True,6,15,40.00,82,1,0,80.4,0,0,5.47,6.80,2,58,29.00,1,0,0,0,,0,0.0%,,1,6,0,,0,0,0,0,True,True,33,6,Brett Favre
1994,1994-11-06,9,10,25.027,GNB,DET,True,24,36,66.67,237,3,1,101.3,1,7,6.58,7.00,3,17,5.67,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,False,True,38,30,Brett Favre
1994,1994-11-13,10,11,25.034,GNB,NYJ,True,20,28,71.43,183,2,0,112.6,1,11,6.54,7.96,7,21,3.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,False,True,17,10,Brett Favre
1994,1994-11-20,11,12,25.041,GNB,BUF,True,22,40,55.00,214,3,1,84.8,1,9,5.35,5.73,1,9,9.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,True,False,20,29,Brett Favre
1994,1994-11-24,12,13,25.045,GNB,DAL,True,27,40,67.50,257,4,0,118.4,2,9,6.43,8.43,2,0,0.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,True,False,31,42,Brett Favre
1994,1994-12-04,13,14,25.055,GNB,DET,True,29,43,67.44,366,3,2,97.6,1,7,8.51,7.81,4,12,3.00,0,0,0,0,,0,0.0%,,0,0,1,0,0,0,0,0,True,False,31,34,Brett Favre
1994,1994-12-11,14,15,25.062,GNB,CHI,True,19,31,61.29,250,3,1,105.6,2,7,8.06,8.55,3,28,9.33,0,0,0,0,,0,0.0%,,0,0,1,0,0,0,-2,0,False,True,40,3,Brett Favre
1994,1994-12-18,15,16,25.069,GNB,ATL,True,29,44,65.91,321,2,1,93.1,2,11,7.30,7.18,4,12,3.00,1,0,0,0,,0,0.0%,,1,6,1,0,0,0,0,0,False,True,21,17,Brett Favre
1994,1994-12-24,16,17,25.075,GNB,TAM,True,24,36,66.67,291,3,1,107.5,1,1,8.08,8.50,5,3,0.60,0,0,0,0,,0,0.0%,,0,0,0,1,0,0,0,0,True,True,34,19,Brett Favre
1995,1995-09-03,1,1,25.328,GNB,STL,True,29,51,56.86,299,2,3,62.5,4,37,5.86,4.00,4,27,6.75,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,False,False,14,17,Brett Favre
1995,1995-09-11,2,2,25.336,GNB,CHI,True,21,37,56.76,312,3,1,100.3,2,6,8.43,8.84,4,7,1.75,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,True,True,27,24,Brett Favre
1995,1995-09-17,3,3,25.342,GNB,NYG,True,14,25,56.00,141,2,0,98.9,4,28,5.64,7.24,1,-2,-2.00,0,0,0,0,,0,0.0%,,0,0,1,0,0,0,0,0,False,True,14,6,Brett Favre
1995,1995-09-24,4,4,25.349,GNB,JAX,True,20,30,66.67,202,2,1,94.0,2,9,6.73,6.57,2,39,19.50,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,True,True,24,14,Brett Favre
1995,1995-10-08,5,6,25.363,GNB,DAL,True,21,41,51.22,295,1,1,72.7,0,0,7.20,6.59,2,25,12.50,2,0,0,0,,0,0.0%,,2,12,0,,0,0,0,0,True,False,24,34,Brett Favre
1995,1995-10-15,6,7,26.005,GNB,DET,True,23,34,67.65,342,2,0,120.0,2,15,10.06,11.24,5,12,2.40,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,False,True,30,21,Brett Favre
1995,1995-10-22,7,8,26.012,GNB,MIN,True,22,43,51.16,295,4,0,104.3,3,18,6.86,8.72,1,4,4.00,0,0,0,0,,0,0.0%,,0,0,1,0,0,0,0,0,False,True,38,21,Brett Favre
1995,1995-10-29,8,9,26.019,GNB,DET,True,26,43,60.47,304,1,3,60.6,1,6,7.07,4.40,1,12,12.00,0,0,0,0,,0,0.0%,,0,0,1,1,0,0,0,0,True,False,16,24,Brett Favre
1995,1995-11-05,9,10,26.026,GNB,MIN,True,17,30,56.67,177,0,2,46.1,4,36,5.90,2.90,1,2,2.00,0,0,0,0,,0,0.0%,,0,0,1,1,0,0,0,0,True,False,24,27,Brett Favre
1995,1995-11-12,10,11,26.033,GNB,CHI,True,25,33,75.76,336,5,0,147.2,3,23,10.18,13.21,1,2,2.00,0,0,0,0,,0,0.0%,,0,0,1,0,0,0,0,0,False,True,35,28,Brett Favre
1995,1995-11-19,11,12,26.040,GNB,CLE,True,23,28,82.14,210,3,0,133.6,2,7,7.50,9.64,5,-1,-0.20,1,0,0,0,,0,0.0%,,1,6,1,1,0,0,0,0,True,True,31,20,Brett Favre
1995,1995-11-26,12,13,26.047,GNB,TAM,True,16,24,66.67,267,3,0,143.6,1,6,11.13,13.63,2,18,9.00,0,0,0,0,,0,0.0%,,0,0,1,0,0,0,0,0,False,True,35,13,Brett Favre
1995,1995-12-03,13,14,26.054,GNB,CIN,True,31,43,72.09,339,3,1,108.6,1,0,7.88,8.23,6,15,2.50,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,False,True,24,10,Brett Favre
1995,1995-12-10,14,15,26.061,GNB,TAM,True,27,46,58.70,285,1,1,75.0,0,0,6.20,5.65,0,0,,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,True,False,10,13,Brett Favre
1995,1995-12-16,15,16,26.067,GNB,NOR,True,21,30,70.00,308,4,0,142.8,2,14,10.27,12.93,1,15,15.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,True,True,34,23,Brett Favre
1995,1995-12-24,16,17,26.075,GNB,PIT,True,23,32,71.88,301,2,0,122.0,2,12,9.41,10.66,3,6,2.00,0,0,0,0,,0,0.0%,,0,0,1,1,0,0,0,0,False,True,24,19,Brett Favre
1996,1996-09-01,1,1,26.327,GNB,TAM,True,20,27,74.07,247,4,0,141.5,1,4,9.15,12.11,1,1,1.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,True,True,34,3,Brett Favre
1996,1996-09-09,2,2,26.335,GNB,PHI,True,17,31,54.84,261,3,0,115.1,1,0,8.42,10.35,2,3,1.50,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,False,True,39,13,Brett Favre
1996,1996-09-15,3,3,26.341,GNB,SDG,True,22,33,66.67,231,3,1,104.5,2,27,7.00,7.45,3,7,2.33,0,0,0,0,,0,0.0%,,0,0,1,1,0,0,0,0,False,True,42,10,Brett Favre
1996,1996-09-22,4,4,26.348,GNB,MIN,True,14,27,51.85,198,2,1,85.1,7,41,7.33,7.15,2,25,12.50,0,0,0,0,,0,0.0%,,0,0,3,2,0,0,0,0,True,False,21,30,Brett Favre
1996,1996-09-29,5,5,26.355,GNB,SEA,True,20,34,58.82,209,4,0,115.9,2,7,6.15,8.50,5,15,3.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,True,True,31,10,Brett Favre
1996,1996-10-06,6,6,26.362,GNB,CHI,True,18,27,66.67,246,4,1,119.8,2,8,9.11,10.41,3,15,5.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,True,True,37,6,Brett Favre
1996,1996-10-14,7,7,27.004,GNB,SFO,True,28,61,45.90,395,1,2,59.1,2,17,6.48,5.33,6,24,4.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,False,True,23,20,Brett Favre
1996,1996-10-27,8,9,27.017,GNB,TAM,True,19,31,61.29,178,0,1,63.6,2,9,5.74,4.29,7,2,0.29,0,0,0,0,,0,0.0%,,0,0,2,0,0,2,-9,0,False,True,13,7,Brett Favre
1996,1996-11-03,9,10,27.024,GNB,DET,True,24,35,68.57,281,4,1,118.9,4,27,8.03,9.03,1,1,1.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,False,True,28,18,Brett Favre
1996,1996-11-10,10,11,27.031,GNB,KAN,True,27,49,55.10,314,2,1,79.8,4,25,6.41,6.31,2,10,5.00,0,0,0,0,,0,0.0%,,0,0,1,1,0,0,0,0,True,False,20,27,Brett Favre
1996,1996-11-18,11,12,27.039,GNB,DAL,True,21,37,56.76,194,1,0,80.2,4,30,5.24,5.78,3,14,4.67,0,0,0,0,,0,0.0%,,0,0,1,0,0,1,0,0,True,False,6,21,Brett Favre
1996,1996-11-24,12,13,27.045,GNB,STL,True,25,38,65.79,192,2,2,73.6,1,7,5.05,3.74,4,0,0.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,True,True,24,9,Brett Favre
1996,1996-12-01,13,14,27.052,GNB,CHI,True,19,27,70.37,231,1,0,108.7,2,15,8.56,9.30,4,4,1.00,1,0,0,0,,0,0.0%,,1,6,1,0,0,1,0,0,False,True,28,17,Brett Favre
1996,1996-12-08,14,15,27.059,GNB,DEN,True,20,38,52.63,280,4,2,89.8,1,4,7.37,7.11,2,2,1.00,0,0,0,0,,0,0.0%,,0,0,1,0,0,1,-1,0,False,True,41,6,Brett Favre
1996,1996-12-15,15,16,27.066,GNB,DET,True,16,25,64.00,240,1,1,92.1,3,15,9.60,8.60,2,3,1.50,1,0,0,0,,0,0.0%,,1,6,1,0,0,0,0,0,True,True,31,3,Brett Favre
1996,1996-12-22,16,17,27.073,GNB,MIN,True,15,23,65.22,202,3,0,132.6,2,5,8.78,11.39,2,10,5.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,False,True,38,10,Brett Favre
1997,1997-09-01,1,1,27.326,GNB,CHI,True,15,22,68.18,226,2,1,113.1,2,18,10.27,10.05,7,18,2.57,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,False,True,38,24,Brett Favre
1997,1997-09-07,2,2,27.332,GNB,PHI,True,19,41,46.34,279,0,1,58.9,1,6,6.80,5.71,0,0,,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,True,False,9,10,Brett Favre
1997,1997-09-14,3,3,27.339,GNB,MIA,True,24,37,64.86,253,2,0,102.6,1,3,6.84,7.92,5,11,2.20,0,0,0,0,,0,0.0%,,0,0,1,1,0,0,-10,0,False,True,23,18,Brett Favre
1997,1997-09-21,4,4,27.346,GNB,MIN,True,18,31,58.06,266,5,2,98.9,2,9,8.58,8.90,4,10,2.50,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,False,True,38,32,Brett Favre
1997,1997-09-28,5,5,27.353,GNB,DET,True,22,43,51.16,295,1,3,52.0,2,6,6.86,4.19,1,1,1.00,0,0,0,0,,0,0.0%,,0,0,1,0,0,0,0,0,True,False,15,26,Brett Favre
1997,1997-10-05,6,6,27.360,GNB,TAM,True,21,31,67.74,191,2,0,105.7,3,21,6.16,7.45,4,17,4.25,0,0,0,0,,0,0.0%,,0,0,1,1,0,0,0,0,False,True,21,16,Brett Favre
1997,1997-10-12,7,7,28.002,GNB,CHI,True,19,35,54.29,177,3,1,85.1,0,0,5.06,5.49,4,5,1.25,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,True,True,24,23,Brett Favre
1997,1997-10-27,8,9,28.017,GNB,NWE,True,23,34,67.65,239,3,0,117.2,1,12,7.03,8.79,9,32,3.56,0,0,0,0,,0,0.0%,,0,0,1,1,0,0,0,0,True,True,28,10,Brett Favre
1997,1997-11-02,9,10,28.023,GNB,DET,True,15,28,53.57,181,1,1,70.7,2,18,6.46,5.57,4,13,3.25,0,0,0,0,,0,0.0%,,0,0,1,0,0,1,0,0,False,True,20,10,Brett Favre
1997,1997-11-09,10,11,28.030,GNB,STL,True,18,37,48.65,306,1,2,63.6,2,15,8.27,6.38,4,15,3.75,1,0,0,0,,0,0.0%,,1,6,0,,0,0,0,0,False,True,17,7,Brett Favre
1997,1997-11-16,11,12,28.037,GNB,IND,True,18,25,72.00,363,3,2,120.4,3,29,14.52,13.32,1,0,0.00,0,0,0,0,,0,0.0%,,0,0,1,1,0,0,0,0,True,False,38,41,Brett Favre
