Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2019.0,2019-10-13,6.0,6.0,26.02,HOU,KAN,W 31-24,False,5,34,6.80,0,4,2,20,10.00,1,50.0%,5.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,31,35%,0,0%,5,22%,True,Duke Johnson,True,31,24
2019.0,2019-10-20,7.0,7.0,26.027,HOU,IND,L 23-30,True,7,34,4.86,0,5,2,22,11.00,0,40.0%,4.40,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,38,60%,0,0%,0,0%,True,Duke Johnson,False,23,30
2019.0,2019-10-27,8.0,8.0,26.034,HOU,OAK,W 27-24,False,3,1,0.33,0,5,4,33,8.25,1,80.0%,6.60,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,33,42%,0,0%,0,0%,False,Duke Johnson,True,27,24
2019.0,2019-11-03,9.0,9.0,26.041,HOU,JAX,W 26-3,False,7,13,1.86,1,5,5,68,13.60,0,100.0%,13.60,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,32,47%,0,0%,0,0%,True,Duke Johnson,True,26,3
2019.0,2019-11-17,10.0,11.0,26.055,HOU,BAL,L 7-41,False,6,40,6.67,0,2,2,4,2.00,0,100.0%,2.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,35,58%,0,0%,0,0%,True,Duke Johnson,False,7,41
2019.0,2019-11-21,11.0,12.0,26.059,HOU,IND,W 20-17,False,5,22,4.40,0,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,29,50%,0,0%,0,0%,False,Duke Johnson,True,20,17
2019.0,2019-12-01,12.0,13.0,26.069,HOU,NWE,W 28-22,False,9,36,4.00,0,6,5,54,10.80,1,83.3%,9.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,37,67%,0,0%,0,0%,False,Duke Johnson,True,28,22
2019.0,2019-12-08,13.0,14.0,26.076,HOU,DEN,L 24-38,True,1,5,5.00,0,8,6,40,6.67,0,75.0%,5.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,39,51%,0,0%,0,0%,False,Duke Johnson,False,24,38
2019.0,2019-12-15,14.0,15.0,26.083,HOU,TEN,W 24-21,False,2,4,2.00,0,3,2,19,9.50,0,66.7%,6.33,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,21,33%,0,0%,0,0%,True,Duke Johnson,True,24,21
2019.0,2019-12-21,15.0,16.0,26.089,HOU,TAM,W 23-20,False,2,4,2.00,0,4,1,12,12.00,0,25.0%,3.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,29,44%,0,0%,0,0%,True,Duke Johnson,True,23,20
2019.0,2019-12-29,16.0,17.0,26.097,HOU,TEN,L 14-35,False,4,12,3.00,1,6,5,45,9.00,0,83.3%,7.50,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,21,32%,0,0%,0,0%,False,Duke Johnson,False,14,35
2020.0,2020-09-10,1.0,1.0,26.353,HOU,KAN,L 20-34,False,5,14,2.80,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,14,24%,0,0%,0,0%,True,Duke Johnson,False,20,34
2020.0,2020-09-20,2.0,2.0,,HOU,BAL,L 16-33,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Duke Johnson,False,16,33
2020.0,2020-09-27,3.0,3.0,,HOU,PIT,L 21-28,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Duke Johnson,False,21,28
2020.0,2020-10-04,4.0,4.0,27.011,HOU,MIN,L 23-31,False,5,24,4.80,0,4,3,21,7.00,0,75.0%,5.25,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,25,38%,0,0%,2,6%,False,Duke Johnson,False,23,31
2020.0,2020-10-11,5.0,5.0,27.018,HOU,JAX,W 30-14,False,3,8,2.67,0,1,1,11,11.00,0,100.0%,11.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,17,29%,0,0%,0,0%,False,Duke Johnson,True,30,14
2020.0,2020-10-18,6.0,6.0,27.025,HOU,TEN,L 36-42,False,4,9,2.25,0,2,1,2,2.00,0,50.0%,1.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,19,27%,0,0%,0,0%,True,Duke Johnson,False,36,42
2020.0,2020-10-25,7.0,7.0,27.032,HOU,GNB,L 20-35,False,1,-1,-1.00,0,5,5,43,8.60,0,100.0%,8.60,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,20,29%,0,0%,0,0%,False,Duke Johnson,False,20,35
2020.0,2020-11-08,8.0,9.0,27.046,HOU,JAX,W 27-25,False,16,41,2.56,1,4,4,32,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,1,1,0,0,0,0,52,81%,0,0%,0,0%,True,Duke Johnson,True,27,25
2020.0,2020-11-15,9.0,10.0,27.053,HOU,CLE,L 7-10,True,14,54,3.86,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,54,95%,0,0%,0,0%,True,Duke Johnson,False,7,10
2020.0,2020-11-22,10.0,11.0,27.06,HOU,NWE,W 27-20,True,10,15,1.50,0,5,3,20,6.67,0,60.0%,4.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,47,77%,0,0%,0,0%,False,Duke Johnson,True,27,20
2020.0,2020-11-26,11.0,12.0,27.064,HOU,DET,W 41-25,True,9,37,4.11,0,4,3,43,14.33,1,75.0%,10.75,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,42,74%,0,0%,0,0%,True,Duke Johnson,True,41,25
2020.0,2020-12-06,12.0,13.0,27.074,HOU,IND,L 20-26,True,2,8,4.00,0,6,6,24,4.00,0,100.0%,4.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,34,53%,0,0%,0,0%,False,Duke Johnson,False,20,26
2020.0,2020-12-13,13.0,14.0,27.081,HOU,CHI,L 7-36,True,8,26,3.25,0,2,2,53,26.50,0,100.0%,26.50,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,30,45%,0,0%,1,4%,True,Duke Johnson,False,7,36
2020.0,2020-12-20,14.0,15.0,,HOU,IND,L 20-27,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Duke Johnson,False,20,27
2020.0,2020-12-27,15.0,16.0,,HOU,CIN,L 31-37,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Duke Johnson,False,31,37
2020.0,2021-01-03,16.0,17.0,,HOU,TEN,L 38-41,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Duke Johnson,False,38,41
2021.0,2021-09-12,1.0,1.0,,JAX,HOU,L 21-37,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Duke Johnson,False,21,37
2021.0,2021-10-31,8.0,8.0,,MIA,BUF,L 11-26,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Duke Johnson,False,11,26
2021.0,2021-11-07,9.0,9.0,,MIA,HOU,W 17-9,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Duke Johnson,True,17,9
2021.0,2021-11-11,10.0,10.0,,MIA,BAL,W 22-10,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Duke Johnson,True,22,10
2021.0,2021-11-21,11.0,11.0,28.059,MIA,NYJ,W 24-17,False,4,18,4.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,6,8%,0,0%,0,0%,True,Duke Johnson,True,24,17
2021.0,2021-11-28,12.0,12.0,,MIA,CAR,W 33-10,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Duke Johnson,True,33,10
2021.0,2021-12-05,13.0,13.0,,MIA,NYG,W 20-9,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Duke Johnson,True,20,9
2021.0,2021-12-19,14.0,15.0,28.087,MIA,NYJ,W 31-24,True,22,107,4.86,2,1,1,20,20.00,0,100.0%,20.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,41,58%,0,0%,0,0%,False,Duke Johnson,True,31,24
2021.0,2021-12-27,15.0,16.0,28.095,MIA,NOR,W 20-3,True,13,39,3.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,23,35%,0,0%,0,0%,True,Duke Johnson,True,20,3
2021.0,2022-01-02,16.0,17.0,28.101,MIA,TEN,L 3-34,True,7,49,7.00,0,3,2,16,8.00,0,66.7%,5.33,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,36,58%,0,0%,0,0%,True,Duke Johnson,False,3,34
2021.0,2022-01-09,17.0,18.0,28.108,MIA,NWE,W 33-24,True,25,117,4.68,1,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,43,63%,0,0%,0,0%,False,Duke Johnson,True,33,24
,96 Games,,,,,,29-66-1,False,530,2261,4.27,11,405,311,2870,9.23,12,76.8%,7.09,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,3,71,23.67,0,20,129,6.45,0,2,23,142,0.0,2,0,2,0,0,12,6,0,6,0,0,,,,,,,False,Duke Johnson,False,66,1
