Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Scoring_2PM,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2019.0,2019-12-08,13.0,14.0,,KAN,NWE,W 23-16,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Darrel Williams,True,23,16
2019.0,2019-12-15,14.0,15.0,,KAN,DEN,W 23-3,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Darrel Williams,True,23,3
2019.0,2019-12-22,15.0,16.0,,KAN,CHI,W 26-3,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Darrel Williams,True,26,3
2019.0,2019-12-29,16.0,17.0,,KAN,LAC,W 31-21,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Darrel Williams,True,31,21
2020.0,2020-09-10,1.0,1.0,25.148,KAN,HOU,W 34-20,False,7,23,3.29,0,2,2,7,3.50,0,100.0%,3.50,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,23,33%,0,0%,0,0%,False,Darrel Williams,True,34,20
2020.0,2020-09-20,2.0,2.0,25.158,KAN,LAC,W 23-20,False,0,0,,0,1,1,12,12.00,0,100.0%,12.00,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,10,13%,0,0%,1,4%,True,Darrel Williams,True,23,20
2020.0,2020-09-28,3.0,3.0,25.166,KAN,BAL,W 34-20,False,2,6,3.00,0,2,2,1,0.50,0,100.0%,0.50,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,16,21%,0,0%,0,0%,True,Darrel Williams,True,34,20
2020.0,2020-10-05,4.0,4.0,25.173,KAN,NWE,W 26-10,False,1,2,2.00,0,1,0,0,,0,0.0%,0.00,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,15,27%,0,0%,0,0%,False,Darrel Williams,True,26,10
2020.0,2020-10-11,5.0,5.0,25.179,KAN,LVR,L 32-40,False,1,4,4.00,0,5,1,15,15.00,0,20.0%,3.00,1,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,29,40%,0,0%,0,0%,False,Darrel Williams,False,32,40
2020.0,2020-10-19,6.0,6.0,25.187,KAN,BUF,W 26-17,False,6,26,4.33,1,1,1,15,15.00,0,100.0%,15.00,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,23,32%,0,0%,6,24%,True,Darrel Williams,True,26,17
2020.0,2020-10-25,7.0,7.0,25.193,KAN,DEN,W 43-16,False,,,,,,,,,,0.0%,,,0,0,,,,,,,0,,,0,0,0,1,2%,0,0%,0,0%,True,Darrel Williams,True,43,16
2020.0,2020-11-01,8.0,8.0,25.2,KAN,NYJ,W 35-9,False,3,19,6.33,0,1,1,7,7.00,0,100.0%,7.00,,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,8,12%,0,0%,0,0%,False,Darrel Williams,True,35,9
2020.0,2020-11-08,9.0,9.0,25.207,KAN,CAR,W 33-31,False,0,0,,0,1,1,3,3.00,0,100.0%,3.00,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,18,29%,0,0%,2,6%,False,Darrel Williams,True,33,31
2020.0,2020-11-22,10.0,11.0,25.221,KAN,LVR,W 35-31,False,0,0,,0,3,3,22,7.33,0,100.0%,7.33,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,20,26%,0,0%,0,0%,True,Darrel Williams,True,35,31
2020.0,2020-11-29,11.0,12.0,25.228,KAN,TAM,W 27-24,False,,,,,,,,,,0.0%,,,0,0,,,,,,,0,,,0,0,0,8,10%,0,0%,2,7%,True,Darrel Williams,True,27,24
2020.0,2020-12-06,12.0,13.0,25.235,KAN,DEN,W 22-16,False,6,38,6.33,0,2,1,5,5.00,0,50.0%,2.50,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,31,48%,0,0%,0,0%,False,Darrel Williams,True,22,16
2020.0,2020-12-13,13.0,14.0,25.242,KAN,MIA,W 33-27,False,,,,,,,,,,0.0%,,,0,0,,,,,,,0,,,0,0,0,5,8%,0,0%,3,9%,True,Darrel Williams,True,33,27
2020.0,2020-12-20,14.0,15.0,25.249,KAN,NOR,W 32-29,False,3,5,1.67,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,22,22%,0,0%,5,15%,True,Darrel Williams,True,32,29
2020.0,2020-12-27,15.0,16.0,25.256,KAN,ATL,W 17-14,False,10,46,4.60,0,6,4,27,6.75,0,66.7%,4.50,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,47,70%,0,0%,0,0%,False,Darrel Williams,True,17,14
2020.0,2021-01-03,16.0,17.0,25.263,KAN,LAC,L 21-38,False,0,0,,0,1,1,2,2.00,0,100.0%,2.00,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,4,8%,0,0%,8,36%,False,Darrel Williams,False,21,38
2021.0,2021-09-12,1.0,1.0,26.15,KAN,CLE,W 33-29,False,1,4,4.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,14,22%,0,0%,5,21%,False,Darrel Williams,True,33,29
2021.0,2021-09-19,2.0,2.0,26.157,KAN,BAL,L 35-36,False,3,-2,-0.67,1,0,0,0,,0,0.0%,,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,14,27%,0,0%,10,36%,True,Darrel Williams,False,35,36
2021.0,2021-09-26,3.0,3.0,26.164,KAN,LAC,L 24-30,False,7,28,4.00,0,3,2,11,5.50,0,66.7%,3.67,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,27,34%,0,0%,7,29%,False,Darrel Williams,False,24,30
2021.0,2021-10-03,4.0,4.0,26.171,KAN,PHI,W 42-30,False,10,42,4.20,1,2,2,16,8.00,0,100.0%,8.00,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,24,36%,0,0%,6,22%,True,Darrel Williams,True,42,30
2021.0,2021-10-10,5.0,5.0,26.178,KAN,BUF,L 20-38,False,5,27,5.40,0,5,3,18,6.00,0,60.0%,3.60,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,37,43%,0,0%,9,31%,False,Darrel Williams,False,20,38
2021.0,2021-10-17,6.0,6.0,26.185,KAN,WAS,W 31-13,True,21,62,2.95,2,4,3,27,9.00,0,75.0%,6.75,,2,12,0.0,1,0,1,0,0,0,0,0,0,0,0,59,72%,0,0%,4,16%,True,Darrel Williams,True,31,13
2021.0,2021-10-24,7.0,7.0,26.192,KAN,TEN,L 3-27,True,5,20,4.00,0,4,3,30,10.00,0,75.0%,7.50,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,46,64%,0,0%,2,11%,True,Darrel Williams,False,3,27
2021.0,2021-11-01,8.0,8.0,26.2,KAN,NYG,W 20-17,True,13,49,3.77,0,6,6,61,10.17,0,100.0%,10.17,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,52,64%,0,0%,4,16%,False,Darrel Williams,True,20,17
2021.0,2021-11-07,9.0,9.0,26.206,KAN,GNB,W 13-7,True,19,70,3.68,0,4,3,7,2.33,0,75.0%,1.75,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,35,54%,0,0%,6,27%,False,Darrel Williams,True,13,7
2021.0,2021-11-14,10.0,10.0,26.213,KAN,LVR,W 41-14,True,11,43,3.91,0,9,9,101,11.22,1,100.0%,11.22,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,45,59%,0,0%,2,7%,True,Darrel Williams,True,41,14
2021.0,2021-11-21,11.0,11.0,26.22,KAN,DAL,W 19-9,False,5,15,3.00,0,3,1,11,11.00,0,33.3%,3.67,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,36,53%,0,0%,7,26%,False,Darrel Williams,True,19,9
2021.0,2021-12-05,12.0,13.0,26.234,KAN,DEN,W 22-9,False,5,20,4.00,0,3,3,60,20.00,0,100.0%,20.00,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,26,46%,0,0%,6,27%,False,Darrel Williams,True,22,9
2021.0,2021-12-12,13.0,14.0,26.241,KAN,LVR,W 48-9,False,2,8,4.00,0,3,3,31,10.33,1,100.0%,10.33,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,23,35%,0,0%,3,12%,False,Darrel Williams,True,48,9
2021.0,2021-12-16,14.0,15.0,26.245,KAN,LAC,W 34-28,False,5,12,2.40,0,1,0,0,,0,0.0%,0.00,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,21,29%,0,0%,7,32%,True,Darrel Williams,True,34,28
2021.0,2021-12-26,15.0,16.0,26.255,KAN,PIT,W 36-10,False,11,55,5.00,0,3,3,30,10.00,0,100.0%,10.00,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,29,42%,0,0%,4,15%,False,Darrel Williams,True,36,10
2021.0,2022-01-02,16.0,17.0,26.262,KAN,CIN,L 31-34,True,14,88,6.29,2,3,3,19,6.33,0,100.0%,6.33,,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,49,80%,0,0%,0,0%,True,Darrel Williams,False,31,34
2021.0,2022-01-08,17.0,18.0,26.268,KAN,DEN,W 28-24,True,7,17,2.43,0,4,3,30,10.00,0,75.0%,7.50,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,31,40%,0,0%,0,0%,True,Darrel Williams,True,28,24
,51 Games,,,,,,38-13-0,False,237,912,3.85,10,105,83,762,9.18,4,79.0%,7.26,1,14,86,0.0,4,0,4,0,0,1,1,0,2,0,0,,,,,,,False,Darrel Williams,False,13,0
