Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player
2020,2020-09-17,2,2,24.203,CLE,,CIN,W 35-30,False,,,,,,,,,,0.0%,,,,,,,,,,0,0,,,,,,,0,,,0,0,0,2,3%,0,0%,15,56%,False,D'Ernest Johnson
2020,2020-09-27,3,3,24.213,CLE,,WAS,W 34-20,False,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,1,0,0.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,19,68%,False,D'Ernest Johnson
2020,2020-10-04,4,4,24.220,CLE,@,DAL,W 49-38,False,13,95,7.31,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,17,22%,0,0%,21,68%,True,D'Ernest Johnson
2020,2020-10-11,5,5,24.227,CLE,,IND,W 32-23,False,8,32,4.00,0,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,22,30%,0,0%,1,4%,False,D'Ernest Johnson
2020,2020-10-18,6,6,24.234,CLE,@,PIT,L 7-38,False,4,1,0.25,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,17,30%,0,0%,0,0%,True,D'Ernest Johnson
2020,2020-10-25,7,7,24.241,CLE,@,CIN,W 37-34,False,1,3,3.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,4%,0,0%,0,0%,True,D'Ernest Johnson
2020,2020-11-01,8,8,24.248,CLE,,LVR,L 6-16,False,2,6,3.00,0,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,6,12%,0,0%,0,0%,False,D'Ernest Johnson
2020,2020-11-15,9,10,24.262,CLE,,HOU,W 10-7,False,,,,,,,,,,0.0%,,,,,,,,,,0,0,,,,,,,0,,,0,0,0,0,0%,0,0%,5,29%,False,D'Ernest Johnson
2020,2020-11-22,10,11,24.269,CLE,,PHI,W 22-17,False,0,0,,0,0,0,0,,0,0.0%,,2,40,20.00,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1%,0,0%,5,17%,False,D'Ernest Johnson
2020,2020-11-29,11,12,24.276,CLE,@,JAX,W 27-25,False,0,0,,0,0,0,0,,0,0.0%,,3,93,31.00,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,3,4%,0,0%,13,50%,True,D'Ernest Johnson
2020,2020-12-06,12,13,24.283,CLE,@,TEN,W 41-35,False,0,0,,0,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,3%,0,0%,15,50%,True,D'Ernest Johnson
2020,2020-12-14,13,14,24.291,CLE,,BAL,L 42-47,False,0,0,,0,0,0,0,,0,0.0%,,1,16,16.00,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,8,24%,False,D'Ernest Johnson
2020,2020-12-20,14,15,24.297,CLE,@,NYG,W 20-6,False,4,24,6.00,0,0,0,0,,0,0.0%,,1,16,16.00,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,5,8%,0,0%,6,32%,True,D'Ernest Johnson
2020,2020-12-27,15,16,24.304,CLE,@,NYJ,L 16-23,False,0,0,,0,0,0,0,,0,0.0%,,3,79,26.33,0,2,13,6.50,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,13,38%,True,D'Ernest Johnson
2020,2021-01-03,16,17,24.311,CLE,,PIT,W 24-22,False,0,0,,0,0,0,0,,0,0.0%,,4,107,26.75,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,11,44%,False,D'Ernest Johnson
2021,2021-09-12,1,1,25.197,CLE,@,KAN,L 29-33,False,,,,,,,,,,0.0%,,,,,,,,,,0,0,,,,,,,,,,,,,0,0%,0,0%,16,67%,True,D'Ernest Johnson
2021,2021-09-19,2,2,25.204,CLE,,HOU,W 31-21,False,,,,,,,,,,0.0%,,,,,,,,,,0,0,,,,,,,,,,,,,3,5%,0,0%,15,60%,False,D'Ernest Johnson
2021,2021-09-26,3,3,25.211,CLE,,CHI,W 26-6,False,2,9,4.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,5,6%,0,0%,19,70%,False,D'Ernest Johnson
2021,2021-10-03,4,4,25.218,CLE,@,MIN,W 14-7,False,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0%,0,0%,19,86%,True,D'Ernest Johnson
2021,2021-10-10,5,5,25.225,CLE,@,LAC,L 42-47,False,,,,,,,,,,0.0%,,,,,,,,,,0,0,,,,,,,,,,,,,0,0%,0,0%,21,66%,True,D'Ernest Johnson
2021,2021-10-17,6,6,25.232,CLE,,ARI,L 14-37,False,1,2,2.00,0,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,12,20%,0,0%,0,0%,False,D'Ernest Johnson
2021,2021-10-21,7,7,25.236,CLE,,DEN,W 17-14,True,22,146,6.64,1,2,2,22,11.00,0,100.0%,11.00,0,0,,0,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,49,69%,0,0%,0,0%,False,D'Ernest Johnson
2021,2021-10-31,8,8,25.246,CLE,,PIT,L 10-15,False,4,22,5.50,1,3,1,7,7.00,0,33.3%,2.33,0,0,,0,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,18,31%,0,0%,0,0%,False,D'Ernest Johnson
2021,2021-11-07,9,9,25.253,CLE,@,CIN,W 41-16,False,8,16,2.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,16,33%,0,0%,7,25%,True,D'Ernest Johnson
2021,2021-11-14,10,10,25.260,CLE,@,NWE,L 7-45,True,19,99,5.21,0,8,7,58,8.29,0,87.5%,7.25,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,52,88%,0,0%,0,0%,True,D'Ernest Johnson
2021,2021-11-21,11,11,25.267,CLE,,DET,W 13-10,False,5,26,5.20,0,0,0,0,,0,0.0%,,1,26,26.00,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,26,35%,0,0%,3,14%,False,D'Ernest Johnson
2021,2021-11-28,12,12,25.274,CLE,@,BAL,L 10-16,False,,,,,,,,,,0.0%,,,,,,,,,,0,0,,,,,,,,,,,,,6,10%,0,0%,12,50%,True,D'Ernest Johnson
2021,2021-12-12,13,14,25.288,CLE,,BAL,W 24-22,False,4,22,5.50,0,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,14,22%,0,0%,19,61%,False,D'Ernest Johnson
2021,2021-12-20,14,15,25.296,CLE,,LVR,L 14-16,False,1,-2,-2.00,0,4,4,17,4.25,0,100.0%,4.25,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,18,32%,0,0%,4,15%,False,D'Ernest Johnson
2021,2021-12-25,15,16,25.301,CLE,@,GNB,L 22-24,False,4,58,14.50,0,2,1,8,8.00,0,50.0%,4.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,26,38%,0,0%,5,22%,True,D'Ernest Johnson
2021,2022-01-03,16,17,25.310,CLE,@,PIT,L 14-26,False,5,13,2.60,0,3,1,1,1.00,0,33.3%,0.33,5,113,22.60,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,39,55%,0,0%,6,19%,True,D'Ernest Johnson
2021,2022-01-09,17,18,25.316,CLE,,CIN,W 21-16,False,25,123,4.92,1,1,1,10,10.00,0,100.0%,10.00,0,0,,0,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,47,71%,0,0%,0,0%,False,D'Ernest Johnson
,49 Games,,,,,,,25-24-0,False,137,721,5.26,3,36,28,222,7.93,0,77.8%,6.17,25,619,24.76,0,5,22,4.40,0,3,18,0.0,0,1,1,0,0,2,0,0,2,0,0,,,,,,,False,D'Ernest Johnson
