Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2009.0,2009-09-14,1.0,1.0,,NWE,BUF,W 25-24,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Julian Edelman,True,25,24
2009.0,2009-09-20,2.0,2.0,23.121,NWE,NYJ,L 9-16,True,16,8,98,12.25,0,50.0%,6.13,0,0,,0,0,0,,0,0,0,,,,,,2,39,19.50,0,1,2,2.00,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Julian Edelman,False,9,16
2009.0,2009-09-27,3.0,3.0,23.128,NWE,ATL,W 26-10,False,5,3,20,6.67,0,60.0%,4.00,1,5,5.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Julian Edelman,True,26,10
2009.0,2009-10-04,4.0,4.0,23.135,NWE,BAL,W 27-21,False,1,1,12,12.00,0,100.0%,12.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Julian Edelman,True,27,21
2009.0,2009-10-11,5.0,5.0,23.142,NWE,DEN,L 17-20,False,3,3,15,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,0,0,,,,,,4,93,23.25,0,2,22,11.00,0,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,True,Julian Edelman,False,17,20
2009.0,2009-10-18,6.0,6.0,23.149,NWE,TEN,W 59-0,True,6,6,43,7.17,0,100.0%,7.17,0,0,,0,0,0,,0,0,0,,,,,,1,25,25.00,0,3,39,13.00,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Julian Edelman,True,59,0
2009.0,2009-10-25,7.0,7.0,,NWE,TAM,W 35-7,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Julian Edelman,True,35,7
2009.0,2009-11-08,8.0,9.0,,NWE,MIA,W 27-17,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Julian Edelman,True,27,17
2009.0,2009-11-15,9.0,10.0,23.177,NWE,IND,L 34-35,False,2,2,14,7.00,1,100.0%,7.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Julian Edelman,False,34,35
2009.0,2009-11-22,10.0,11.0,23.184,NWE,NYJ,W 31-14,True,3,3,26,8.67,0,100.0%,8.67,1,0,0.00,0,0,0,,0,0,0,,,,,,3,68,22.67,0,0,0,,0,,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,,,,,,,False,Julian Edelman,True,31,14
2009.0,2009-11-30,11.0,12.0,,NWE,NOR,L 17-38,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Julian Edelman,False,17,38
2009.0,2009-12-06,12.0,13.0,,NWE,MIA,L 21-22,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Julian Edelman,False,21,22
2009.0,2009-12-13,13.0,14.0,23.205,NWE,CAR,W 20-10,True,1,0,0,,0,0.0%,0.00,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,,,,,,0,,,0,0,0,,,,,,,False,Julian Edelman,True,20,10
2009.0,2009-12-20,14.0,15.0,23.212,NWE,BUF,W 17-10,True,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,,,,,,0,,,0,0,0,,,,,,,True,Julian Edelman,True,17,10
2009.0,2009-12-27,15.0,16.0,23.219,NWE,JAX,W 35-7,True,2,1,28,28.00,0,50.0%,14.00,0,0,,0,0,0,,0,0,0,,,,,,1,16,16.00,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Julian Edelman,True,35,7
2009.0,2010-01-03,16.0,17.0,23.226,NWE,HOU,L 27-34,True,15,10,103,10.30,0,66.7%,6.87,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Julian Edelman,False,27,34
2010.0,2010-09-12,1.0,1.0,,NWE,CIN,W 38-24,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Julian Edelman,True,38,24
