Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player
2018,2018-09-09,1,1,22.197,DEN,,SEA,W 27-24,True,15,71,4.73,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,29,39%,0,0%,0,0%,False,Royce Freeman
2018,2018-09-16,2,2,22.204,DEN,,OAK,W 20-19,True,8,28,3.50,1,1,0,0,,0,0.0%,0.00,1,6,0.0,0,0,0,,,0,0,0,0,0,0,16,24%,0,0%,0,0%,False,Royce Freeman
2018,2018-09-23,3,3,22.211,DEN,@,BAL,L 14-27,True,13,53,4.08,1,1,1,5,5.00,0,100.0%,5.00,1,6,0.0,0,0,0,,,0,0,0,0,0,0,29,43%,0,0%,0,0%,True,Royce Freeman
2018,2018-10-01,4,4,22.219,DEN,,KAN,L 23-27,True,8,67,8.38,1,0,0,0,,0,0.0%,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,16,27%,0,0%,0,0%,False,Royce Freeman
2018,2018-10-07,5,5,22.225,DEN,@,NYJ,L 16-34,True,5,31,6.20,0,4,3,16,5.33,0,75.0%,4.00,0,0,0.0,0,0,0,,,0,0,0,0,0,0,30,39%,0,0%,0,0%,True,Royce Freeman
2018,2018-10-14,6,6,22.232,DEN,,LAR,L 20-23,True,9,22,2.44,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,25,38%,0,0%,0,0%,False,Royce Freeman
2018,2018-10-18,7,7,22.236,DEN,@,ARI,W 45-10,True,13,37,2.85,1,0,0,0,,0,0.0%,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,18,31%,0,0%,0,0%,True,Royce Freeman
2018,2018-10-28,8,8,,DEN,@,KAN,L 23-30,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Royce Freeman
2018,2018-11-04,9,9,,DEN,,HOU,L 17-19,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Royce Freeman
2018,2018-11-18,10,11,22.267,DEN,@,LAC,W 23-22,False,7,23,3.29,1,1,1,7,7.00,0,100.0%,7.00,1,6,0.0,0,0,0,,,0,0,0,0,0,0,13,23%,0,0%,0,0%,True,Royce Freeman
2018,2018-11-25,11,12,22.274,DEN,,PIT,W 24-17,False,6,17,2.83,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,15,26%,0,0%,0,0%,False,Royce Freeman
2018,2018-12-02,12,13,22.281,DEN,@,CIN,W 24-10,False,12,48,4.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,1,1,0,0,0,0,21,36%,0,0%,0,0%,True,Royce Freeman
2018,2018-12-09,13,14,22.288,DEN,@,SFO,L 14-20,False,6,36,6.00,0,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0,0,,,0,0,0,0,0,0,9,12%,0,0%,0,0%,True,Royce Freeman
2018,2018-12-15,14,15,22.294,DEN,,CLE,L 16-17,False,4,7,1.75,0,1,1,1,1.00,0,100.0%,1.00,0,0,0.0,0,0,0,,,0,0,0,0,0,0,18,25%,0,0%,0,0%,False,Royce Freeman
2018,2018-12-24,15,16,22.303,DEN,@,OAK,L 14-27,False,7,21,3.00,0,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0,0,,,0,0,0,0,0,0,25,37%,0,0%,0,0%,True,Royce Freeman
2018,2018-12-30,16,17,22.309,DEN,,LAC,L 9-23,True,17,60,3.53,0,10,8,43,5.38,0,80.0%,4.30,0,0,0.0,0,0,0,,,0,0,0,0,0,0,44,56%,0,0%,0,0%,False,Royce Freeman
2019,2019-09-09,1,1,23.197,DEN,@,OAK,L 16-24,False,10,56,5.60,0,1,1,5,5.00,0,100.0%,5.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,29,47%,0,0%,0,0%,True,Royce Freeman
2019,2019-09-15,2,2,23.203,DEN,,CHI,L 14-16,False,11,54,4.91,0,7,5,48,9.60,0,71.4%,6.86,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,43,52%,0,0%,0,0%,False,Royce Freeman
2019,2019-09-22,3,3,23.210,DEN,@,GNB,L 16-27,False,15,63,4.20,0,5,4,10,2.50,0,80.0%,2.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,36,49%,0,0%,0,0%,True,Royce Freeman
2019,2019-09-29,4,4,23.217,DEN,,JAX,L 24-26,False,6,16,2.67,0,6,4,34,8.50,0,66.7%,5.67,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,34,62%,0,0%,0,0%,False,Royce Freeman
2019,2019-10-06,5,5,23.224,DEN,@,LAC,W 20-13,False,13,61,4.69,0,2,2,6,3.00,0,100.0%,3.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,32,53%,0,0%,0,0%,True,Royce Freeman
2019,2019-10-13,6,6,23.231,DEN,,TEN,W 16-0,False,11,34,3.09,0,5,5,42,8.40,0,100.0%,8.40,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,37,62%,0,0%,0,0%,False,Royce Freeman
2019,2019-10-17,7,7,23.235,DEN,,KAN,L 6-30,False,10,35,3.50,1,5,4,32,8.00,0,80.0%,6.40,1,6,0.0,0,0,0,0,0,0,0,0,1,0,0,42,62%,0,0%,0,0%,False,Royce Freeman
2019,2019-10-27,8,8,23.245,DEN,@,IND,L 13-15,False,12,40,3.33,1,2,1,5,5.00,0,50.0%,2.50,1,6,0.0,0,0,0,0,0,0,0,0,1,0,0,37,51%,0,0%,0,0%,True,Royce Freeman
2019,2019-11-03,9,9,23.252,DEN,,CLE,W 24-19,False,5,15,3.00,0,1,1,-1,-1.00,0,100.0%,-1.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,24,50%,0,0%,0,0%,False,Royce Freeman
2019,2019-11-17,10,11,23.266,DEN,@,MIN,L 23-27,False,8,31,3.88,0,1,1,14,14.00,0,100.0%,14.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,23,29%,0,0%,0,0%,True,Royce Freeman
2019,2019-11-24,11,12,23.273,DEN,@,BUF,L 3-20,False,2,20,10.00,0,2,2,9,4.50,0,100.0%,4.50,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,27,55%,0,0%,0,0%,True,Royce Freeman
2019,2019-12-01,12,13,23.280,DEN,,LAC,W 23-20,False,5,11,2.20,0,4,4,13,3.25,0,100.0%,3.25,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,31,55%,0,0%,0,0%,False,Royce Freeman
2019,2019-12-08,13,14,23.287,DEN,@,HOU,W 38-24,False,8,24,3.00,0,2,2,8,4.00,1,100.0%,4.00,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,27,46%,0,0%,0,0%,True,Royce Freeman
2019,2019-12-15,14,15,23.294,DEN,@,KAN,L 3-23,False,5,12,2.40,0,4,4,14,3.50,0,100.0%,3.50,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,32,54%,0,0%,0,0%,True,Royce Freeman
2019,2019-12-22,15,16,23.301,DEN,,DET,W 27-17,False,9,28,3.11,1,2,2,9,4.50,0,100.0%,4.50,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,28,39%,0,0%,0,0%,False,Royce Freeman
2019,2019-12-29,16,17,23.308,DEN,,OAK,W 16-15,False,2,-4,-2.00,0,1,1,8,8.00,0,100.0%,8.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,24,39%,0,0%,0,0%,False,Royce Freeman
2020,2020-09-14,1,1,24.203,DEN,,TEN,L 14-16,False,1,0,0.00,0,1,1,12,12.00,0,100.0%,12.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,6,10%,0,0%,7,29%,False,Royce Freeman
2020,2020-09-20,2,2,24.209,DEN,@,PIT,L 21-26,False,3,20,6.67,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,16,21%,0,0%,6,20%,True,Royce Freeman
2020,2020-09-27,3,3,24.216,DEN,,TAM,L 10-28,False,2,4,2.00,0,2,2,31,15.50,0,100.0%,15.50,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,24,38%,0,0%,7,24%,False,Royce Freeman
2020,2020-10-01,4,4,24.220,DEN,@,NYJ,W 37-28,False,3,6,2.00,0,2,2,6,3.00,0,100.0%,3.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,14,20%,0,0%,0,0%,True,Royce Freeman
2020,2020-10-18,5,6,24.237,DEN,@,NWE,W 18-12,False,8,26,3.25,0,1,1,4,4.00,0,100.0%,4.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,25,39%,0,0%,3,13%,True,Royce Freeman
2020,2020-10-25,6,7,24.244,DEN,,KAN,L 16-43,False,3,12,4.00,0,2,1,5,5.00,0,50.0%,2.50,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,18,23%,0,0%,17,57%,False,Royce Freeman
2020,2020-11-01,7,8,24.251,DEN,,LAC,W 31-30,False,,,,,,,,,,0.0%,,0,0,,,,,,,0,,,0,0,0,0,0%,0,0%,19,59%,False,Royce Freeman
2020,2020-11-08,8,9,24.258,DEN,@,ATL,L 27-34,False,,,,,,,,,,0.0%,,0,0,,,,,,,0,,,0,0,0,1,1%,0,0%,24,69%,True,Royce Freeman
2020,2020-11-15,9,10,24.265,DEN,@,LVR,L 12-37,False,2,11,5.50,0,2,2,15,7.50,0,100.0%,7.50,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,10,14%,0,0%,18,62%,True,Royce Freeman
2020,2020-11-22,10,11,24.272,DEN,,MIA,W 20-13,False,,,,,,,,,,0.0%,,0,0,,,,,,,0,,,0,0,0,4,6%,0,0%,17,71%,False,Royce Freeman
2020,2020-11-29,11,12,24.279,DEN,,NOR,L 3-31,False,8,50,6.25,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,13,30%,0,0%,0,0%,False,Royce Freeman
2020,2020-12-06,12,13,24.286,DEN,@,KAN,L 16-22,False,,,,,,,,,,0.0%,,0,0,,,,,,,0,,,0,0,0,4,6%,0,0%,12,46%,True,Royce Freeman
2020,2020-12-13,13,14,24.293,DEN,@,CAR,W 32-27,False,,,,,,,,,,0.0%,,0,0,,,,,,,0,,,0,0,0,4,7%,0,0%,13,43%,True,Royce Freeman
2020,2020-12-19,14,15,24.299,DEN,,BUF,L 19-48,False,1,4,4.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,7,11%,0,0%,7,22%,False,Royce Freeman
2020,2020-12-27,15,16,24.307,DEN,@,LAC,L 16-19,False,2,16,8.00,0,2,2,7,3.50,0,100.0%,3.50,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,18,23%,0,0%,5,17%,True,Royce Freeman
