Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player
2020,2021-01-03,16,17,24.314,DEN,,LVR,L 31-32,False,2,21,10.50,0,1,1,1,1.00,0,100.0%,1.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,29,36%,0,0%,4,12%,False,Royce Freeman
2021,2021-09-12,1,1,25.200,CAR,,NYJ,W 19-14,False,,,,,,,,,,0.0%,,0,0,,,,,,,,,,,,,0,0%,0,0%,4,14%,False,Royce Freeman
2021,2021-09-19,2,2,25.207,CAR,,NOR,W 26-7,False,,,,,,,,,,0.0%,,0,0,,,,,,,,,,,,,3,4%,0,0%,5,20%,False,Royce Freeman
2021,2021-09-23,3,3,25.211,CAR,@,HOU,W 24-9,False,5,17,3.40,0,1,1,8,8.00,0,100.0%,8.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,11,15%,0,0%,11,48%,True,Royce Freeman
2021,2021-10-03,4,4,25.221,CAR,@,DAL,L 28-36,False,3,12,4.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,12,17%,0,0%,0,0%,True,Royce Freeman
2021,2021-10-10,5,5,25.228,CAR,,PHI,L 18-21,False,3,2,0.67,0,2,1,6,6.00,0,50.0%,3.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,14,20%,0,0%,0,0%,False,Royce Freeman
2021,2021-10-17,6,6,25.235,CAR,,MIN,L 28-34,False,1,3,3.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,23,31%,0,0%,3,9%,False,Royce Freeman
2021,2021-10-24,7,7,25.242,CAR,@,NYG,L 3-25,False,3,18,6.00,0,2,1,1,1.00,0,50.0%,0.50,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,29,45%,0,0%,9,33%,True,Royce Freeman
2021,2021-10-31,8,8,25.249,CAR,@,ATL,W 19-13,False,6,25,4.17,0,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,11,15%,0,0%,1,4%,True,Royce Freeman
2021,2021-11-07,9,9,,CAR,,NWE,L 6-24,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Royce Freeman
2021,2021-11-21,10,11,,HOU,@,TEN,W 22-13,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Royce Freeman
2021,2021-11-28,11,12,25.277,HOU,,NYJ,L 14-21,False,,,,,,,,,,0.0%,,0,0,,,,,,,,,,,,,0,0%,0,0%,5,20%,False,Royce Freeman
2021,2021-12-05,12,13,25.284,HOU,,IND,L 0-31,False,3,10,3.33,0,1,1,11,11.00,0,100.0%,11.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,22,42%,0,0%,6,27%,False,Royce Freeman
2021,2021-12-12,13,14,25.291,HOU,,SEA,L 13-33,False,11,15,1.36,0,8,6,51,8.50,0,75.0%,6.38,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,44,54%,0,0%,6,21%,False,Royce Freeman
2021,2021-12-19,14,15,25.298,HOU,@,JAX,W 30-16,False,3,8,2.67,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,9,15%,0,0%,5,16%,True,Royce Freeman
2021,2021-12-26,15,16,25.305,HOU,,LAC,W 41-29,False,12,34,2.83,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,24,35%,0,0%,0,0%,False,Royce Freeman
2021,2022-01-02,16,17,25.312,HOU,@,SFO,L 7-23,False,6,25,4.17,0,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,15,22%,0,0%,5,20%,True,Royce Freeman
2021,2022-01-09,17,18,25.319,HOU,,TEN,L 25-28,False,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,2,0,2,0,0,0,0,0,0,0,0,1,2%,0,0%,15,56%,False,Royce Freeman
,61 Games,,,,,,,24-37-0,False,353,1356,3.84,8,99,79,486,6.15,1,79.8%,4.91,9,54,0.0,4,0,4,0,0,1,1,0,2,0,0,,,,,,,False,Royce Freeman
