Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Scoring_XPM,Scoring_XPA,Scoring_XP%,Scoring_FGM,Scoring_FGA,Scoring_FG%,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Blck,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2011.0,2011-09-11,1.0,1.0,23.228,DAL,NYJ,L 24-27,False,3,3,100.0,1,1,100.0,0,6,0.0,0,0,0,,,0,0,,0,,,,,,,True,Dan Bailey,False,24,27
2011.0,2011-09-18,2.0,2.0,23.235,DAL,SFO,W 27-24,False,3,3,100.0,2,3,66.7,0,9,0.0,0,0,0,,,0,0,,0,,,,,,,True,Dan Bailey,True,27,24
2011.0,2011-09-26,3.0,3.0,23.243,DAL,WAS,W 18-16,False,,,,6,6,100.0,0,18,0.0,1,0,1,0,0,0,0,,0,,,,,,,False,Dan Bailey,True,18,16
2011.0,2011-10-02,4.0,4.0,23.249,DAL,DET,L 30-34,False,3,3,100.0,3,3,100.0,0,12,0.0,0,0,0,,,0,0,,0,,,,,,,False,Dan Bailey,False,30,34
2011.0,2011-10-16,5.0,6.0,23.263,DAL,NWE,L 16-20,False,1,1,100.0,3,3,100.0,0,10,0.0,0,0,0,,,0,0,,0,,,,,,,True,Dan Bailey,False,16,20
2011.0,2011-10-23,6.0,7.0,23.27,DAL,STL,W 34-7,False,4,4,100.0,2,2,100.0,0,10,0.0,0,0,0,,,0,0,,0,,,,,,,False,Dan Bailey,True,34,7
2011.0,2011-10-30,7.0,8.0,23.277,DAL,PHI,L 7-34,False,1,1,100.0,,,,0,1,0.0,0,0,0,,,2,79,39.50,0,,,,,,,True,Dan Bailey,False,7,34
2011.0,2011-11-06,8.0,9.0,23.284,DAL,SEA,W 23-13,False,2,2,100.0,3,3,100.0,0,11,0.0,0,0,0,,,0,0,,0,,,,,,,False,Dan Bailey,True,23,13
2011.0,2011-11-13,9.0,10.0,23.291,DAL,BUF,W 44-7,False,5,5,100.0,3,3,100.0,0,14,0.0,0,0,0,,,0,0,,0,,,,,,,False,Dan Bailey,True,44,7
2011.0,2011-11-20,10.0,11.0,23.298,DAL,WAS,W 27-24,False,3,3,100.0,2,2,100.0,0,9,0.0,1,0,1,0,0,0,0,,0,,,,,,,True,Dan Bailey,True,27,24
