Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player
2010,2010-11-21,10,11,22.194,PHI,,NYG,W 27-17,True,14,9,120,13.33,0,64.3%,8.57,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,False,Jeremy Maclin
2010,2010-11-28,11,12,22.201,PHI,@,CHI,L 26-31,True,6,4,47,11.75,1,66.7%,7.83,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,7,7.00,0,1,6,0,,0,0,0,0,,,,,,,True,Jeremy Maclin
2010,2010-12-02,12,13,22.205,PHI,,HOU,W 34-24,True,8,5,68,13.60,0,62.5%,8.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,False,Jeremy Maclin
2010,2010-12-12,13,14,22.215,PHI,@,DAL,W 30-27,True,3,1,11,11.00,0,33.3%,3.67,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,True,Jeremy Maclin
2010,2010-12-19,14,15,22.222,PHI,@,NYG,W 38-31,True,11,7,59,8.43,2,63.6%,5.36,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,1,1.00,0,2,12,1,1,0,0,0,0,,,,,,,True,Jeremy Maclin
2010,2010-12-28,15,16,22.231,PHI,,MIN,L 14-24,True,8,6,74,12.33,0,75.0%,9.25,0,0,,0,0,0,,0,0,0,,,,,,1,22,22.00,0,1,9,9.00,0,0,0,0,,0,0,0,0,,,,,,,False,Jeremy Maclin
2010,2011-01-02,16,17,22.236,PHI,,DAL,L 13-14,True,1,0,0,,0,0.0%,0.00,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,,,,,,,False,Jeremy Maclin
2011,2011-09-11,1,1,23.123,PHI,@,STL,W 31-13,True,3,1,20,20.00,0,33.3%,6.67,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,True,Jeremy Maclin
2011,2011-09-18,2,2,23.130,PHI,@,ATL,L 31-35,True,15,13,171,13.15,2,86.7%,11.40,1,1,1.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,2,12,0,,0,0,0,0,,,,,,,True,Jeremy Maclin
2011,2011-09-25,3,3,23.137,PHI,,NYG,L 16-29,True,7,5,69,13.80,0,71.4%,9.86,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,False,Jeremy Maclin
2011,2011-10-02,4,4,23.144,PHI,,SFO,L 23-24,True,11,7,74,10.57,0,63.6%,6.73,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,1,1,0,0,0,0,,,,,,,False,Jeremy Maclin
2011,2011-10-09,5,5,23.151,PHI,@,BUF,L 24-31,True,8,6,54,9.00,1,75.0%,6.75,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0,,0,0,0,0,,,,,,,True,Jeremy Maclin
2011,2011-10-16,6,6,23.158,PHI,@,WAS,W 20-13,True,7,5,101,20.20,0,71.4%,14.43,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,True,Jeremy Maclin
2011,2011-10-30,7,8,23.172,PHI,,DAL,W 34-7,True,3,3,54,18.00,1,100.0%,18.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,12,6.00,0,1,6,0,,0,0,0,0,,,,,,,False,Jeremy Maclin
2011,2011-11-07,8,9,23.180,PHI,,CHI,L 24-30,True,9,4,63,15.75,0,44.4%,7.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,False,Jeremy Maclin
2011,2011-11-13,9,10,23.186,PHI,,ARI,L 17-21,True,5,2,6,3.00,0,40.0%,1.20,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,17,8.50,0,0,0,0,,0,0,0,0,,,,,,,False,Jeremy Maclin
2011,2011-11-20,10,11,,PHI,@,NYG,W 17-10,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Jeremy Maclin
2011,2011-11-27,11,12,,PHI,,NWE,L 20-38,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Jeremy Maclin
2011,2011-12-01,12,13,,PHI,@,SEA,L 14-31,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Jeremy Maclin
2011,2011-12-11,13,14,23.214,PHI,@,MIA,W 26-10,True,4,1,13,13.00,0,25.0%,3.25,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,True,Jeremy Maclin
2011,2011-12-18,14,15,23.221,PHI,,NYJ,W 45-19,True,5,3,57,19.00,0,60.0%,11.40,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,False,Jeremy Maclin
2011,2011-12-24,15,16,23.227,PHI,@,DAL,W 20-7,True,6,5,72,14.40,1,83.3%,12.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0,,0,0,0,0,,,,,,,True,Jeremy Maclin
2011,2012-01-01,16,17,23.235,PHI,,WAS,W 34-10,True,13,8,105,13.13,0,61.5%,8.08,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,False,Jeremy Maclin
2012,2012-09-09,1,1,24.121,PHI,@,CLE,W 17-16,True,14,7,96,13.71,1,50.0%,6.86,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0,0,0,0,0,0,78,83%,0,0%,0,0%,True,Jeremy Maclin
2012,2012-09-16,2,2,24.128,PHI,,BAL,W 24-23,True,1,1,23,23.00,1,100.0%,23.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0,0,0,0,0,0,43,54%,0,0%,0,0%,False,Jeremy Maclin
2012,2012-09-23,3,3,,PHI,@,ARI,L 6-27,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Jeremy Maclin
2012,2012-09-30,4,4,24.142,PHI,,NYG,W 19-17,True,3,1,7,7.00,0,33.3%,2.33,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,64,93%,0,0%,0,0%,False,Jeremy Maclin
2012,2012-10-07,5,5,24.149,PHI,@,PIT,L 14-16,True,8,5,39,7.80,0,62.5%,4.88,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,53,93%,0,0%,1,4%,True,Jeremy Maclin
2012,2012-10-14,6,6,24.156,PHI,,DET,L 23-26,True,10,6,130,21.67,1,60.0%,13.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0,0,0,0,0,0,79,96%,0,0%,1,3%,False,Jeremy Maclin
2012,2012-10-28,7,8,24.170,PHI,,ATL,L 17-30,True,10,6,33,5.50,0,60.0%,3.30,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,62,98%,0,0%,0,0%,False,Jeremy Maclin
2012,2012-11-05,8,9,24.178,PHI,@,NOR,L 13-28,True,4,2,28,14.00,0,50.0%,7.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,77,97%,0,0%,1,4%,True,Jeremy Maclin
2012,2012-11-11,9,10,24.184,PHI,,DAL,L 23-38,True,12,8,93,11.63,1,66.7%,7.75,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0,0,0,0,0,0,73,94%,0,0%,0,0%,False,Jeremy Maclin
2012,2012-11-18,10,11,24.191,PHI,@,WAS,L 6-31,True,3,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,72,96%,0,0%,0,0%,True,Jeremy Maclin
2012,2012-11-26,11,12,24.199,PHI,,CAR,L 22-30,True,7,5,55,11.00,0,71.4%,7.86,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,49,98%,0,0%,0,0%,False,Jeremy Maclin
2012,2012-12-02,12,13,24.205,PHI,@,DAL,L 33-38,True,5,3,38,12.67,0,60.0%,7.60,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,61,97%,0,0%,0,0%,True,Jeremy Maclin
2012,2012-12-09,13,14,24.212,PHI,@,TAM,W 23-21,True,13,9,104,11.56,1,69.2%,8.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0,0,0,0,0,0,75,99%,0,0%,0,0%,True,Jeremy Maclin
2012,2012-12-13,14,15,24.216,PHI,,CIN,L 13-34,True,9,4,73,18.25,0,44.4%,8.11,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,1,1,0,0,0,0,52,93%,0,0%,0,0%,False,Jeremy Maclin
2012,2012-12-23,15,16,24.226,PHI,,WAS,L 20-27,True,14,8,116,14.50,1,57.1%,8.29,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0,0,0,0,0,0,75,99%,0,0%,0,0%,False,Jeremy Maclin
2012,2012-12-30,16,17,24.233,PHI,@,NYG,L 7-42,True,9,4,22,5.50,1,44.4%,2.44,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0,0,0,0,0,0,62,94%,0,0%,0,0%,True,Jeremy Maclin
2014,2014-09-07,1,1,26.119,PHI,,JAX,W 34-17,True,10,4,97,24.25,1,40.0%,9.70,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0,0,0,0,0,0,80,92%,0,0%,0,0%,False,Jeremy Maclin
2014,2014-09-15,2,2,26.127,PHI,@,IND,W 30-27,True,11,4,45,11.25,1,36.4%,4.09,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0,0,0,0,0,0,57,84%,0,0%,0,0%,True,Jeremy Maclin
2014,2014-09-21,3,3,26.133,PHI,,WAS,W 37-34,True,10,8,154,19.25,1,80.0%,15.40,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0,0,0,0,0,0,68,93%,0,0%,0,0%,False,Jeremy Maclin
2014,2014-09-28,4,4,26.140,PHI,@,SFO,L 21-26,True,15,4,57,14.25,0,26.7%,3.80,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,57,95%,0,0%,0,0%,True,Jeremy Maclin
2014,2014-10-05,5,5,26.147,PHI,,STL,W 34-28,True,11,5,76,15.20,1,45.5%,6.91,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0,0,0,0,0,0,68,93%,0,0%,0,0%,False,Jeremy Maclin
2014,2014-10-12,6,6,26.154,PHI,,NYG,W 27-0,True,3,2,16,8.00,0,66.7%,5.33,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,61,85%,0,0%,2,7%,False,Jeremy Maclin
2014,2014-10-26,7,8,26.168,PHI,@,ARI,L 20-24,True,16,12,187,15.58,2,75.0%,11.69,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,25,12.50,0,2,12,0,0,0,0,0,0,69,75%,0,0%,7,22%,True,Jeremy Maclin
2014,2014-11-02,8,9,26.175,PHI,@,HOU,W 31-21,True,7,6,158,26.33,2,85.7%,22.57,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,2,12,0,0,0,0,0,0,71,86%,0,0%,0,0%,True,Jeremy Maclin
2014,2014-11-10,9,10,26.183,PHI,,CAR,W 45-21,True,7,3,38,12.67,0,42.9%,5.43,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,49,79%,0,0%,0,0%,False,Jeremy Maclin
2014,2014-11-16,10,11,26.189,PHI,@,GNB,L 20-53,True,11,9,93,10.33,1,81.8%,8.45,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0,0,0,0,0,0,70,90%,0,0%,0,0%,True,Jeremy Maclin
