Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player
2016,2016-12-11,13,14,22.320,MIA,,ARI,W 26-23,False,1,8,8.00,0,1,1,3,3.00,0,100.0%,3.00,2,44,22.00,0,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,2,3%,0,0%,13,43%,False,Kenyan Drake
2016,2016-12-17,14,15,22.326,MIA,@,NYJ,W 34-13,False,5,16,3.20,0,0,0,0,,0,0.0%,,1,21,21.00,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,5,10%,0,0%,13,46%,True,Kenyan Drake
2016,2016-12-24,15,16,22.333,MIA,@,BUF,W 34-31,False,4,56,14.00,1,0,0,0,,0,0.0%,,1,39,39.00,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,7,10%,0,0%,16,44%,True,Kenyan Drake
2016,2017-01-01,16,17,22.341,MIA,,NWE,L 14-35,False,4,10,2.50,0,0,0,0,,0,0.0%,,1,21,21.00,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,12,20%,0,0%,13,50%,False,Kenyan Drake
2017,2017-09-17,1,2,23.234,MIA,@,LAC,W 19-17,False,1,-3,-3.00,0,0,0,0,,0,0.0%,,3,71,23.67,0,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,1,1%,0,0%,16,59%,True,Kenyan Drake
2017,2017-09-24,2,3,23.241,MIA,@,NYJ,L 6-20,False,1,0,0.00,0,2,1,2,2.00,0,50.0%,1.00,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,20,32%,0,0%,18,69%,True,Kenyan Drake
2017,2017-10-01,3,4,23.248,MIA,,NOR,L 0-20,False,1,6,6.00,0,3,2,5,2.50,0,66.7%,1.67,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,9,17%,0,0%,13,68%,False,Kenyan Drake
2017,2017-10-08,4,5,23.255,MIA,,TEN,W 16-10,False,1,0,0.00,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,2,3%,0,0%,25,81%,False,Kenyan Drake
2017,2017-10-15,5,6,23.262,MIA,@,ATL,W 20-17,False,0,0,,0,0,0,0,,0,0.0%,,2,35,17.50,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,1,1%,0,0%,15,65%,True,Kenyan Drake
2017,2017-10-22,6,7,23.269,MIA,,NYJ,W 31-28,False,0,0,,0,0,0,0,,0,0.0%,,1,26,26.00,0,,0,0,0.0,2,1,3,0,0,0,0,0,0,0,0,0,0%,0,0%,23,70%,False,Kenyan Drake
2017,2017-10-26,7,8,23.273,MIA,@,BAL,L 0-40,False,6,22,3.67,0,1,0,0,,0,0.0%,0.00,1,15,15.00,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,12,18%,0,0%,21,70%,True,Kenyan Drake
2017,2017-11-05,8,9,23.283,MIA,,OAK,L 24-27,False,9,69,7.67,0,6,6,35,5.83,0,100.0%,5.83,0,0,,0,1,0,2,0.0,0,0,0,,,1,1,0,0,0,0,37,55%,0,0%,0,0%,False,Kenyan Drake
2017,2017-11-13,9,10,23.291,MIA,@,CAR,L 21-45,False,7,82,11.71,1,2,2,10,5.00,0,100.0%,5.00,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,25,45%,0,0%,0,0%,True,Kenyan Drake
2017,2017-11-19,10,11,23.297,MIA,,TAM,L 20-30,False,7,4,0.57,0,2,1,10,10.00,0,50.0%,5.00,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,38,59%,0,0%,1,3%,False,Kenyan Drake
2017,2017-11-26,11,12,23.304,MIA,@,NWE,L 17-35,True,9,20,2.22,0,4,3,27,9.00,1,75.0%,6.75,0,0,,0,,1,6,0.0,0,0,0,,,1,1,0,0,0,0,39,64%,0,0%,3,11%,True,Kenyan Drake
2017,2017-12-03,12,13,23.311,MIA,,DEN,W 35-9,True,23,120,5.22,1,5,3,21,7.00,0,60.0%,4.20,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,53,79%,0,0%,2,6%,False,Kenyan Drake
2017,2017-12-11,13,14,23.319,MIA,,NWE,W 27-20,True,25,114,4.56,0,6,5,79,15.80,0,83.3%,13.17,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,66,90%,0,0%,0,0%,False,Kenyan Drake
2017,2017-12-17,14,15,23.325,MIA,@,BUF,L 16-24,True,16,78,4.88,1,11,6,35,5.83,0,54.5%,3.18,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,71,96%,0,0%,0,0%,True,Kenyan Drake
2017,2017-12-24,15,16,23.332,MIA,@,KAN,L 13-29,True,13,57,4.38,0,3,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,53,95%,0,0%,1,4%,True,Kenyan Drake
2017,2017-12-31,16,17,23.339,MIA,,BUF,L 16-22,True,14,75,5.36,0,3,3,15,5.00,0,100.0%,5.00,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,48,68%,0,0%,0,0%,False,Kenyan Drake
2018,2018-09-09,1,1,24.226,MIA,,TEN,W 27-20,True,14,48,3.43,0,4,3,18,6.00,0,75.0%,4.50,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,46,74%,0,0%,0,0%,False,Kenyan Drake
2018,2018-09-16,2,2,24.233,MIA,@,NYJ,W 20-12,True,11,53,4.82,1,4,4,17,4.25,0,100.0%,4.25,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,36,60%,0,0%,0,0%,True,Kenyan Drake
2018,2018-09-23,3,3,24.240,MIA,,OAK,W 28-20,True,5,3,0.60,0,4,2,7,3.50,0,50.0%,1.75,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,29,66%,0,0%,0,0%,False,Kenyan Drake
2018,2018-09-30,4,4,24.247,MIA,@,NWE,L 7-38,True,3,3,1.00,0,2,1,13,13.00,0,50.0%,6.50,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,22,45%,0,0%,0,0%,True,Kenyan Drake
2018,2018-10-07,5,5,24.254,MIA,@,CIN,L 17-27,True,6,46,7.67,0,11,7,69,9.86,1,63.6%,6.27,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,41,64%,0,0%,0,0%,True,Kenyan Drake
2018,2018-10-14,6,6,24.261,MIA,,CHI,W 31-28,False,13,57,4.38,0,6,4,21,5.25,0,66.7%,3.50,0,0,,0,,0,0,0.0,0,0,0,,,1,1,0,0,0,0,49,63%,0,0%,0,0%,False,Kenyan Drake
2018,2018-10-21,7,7,24.268,MIA,,DET,L 21-32,False,6,72,12.00,1,8,4,15,3.75,0,50.0%,1.88,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,36,64%,0,0%,0,0%,False,Kenyan Drake
2018,2018-10-25,8,8,24.272,MIA,@,HOU,L 23-42,False,12,58,4.83,1,2,2,37,18.50,1,100.0%,18.50,0,0,,0,,2,12,0.0,0,0,0,,,0,0,0,0,0,0,37,56%,0,0%,0,0%,True,Kenyan Drake
2018,2018-11-04,9,9,24.282,MIA,,NYJ,W 13-6,False,3,9,3.00,0,6,4,26,6.50,0,66.7%,4.33,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,28,49%,0,0%,0,0%,False,Kenyan Drake
2018,2018-11-11,10,10,24.289,MIA,@,GNB,L 12-31,False,8,27,3.38,0,2,2,11,5.50,0,100.0%,5.50,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,34,50%,0,0%,1,4%,True,Kenyan Drake
2018,2018-11-25,11,12,24.303,MIA,@,IND,L 24-27,False,8,32,4.00,1,6,5,64,12.80,1,83.3%,10.67,0,0,,0,,2,12,0.0,0,0,0,,,0,0,0,0,0,0,24,45%,0,0%,3,10%,True,Kenyan Drake
2018,2018-12-02,12,13,24.310,MIA,,BUF,W 21-17,False,7,31,4.43,0,4,2,13,6.50,1,50.0%,3.25,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,30,55%,0,0%,4,16%,False,Kenyan Drake
2018,2018-12-09,13,14,24.317,MIA,,NWE,W 34-33,False,6,24,4.00,0,1,1,55,55.00,1,100.0%,55.00,1,22,22.00,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,24,50%,0,0%,7,22%,False,Kenyan Drake
2018,2018-12-16,14,15,24.324,MIA,@,MIN,L 17-41,False,1,6,6.00,0,3,3,28,9.33,0,100.0%,9.33,2,45,22.50,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,28,53%,0,0%,8,25%,True,Kenyan Drake
2018,2018-12-23,15,16,24.331,MIA,,JAX,L 7-17,True,6,23,3.83,0,5,4,31,7.75,0,80.0%,6.20,3,56,18.67,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,39,85%,0,0%,4,17%,False,Kenyan Drake
2018,2018-12-30,16,17,24.338,MIA,@,BUF,L 17-42,True,11,43,3.91,0,5,5,52,10.40,0,100.0%,10.40,4,90,22.50,0,,0,0,0.0,0,0,0,,,1,0,0,0,0,0,42,69%,0,0%,7,24%,True,Kenyan Drake
2019,2019-09-08,1,1,25.225,MIA,,BAL,L 10-59,False,4,12,3.00,0,3,2,15,7.50,0,66.7%,5.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,26,53%,0,0%,0,0%,False,Kenyan Drake
2019,2019-09-15,2,2,25.232,MIA,,NWE,L 0-43,False,6,19,3.17,0,6,5,29,5.80,0,83.3%,4.83,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,34,55%,0,0%,0,0%,False,Kenyan Drake
2019,2019-09-22,3,3,25.239,MIA,@,DAL,L 6-31,True,12,38,3.17,0,6,3,34,11.33,0,50.0%,5.67,0,0,,0,,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,46,66%,0,0%,0,0%,True,Kenyan Drake
2019,2019-09-29,4,4,25.246,MIA,,LAC,L 10-30,True,9,44,4.89,0,5,3,29,9.67,0,60.0%,5.80,0,0,,0,,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,28,54%,0,0%,0,0%,False,Kenyan Drake
2019,2019-10-13,5,6,25.260,MIA,,WAS,L 16-17,False,10,40,4.00,0,9,6,30,5.00,0,66.7%,3.33,1,15,15.00,0,,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,46,61%,0,0%,4,13%,False,Kenyan Drake
2019,2019-10-20,6,7,25.267,MIA,@,BUF,L 21-31,False,6,21,3.50,0,4,3,37,12.33,0,75.0%,9.25,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,29,40%,0,0%,0,0%,True,Kenyan Drake
2019,2019-10-31,9,9,25.278,ARI,,SFO,L 25-28,True,15,110,7.33,1,4,4,52,13.00,0,100.0%,13.00,0,0,,0,1,1,8,0.0,0,0,0,0,0,0,0,0,0,0,0,47,84%,0,0%,0,0%,False,Kenyan Drake
2019,2019-11-10,10,10,25.288,ARI,@,TAM,L 27-30,True,10,35,3.50,0,7,6,6,1.00,0,85.7%,0.86,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,43,64%,0,0%,0,0%,True,Kenyan Drake
2019,2019-11-17,11,11,25.295,ARI,@,SFO,L 26-36,True,16,67,4.19,0,7,6,13,2.17,0,85.7%,1.86,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,60,90%,0,0%,0,0%,True,Kenyan Drake
2019,2019-12-01,12,13,25.309,ARI,,LAR,L 7-34,True,13,31,2.38,0,5,2,20,10.00,0,40.0%,4.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,50,79%,0,0%,0,0%,False,Kenyan Drake
2019,2019-12-08,13,14,25.316,ARI,,PIT,L 17-23,True,11,37,3.36,0,3,3,30,10.00,0,100.0%,10.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,38,66%,0,0%,0,0%,False,Kenyan Drake
2019,2019-12-15,14,15,25.323,ARI,,CLE,W 38-24,True,22,137,6.23,4,1,1,9,9.00,0,100.0%,9.00,0,0,,0,,4,24,0.0,0,0,0,0,0,0,0,0,0,0,0,46,75%,0,0%,0,0%,False,Kenyan Drake
2019,2019-12-22,15,16,25.330,ARI,@,SEA,W 27-13,True,24,166,6.92,2,4,3,18,6.00,0,75.0%,4.50,0,0,,0,,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,56,81%,0,0%,0,0%,True,Kenyan Drake
2019,2019-12-29,16,17,25.337,ARI,@,LAR,L 24-31,True,12,60,5.00,1,4,3,23,7.67,0,75.0%,5.75,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,65,96%,0,0%,0,0%,True,Kenyan Drake
2020,2020-09-13,1,1,26.231,ARI,@,SFO,W 24-20,True,16,60,3.75,1,2,2,5,2.50,0,100.0%,2.50,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,58,71%,0,0%,0,0%,True,Kenyan Drake
2020,2020-09-20,2,2,26.238,ARI,,WAS,W 30-15,False,20,86,4.30,0,2,2,9,4.50,0,100.0%,4.50,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,50,65%,0,0%,0,0%,False,Kenyan Drake
2020,2020-09-27,3,3,26.245,ARI,,DET,L 23-26,False,18,73,4.06,0,1,1,6,6.00,0,100.0%,6.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,44,68%,0,0%,0,0%,False,Kenyan Drake
2020,2020-10-04,4,4,26.252,ARI,@,CAR,L 21-31,True,13,35,2.69,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,37,65%,0,0%,0,0%,True,Kenyan Drake
2020,2020-10-11,5,5,26.259,ARI,@,NYJ,W 30-10,True,18,60,3.33,1,1,1,2,2.00,0,100.0%,2.00,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,50,66%,0,0%,0,0%,True,Kenyan Drake
2020,2020-10-19,6,6,26.267,ARI,@,DAL,W 38-10,True,20,164,8.20,2,2,0,0,,0,0.0%,0.00,0,0,,0,,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,42,68%,0,0%,0,0%,True,Kenyan Drake
2020,2020-10-25,7,7,26.273,ARI,,SEA,W 37-34,True,14,34,2.43,0,2,1,7,7.00,0,50.0%,3.50,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,34,40%,0,0%,0,0%,False,Kenyan Drake
2020,2020-11-08,8,9,,ARI,,MIA,L 31-34,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Kenyan Drake
2020,2020-11-15,9,10,26.294,ARI,,BUF,W 32-30,True,16,100,6.25,0,1,1,9,9.00,0,100.0%,9.00,0,0,,0,,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,38,52%,0,0%,0,0%,False,Kenyan Drake
2020,2020-11-19,10,11,26.298,ARI,@,SEA,L 21-28,True,11,29,2.64,1,5,4,31,7.75,0,80.0%,6.20,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,33,49%,0,0%,0,0%,True,Kenyan Drake
2020,2020-11-29,11,12,26.308,ARI,@,NWE,L 17-20,True,22,78,3.55,2,4,3,15,5.00,0,75.0%,3.75,0,0,,0,,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,41,55%,0,0%,0,0%,True,Kenyan Drake
2020,2020-12-06,12,13,26.315,ARI,,LAR,L 28-38,True,10,49,4.90,1,3,2,9,4.50,0,66.7%,3.00,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,1,0,0,29,45%,0,0%,0,0%,False,Kenyan Drake
2020,2020-12-13,13,14,26.322,ARI,@,NYG,W 26-7,True,23,80,3.48,1,1,1,10,10.00,0,100.0%,10.00,0,0,,0,,1,6,0.0,0,0,0,0,0,2,0,0,0,0,0,44,56%,0,0%,0,0%,True,Kenyan Drake
2020,2020-12-20,14,15,26.329,ARI,,PHI,W 33-26,True,10,26,2.60,0,2,2,14,7.00,0,100.0%,7.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,34,50%,0,0%,0,0%,False,Kenyan Drake
2020,2020-12-26,15,16,26.335,ARI,,SFO,L 12-20,True,18,45,2.50,1,2,2,5,2.50,0,100.0%,2.50,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,52,63%,0,0%,0,0%,False,Kenyan Drake
2020,2021-01-03,16,17,26.343,ARI,@,LAR,L 7-18,True,10,36,3.60,0,3,3,15,5.00,0,100.0%,5.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,29,55%,0,0%,0,0%,True,Kenyan Drake
2021,2021-09-13,1,1,27.230,LVR,,BAL,W 33-27,False,6,11,1.83,0,5,5,59,11.80,0,100.0%,11.80,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,41,48%,0,0%,0,0%,False,Kenyan Drake
2021,2021-09-19,2,2,27.236,LVR,@,PIT,W 26-17,True,7,9,1.29,0,6,5,46,9.20,0,83.3%,7.67,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,47,71%,0,0%,1,4%,True,Kenyan Drake
2021,2021-09-26,3,3,27.243,LVR,,MIA,W 31-28,True,8,24,3.00,0,6,3,33,11.00,0,50.0%,5.50,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,36,43%,0,0%,0,0%,False,Kenyan Drake
2021,2021-10-04,4,4,27.251,LVR,@,LAC,L 14-28,False,1,2,2.00,0,0,0,0,,0,0.0%,,3,68,22.67,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,20,35%,0,0%,4,15%,True,Kenyan Drake
2021,2021-10-10,5,5,27.257,LVR,,CHI,L 9-20,False,2,11,5.50,0,1,0,0,,0,0.0%,0.00,2,35,17.50,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,12,18%,0,0%,5,23%,False,Kenyan Drake
2021,2021-10-17,6,6,27.264,LVR,@,DEN,W 34-24,False,4,34,8.50,1,2,2,39,19.50,1,100.0%,19.50,0,0,,0,,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,12,21%,0,0%,4,13%,True,Kenyan Drake
2021,2021-10-24,7,7,27.271,LVR,,PHI,W 33-22,False,14,69,4.93,1,3,3,10,3.33,0,100.0%,3.33,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,26,39%,0,0%,3,13%,False,Kenyan Drake
2021,2021-11-07,8,9,27.285,LVR,@,NYG,L 16-23,False,4,30,7.50,0,8,6,70,11.67,0,75.0%,8.75,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,31,45%,0,0%,0,0%,True,Kenyan Drake
2021,2021-11-14,9,10,27.292,LVR,,KAN,L 14-41,False,4,16,4.00,0,3,2,15,7.50,0,66.7%,5.00,1,19,19.00,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,17,31%,0,0%,3,11%,False,Kenyan Drake
2021,2021-11-21,10,11,27.299,LVR,,CIN,L 13-32,False,5,23,4.60,0,2,1,6,6.00,0,50.0%,3.00,3,51,17.00,0,,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,15,32%,0,0%,8,29%,False,Kenyan Drake
2021,2021-11-25,11,12,27.303,LVR,@,DAL,W 36-33,False,7,25,3.57,0,2,2,5,2.50,0,100.0%,2.50,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,16,18%,0,0%,1,2%,True,Kenyan Drake
2021,2021-12-05,12,13,27.313,LVR,,WAS,L 15-17,False,1,0,0.00,0,2,1,8,8.00,0,50.0%,4.00,1,19,19.00,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,7,12%,0,0%,1,4%,False,Kenyan Drake
2021,2021-12-12,13,14,,LVR,@,KAN,L 9-48,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Kenyan Drake
2021,2021-12-20,14,15,,LVR,@,CLE,W 16-14,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Kenyan Drake
2021,2021-12-26,15,16,,LVR,,DEN,W 17-13,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Kenyan Drake
2021,2022-01-02,16,17,,LVR,@,IND,W 23-20,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Kenyan Drake
2021,2022-01-09,17,18,,LVR,,LAC,W 35-32,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Kenyan Drake
