Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Def Interceptions_Int,Def Interceptions_Yds,Def Interceptions_TD,Def Interceptions_PD,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2015.0,2015-11-15,9.0,10.0,26.185,NWE,NYG,W 27-26,True,7,5,113,22.60,1,71.4%,16.14,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,0,0,0,0,71,99%,0,0%,0,0%,True,Rob Gronkowski,True,27,26
2015.0,2015-11-23,10.0,11.0,26.193,NWE,BUF,W 20-13,True,7,2,37,18.50,0,28.6%,5.29,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,67,100%,0,0%,1,3%,False,Rob Gronkowski,True,20,13
2015.0,2015-11-29,11.0,12.0,26.199,NWE,DEN,L 24-30,True,10,6,88,14.67,1,60.0%,8.80,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,0,0,0,0,56,85%,0,0%,0,0%,True,Rob Gronkowski,False,24,30
2015.0,2015-12-06,12.0,13.0,,NWE,PHI,L 28-35,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Rob Gronkowski,False,28,35
2015.0,2015-12-13,13.0,14.0,26.213,NWE,HOU,W 27-6,True,4,4,87,21.75,1,100.0%,21.75,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,0,0,0,0,41,61%,0,0%,0,0%,True,Rob Gronkowski,True,27,6
2015.0,2015-12-20,14.0,15.0,26.22,NWE,TEN,W 33-16,True,11,5,54,10.80,1,45.5%,4.91,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,0,0,0,0,62,94%,0,0%,0,0%,False,Rob Gronkowski,True,33,16
2015.0,2015-12-27,15.0,16.0,26.227,NWE,NYJ,L 20-26,True,6,4,86,21.50,0,66.7%,14.33,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,55,98%,0,0%,0,0%,True,Rob Gronkowski,False,20,26
2015.0,2016-01-03,16.0,17.0,26.234,NWE,MIA,L 10-20,True,7,2,18,9.00,0,28.6%,2.57,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,55,92%,0,0%,0,0%,True,Rob Gronkowski,False,10,20
2016.0,2016-09-11,1.0,1.0,,NWE,ARI,W 23-21,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Rob Gronkowski,True,23,21
2016.0,2016-09-18,2.0,2.0,,NWE,MIA,W 31-24,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Rob Gronkowski,True,31,24
2016.0,2016-09-22,3.0,3.0,27.131,NWE,HOU,W 27-0,False,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,14,23%,0,0%,0,0%,False,Rob Gronkowski,True,27,0
2016.0,2016-10-02,4.0,4.0,27.141,NWE,BUF,L 0-16,False,2,1,11,11.00,0,50.0%,5.50,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,0,0,0,0,39,70%,0,0%,0,0%,False,Rob Gronkowski,False,0,16
2016.0,2016-10-09,5.0,5.0,27.148,NWE,CLE,W 33-13,True,7,5,109,21.80,0,71.4%,15.57,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,0,0,0,0,65,81%,0,0%,1,4%,True,Rob Gronkowski,True,33,13
2016.0,2016-10-16,6.0,6.0,27.155,NWE,CIN,W 35-17,True,9,7,162,23.14,1,77.8%,18.00,0,0,,0,0,0,,0,,1,6,0,,0,0,0,0,0,0,0,0,57,89%,0,0%,0,0%,False,Rob Gronkowski,True,35,17
2016.0,2016-10-23,7.0,7.0,27.162,NWE,PIT,W 27-16,True,4,4,93,23.25,1,100.0%,23.25,0,0,,0,0,0,,0,,1,6,0,,0,0,0,0,0,0,0,0,52,91%,0,0%,1,3%,True,Rob Gronkowski,True,27,16
2016.0,2016-10-30,8.0,8.0,27.169,NWE,BUF,W 41-25,True,7,5,109,21.80,1,71.4%,15.57,0,0,,0,0,0,,0,,1,6,0,,0,0,0,0,0,0,0,0,62,91%,0,0%,1,3%,True,Rob Gronkowski,True,41,25
2016.0,2016-11-13,9.0,10.0,27.183,NWE,SEA,L 24-31,True,6,3,56,18.67,0,50.0%,9.33,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,0,0,0,0,56,85%,0,0%,0,0%,False,Rob Gronkowski,False,24,31
2016.0,2016-11-20,10.0,11.0,,NWE,SFO,W 30-17,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Rob Gronkowski,True,30,17
2016.0,2016-11-27,11.0,12.0,27.197,NWE,NYJ,W 22-17,True,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,7,10%,0,0%,0,0%,True,Rob Gronkowski,True,22,17
2016.0,2016-12-04,12.0,13.0,,NWE,LAR,W 26-10,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Rob Gronkowski,True,26,10
2016.0,2016-12-12,13.0,14.0,,NWE,BAL,W 30-23,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Rob Gronkowski,True,30,23
2016.0,2016-12-18,14.0,15.0,,NWE,DEN,W 16-3,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Rob Gronkowski,True,16,3
2016.0,2016-12-24,15.0,16.0,,NWE,NYJ,W 41-3,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Rob Gronkowski,True,41,3
2016.0,2017-01-01,16.0,17.0,,NWE,MIA,W 35-14,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Rob Gronkowski,True,35,14
2017.0,2017-09-07,1.0,1.0,28.116,NWE,KAN,L 27-42,True,6,2,33,16.50,0,33.3%,5.50,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,78,96%,0,0%,0,0%,False,Rob Gronkowski,False,27,42
2017.0,2017-09-17,2.0,2.0,28.126,NWE,NOR,W 36-20,True,9,6,116,19.33,1,66.7%,12.89,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,0,0,0,0,46,61%,0,0%,0,0%,True,Rob Gronkowski,True,36,20
2017.0,2017-09-24,3.0,3.0,28.133,NWE,HOU,W 36-33,True,10,8,89,11.13,1,80.0%,8.90,0,0,,0,0,0,,0,,1,6,0,0,0,1,1,0,0,0,0,0,63,98%,1,1%,0,0%,False,Rob Gronkowski,True,36,33
2017.0,2017-10-01,4.0,4.0,28.14,NWE,CAR,L 30-33,True,5,4,80,20.00,0,80.0%,16.00,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,70,100%,0,0%,0,0%,False,Rob Gronkowski,False,30,33
2017.0,2017-10-05,5.0,5.0,,NWE,TAM,W 19-14,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Rob Gronkowski,True,19,14
2017.0,2017-10-15,6.0,6.0,28.154,NWE,NYJ,W 24-17,True,10,6,83,13.83,2,60.0%,8.30,0,0,,0,0,0,,0,,2,12,0,0,0,0,0,0,0,0,0,0,63,93%,0,0%,0,0%,True,Rob Gronkowski,True,24,17
2017.0,2017-10-22,7.0,7.0,28.161,NWE,ATL,W 23-7,True,7,3,51,17.00,0,42.9%,7.29,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,71,96%,0,0%,1,5%,False,Rob Gronkowski,True,23,7
2017.0,2017-10-29,8.0,8.0,28.168,NWE,LAC,W 21-13,True,9,5,57,11.40,1,55.6%,6.33,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,0,0,0,0,86,100%,0,0%,0,0%,False,Rob Gronkowski,True,21,13
2017.0,2017-11-12,9.0,10.0,28.182,NWE,DEN,W 41-16,True,7,4,74,18.50,0,57.1%,10.57,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,61,87%,0,0%,0,0%,True,Rob Gronkowski,True,41,16
2017.0,2017-11-19,10.0,11.0,28.189,NWE,OAK,W 33-8,True,3,3,37,12.33,0,100.0%,12.33,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,53,88%,0,0%,1,5%,True,Rob Gronkowski,True,33,8
2017.0,2017-11-26,11.0,12.0,28.196,NWE,MIA,W 35-17,True,8,5,82,16.40,2,62.5%,10.25,0,0,,0,0,0,,0,,2,12,0,0,0,0,0,0,0,0,0,0,64,91%,0,0%,0,0%,False,Rob Gronkowski,True,35,17
2017.0,2017-12-03,12.0,13.0,28.203,NWE,BUF,W 23-3,True,11,9,147,16.33,0,81.8%,13.36,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,65,93%,0,0%,0,0%,True,Rob Gronkowski,True,23,3
2017.0,2017-12-11,13.0,14.0,,NWE,MIA,L 20-27,True,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,True,Rob Gronkowski,False,20,27
2017.0,2017-12-17,14.0,15.0,28.217,NWE,PIT,W 27-24,True,13,9,168,18.67,0,69.2%,12.92,0,0,,0,0,0,,0,1,0,2,0,0,0,0,0,0,0,0,0,0,59,100%,0,0%,0,0%,True,Rob Gronkowski,True,27,24
2017.0,2017-12-24,15.0,16.0,28.224,NWE,BUF,W 37-16,True,7,5,67,13.40,1,71.4%,9.57,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,0,0,0,0,66,93%,0,0%,0,0%,False,Rob Gronkowski,True,37,16
2017.0,2017-12-31,16.0,17.0,28.231,NWE,NYJ,W 26-6,True,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,58,68%,0,0%,2,6%,False,Rob Gronkowski,True,26,6
2018.0,2018-09-09,1.0,1.0,29.118,NWE,HOU,W 27-20,True,8,7,123,17.57,1,87.5%,15.38,0,0,,0,0,0,,0,,1,6,0,0,0,0,1,1,0,0,0,0,75,100%,1,1%,0,0%,False,Rob Gronkowski,True,27,20
2018.0,2018-09-16,2.0,2.0,29.125,NWE,JAX,L 20-31,True,4,2,15,7.50,0,50.0%,3.75,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,58,95%,0,0%,0,0%,True,Rob Gronkowski,False,20,31
2018.0,2018-09-23,3.0,3.0,29.132,NWE,DET,L 10-26,True,5,4,51,12.75,0,80.0%,10.20,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,48,100%,0,0%,0,0%,True,Rob Gronkowski,False,10,26
2018.0,2018-09-30,4.0,4.0,29.139,NWE,MIA,W 38-7,True,7,4,44,11.00,0,57.1%,6.29,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,54,67%,0,0%,0,0%,False,Rob Gronkowski,True,38,7
2018.0,2018-10-04,5.0,5.0,29.143,NWE,IND,W 38-24,True,7,6,75,12.50,0,85.7%,10.71,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,63,91%,0,0%,1,3%,False,Rob Gronkowski,True,38,24
2018.0,2018-10-14,6.0,6.0,29.153,NWE,KAN,W 43-40,True,4,3,97,32.33,0,75.0%,24.25,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,77,99%,0,0%,0,0%,False,Rob Gronkowski,True,43,40
2018.0,2018-10-21,7.0,7.0,,NWE,CHI,W 38-31,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Rob Gronkowski,True,38,31
2018.0,2018-10-29,8.0,8.0,29.168,NWE,BUF,W 25-6,True,8,3,43,14.33,0,37.5%,5.38,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,68,89%,0,0%,0,0%,True,Rob Gronkowski,True,25,6
2018.0,2018-11-04,9.0,9.0,,NWE,GNB,W 31-17,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Rob Gronkowski,True,31,17
2018.0,2018-11-11,10.0,10.0,,NWE,TEN,L 10-34,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Rob Gronkowski,False,10,34
2018.0,2018-11-25,11.0,12.0,29.195,NWE,NYJ,W 27-13,True,7,3,56,18.67,1,42.9%,8.00,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,0,0,0,0,69,99%,0,0%,0,0%,True,Rob Gronkowski,True,27,13
2018.0,2018-12-02,12.0,13.0,29.202,NWE,MIN,W 24-10,True,4,3,26,8.67,0,75.0%,6.50,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,73,99%,0,0%,0,0%,False,Rob Gronkowski,True,24,10
2018.0,2018-12-09,13.0,14.0,29.209,NWE,MIA,L 33-34,True,8,8,107,13.38,1,100.0%,13.38,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,0,0,0,0,77,95%,1,2%,0,0%,True,Rob Gronkowski,False,33,34
2018.0,2018-12-16,14.0,15.0,29.216,NWE,PIT,L 10-17,True,5,2,21,10.50,0,40.0%,4.20,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,62,100%,0,0%,0,0%,True,Rob Gronkowski,False,10,17
2018.0,2018-12-23,15.0,16.0,29.223,NWE,BUF,W 24-12,False,3,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,59,79%,0,0%,1,3%,False,Rob Gronkowski,True,24,12
2018.0,2018-12-30,16.0,17.0,29.23,NWE,NYJ,W 38-3,False,2,2,24,12.00,0,100.0%,12.00,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,55,81%,0,0%,0,0%,False,Rob Gronkowski,True,38,3
2020.0,2020-09-13,1.0,1.0,31.122,TAM,NOR,L 23-34,True,3,2,11,5.50,0,66.7%,3.67,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,54,77%,0,0%,0,0%,True,Rob Gronkowski,False,23,34
2020.0,2020-09-20,2.0,2.0,31.129,TAM,CAR,W 31-17,True,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,42,69%,0,0%,1,4%,False,Rob Gronkowski,True,31,17
2020.0,2020-09-27,3.0,3.0,31.136,TAM,DEN,W 28-10,True,7,6,48,8.00,0,85.7%,6.86,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,63,93%,0,0%,0,0%,True,Rob Gronkowski,True,28,10
2020.0,2020-10-04,4.0,4.0,31.143,TAM,LAC,W 38-31,True,3,1,29,29.00,0,33.3%,9.67,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,65,86%,0,0%,0,0%,False,Rob Gronkowski,True,38,31
2020.0,2020-10-08,5.0,5.0,31.147,TAM,CHI,L 19-20,True,6,3,52,17.33,0,50.0%,8.67,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,57,80%,0,0%,0,0%,True,Rob Gronkowski,False,19,20
2020.0,2020-10-18,6.0,6.0,31.157,TAM,GNB,W 38-10,True,8,5,78,15.60,1,62.5%,9.75,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,0,0,0,0,54,84%,0,0%,0,0%,False,Rob Gronkowski,True,38,10
2020.0,2020-10-25,7.0,7.0,31.164,TAM,LVR,W 45-20,True,8,5,62,12.40,1,62.5%,7.75,0,0,,0,0,0,,0,,1,6,0,0,0,0,1,0,0,0,0,0,55,76%,0,0%,0,0%,True,Rob Gronkowski,True,45,20
2020.0,2020-11-02,8.0,8.0,31.172,TAM,NYG,W 25-23,True,4,4,41,10.25,1,100.0%,10.25,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,0,0,0,0,50,71%,0,0%,1,4%,True,Rob Gronkowski,True,25,23
2020.0,2020-11-08,9.0,9.0,31.178,TAM,NOR,L 3-38,True,6,1,2,2.00,0,16.7%,0.33,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,27,54%,0,0%,0,0%,False,Rob Gronkowski,False,3,38
2020.0,2020-11-15,10.0,10.0,31.185,TAM,CAR,W 46-23,True,3,2,51,25.50,1,66.7%,17.00,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,0,0,0,0,65,81%,0,0%,0,0%,True,Rob Gronkowski,True,46,23
2020.0,2020-11-23,11.0,11.0,31.193,TAM,LAR,L 24-27,True,6,2,25,12.50,0,33.3%,4.17,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,54,78%,0,0%,0,0%,False,Rob Gronkowski,False,24,27
2020.0,2020-11-29,12.0,12.0,31.199,TAM,KAN,L 24-27,True,7,6,106,17.67,0,85.7%,15.14,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,43,73%,0,0%,0,0%,False,Rob Gronkowski,False,24,27
2020.0,2020-12-13,13.0,14.0,31.213,TAM,MIN,W 26-14,True,2,1,2,2.00,1,50.0%,1.00,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,0,0,0,0,39,76%,0,0%,0,0%,False,Rob Gronkowski,True,26,14
2020.0,2020-12-20,14.0,15.0,31.22,TAM,ATL,W 31-27,True,7,3,29,9.67,0,42.9%,4.14,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,62,91%,0,0%,0,0%,True,Rob Gronkowski,True,31,27
2020.0,2020-12-26,15.0,16.0,31.226,TAM,DET,W 47-7,True,2,2,58,29.00,2,100.0%,29.00,0,0,,0,0,0,,0,,2,12,0,0,0,0,0,0,0,0,0,0,33,43%,0,0%,0,0%,True,Rob Gronkowski,True,47,7
2020.0,2021-01-03,16.0,17.0,31.234,TAM,ATL,W 44-27,True,4,2,29,14.50,0,50.0%,7.25,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,45,67%,0,0%,0,0%,False,Rob Gronkowski,True,44,27
2021.0,2021-09-09,1.0,1.0,32.118,TAM,DAL,W 31-29,True,8,8,90,11.25,2,100.0%,11.25,0,0,,0,0,0,,0,,2,12,0,0,0,0,0,0,0,0,0,0,57,88%,0,0%,0,0%,False,Rob Gronkowski,True,31,29
2021.0,2021-09-19,2.0,2.0,32.128,TAM,ATL,W 48-25,True,5,4,39,9.75,2,80.0%,7.80,0,0,,0,0,0,,0,,2,12,0,0,0,0,0,0,0,0,0,0,51,81%,0,0%,0,0%,False,Rob Gronkowski,True,48,25
2021.0,2021-09-26,3.0,3.0,32.135,TAM,LAR,L 24-34,True,8,4,55,13.75,0,50.0%,6.88,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,45,62%,0,0%,0,0%,True,Rob Gronkowski,False,24,34
2021.0,2021-10-03,4.0,4.0,,TAM,NWE,W 19-17,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Rob Gronkowski,True,19,17
2021.0,2021-10-10,5.0,5.0,,TAM,MIA,W 45-17,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Rob Gronkowski,True,45,17
2021.0,2021-10-14,6.0,6.0,,TAM,PHI,W 28-22,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Rob Gronkowski,True,28,22
2021.0,2021-10-24,7.0,7.0,,TAM,CHI,W 38-3,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Rob Gronkowski,True,38,3
2021.0,2021-10-31,8.0,8.0,32.17,TAM,NOR,L 27-36,True,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,6,10%,0,0%,0,0%,True,Rob Gronkowski,False,27,36
2021.0,2021-11-14,9.0,10.0,,TAM,WAS,L 19-29,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Rob Gronkowski,False,19,29
2021.0,2021-11-22,10.0,11.0,32.192,TAM,NYG,W 30-10,True,8,6,71,11.83,0,75.0%,8.88,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,46,59%,0,0%,0,0%,False,Rob Gronkowski,True,30,10
2021.0,2021-11-28,11.0,12.0,32.198,TAM,IND,W 38-31,True,9,7,123,17.57,0,77.8%,13.67,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,55,82%,0,0%,0,0%,True,Rob Gronkowski,True,38,31
2021.0,2021-12-05,12.0,13.0,32.205,TAM,ATL,W 30-17,True,8,4,58,14.50,2,50.0%,7.25,0,0,,0,0,0,,0,,2,12,0,0,0,0,0,0,0,0,0,0,58,83%,0,0%,0,0%,True,Rob Gronkowski,True,30,17
2021.0,2021-12-12,13.0,14.0,32.212,TAM,BUF,W 33-27,True,9,5,62,12.40,0,55.6%,6.89,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,73,88%,0,0%,0,0%,False,Rob Gronkowski,True,33,27
