Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Scoring_2PM,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2017.0,2017-10-22,7.0,7.0,25.246,PIT,CIN,W 29-14,True,35,134,3.83,0,3,3,58,19.33,0,100.0%,19.33,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,61,88%,0,0%,0,0%,False,Le'Veon Bell,True,29,14
2017.0,2017-10-29,8.0,8.0,25.253,PIT,DET,W 20-15,True,25,76,3.04,1,3,2,5,2.50,0,66.7%,1.67,0,0,,0,0,0,,0,0,,,,1,6,1,1,0,0,0,0,60,94%,0,0%,0,0%,True,Le'Veon Bell,True,20,15
2017.0,2017-11-12,9.0,10.0,25.267,PIT,IND,W 20-17,True,26,80,3.08,0,6,5,32,6.40,0,83.3%,5.33,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,65,98%,0,0%,0,0%,True,Le'Veon Bell,True,20,17
2017.0,2017-11-16,10.0,11.0,25.271,PIT,TEN,W 40-17,True,12,46,3.83,0,11,9,57,6.33,0,81.8%,5.18,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,67,89%,0,0%,0,0%,False,Le'Veon Bell,True,40,17
2017.0,2017-11-26,11.0,12.0,25.281,PIT,GNB,W 31-28,True,20,95,4.75,0,14,12,88,7.33,0,85.7%,6.29,0,0,,0,0,0,,0,0,,,,0,0,1,1,0,0,0,0,72,97%,0,0%,0,0%,False,Le'Veon Bell,True,31,28
2017.0,2017-12-04,12.0,13.0,25.289,PIT,CIN,W 23-20,True,18,76,4.22,0,6,5,106,21.20,1,83.3%,17.67,0,0,,0,0,0,,0,0,,,,1,6,0,0,0,0,0,0,63,95%,0,0%,0,0%,True,Le'Veon Bell,True,23,20
2017.0,2017-12-10,13.0,14.0,25.295,PIT,BAL,W 39-38,True,13,48,3.69,2,10,9,77,8.56,1,90.0%,7.70,0,0,,0,0,0,,0,0,,,,3,18,0,0,0,0,0,0,80,90%,0,0%,0,0%,False,Le'Veon Bell,True,39,38
2017.0,2017-12-17,14.0,15.0,25.302,PIT,NWE,L 24-27,True,24,117,4.88,1,6,5,48,9.60,0,83.3%,8.00,0,0,,0,0,0,,0,0,,,,1,6,0,0,0,0,0,0,56,85%,0,0%,0,0%,False,Le'Veon Bell,False,24,27
2017.0,2017-12-25,15.0,16.0,25.31,PIT,HOU,W 34-6,True,14,69,4.93,1,8,5,28,5.60,0,62.5%,3.50,0,0,,0,0,0,,0,0,,,,1,6,0,0,0,0,0,0,45,75%,0,0%,0,0%,True,Le'Veon Bell,True,34,6
2017.0,2017-12-31,16.0,17.0,,PIT,CLE,W 28-24,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Le'Veon Bell,True,28,24
2019.0,2019-09-08,1.0,1.0,27.202,NYJ,BUF,L 16-17,True,17,60,3.53,0,9,6,32,5.33,1,66.7%,3.56,0,0,,0,0,0,,0,0,,,1,1,8,0,0,0,0,0,0,71,100%,0,0%,0,0%,False,Le'Veon Bell,False,16,17
2019.0,2019-09-16,2.0,2.0,27.21,NYJ,CLE,L 3-23,True,21,68,3.24,0,10,10,61,6.10,0,100.0%,6.10,0,0,,0,0,0,,0,0,,,,0,0,1,1,0,0,0,0,57,89%,0,0%,0,0%,False,Le'Veon Bell,False,3,23
2019.0,2019-09-22,3.0,3.0,27.216,NYJ,NWE,L 14-30,True,18,35,1.94,0,4,4,28,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,50,100%,0,0%,0,0%,True,Le'Veon Bell,False,14,30
2019.0,2019-10-06,4.0,5.0,27.23,NYJ,PHI,L 6-31,True,15,43,2.87,0,9,7,45,6.43,0,77.8%,5.00,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,51,88%,0,0%,0,0%,True,Le'Veon Bell,False,6,31
2019.0,2019-10-13,5.0,6.0,27.237,NYJ,DAL,W 24-22,True,14,50,3.57,1,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0,,0,0,,,,1,6,0,0,0,0,0,0,50,83%,0,0%,0,0%,False,Le'Veon Bell,True,24,22
2019.0,2019-10-21,6.0,7.0,27.245,NYJ,NWE,L 0-33,True,15,70,4.67,0,4,1,6,6.00,0,25.0%,1.50,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,56,93%,0,0%,0,0%,False,Le'Veon Bell,False,0,33
2019.0,2019-10-27,7.0,8.0,27.251,NYJ,JAX,L 15-29,True,8,23,2.88,0,5,3,12,4.00,0,60.0%,2.40,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,49,84%,0,0%,0,0%,True,Le'Veon Bell,False,15,29
2019.0,2019-11-03,8.0,9.0,27.258,NYJ,MIA,L 18-26,True,17,66,3.88,0,9,8,55,6.88,0,88.9%,6.11,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,61,91%,0,0%,0,0%,True,Le'Veon Bell,False,18,26
2019.0,2019-11-10,9.0,10.0,27.265,NYJ,NYG,W 34-27,True,18,34,1.89,1,4,4,34,8.50,0,100.0%,8.50,0,0,,0,0,0,,0,0,,,,1,6,0,0,0,0,0,0,48,74%,0,0%,0,0%,False,Le'Veon Bell,True,34,27
2019.0,2019-11-17,10.0,11.0,27.272,NYJ,WAS,W 34-17,True,18,59,3.28,1,2,2,33,16.50,0,100.0%,16.50,0,0,,0,0,0,,0,0,,,,1,6,0,0,0,0,0,0,39,56%,0,0%,0,0%,True,Le'Veon Bell,True,34,17
2019.0,2019-11-24,11.0,12.0,27.279,NYJ,OAK,W 34-3,True,12,49,4.08,0,5,5,59,11.80,0,100.0%,11.80,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,36,57%,0,0%,0,0%,False,Le'Veon Bell,True,34,3
2019.0,2019-12-01,12.0,13.0,27.286,NYJ,CIN,L 6-22,True,10,32,3.20,0,5,4,35,8.75,0,80.0%,7.00,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,61,85%,0,0%,0,0%,True,Le'Veon Bell,False,6,22
2019.0,2019-12-08,13.0,14.0,,NYJ,MIA,W 22-21,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Le'Veon Bell,True,22,21
2019.0,2019-12-12,14.0,15.0,27.297,NYJ,BAL,L 21-42,True,21,87,4.14,0,2,2,1,0.50,0,100.0%,0.50,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,51,85%,0,0%,0,0%,True,Le'Veon Bell,False,21,42
2019.0,2019-12-22,15.0,16.0,27.307,NYJ,PIT,W 16-10,True,25,72,2.88,0,4,4,21,5.25,0,100.0%,5.25,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,56,92%,0,0%,0,0%,False,Le'Veon Bell,True,16,10
2019.0,2019-12-29,16.0,17.0,27.314,NYJ,BUF,W 13-6,True,16,41,2.56,0,5,5,36,7.20,0,100.0%,7.20,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,46,69%,0,0%,0,0%,True,Le'Veon Bell,True,13,6
2020.0,2020-09-13,1.0,1.0,28.208,NYJ,BUF,L 17-27,True,6,14,2.33,0,2,2,32,16.00,0,100.0%,16.00,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,32,57%,0,0%,0,0%,True,Le'Veon Bell,False,17,27
2020.0,2020-09-20,2.0,2.0,,NYJ,SFO,L 13-31,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Le'Veon Bell,False,13,31
2020.0,2020-09-27,3.0,3.0,,NYJ,IND,L 7-36,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Le'Veon Bell,False,7,36
2020.0,2020-10-01,4.0,4.0,,NYJ,DEN,L 28-37,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Le'Veon Bell,False,28,37
2020.0,2020-10-11,5.0,5.0,28.236,NYJ,ARI,L 10-30,True,13,60,4.62,0,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,46,67%,0,0%,0,0%,False,Le'Veon Bell,False,10,30
2020.0,2020-10-19,6.0,6.0,,KAN,BUF,W 26-17,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Le'Veon Bell,True,26,17
2020.0,2020-10-25,7.0,7.0,28.25,KAN,DEN,W 43-16,False,6,39,6.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,17,33%,0,0%,0,0%,True,Le'Veon Bell,True,43,16
2020.0,2020-11-01,8.0,8.0,28.257,KAN,NYJ,W 35-9,False,6,7,1.17,0,3,3,31,10.33,0,100.0%,10.33,0,0,,0,0,0,,0,0,,,,0,0,1,0,0,0,0,0,17,26%,0,0%,0,0%,False,Le'Veon Bell,True,35,9
2020.0,2020-11-08,9.0,9.0,28.264,KAN,CAR,W 33-31,False,4,8,2.00,0,1,1,-5,-5.00,0,100.0%,-5.00,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,19,31%,0,0%,0,0%,False,Le'Veon Bell,True,33,31
2020.0,2020-11-22,10.0,11.0,28.278,KAN,LVR,W 35-31,False,7,25,3.57,1,1,1,11,11.00,0,100.0%,11.00,0,0,,0,0,0,,0,0,,,,1,6,0,0,0,0,0,0,20,26%,0,0%,0,0%,True,Le'Veon Bell,True,35,31
2020.0,2020-11-29,11.0,12.0,28.285,KAN,TAM,W 27-24,False,5,22,4.40,0,2,2,10,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,24,30%,0,0%,0,0%,True,Le'Veon Bell,True,27,24
2020.0,2020-12-06,12.0,13.0,28.292,KAN,DEN,W 22-16,True,11,40,3.64,0,3,2,15,7.50,0,66.7%,5.00,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,33,52%,0,0%,0,0%,False,Le'Veon Bell,True,22,16
2020.0,2020-12-13,13.0,14.0,28.299,KAN,MIA,W 33-27,False,2,21,10.50,0,3,2,14,7.00,0,66.7%,4.67,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,11,18%,0,0%,0,0%,True,Le'Veon Bell,True,33,27
2020.0,2020-12-20,14.0,15.0,28.306,KAN,NOR,W 32-29,False,15,62,4.13,1,1,1,14,14.00,0,100.0%,14.00,0,0,,0,0,0,,0,0,,,,1,6,0,0,0,0,0,0,31,32%,0,0%,0,0%,True,Le'Veon Bell,True,32,29
2020.0,2020-12-27,15.0,16.0,28.313,KAN,ATL,W 17-14,True,7,30,4.29,0,3,1,9,9.00,0,33.3%,3.00,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,20,30%,0,0%,0,0%,False,Le'Veon Bell,True,17,14
2020.0,2021-01-03,16.0,17.0,,KAN,LAC,L 21-38,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Le'Veon Bell,False,21,38
2021.0,2021-09-13,1.0,1.0,,BAL,LVR,L 27-33,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Le'Veon Bell,False,27,33
2021.0,2021-09-19,2.0,2.0,,BAL,KAN,W 36-35,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Le'Veon Bell,True,36,35
2021.0,2021-09-26,3.0,3.0,,BAL,DET,W 19-17,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Le'Veon Bell,True,19,17
2021.0,2021-10-03,4.0,4.0,29.227,BAL,DEN,W 23-7,False,4,11,2.75,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,20,27%,0,0%,0,0%,True,Le'Veon Bell,True,23,7
2021.0,2021-10-11,5.0,5.0,,BAL,IND,W 31-25,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Le'Veon Bell,True,31,25
2021.0,2021-10-17,6.0,6.0,29.241,BAL,LAC,W 34-6,False,8,18,2.25,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,,1,6,0,0,0,0,0,0,22,32%,0,0%,0,0%,False,Le'Veon Bell,True,34,6
2021.0,2021-10-24,7.0,7.0,29.248,BAL,CIN,L 17-41,False,5,5,1.00,0,2,1,-1,-1.00,0,50.0%,-0.50,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,22,30%,0,0%,0,0%,False,Le'Veon Bell,False,17,41
2021.0,2021-11-07,8.0,9.0,29.262,BAL,MIN,W 34-31,False,11,48,4.36,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,,1,6,0,0,0,0,0,0,23,23%,0,0%,0,0%,False,Le'Veon Bell,True,34,31
2021.0,2021-11-11,9.0,10.0,29.266,BAL,MIA,L 10-22,False,3,1,0.33,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,31,42%,0,0%,0,0%,True,Le'Veon Bell,False,10,22
2021.0,2021-12-26,15.0,16.0,29.311,TAM,CAR,W 32-6,False,2,-1,-0.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,3,4%,0,0%,0,0%,True,Le'Veon Bell,True,32,6
2021.0,2022-01-02,16.0,17.0,29.318,TAM,NYJ,W 28-24,False,3,5,1.67,0,3,3,30,10.00,0,100.0%,10.00,0,0,,0,0,0,,0,0,,,1,0,2,0,0,0,0,0,0,26,35%,0,0%,0,0%,True,Le'Veon Bell,True,28,24
2021.0,2022-01-09,17.0,18.0,29.325,TAM,CAR,W 41-17,False,3,14,4.67,0,1,1,1,1.00,1,100.0%,1.00,0,0,,0,0,0,,0,0,,,,1,6,0,0,0,0,0,0,23,38%,0,0%,0,0%,False,Le'Veon Bell,True,41,17
,96 Games,,,,,,63-33-0,False,1595,6554,4.11,42,502,399,3289,8.24,9,79.5%,6.55,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,3,51,312,10,5,0,3,4,0,,,,,,,False,Le'Veon Bell,False,33,0
