Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player
2018,2018-09-09,1,1,,PIT,@,CLE,T 21-21,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Mason Rudolph
2018,2018-09-16,2,2,,PIT,,KAN,L 37-42,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Mason Rudolph
2018,2018-09-24,3,3,,PIT,@,TAM,W 30-27,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Mason Rudolph
2018,2018-09-30,4,4,,PIT,,BAL,L 14-26,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Mason Rudolph
2018,2018-10-07,5,5,,PIT,,ATL,W 41-17,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Mason Rudolph
2018,2018-10-14,6,6,,PIT,@,CIN,W 28-21,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Mason Rudolph
2018,2018-10-28,7,8,,PIT,,CLE,W 33-18,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Mason Rudolph
2018,2018-11-04,8,9,,PIT,@,BAL,W 23-16,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Mason Rudolph
2018,2018-11-08,9,10,,PIT,,CAR,W 52-21,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Mason Rudolph
2018,2018-11-18,10,11,,PIT,@,JAX,W 20-16,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Mason Rudolph
2018,2018-11-25,11,12,,PIT,@,DEN,L 17-24,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Mason Rudolph
2018,2018-12-02,12,13,,PIT,,LAC,L 30-33,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Mason Rudolph
2018,2018-12-09,13,14,,PIT,@,OAK,L 21-24,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Mason Rudolph
2018,2018-12-16,14,15,,PIT,,NWE,W 17-10,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Mason Rudolph
2018,2018-12-23,15,16,,PIT,@,NOR,L 28-31,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Mason Rudolph
2018,2018-12-30,16,17,,PIT,,CIN,W 16-13,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Mason Rudolph
2019,2019-09-08,1,1,,PIT,@,NWE,L 3-33,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Mason Rudolph
2019,2019-09-15,2,2,24.060,PIT,,SEA,L 26-28,False,12,19,63.16,112,2,1,92.4,0,0,5.89,5.63,1,7,7.00,0,0,0,0,0,0,0,28,50%,0,0%,0,0%,False,Mason Rudolph
2019,2019-09-22,3,3,24.067,PIT,@,SFO,L 20-24,True,14,27,51.85,174,2,1,81.4,2,14,6.44,6.26,4,15,3.75,0,1,0,0,0,0,0,53,100%,0,0%,0,0%,True,Mason Rudolph
2019,2019-09-30,4,4,24.075,PIT,,CIN,W 27-3,True,24,28,85.71,229,2,0,124.6,0,0,8.18,9.61,3,-3,-1.00,0,0,0,0,0,0,0,58,100%,0,0%,0,0%,False,Mason Rudolph
2019,2019-10-06,5,5,24.081,PIT,,BAL,L 23-26,True,13,20,65.00,131,1,0,100.2,1,11,6.55,7.55,0,0,,0,0,0,0,0,0,0,31,53%,0,0%,0,0%,False,Mason Rudolph
2019,2019-10-13,6,6,,PIT,@,LAC,W 24-17,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Mason Rudolph
2019,2019-10-28,7,8,24.103,PIT,,MIA,W 27-14,True,20,36,55.56,251,2,1,84.4,2,15,6.97,6.83,0,0,,0,1,0,0,0,0,0,74,100%,0,0%,0,0%,False,Mason Rudolph
2019,2019-11-03,8,9,24.109,PIT,,IND,W 26-24,True,26,35,74.29,191,1,1,84.3,1,8,5.46,4.74,3,5,1.67,0,1,0,0,0,0,0,62,100%,0,0%,0,0%,False,Mason Rudolph
2019,2019-11-10,9,10,24.116,PIT,,LAR,W 17-12,True,22,38,57.89,242,1,0,85.6,3,11,6.37,6.89,2,-1,-0.50,0,0,0,0,0,0,0,73,100%,0,0%,0,0%,False,Mason Rudolph
2019,2019-11-14,10,11,24.120,PIT,@,CLE,L 7-21,True,23,44,52.27,221,1,4,36.3,4,43,5.02,1.39,2,15,7.50,0,1,0,0,0,0,0,72,100%,0,0%,0,0%,True,Mason Rudolph
2019,2019-11-24,11,12,24.130,PIT,@,CIN,W 16-10,True,8,16,50.00,85,0,1,39.8,1,13,5.31,2.50,4,4,1.00,0,0,0,0,0,0,0,39,54%,0,0%,0,0%,True,Mason Rudolph
2019,2019-12-01,12,13,,PIT,,CLE,W 20-13,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Mason Rudolph
2019,2019-12-08,13,14,,PIT,@,ARI,W 23-17,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Mason Rudolph
2019,2019-12-15,14,15,,PIT,,BUF,L 10-17,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Mason Rudolph
2019,2019-12-22,15,16,24.158,PIT,@,NYJ,L 10-16,False,14,20,70.00,129,1,0,104.0,1,9,6.45,7.45,2,0,0.00,0,0,0,0,0,0,0,33,49%,0,0%,0,0%,True,Mason Rudolph
2019,2019-12-29,16,17,,PIT,@,BAL,L 10-28,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Mason Rudolph
2020,2020-09-14,1,1,,PIT,@,NYG,W 26-16,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Mason Rudolph
2020,2020-09-20,2,2,,PIT,,DEN,W 26-21,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Mason Rudolph
2020,2020-09-27,3,3,,PIT,,HOU,W 28-21,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Mason Rudolph
2020,2020-10-11,4,5,,PIT,,PHI,W 38-29,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Mason Rudolph
2020,2020-10-18,5,6,25.093,PIT,,CLE,W 38-7,False,1,1,100.00,6,0,0,91.7,0,0,6.00,6.00,3,-3,-1.00,0,0,0,0,0,0,0,7,11%,0,0%,0,0%,False,Mason Rudolph
