Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2013.0,2013-09-08,1.0,1.0,22.127,DET,MIN,W 34-24,False,,,,,,,,,,0.0%,,,,,,0,0,0.0,,,,0,0,0,,,0,0,0,0,0%,0,0%,19,58%,False,Theo Riddick,True,34,24
2013.0,2013-09-15,2.0,2.0,22.134,DET,ARI,L 21-25,False,0,0,,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,1,2%,0,0%,19,59%,True,Theo Riddick,False,21,25
2013.0,2013-09-22,3.0,3.0,22.141,DET,WAS,W 27-20,False,2,-2,-1.00,0,2,1,8,8.00,0,50.0%,4.00,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,15,22%,0,0%,14,44%,True,Theo Riddick,True,27,20
2013.0,2013-09-29,4.0,4.0,22.148,DET,CHI,W 40-32,False,0,0,,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,3,5%,0,0%,20,57%,False,Theo Riddick,True,40,32
2013.0,2013-10-06,5.0,5.0,22.155,DET,GNB,L 9-22,False,,,,,,,,,,0.0%,,,,,,0,0,0.0,,,,0,0,0,,,0,0,0,0,0%,0,0%,3,12%,True,Theo Riddick,False,9,22
2013.0,2013-10-13,6.0,6.0,,DET,CLE,W 31-17,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Theo Riddick,True,31,17
2013.0,2013-10-20,7.0,7.0,,DET,CIN,L 24-27,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Theo Riddick,False,24,27
2013.0,2013-10-27,8.0,8.0,22.176,DET,DAL,W 31-30,False,1,7,7.00,0,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,2%,0,0%,18,51%,False,Theo Riddick,True,31,30
2013.0,2013-11-10,9.0,10.0,22.19,DET,CHI,W 21-19,False,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,3,0,3,0,0,0,0,0,0,0,0,0,0%,0,0%,17,68%,True,Theo Riddick,True,21,19
2013.0,2013-11-17,10.0,11.0,22.197,DET,PIT,L 27-37,False,0,0,,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,4,5%,0,0%,22,63%,True,Theo Riddick,False,27,37
2013.0,2013-11-24,11.0,12.0,22.204,DET,TAM,L 21-24,False,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,2,3%,0,0%,18,67%,False,Theo Riddick,False,21,24
2013.0,2013-11-28,12.0,13.0,22.208,DET,GNB,W 40-10,False,0,0,,0,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,4,5%,0,0%,16,59%,False,Theo Riddick,True,40,10
2013.0,2013-12-08,13.0,14.0,22.218,DET,PHI,L 20-34,False,4,12,3.00,0,0,0,0,,0,0.0%,,1,12,12.00,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,11,18%,0,0%,22,96%,True,Theo Riddick,False,20,34
2013.0,2013-12-16,14.0,15.0,22.226,DET,BAL,L 16-18,False,0,0,,0,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,2,3%,0,0%,20,71%,False,Theo Riddick,False,16,18
