Year,Date,G#,Week,Age,Tm,Opp,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Scoring_XPM,Scoring_XPA,Scoring_XP%,Scoring_FGM,Scoring_FGA,Scoring_FG%,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Def Interceptions_Int,Def Interceptions_Yds,Def Interceptions_TD,Def Interceptions_PD,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Win,Score,Opp Score,Player
2006,2006-09-24,3,3,30.124,NYG,SEA,False,0,0,,0,0,0,0,,0,0.0%,,3,3,100.0,1,1,100.0,0,6,0.0,,,,,,0,0,0,0,0,,0,0,0,0,,,,,,,True,False,30,42,Jay Feely
2006,2006-10-08,4,5,30.138,NYG,WAS,False,0,0,,0,0,0,0,,0,0.0%,,1,1,100.0,4,5,80.0,0,13,0.0,,,,,,0,0,0,0,0,,0,0,0,0,,,,,,,False,True,19,3,Jay Feely
2006,2006-10-15,5,6,30.145,NYG,ATL,False,0,0,,0,0,0,0,,0,0.0%,,3,3,100.0,2,2,100.0,0,9,0.0,,,,,,0,0,0,0,0,,0,0,0,0,,,,,,,True,True,27,14,Jay Feely
2006,2006-10-23,6,7,30.153,NYG,DAL,False,0,0,,0,0,0,0,,0,0.0%,,4,4,100.0,2,2,100.0,0,10,0.0,,,,,,0,0,0,0,0,,0,0,0,0,,,,,,,True,True,36,22,Jay Feely
2006,2006-10-29,7,8,30.159,NYG,TAM,False,0,0,,0,0,0,0,,0,0.0%,,2,2,100.0,1,1,100.0,0,5,0.0,,,,,,0,0,0,0,0,,0,0,0,0,,,,,,,False,True,17,3,Jay Feely
2006,2006-11-05,8,9,30.166,NYG,HOU,False,0,0,,0,1,0,0,,0,0.0%,0.00,2,2,100.0,,,,0,2,0.0,,,,,,,,,,0,,,0,0,0,,,,,,,False,True,14,10,Jay Feely
2006,2006-11-12,9,10,30.173,NYG,CHI,False,0,0,,0,0,0,0,,0,0.0%,,2,2,100.0,2,4,50.0,0,8,0.0,2,0,2,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,False,False,20,38,Jay Feely
2006,2006-11-20,10,11,30.181,NYG,JAX,False,0,0,,0,0,0,0,,0,0.0%,,1,1,100.0,1,1,100.0,0,4,0.0,,,,,,0,0,0,0,0,,0,0,0,0,,,,,,,True,False,10,26,Jay Feely
2006,2006-11-26,11,12,30.187,NYG,TEN,False,0,0,,0,0,0,0,,0,0.0%,,3,3,100.0,,,,0,3,0.0,,,,,,,,,,0,,,0,0,0,,,,,,,True,False,21,24,Jay Feely
2006,2006-12-03,12,13,30.194,NYG,DAL,False,0,0,,0,0,0,0,,0,0.0%,,2,2,100.0,2,2,100.0,0,8,0.0,,,,,,0,0,0,0,0,,0,0,0,0,,,,,,,False,False,20,23,Jay Feely
2006,2006-12-10,13,14,30.201,NYG,CAR,False,0,0,,0,0,0,0,,0,0.0%,,3,3,100.0,2,2,100.0,0,9,0.0,,,,,,0,0,0,0,0,,0,0,0,0,,,,,,,True,True,27,13,Jay Feely
2006,2006-12-17,14,15,30.208,NYG,PHI,False,0,0,,0,0,0,0,,0,0.0%,,1,1,100.0,3,3,100.0,0,10,0.0,,,,,,0,0,0,0,0,,0,0,0,0,,,,,,,False,False,22,36,Jay Feely
2006,2006-12-24,15,16,30.215,NYG,NOR,False,0,0,,0,0,0,0,,0,0.0%,,1,1,100.0,,,,0,1,0.0,,,,,,,,,,0,,,0,0,0,,,,,,,False,False,7,30,Jay Feely
2006,2006-12-30,16,17,30.221,NYG,WAS,False,0,0,,0,0,0,0,,0,0.0%,,4,4,100.0,2,2,100.0,0,10,0.0,,,,,,0,0,0,0,0,,0,0,0,0,,,,,,,True,True,34,28,Jay Feely
2007,2007-09-09,1,1,31.109,MIA,WAS,False,0,0,,0,0,0,0,,0,0.0%,,1,1,100.0,2,2,100.0,0,7,0.0,,,,,,0,0,0,0,0,,0,0,0,0,,,,,,,True,False,13,16,Jay Feely
2007,2007-09-16,2,2,31.116,MIA,DAL,False,0,0,,0,0,0,0,,0,0.0%,,2,2,100.0,2,2,100.0,0,8,0.0,,,,,,0,0,0,0,0,,0,0,0,0,,,,,,,False,False,20,37,Jay Feely
2007,2007-09-23,3,3,31.123,MIA,NYJ,False,0,0,,0,0,0,0,,0,0.0%,,2,2,100.0,2,2,100.0,0,8,0.0,,,,,,0,0,0,0,0,,0,0,0,0,,,,,,,True,False,28,31,Jay Feely
2007,2007-09-30,4,4,31.130,MIA,OAK,False,0,0,,0,0,0,0,,0,0.0%,,2,2,100.0,1,1,100.0,0,5,0.0,,,,,,0,0,0,0,0,,0,0,0,0,,,,,,,False,False,17,35,Jay Feely
2007,2007-10-07,5,5,31.137,MIA,HOU,False,0,0,,0,0,0,0,,0,0.0%,,1,1,100.0,4,4,100.0,0,13,0.0,2,0,2,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,True,False,19,22,Jay Feely
2007,2007-10-14,6,6,31.144,MIA,CLE,False,0,0,,0,0,0,0,,0,0.0%,,4,4,100.0,1,1,100.0,0,7,0.0,,,,,,0,0,0,0,0,,0,0,0,0,,,,,,,True,False,31,41,Jay Feely
2007,2007-10-21,7,7,31.151,MIA,NWE,False,0,0,,0,0,0,0,,0,0.0%,,4,4,100.0,,,,0,4,0.0,,,,,,,,,,0,,,0,0,0,,,,,,,False,False,28,49,Jay Feely
2007,2007-10-28,8,8,31.158,MIA,NYG,False,0,0,,0,0,0,0,,0,0.0%,,1,1,100.0,1,2,50.0,0,4,0.0,,,,,,0,0,0,0,0,,0,0,0,0,,,,,,,False,False,10,13,Jay Feely
2007,2007-11-11,9,10,31.172,MIA,BUF,False,0,0,,0,0,0,0,,0,0.0%,,1,1,100.0,1,1,100.0,0,4,0.0,,,,,,0,0,0,0,0,,0,0,0,0,,,,,,,False,False,10,13,Jay Feely
2007,2007-11-18,10,11,31.179,MIA,PHI,False,0,0,,0,0,0,0,,0,0.0%,,1,1,100.0,,1,0.0,0,1,0.0,,,,,,0,0,0,0,0,,0,0,0,0,,,,,,,True,False,7,17,Jay Feely
2007,2007-11-26,11,12,31.187,MIA,PIT,False,,,,,0,,,,,0.0%,,,,,,,,0,0,0.0,,,,,,,,,,0,,,0,0,0,,,,,,,True,False,0,3,Jay Feely
2007,2007-12-02,12,13,31.193,MIA,NYJ,False,0,0,,0,0,0,0,,0,0.0%,,1,1,100.0,2,2,100.0,0,7,0.0,0,1,1,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,False,False,13,40,Jay Feely
2007,2007-12-09,13,14,31.200,MIA,BUF,False,0,0,,0,0,0,0,,0,0.0%,,2,2,100.0,1,1,100.0,0,5,0.0,1,0,1,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,True,False,17,38,Jay Feely
2007,2007-12-16,14,15,31.207,MIA,BAL,False,0,0,,0,0,0,0,,0,0.0%,,1,1,100.0,3,3,100.0,0,10,0.0,,,,,,0,0,0,0,0,,0,0,0,0,,,,,,,False,True,22,16,Jay Feely
2007,2007-12-23,15,16,31.214,MIA,NWE,False,0,0,,0,0,0,0,,0,0.0%,,1,1,100.0,,,,0,1,0.0,,,,,,,,,,0,,,0,0,0,,,,,,,True,False,7,28,Jay Feely
2007,2007-12-30,16,17,31.221,MIA,CIN,False,0,0,,0,0,0,0,,0,0.0%,,2,2,100.0,1,1,100.0,0,5,0.0,1,0,1,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,False,False,25,38,Jay Feely
2008,2008-09-14,2,2,32.114,NYJ,NWE,False,0,0,,0,0,0,0,,0,0.0%,,1,1,100.0,1,2,50.0,0,4,0.0,0,0,0,,,0,0,0,0,0,,0,0,0,0,,,,,,,False,False,10,19,Jay Feely
2008,2008-09-22,3,3,32.122,NYJ,SDG,False,0,0,,0,0,0,0,,0,0.0%,,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,,,0,0,0,0,0,,0,0,0,0,,,,,,,True,False,29,48,Jay Feely
2008,2008-09-28,4,4,32.128,NYJ,ARI,False,0,0,,0,0,0,0,,0,0.0%,,6,6,100.0,2,3,66.7,0,12,0.0,0,0,0,,,0,0,0,0,0,,0,0,0,0,,,,,,,False,True,56,35,Jay Feely
2008,2008-10-12,5,6,32.142,NYJ,CIN,False,0,0,,0,0,0,0,,0,0.0%,,2,2,100.0,2,2,100.0,0,8,0.0,0,0,0,,,0,0,0,0,0,,0,0,0,0,,,,,,,False,True,26,14,Jay Feely
2008,2008-10-19,6,7,32.149,NYJ,OAK,False,0,0,,0,0,0,0,,0,0.0%,,1,1,100.0,2,2,100.0,0,7,0.0,0,0,0,,,0,0,0,0,0,,0,0,0,0,,,,,,,True,False,13,16,Jay Feely
2008,2008-10-26,7,8,32.156,NYJ,KAN,False,0,0,,0,0,0,0,,0,0.0%,,4,4,100.0,,1,0.0,0,4,0.0,0,0,0,,,0,0,0,0,0,,0,0,0,0,,,,,,,False,True,28,24,Jay Feely
2008,2008-11-02,8,9,32.163,NYJ,BUF,False,0,0,,0,0,0,0,,0,0.0%,,2,2,100.0,4,5,80.0,0,14,0.0,0,0,0,,,0,0,0,0,0,,0,0,0,0,,,,,,,True,True,26,17,Jay Feely
2008,2008-11-09,9,10,32.170,NYJ,STL,False,0,0,,0,0,0,0,,0,0.0%,,5,5,100.0,4,4,100.0,0,17,0.0,1,1,2,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,False,True,47,3,Jay Feely
2008,2008-11-13,10,11,32.174,NYJ,NWE,False,0,0,,0,0,0,0,,0,0.0%,,4,4,100.0,2,2,100.0,0,10,0.0,1,0,1,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,True,True,34,31,Jay Feely
2008,2008-11-23,11,12,32.184,NYJ,TEN,False,0,0,,0,0,0,0,,0,0.0%,,4,4,100.0,2,2,100.0,0,10,0.0,0,0,0,,,0,0,0,0,0,,0,0,0,0,,,,,,,True,True,34,13,Jay Feely
2008,2008-11-30,12,13,32.191,NYJ,DEN,False,0,0,,0,0,0,0,,0,0.0%,,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,,,0,0,0,0,0,,0,0,0,0,,,,,,,False,False,17,34,Jay Feely
2008,2008-12-07,13,14,32.198,NYJ,SFO,False,0,0,,0,0,0,0,,0,0.0%,,2,2,100.0,,,,0,2,0.0,1,0,1,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,True,False,14,24,Jay Feely
2008,2008-12-14,14,15,32.205,NYJ,BUF,False,0,0,,0,0,0,0,,0,0.0%,,4,4,100.0,1,1,100.0,0,7,0.0,0,0,0,,,0,0,0,0,0,,0,0,0,0,,,,,,,False,True,31,27,Jay Feely
2008,2008-12-21,15,16,32.212,NYJ,SEA,False,0,0,,0,0,0,0,,0,0.0%,,,,,1,1,100.0,0,3,0.0,0,0,0,,,0,0,0,0,0,,0,0,0,0,,,,,,,True,False,3,13,Jay Feely
2008,2008-12-28,16,17,32.219,NYJ,MIA,False,0,0,,0,0,0,0,,0,0.0%,,,,,1,1,100.0,0,3,0.0,1,0,1,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,False,False,17,24,Jay Feely
2009,2009-09-13,1,1,33.113,NYJ,HOU,False,0,0,,0,0,0,0,,0,0.0%,,3,3,100.0,1,1,100.0,0,6,0.0,1,0,1,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,True,True,24,7,Jay Feely
2009,2009-09-20,2,2,33.120,NYJ,NWE,False,0,0,,0,0,0,0,,0,0.0%,,1,1,100.0,3,3,100.0,0,10,0.0,0,0,0,,,0,0,0,0,0,,0,0,0,0,,,,,,,False,True,16,9,Jay Feely
2009,2009-09-27,3,3,33.127,NYJ,TEN,False,0,0,,0,0,0,0,,0,0.0%,,3,3,100.0,1,1,100.0,0,6,0.0,0,0,0,,,0,0,0,0,0,,0,0,0,0,,,,,,,False,True,24,17,Jay Feely
2009,2009-10-04,4,4,33.134,NYJ,NOR,False,0,0,,0,0,0,0,,0,0.0%,,1,1,100.0,1,1,100.0,0,4,0.0,0,0,0,,,0,0,0,0,0,,0,0,0,0,,,,,,,True,False,10,24,Jay Feely
2009,2009-10-12,5,5,33.142,NYJ,MIA,False,0,0,,0,0,0,0,,0,0.0%,,3,3,100.0,2,2,100.0,0,9,0.0,0,0,0,,,0,0,0,0,0,,0,0,0,0,,,,,,,True,False,27,31,Jay Feely
2009,2009-10-18,6,6,33.148,NYJ,BUF,False,0,0,,0,0,0,0,,0,0.0%,,1,1,100.0,2,3,66.7,0,7,0.0,0,0,0,,,0,0,0,0,0,,0,0,0,0,,,,,,,False,False,13,16,Jay Feely
2009,2009-10-25,7,7,33.155,NYJ,OAK,False,0,0,,0,0,0,0,,0,0.0%,,5,5,100.0,1,2,50.0,0,8,0.0,0,0,0,,,0,0,0,0,0,,0,0,0,0,,,,,,,True,True,38,0,Jay Feely
2009,2009-11-01,8,8,33.162,NYJ,MIA,False,0,0,,0,0,0,0,,0,0.0%,,1,1,100.0,2,2,100.0,0,7,0.0,2,0,2,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,False,False,25,30,Jay Feely
2009,2009-11-15,9,10,33.176,NYJ,JAX,False,0,0,,0,0,0,0,,0,0.0%,,1,1,100.0,3,3,100.0,0,10,0.0,0,0,0,,,0,0,0,0,0,,0,0,0,0,,,,,,,False,False,22,24,Jay Feely
2009,2009-11-22,10,11,33.183,NYJ,NWE,False,0,0,,0,0,0,0,,0,0.0%,,2,2,100.0,,,,0,2,0.0,0,0,0,,,0,0,0,0,0,,0,0,0,0,,,,,,,True,False,14,31,Jay Feely
2009,2009-11-29,11,12,33.190,NYJ,CAR,False,0,0,,0,0,0,0,,0,0.0%,,2,2,100.0,1,2,50.0,0,5,0.0,0,0,0,,,0,0,0,0,0,,0,0,0,0,,,,,,,False,True,17,6,Jay Feely
2009,2009-12-03,12,13,33.194,NYJ,BUF,False,0,0,,0,0,0,0,,0,0.0%,,1,1,100.0,4,4,100.0,0,13,0.0,0,0,0,,,0,0,0,0,0,,0,0,0,0,,,,,,,True,True,19,13,Jay Feely
2009,2009-12-13,13,14,33.204,NYJ,TAM,False,0,0,,0,0,0,0,,0,0.0%,,2,2,100.0,4,5,80.0,0,14,0.0,0,0,0,,,0,0,0,0,0,,0,0,0,0,,,,,,,True,True,26,3,Jay Feely
2009,2009-12-20,14,15,33.211,NYJ,ATL,False,0,0,,0,0,0,0,,0,0.0%,,1,1,100.0,,2,0.0,0,1,0.0,0,0,0,,,0,0,0,0,0,,0,0,0,0,,,,,,,False,False,7,10,Jay Feely
2009,2009-12-27,15,16,33.218,NYJ,IND,False,0,0,,0,0,0,0,,0,0.0%,,1,1,100.0,2,2,100.0,0,7,0.0,1,0,1,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,True,True,29,15,Jay Feely
2009,2010-01-03,16,17,33.225,NYJ,CIN,False,0,0,,0,0,0,0,,0,0.0%,,4,4,100.0,3,3,100.0,0,13,0.0,0,0,0,,,0,0,0,0,0,,0,0,0,0,,,,,,,False,True,37,0,Jay Feely
2010,2010-09-12,1,1,34.112,ARI,STL,False,0,0,,0,0,0,0,,0,0.0%,,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,,,0,0,0,0,0,,0,0,0,0,,,,,,,True,True,17,13,Jay Feely
2010,2010-09-19,2,2,34.119,ARI,ATL,False,0,0,,0,0,0,0,,0,0.0%,,1,1,100.0,,1,0.0,0,1,0.0,0,0,0,,,0,0,0,0,0,,0,0,0,0,,,,,,,True,False,7,41,Jay Feely
2010,2010-09-26,3,3,34.126,ARI,OAK,False,0,0,,0,0,0,0,,0,0.0%,,3,3,100.0,1,1,100.0,0,6,0.0,1,0,1,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,False,True,24,23,Jay Feely
2010,2010-10-03,4,4,34.133,ARI,SDG,False,0,0,,0,0,0,0,,0,0.0%,,1,1,100.0,1,1,100.0,0,4,0.0,1,0,1,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,True,False,10,41,Jay Feely
2010,2010-10-10,5,5,34.140,ARI,NOR,False,0,0,,0,0,0,0,,0,0.0%,,3,3,100.0,3,3,100.0,0,12,0.0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,False,True,30,20,Jay Feely
2010,2010-10-24,6,7,34.154,ARI,SEA,False,0,0,,0,0,0,0,,0,0.0%,,1,1,100.0,1,1,100.0,0,4,0.0,0,0,0,,,0,0,0,0,0,,0,0,0,0,,,,,,,True,False,10,22,Jay Feely
2010,2010-10-31,7,8,34.161,ARI,TAM,False,0,0,,0,0,0,0,,0,0.0%,,5,5,100.0,,,,0,5,0.0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,False,False,35,38,Jay Feely
2010,2010-11-07,8,9,34.168,ARI,MIN,False,0,0,,0,0,0,0,,0,0.0%,,3,3,100.0,1,1,100.0,0,6,0.0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,True,False,24,27,Jay Feely
2010,2010-11-14,9,10,34.175,ARI,SEA,False,0,0,,0,0,0,0,,0,0.0%,,1,1,100.0,1,1,100.0,0,4,0.0,0,0,0,,,0,0,0,0,0,,0,0,0,0,,,,,,,False,False,18,36,Jay Feely
2010,2010-11-21,10,11,34.182,ARI,KAN,False,0,0,,0,0,0,0,,0,0.0%,,1,1,100.0,2,2,100.0,0,7,0.0,0,0,0,,,0,0,0,0,0,,0,0,0,0,,,,,,,True,False,13,31,Jay Feely
2010,2010-11-29,11,12,34.190,ARI,SFO,False,0,0,,0,0,0,0,,0,0.0%,,,,,2,2,100.0,0,6,0.0,0,0,0,,,0,0,0,0,0,,0,0,0,0,,,,,,,False,False,6,27,Jay Feely
2010,2010-12-05,12,13,34.196,ARI,STL,False,0,0,,0,0,0,0,,0,0.0%,,,,,2,2,100.0,0,6,0.0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,False,False,6,19,Jay Feely
2010,2010-12-12,13,14,34.203,ARI,DEN,False,1,5,5.00,1,0,0,0,,0,0.0%,,4,4,100.0,5,6,83.3,1,25,0.0,1,0,1,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,False,True,43,13,Jay Feely
2010,2010-12-19,14,15,34.210,ARI,CAR,False,0,0,,0,0,0,0,,0,0.0%,,,,,2,2,100.0,0,6,0.0,1,0,1,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,True,False,12,19,Jay Feely
2010,2010-12-25,15,16,34.216,ARI,DAL,False,0,0,,0,0,0,0,,0,0.0%,,3,3,100.0,2,3,66.7,0,9,0.0,0,0,0,,,0,0,0,0,0,,0,0,0,0,,,,,,,False,True,27,26,Jay Feely
2010,2011-01-02,16,17,34.224,ARI,SFO,False,0,0,,0,0,0,0,,0,0.0%,,1,1,100.0,,,,0,1,0.0,0,0,0,,,0,0,0,0,0,,0,0,0,0,,,,,,,True,False,7,38,Jay Feely
2011,2011-09-11,1,1,35.111,ARI,CAR,False,0,0,,0,0,0,0,,0,0.0%,,4,4,100.0,,1,0.0,0,4,0.0,0,0,0,,,0,0,0,0,0,,0,0,0,0,,,,,,,False,True,28,21,Jay Feely
2011,2011-09-18,2,2,35.118,ARI,WAS,False,0,0,,0,0,0,0,,0,0.0%,,3,3,100.0,,,,0,3,0.0,0,0,0,,,0,0,0,0,0,,0,0,0,0,,,,,,,True,False,21,22,Jay Feely
2011,2011-09-25,3,3,35.125,ARI,SEA,False,0,0,,0,0,0,0,,0,0.0%,,1,1,100.0,1,3,33.3,0,4,0.0,0,0,0,,,0,0,0,0,0,,0,0,0,0,,,,,,,True,False,10,13,Jay Feely
2011,2011-10-02,4,4,35.132,ARI,NYG,False,0,0,,0,0,0,0,,0,0.0%,,3,3,100.0,2,2,100.0,0,9,0.0,0,0,0,,,0,0,0,0,0,,0,0,0,0,,,,,,,False,False,27,31,Jay Feely
2011,2011-10-09,5,5,35.139,ARI,MIN,False,0,0,,0,0,0,0,,0,0.0%,,1,1,100.0,1,1,100.0,0,4,0.0,0,0,0,,,0,0,0,1,0,,0,0,0,0,,,,,,,True,False,10,34,Jay Feely
2011,2011-10-23,6,7,35.153,ARI,PIT,False,0,0,,0,0,0,0,,0,0.0%,,2,2,100.0,,,,0,2,0.0,0,0,0,,,0,0,0,0,0,,0,0,0,0,,,,,,,False,False,20,32,Jay Feely
2011,2011-10-30,7,8,35.160,ARI,BAL,False,0,0,,0,0,0,0,,0,0.0%,,3,3,100.0,2,2,100.0,0,9,0.0,0,0,0,,,0,0,0,0,0,,0,0,0,0,,,,,,,True,False,27,30,Jay Feely
2011,2011-11-06,8,9,35.167,ARI,STL,False,0,0,,0,0,0,0,,0,0.0%,,1,1,100.0,2,2,100.0,0,7,0.0,0,0,0,,,0,0,0,0,0,,0,0,0,0,,,,,,,False,True,19,13,Jay Feely
2011,2011-11-13,9,10,35.174,ARI,PHI,False,0,0,,0,0,0,0,,0,0.0%,,3,3,100.0,,2,0.0,0,3,0.0,0,0,0,,,0,0,0,0,0,,0,0,0,0,,,,,,,True,True,21,17,Jay Feely
2011,2011-11-20,10,11,35.181,ARI,SFO,False,0,0,,0,0,0,0,,0,0.0%,,1,1,100.0,,,,0,1,0.0,0,0,0,,,0,0,0,0,0,,0,0,0,0,,,,,,,True,False,7,23,Jay Feely
2011,2011-11-27,11,12,35.188,ARI,STL,False,0,0,,0,0,0,0,,0,0.0%,,2,2,100.0,3,3,100.0,0,11,0.0,0,0,0,,,0,0,0,0,0,,0,0,0,0,,,,,,,True,True,23,20,Jay Feely
2011,2011-12-04,12,13,35.195,ARI,DAL,False,0,0,,0,0,0,0,,0,0.0%,,1,1,100.0,2,2,100.0,0,7,0.0,0,0,0,,,0,0,0,0,0,,0,0,0,0,,,,,,,False,True,19,13,Jay Feely
2011,2011-12-11,13,14,35.202,ARI,SFO,False,0,0,,0,0,0,0,,0,0.0%,,3,3,100.0,,,,0,3,0.0,0,0,0,,,0,0,0,0,0,,0,0,0,0,,,,,,,False,True,21,19,Jay Feely
2011,2011-12-18,14,15,35.209,ARI,CLE,False,0,0,,0,0,0,0,,0,0.0%,,2,2,100.0,2,2,100.0,0,8,0.0,0,0,0,,,0,0,0,0,0,,0,0,0,0,,,,,,,False,True,20,17,Jay Feely
2011,2011-12-24,15,16,35.215,ARI,CIN,False,0,0,,0,0,0,0,,0,0.0%,,1,1,100.0,1,1,100.0,0,4,0.0,0,0,0,,,0,0,0,0,0,,0,0,0,0,,,,,,,True,False,16,23,Jay Feely
2011,2012-01-01,16,17,35.223,ARI,SEA,False,0,0,,0,0,0,0,,0,0.0%,,2,2,100.0,3,3,100.0,0,11,0.0,0,0,0,,,0,0,0,0,0,,0,0,0,0,,,,,,,False,True,23,20,Jay Feely
2012,2012-09-09,1,1,36.109,ARI,SEA,False,0,0,,0,0,0,0,,0,0.0%,,2,2,100.0,2,2,100.0,0,8,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,9,30%,False,True,20,16,Jay Feely
2012,2012-09-16,2,2,36.116,ARI,NWE,False,0,0,,0,0,0,0,,0,0.0%,,2,2,100.0,2,2,100.0,0,8,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,9,28%,True,True,20,18,Jay Feely
2012,2012-09-23,3,3,36.123,ARI,PHI,False,0,0,,0,0,0,0,,0,0.0%,,3,3,100.0,2,2,100.0,0,9,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,10,38%,False,True,27,6,Jay Feely
2012,2012-09-30,4,4,36.130,ARI,MIA,False,0,0,,0,0,0,0,,0,0.0%,,3,3,100.0,1,1,100.0,0,6,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,8,25%,False,True,24,21,Jay Feely
2012,2012-10-04,5,5,36.134,ARI,STL,False,0,0,,0,0,0,0,,0,0.0%,,,,,1,2,50.0,0,3,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,4,15%,True,False,3,17,Jay Feely
2012,2012-10-14,6,6,36.144,ARI,BUF,False,0,0,,0,0,0,0,,0,0.0%,,1,1,100.0,3,4,75.0,0,10,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,11,34%,False,False,16,19,Jay Feely
2012,2012-10-21,7,7,36.151,ARI,MIN,False,0,0,,0,0,0,0,,0,0.0%,,2,2,100.0,,1,0.0,0,2,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,6,23%,True,False,14,21,Jay Feely
2012,2012-10-29,8,8,36.159,ARI,SFO,False,0,0,,0,0,0,0,,0,0.0%,,,,,1,1,100.0,0,3,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,3,12%,False,False,3,24,Jay Feely
2012,2012-11-04,9,9,36.165,ARI,GNB,False,0,0,,0,0,0,0,,0,0.0%,,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,7,21%,True,False,17,31,Jay Feely
2012,2012-11-18,10,11,36.179,ARI,ATL,False,0,0,,0,0,0,0,,0,0.0%,,1,1,100.0,4,4,100.0,0,13,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,11,33%,True,False,19,23,Jay Feely
2012,2012-11-25,11,12,36.186,ARI,STL,False,0,0,,0,0,0,0,,0,0.0%,,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,7,23%,False,False,17,31,Jay Feely
2012,2012-12-02,12,13,36.193,ARI,NYJ,False,0,0,,0,0,0,0,,0,0.0%,,,,,2,2,100.0,0,6,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,4,15%,True,False,6,7,Jay Feely
2012,2012-12-09,13,14,36.200,ARI,SEA,False,,,,,0,,,,,0.0%,,,,,,,,0,0,0.0,,,,,,,,,,0,,,0,0,0,0,0%,0,0%,1,3%,True,False,0,58,Jay Feely
2012,2012-12-16,14,15,36.207,ARI,DET,False,0,0,,0,0,0,0,,0,0.0%,,5,5,100.0,1,1,100.0,0,8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,13,37%,False,True,38,10,Jay Feely
2012,2012-12-23,15,16,36.214,ARI,CHI,False,1,0,0.00,0,0,0,0,,0,0.0%,,1,1,100.0,2,2,100.0,0,7,0.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0%,0,0%,8,23%,False,False,13,28,Jay Feely
2012,2012-12-30,16,17,36.221,ARI,SFO,False,0,0,,0,0,0,0,,0,0.0%,,1,1,100.0,2,2,100.0,0,7,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,7,23%,True,False,13,27,Jay Feely
2013,2013-09-08,1,1,37.108,ARI,STL,False,0,0,,0,0,0,0,,0,0.0%,,3,3,100.0,1,2,50.0,0,6,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,10,34%,True,False,24,27,Jay Feely
2013,2013-09-15,2,2,37.115,ARI,DET,False,0,0,,0,0,0,0,,0,0.0%,,1,1,100.0,4,4,100.0,0,13,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,12,38%,False,True,25,21,Jay Feely
