Year,Date,G#,Week,Age,Tm,Opp,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Win,Score,Opp Score,Player
2006,2006-09-10,1,1,23.097,NOR,CLE,True,8,4,49,12.25,1,50.0%,6.13,0,0,,0,1,6,0.0,,,,,,0,,0,0,0,0,,,,,,,True,True,19,14,Marques Colston
2006,2006-09-17,2,2,23.104,NOR,GNB,True,9,4,58,14.50,1,44.4%,6.44,0,0,,0,1,6,0.0,,,,,,0,,0,0,0,0,,,,,,,True,True,34,27,Marques Colston
2006,2006-09-25,3,3,23.112,NOR,ATL,False,10,7,97,13.86,0,70.0%,9.70,0,0,,0,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,True,23,3,Marques Colston
2006,2006-10-01,4,4,23.118,NOR,CAR,True,6,5,132,26.40,1,83.3%,22.00,0,0,,0,1,6,0.0,,,,,,0,,0,0,0,0,,,,,,,True,False,18,21,Marques Colston
2006,2006-10-08,5,5,23.125,NOR,TAM,True,6,3,38,12.67,0,50.0%,6.33,0,0,,0,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,True,24,21,Marques Colston
2006,2006-10-15,6,6,23.132,NOR,PHI,True,6,4,40,10.00,1,66.7%,6.67,0,0,,0,1,6,0.0,,,,,,0,,0,0,0,0,,,,,,,False,True,27,24,Marques Colston
2006,2006-10-29,7,8,23.146,NOR,BAL,True,14,6,163,27.17,2,42.9%,11.64,0,0,,0,2,12,0.0,,,,,,0,,0,0,0,0,,,,,,,False,False,22,35,Marques Colston
2006,2006-11-05,8,9,23.153,NOR,TAM,True,14,11,123,11.18,1,78.6%,8.79,0,0,,0,1,6,0.0,,,,,,0,,0,0,0,0,,,,,,,True,True,31,14,Marques Colston
2006,2006-11-12,9,10,23.160,NOR,PIT,True,13,10,169,16.90,0,76.9%,13.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,True,False,31,38,Marques Colston
2006,2006-11-19,10,11,23.167,NOR,CIN,True,,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,False,16,31,Marques Colston
2006,2006-11-26,11,12,,NOR,ATL,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,True,31,13,Marques Colston
2006,2006-12-03,12,13,,NOR,SFO,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,34,10,Marques Colston
2006,2006-12-10,13,14,23.188,NOR,DAL,True,7,5,48,9.60,0,71.4%,6.86,0,0,,0,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,True,42,17,Marques Colston
2006,2006-12-17,14,15,23.195,NOR,WAS,False,12,7,84,12.00,0,58.3%,7.00,0,0,,0,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,False,10,16,Marques Colston
2006,2006-12-24,15,16,23.202,NOR,NYG,True,9,4,37,9.25,1,44.4%,4.11,0,0,,0,1,6,0.0,,,,,,0,,0,0,0,0,,,,,,,True,True,30,7,Marques Colston
2006,2006-12-31,16,17,23.209,NOR,CAR,True,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,False,21,31,Marques Colston
2007,2007-09-06,1,1,24.093,NOR,IND,True,8,6,47,7.83,0,75.0%,5.88,0,0,,0,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,False,10,41,Marques Colston
2007,2007-09-16,2,2,24.103,NOR,TAM,True,10,8,70,8.75,1,80.0%,7.00,0,0,,0,1,6,0.0,,,,,,0,,0,0,0,0,,,,,,,True,False,14,31,Marques Colston
2007,2007-09-24,3,3,24.111,NOR,TEN,True,8,4,68,17.00,0,50.0%,8.50,0,0,,0,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,False,14,31,Marques Colston
2007,2007-10-07,4,5,24.124,NOR,CAR,True,7,4,31,7.75,0,57.1%,4.43,0,0,,0,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,False,13,16,Marques Colston
2007,2007-10-14,5,6,24.131,NOR,SEA,True,3,1,2,2.00,1,33.3%,0.67,0,0,,0,1,6,0.0,,,,,,0,,0,0,0,0,,,,,,,True,True,28,17,Marques Colston
2007,2007-10-21,6,7,24.138,NOR,ATL,True,7,3,45,15.00,0,42.9%,6.43,0,0,,0,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,True,22,16,Marques Colston
2007,2007-10-28,7,8,24.145,NOR,SFO,False,12,8,85,10.63,3,66.7%,7.08,0,0,,0,3,18,0.0,,,,,,1,1,0,0,0,0,,,,,,,True,True,31,10,Marques Colston
2007,2007-11-04,8,9,24.152,NOR,JAX,False,13,10,159,15.90,0,76.9%,12.23,0,0,,0,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,True,41,24,Marques Colston
2007,2007-11-11,9,10,24.159,NOR,STL,True,12,8,129,16.13,0,66.7%,10.75,0,0,,0,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,False,29,37,Marques Colston
2007,2007-11-18,10,11,24.166,NOR,HOU,True,14,9,118,13.11,0,64.3%,8.43,0,0,,0,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,False,10,23,Marques Colston
2007,2007-11-25,11,12,24.173,NOR,CAR,True,8,7,93,13.29,1,87.5%,11.63,0,0,,0,1,6,0.0,,,,,,0,,0,0,0,0,,,,,,,True,True,31,6,Marques Colston
