Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2010.0,2010-09-12,1.0,1.0,23.179,PIT,ATL,W 15-9,False,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,,,,,1,23,23.00,0,0,0,,0,,0,0,0.0,0,2,2,0,0,0,,0,0,0,0,,,,,,,False,Emmanuel Sanders,True,15,9
2010.0,2010-09-19,2.0,2.0,,PIT,TEN,W 19-11,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Emmanuel Sanders,True,19,11
2010.0,2010-09-26,3.0,3.0,,PIT,TAM,W 38-13,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Emmanuel Sanders,True,38,13
2010.0,2010-10-03,4.0,4.0,,PIT,BAL,L 14-17,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Emmanuel Sanders,False,14,17
2010.0,2010-10-17,5.0,6.0,23.214,PIT,CLE,W 28-10,False,2,2,37,18.50,0,100.0%,18.50,0,0,,0,0,0,,0,0,0,,,,,,2,38,19.00,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Emmanuel Sanders,True,28,10
2010.0,2010-10-24,6.0,7.0,23.221,PIT,MIA,W 23-22,False,1,1,18,18.00,0,100.0%,18.00,0,0,,0,0,0,,0,0,0,,,,,,5,144,28.80,0,0,0,,0,,0,0,0.0,1,0,1,0,0,1,1,0,0,0,0,,,,,,,True,Emmanuel Sanders,True,23,22
2010.0,2010-10-31,7.0,8.0,23.228,PIT,NOR,L 10-20,False,2,1,21,21.00,0,50.0%,10.50,0,0,,0,0,0,,0,0,0,,,,,,3,98,32.67,0,1,38,38.00,0,,0,0,0.0,0,0,0,,,1,0,0,0,0,0,,,,,,,True,Emmanuel Sanders,False,10,20
2010.0,2010-11-08,8.0,9.0,23.236,PIT,CIN,W 27-21,False,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,,,,,4,88,22.00,0,1,0,0.00,0,,0,0,0.0,1,0,1,0,0,0,,1,0,0,0,,,,,,,True,Emmanuel Sanders,True,27,21
2010.0,2010-11-14,9.0,10.0,23.242,PIT,NWE,L 26-39,False,9,5,41,8.20,1,55.6%,4.56,0,0,,0,0,0,,0,0,0,,,,,,6,156,26.00,0,2,22,11.00,0,,1,6,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,False,Emmanuel Sanders,False,26,39
2010.0,2010-11-21,10.0,11.0,23.249,PIT,OAK,W 35-3,False,4,2,35,17.50,1,50.0%,8.75,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,1,6,0.0,1,0,1,0,0,0,,0,0,0,0,,,,,,,False,Emmanuel Sanders,True,35,3
