Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Def Interceptions_Int,Def Interceptions_Yds,Def Interceptions_TD,Def Interceptions_PD,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2014.0,2014-09-07,1.0,1.0,25.307,DAL,SFO,L 17-28,True,6,4,55,13.75,0,66.7%,9.17,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,51,74%,0,0%,0,0%,False,Dez Bryant,False,17,28
2014.0,2014-09-14,2.0,2.0,25.314,DAL,TEN,W 26-10,True,14,10,103,10.30,1,71.4%,7.36,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,0,0,0,0,61,75%,0,0%,0,0%,True,Dez Bryant,True,26,10
2014.0,2014-09-21,3.0,3.0,25.321,DAL,STL,W 34-31,True,7,6,89,14.83,1,85.7%,12.71,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,0,0,0,0,48,86%,0,0%,0,0%,True,Dez Bryant,True,34,31
2014.0,2014-09-28,4.0,4.0,25.328,DAL,NOR,W 38-17,True,6,3,44,14.67,1,50.0%,7.33,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,0,0,0,0,59,89%,0,0%,2,7%,False,Dez Bryant,True,38,17
2014.0,2014-10-05,5.0,5.0,25.335,DAL,HOU,W 20-17,True,14,9,85,9.44,1,64.3%,6.07,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,0,0,0,0,69,91%,0,0%,1,4%,False,Dez Bryant,True,20,17
2014.0,2014-10-12,6.0,6.0,25.342,DAL,SEA,W 30-23,True,10,4,63,15.75,0,40.0%,6.30,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,66,88%,0,0%,0,0%,True,Dez Bryant,True,30,23
2014.0,2014-10-19,7.0,7.0,25.349,DAL,NYG,W 31-21,True,12,9,151,16.78,0,75.0%,12.58,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,54,87%,0,0%,0,0%,False,Dez Bryant,True,31,21
2014.0,2014-10-27,8.0,8.0,25.357,DAL,WAS,L 17-20,True,7,3,30,10.00,1,42.9%,4.29,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,0,0,0,0,61,94%,0,0%,0,0%,False,Dez Bryant,False,17,20
2014.0,2014-11-02,9.0,9.0,25.363,DAL,ARI,L 17-28,True,10,2,15,7.50,1,20.0%,1.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,0,0,0,0,55,86%,0,0%,0,0%,False,Dez Bryant,False,17,28
2014.0,2014-11-09,10.0,10.0,26.005,DAL,JAX,W 31-17,True,8,6,158,26.33,2,75.0%,19.75,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,2,12,0,0,0,0,0,0,0,0,0,0,44,73%,0,0%,1,3%,True,Dez Bryant,True,31,17
2014.0,2014-11-23,11.0,12.0,26.019,DAL,NYG,W 31-28,True,9,7,86,12.29,2,77.8%,9.56,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,2,12,0,0,0,0,0,0,0,0,0,0,50,93%,0,0%,0,0%,True,Dez Bryant,True,31,28
2014.0,2014-11-27,12.0,13.0,26.023,DAL,PHI,L 10-33,True,7,4,73,18.25,0,57.1%,10.43,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,51,84%,0,0%,0,0%,False,Dez Bryant,False,10,33
2014.0,2014-12-04,13.0,14.0,26.03,DAL,CHI,W 41-28,True,8,6,82,13.67,0,75.0%,10.25,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,57,92%,0,0%,2,7%,True,Dez Bryant,True,41,28
2014.0,2014-12-14,14.0,15.0,26.04,DAL,PHI,W 38-27,True,7,6,114,19.00,3,85.7%,16.29,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,3,18,0,0,0,0,0,0,0,0,0,0,69,84%,0,0%,0,0%,True,Dez Bryant,True,38,27
2014.0,2014-12-21,15.0,16.0,26.047,DAL,IND,W 42-7,True,5,5,73,14.60,1,100.0%,14.60,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,0,0,0,0,48,76%,0,0%,0,0%,False,Dez Bryant,True,42,7
2014.0,2014-12-28,16.0,17.0,26.054,DAL,WAS,W 44-17,True,6,4,99,24.75,2,66.7%,16.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,2,12,0,0,0,0,0,0,0,0,0,0,55,86%,0,0%,0,0%,True,Dez Bryant,True,44,17
2015.0,2015-09-13,1.0,1.0,26.313,DAL,NYG,W 27-26,True,7,5,48,9.60,0,71.4%,6.86,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,48,69%,0,0%,0,0%,False,Dez Bryant,True,27,26
2015.0,2015-09-20,2.0,2.0,,DAL,PHI,W 20-10,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Dez Bryant,True,20,10
2015.0,2015-09-27,3.0,3.0,,DAL,ATL,L 28-39,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Dez Bryant,False,28,39
2015.0,2015-10-04,4.0,4.0,,DAL,NOR,L 20-26,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Dez Bryant,False,20,26
2015.0,2015-10-11,5.0,5.0,,DAL,NWE,L 6-30,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Dez Bryant,False,6,30
2015.0,2015-10-25,6.0,7.0,,DAL,NYG,L 20-27,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Dez Bryant,False,20,27
2015.0,2015-11-01,7.0,8.0,26.362,DAL,SEA,L 12-13,True,6,2,12,6.00,0,33.3%,2.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,49,82%,0,0%,0,0%,False,Dez Bryant,False,12,13
2015.0,2015-11-08,8.0,9.0,27.004,DAL,PHI,L 27-33,True,8,5,104,20.80,1,62.5%,13.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,0,0,0,0,63,81%,0,0%,0,0%,False,Dez Bryant,False,27,33
2015.0,2015-11-15,9.0,10.0,27.011,DAL,TAM,L 6-10,True,12,5,45,9.00,0,41.7%,3.75,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,50,93%,0,0%,0,0%,True,Dez Bryant,False,6,10
2015.0,2015-11-22,10.0,11.0,27.018,DAL,MIA,W 24-14,True,9,4,45,11.25,1,44.4%,5.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,0,0,0,0,50,70%,0,0%,0,0%,True,Dez Bryant,True,24,14
2015.0,2015-11-26,11.0,12.0,27.022,DAL,CAR,L 14-33,True,8,2,26,13.00,0,25.0%,3.25,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,47,81%,0,0%,0,0%,False,Dez Bryant,False,14,33
2015.0,2015-12-07,12.0,13.0,27.033,DAL,WAS,W 19-16,True,7,3,62,20.67,0,42.9%,8.86,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,48,83%,0,0%,0,0%,True,Dez Bryant,True,19,16
2015.0,2015-12-13,13.0,14.0,27.039,DAL,GNB,L 7-28,True,6,1,9,9.00,0,16.7%,1.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,43,83%,0,0%,0,0%,True,Dez Bryant,False,7,28
2015.0,2015-12-19,14.0,15.0,27.045,DAL,NYJ,L 16-19,True,9,4,50,12.50,1,44.4%,5.56,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,0,0,0,0,47,82%,0,0%,0,0%,False,Dez Bryant,False,16,19
2015.0,2015-12-27,15.0,16.0,,DAL,BUF,L 6-16,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Dez Bryant,False,6,16
2015.0,2016-01-03,16.0,17.0,,DAL,WAS,L 23-34,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Dez Bryant,False,23,34
2016.0,2016-09-11,1.0,1.0,27.312,DAL,NYG,L 19-20,True,5,1,8,8.00,0,20.0%,1.60,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,0,0,0,0,75,96%,0,0%,0,0%,False,Dez Bryant,False,19,20
2016.0,2016-09-18,2.0,2.0,27.319,DAL,WAS,W 27-23,True,12,7,102,14.57,0,58.3%,8.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,0,0,0,0,57,84%,0,0%,0,0%,True,Dez Bryant,True,27,23
2016.0,2016-09-25,3.0,3.0,27.326,DAL,CHI,W 31-17,True,6,3,40,13.33,1,50.0%,6.67,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0,,0,0,0,0,0,0,0,0,52,76%,0,0%,1,4%,False,Dez Bryant,True,31,17
2016.0,2016-10-02,4.0,4.0,,DAL,SFO,W 24-17,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Dez Bryant,True,24,17
2016.0,2016-10-09,5.0,5.0,,DAL,CIN,W 28-14,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Dez Bryant,True,28,14
2016.0,2016-10-16,6.0,6.0,,DAL,GNB,W 30-16,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Dez Bryant,True,30,16
2016.0,2016-10-30,7.0,8.0,27.361,DAL,PHI,W 29-23,True,14,4,113,28.25,1,28.6%,8.07,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0,,0,0,0,0,0,0,0,0,68,88%,0,0%,0,0%,False,Dez Bryant,True,29,23
2016.0,2016-11-06,8.0,9.0,28.002,DAL,CLE,W 35-10,True,4,1,19,19.00,0,25.0%,4.75,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,0,0,0,0,51,70%,0,0%,0,0%,True,Dez Bryant,True,35,10
2016.0,2016-11-13,9.0,10.0,28.009,DAL,PIT,W 35-30,True,9,6,116,19.33,1,66.7%,12.89,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0,,0,0,0,0,0,0,0,0,58,89%,0,0%,1,3%,True,Dez Bryant,True,35,30
2016.0,2016-11-20,10.0,11.0,28.016,DAL,BAL,W 27-17,True,8,6,80,13.33,2,75.0%,10.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,2,12,0,,0,0,0,0,0,0,0,0,62,87%,0,0%,0,0%,False,Dez Bryant,True,27,17
2016.0,2016-11-24,11.0,12.0,28.02,DAL,WAS,W 31-26,True,7,5,72,14.40,0,71.4%,10.29,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,0,0,0,0,43,77%,0,0%,1,4%,False,Dez Bryant,True,31,26
2016.0,2016-12-01,12.0,13.0,28.027,DAL,MIN,W 17-15,True,6,4,84,21.00,1,66.7%,14.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0,,0,0,0,0,0,0,0,0,37,71%,0,0%,1,4%,True,Dez Bryant,True,17,15
2016.0,2016-12-11,13.0,14.0,28.037,DAL,NYG,L 7-10,True,9,1,10,10.00,0,11.1%,1.11,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,,0,0,1,1,0,0,0,0,61,92%,0,0%,0,0%,True,Dez Bryant,False,7,10
2016.0,2016-12-18,14.0,15.0,28.044,DAL,TAM,W 26-20,True,10,8,82,10.25,0,80.0%,8.20,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,0,0,0,0,63,85%,0,0%,1,3%,False,Dez Bryant,True,26,20
2016.0,2016-12-26,15.0,16.0,28.052,DAL,DET,W 42-21,True,5,4,70,17.50,2,80.0%,14.00,0,0,,0,1,1,100.00,10,1,0,147.9,0,0,10.00,30.00,0,0,,0,0,0,,0,,2,12,0,,0,0,0,0,0,0,0,0,42,74%,0,0%,0,0%,False,Dez Bryant,True,42,21
2016.0,2017-01-01,16.0,17.0,28.058,DAL,PHI,L 13-27,True,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,18,32%,0,0%,0,0%,True,Dez Bryant,False,13,27
2017.0,2017-09-10,1.0,1.0,28.31,DAL,NYG,W 19-3,True,9,2,43,21.50,0,22.2%,4.78,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,67,91%,0,0%,0,0%,False,Dez Bryant,True,19,3
2017.0,2017-09-17,2.0,2.0,28.317,DAL,DEN,L 17-42,True,16,7,59,8.43,1,43.8%,3.69,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,0,0,0,0,66,93%,0,0%,0,0%,True,Dez Bryant,False,17,42
2017.0,2017-09-25,3.0,3.0,28.325,DAL,ARI,W 28-17,True,2,2,12,6.00,1,100.0%,6.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,0,0,0,0,41,87%,0,0%,0,0%,True,Dez Bryant,True,28,17
2017.0,2017-10-01,4.0,4.0,28.331,DAL,LAR,L 30-35,True,13,5,98,19.60,0,38.5%,7.54,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,58,82%,0,0%,0,0%,False,Dez Bryant,False,30,35
2017.0,2017-10-08,5.0,5.0,28.338,DAL,GNB,L 31-35,True,8,5,52,10.40,1,62.5%,6.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,0,0,0,0,66,89%,0,0%,0,0%,False,Dez Bryant,False,31,35
2017.0,2017-10-22,6.0,7.0,28.352,DAL,SFO,W 40-10,True,10,7,63,9.00,1,70.0%,6.30,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,0,0,0,0,54,72%,0,0%,1,4%,True,Dez Bryant,True,40,10
2017.0,2017-10-29,7.0,8.0,28.359,DAL,WAS,W 33-19,True,6,4,39,9.75,0,66.7%,6.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,60,88%,0,0%,1,3%,True,Dez Bryant,True,33,19
2017.0,2017-11-05,8.0,9.0,29.001,DAL,KAN,W 28-17,True,11,6,73,12.17,0,54.5%,6.64,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,46,69%,0,0%,0,0%,False,Dez Bryant,True,28,17
2017.0,2017-11-12,9.0,10.0,29.008,DAL,ATL,L 7-27,True,8,4,39,9.75,0,50.0%,4.88,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,52,83%,0,0%,0,0%,True,Dez Bryant,False,7,27
2017.0,2017-11-19,10.0,11.0,29.015,DAL,PHI,L 9-37,True,14,8,63,7.88,0,57.1%,4.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,54,86%,0,0%,0,0%,False,Dez Bryant,False,9,37
2017.0,2017-11-23,11.0,12.0,29.019,DAL,LAC,L 6-28,True,5,3,37,12.33,0,60.0%,7.40,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,49,89%,0,0%,0,0%,False,Dez Bryant,False,6,28
2017.0,2017-11-30,12.0,13.0,29.026,DAL,WAS,W 38-14,True,7,5,61,12.20,1,71.4%,8.71,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,0,0,0,0,56,84%,0,0%,0,0%,False,Dez Bryant,True,38,14
2017.0,2017-12-10,13.0,14.0,29.036,DAL,NYG,W 30-10,True,5,3,73,24.33,1,60.0%,14.60,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,0,0,0,0,49,78%,0,0%,0,0%,True,Dez Bryant,True,30,10
2017.0,2017-12-17,14.0,15.0,29.043,DAL,OAK,W 20-17,True,4,2,59,29.50,0,50.0%,14.75,1,-4,-4.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,58,89%,0,0%,0,0%,True,Dez Bryant,True,20,17
2017.0,2017-12-24,15.0,16.0,29.05,DAL,SEA,L 12-21,True,6,3,43,14.33,0,50.0%,7.17,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,1,1,0,0,0,0,62,84%,0,0%,0,0%,False,Dez Bryant,False,12,21
2017.0,2017-12-31,16.0,17.0,29.057,DAL,PHI,W 6-0,True,8,3,24,8.00,0,37.5%,3.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,54,79%,0,0%,0,0%,True,Dez Bryant,True,6,0
2018.0,2018-11-11,9.0,10.0,,NOR,CIN,W 51-14,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Dez Bryant,True,51,14
2018.0,2018-11-18,10.0,11.0,,NOR,PHI,W 48-7,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Dez Bryant,True,48,7
2018.0,2018-11-22,11.0,12.0,,NOR,ATL,W 31-17,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Dez Bryant,True,31,17
2018.0,2018-11-29,12.0,13.0,,NOR,DAL,L 10-13,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Dez Bryant,False,10,13
